"Month","Total_Premiums","Total_Recoveries","Total_FinReIncome","Total_FinReRepayment","Total_RiskReinsuranceRecoveries","Total_RiskReinsurancePremiums"
128,0,50435.202479456,0,566570.98607945,50435.202479456,0
129,0,50671.4382445459,0,565789.005126795,50671.4382445459,0
130,0,50420.6946476427,0,562103.916695149,50420.6946476427,0
131,0,50264.3306670446,0,558745.362953373,50264.3306670446,0
132,0,49637.2726062532,0,552150.9816803,49637.2726062532,0
133,0,49901.4135495738,0,553288.366232422,49901.4135495738,0
134,0,50012.0789327968,0,551349.069364503,50012.0789327968,0
135,0,50268.9702430009,0,548907.617219364,50268.9702430009,0
136,0,50688.0569548749,0,548250.867058913,50688.0569548749,0
137,0,50519.3033593687,0,546986.744297175,50519.3033593687,0
138,0,50406.1379957715,0,545403.288437824,50406.1379957715,0
139,0,50367.3354961474,0,542252.490986037,50367.3354961474,0
140,0,50166.8790008179,0,539529.670180999,50166.8790008179,0
141,0,50198.9542338485,0,537833.561359795,50198.9542338485,0
142,0,49968.7325870377,0,534684.348755388,49968.7325870377,0
143,0,49842.3797222834,0,531597.624068441,49842.3797222834,0
144,0,49218.9109175584,0,525297.055449515,49218.9109175584,0
145,0,49476.2682267809,0,528085.321758308,49476.2682267809,0
146,0,49586.9739889254,0,525764.641142937,49586.9739889254,0
147,0,50124.3203687553,0,524195.731081514,50124.3203687553,0
148,0,49975.925285811,0,522929.663179618,49975.925285811,0
149,0,49855.6452099993,0,521307.674488694,49855.6452099993,0
150,0,49763.9221403879,0,520026.710743271,49763.9221403879,0
151,0,49757.0520757454,0,517007.354075029,49757.0520757454,0
152,0,49176.3838762687,0,514522.982767432,49176.3838762687,0
153,0,49413.0841754135,0,513612.365637513,49413.0841754135,0
154,0,48500.1272952173,0,510124.801498024,48500.1272952173,0
155,0,48075.2757752626,0,507000.912395444,48075.2757752626,0
156,0,47473.3834677166,0,500959.740973528,47473.3834677166,0
157,0,48178.3157376253,0,503353.479547884,48178.3157376253,0
158,0,48131.7467537061,0,501498.648926051,48131.7467537061,0
159,0,48761.1138864761,0,498866.584506624,48761.1138864761,0
160,0,48944.9620175295,0,498267.443969112,48944.9620175295,0
161,0,48908.277361951,0,496751.273606568,48908.277361951,0
162,0,48813.447436637,0,495525.174265297,48813.447436637,0
163,0,48139.6772668528,0,492129.787421141,48139.6772668528,0
164,0,47926.9081572533,0,489587.45154278,47926.9081572533,0
165,0,47974.641963009,0,489171.208250232,47974.641963009,0
166,0,47648.3322435909,0,486349.671599242,47648.3322435909,0
167,0,47477.3363593122,0,483575.651024766,47477.3363593122,0
168,0,46881.1317535456,0,477781.387241613,46881.1317535456,0
169,0,46932.2299491388,0,480385.848458034,46932.2299491388,0
170,0,47144.0285895086,0,478272.335228947,47144.0285895086,0
171,0,47514.4161294638,0,476316.565772126,47514.4161294638,0
172,0,47956.9948144652,0,475518.656224332,47956.9948144652,0
173,0,47796.6523995481,0,474029.355618617,47796.6523995481,0
174,0,47381.5541895818,0,472451.232454612,47381.5541895818,0
175,0,47187.4384962642,0,469359.225522846,47187.4384962642,0
176,0,47006.8039374247,0,467352.77666226,47006.8039374247,0
177,0,47283.5980186677,0,467306.064155969,47283.5980186677,0
178,0,46972.2652485198,0,464331.104240279,46972.2652485198,0
179,0,46874.1059373963,0,461242.084710236,46874.1059373963,0
180,0,46283.112462744,0,455683.457674946,46283.112462744,0
181,0,46714.5980113938,0,457904.15380428,46714.5980113938,0
182,0,46398.6211900052,0,455994.335971611,46398.6211900052,0
183,0,46996.4107280347,0,454491.472975647,46996.4107280347,0
184,0,47475.6937692327,0,453888.284465497,47475.6937692327,0
185,0,47485.4093165709,0,452880.188683268,47485.4093165709,0
186,0,47406.4096774621,0,451501.985784511,47406.4096774621,0
187,0,47324.719798217,0,448768.296766586,47324.719798217,0
188,0,47130.4768655331,0,446635.461267419,47130.4768655331,0
189,0,47431.411718346,0,446241.181829083,47431.411718346,0
190,0,47126.9477783307,0,443632.130263899,47126.9477783307,0
191,0,47044.9578195231,0,441176.409369183,47044.9578195231,0
192,0,46446.9138980053,0,435824.079465333,46446.9138980053,0
193,0,47157.055282499,0,437069.995582551,47157.055282499,0
194,0,47335.9928748104,0,434845.264651519,47335.9928748104,0
195,0,47411.9085097061,0,432785.728713293,47411.9085097061,0
196,0,47053.2578795702,0,430775.225188197,47053.2578795702,0
197,0,47100.2125601879,0,429271.080201555,47100.2125601879,0
198,0,47040.8544196874,0,427905.885675711,47040.8544196874,0
199,0,46884.5435813764,0,424532.230057984,46884.5435813764,0
200,0,46519.9770923725,0,422434.34815943,46519.9770923725,0
201,0,46554.0404131611,0,422316.294406108,46554.0404131611,0
202,0,46257.2083463408,0,419561.732344005,46257.2083463408,0
203,0,45980.1034457935,0,416867.869985794,45980.1034457935,0
204,0,45392.2408599144,0,411777.438570071,45392.2408599144,0
205,0,46173.8253952568,0,413487.479386783,46173.8253952568,0
206,0,46312.7478980388,0,410820.084725822,46312.7478980388,0
207,0,45564.0143709646,0,408811.883248213,45564.0143709646,0
208,0,45674.7087088498,0,407896.155319127,45674.7087088498,0
209,0,45485.2833899818,0,406012.442061574,45485.2833899818,0
210,0,45350.8423977893,0,404655.736856759,45350.8423977893,0
211,0,45305.6578475581,0,401794.953799935,45305.6578475581,0
212,0,45129.6777261548,0,399813.037574151,45129.6777261548,0
213,0,44877.4552559246,0,398739.308692858,44877.4552559246,0
214,0,44607.414452793,0,396154.835961715,44607.414452793,0
215,0,44553.5920717251,0,393840.519260359,44553.5920717251,0
216,0,43981.6058824115,0,388998.355973732,43981.6058824115,0
217,0,44696.2801787932,0,390235.951320998,44696.2801787932,0
218,0,44957.7401131526,0,388655.237366814,44957.7401131526,0
219,0,45333.2629958376,0,387285.021619108,45333.2629958376,0
220,0,45556.1429486121,0,386921.574843304,45556.1429486121,0
221,0,45536.3279876393,0,385813.655096854,45536.3279876393,0
222,0,45497.7189560386,0,384343.861649406,45497.7189560386,0
223,0,45455.8573290006,0,381821.059559631,45455.8573290006,0
224,0,45231.9112002715,0,379498.475935028,45231.9112002715,0
225,0,45370.8756972364,0,379220.303590542,45370.8756972364,0
226,0,45091.0261218104,0,376866.18531475,45091.0261218104,0
227,0,44601.098092034,0,374558.326038585,44601.098092034,0
228,0,44021.3362819823,0,369917.308270267,44021.3362819823,0
229,0,44943.8581427699,0,371452.730607267,44943.8581427699,0
230,0,45182.098118745,0,369742.5803476,45182.098118745,0
231,0,45578.4571235845,0,368273.432602025,45578.4571235845,0
232,0,45587.9337120972,0,367306.724006416,45587.9337120972,0
233,0,45520.721704475,0,366214.814360721,45520.721704475,0
234,0,45490.5952119115,0,365322.014788518,45490.5952119115,0
235,0,45308.8620276507,0,362578.000678767,45308.8620276507,0
236,0,45126.223245695,0,360798.361499071,45126.223245695,0
237,0,45344.7186755699,0,360256.4915468,45344.7186755699,0
238,0,45083.1781880308,0,358073.612281792,45083.1781880308,0
239,0,44271.2574528848,0,355241.52929772,44271.2574528848,0
240,0,43691.43417824,0,350805.413300127,43691.43417824,0
241,0,44487.6268150785,0,352301.121332286,44487.6268150785,0
242,0,44714.9674588152,0,350519.142816621,44714.9674588152,0
243,0,45185.2470241105,0,349170.662899664,45185.2470241105,0
244,0,45542.3590413626,0,348577.274543055,45542.3590413626,0
245,0,45155.7278265897,0,347442.388107009,45155.7278265897,0
246,0,45159.6836044649,0,346684.732917814,45159.6836044649,0
247,0,45143.815890799,0,344542.26597188,45143.815890799,0
248,0,44905.633913858,0,342842.01935448,44905.633913858,0
249,0,45178.5864493637,0,342150.443005758,45178.5864493637,0
250,0,44830.2456513672,0,340048.070236753,44830.2456513672,0
251,0,44449.6664015104,0,337866.172067028,44449.6664015104,0
252,0,43859.6455082121,0,333610.301456472,43859.6455082121,0
253,0,44233.4452353242,0,334522.511315581,44233.4452353242,0
254,0,42843.42129239,0,331851.742956666,42843.42129239,0
255,0,43215.3182853723,0,330205.762294791,43215.3182853723,0
256,0,42863.9397944131,0,329294.662872908,42863.9397944131,0
257,0,42771.5834552574,0,328305.112238255,42771.5834552574,0
258,0,42566.1328741621,0,326751.725610647,42566.1328741621,0
259,0,41787.7022958507,0,323987.50194771,41787.7022958507,0
260,0,41611.6808205639,0,322200.638535541,41611.6808205639,0
261,0,41465.0801291698,0,321565.881332465,41465.0801291698,0
262,0,40969.5243070937,0,319326.874430333,40969.5243070937,0
263,0,40788.8698018367,0,317518.498348122,40788.8698018367,0
264,0,40246.3507967554,0,313488.572322515,40246.3507967554,0
265,0,40861.9975027754,0,314379.355504794,40861.9975027754,0
266,0,40778.7808614251,0,312654.694561396,40778.7808614251,0
267,0,41358.3070265047,0,311584.477947516,41358.3070265047,0
268,0,41638.6114734667,0,311189.163567269,41638.6114734667,0
269,0,41637.3494305658,0,309971.796231246,41637.3494305658,0
270,0,41653.9667254399,0,309208.071379247,41653.9667254399,0
271,0,41445.9141753089,0,307003.292805247,41445.9141753089,0
272,0,41013.642575842,0,304702.060119759,41013.642575842,0
273,0,40872.500751852,0,304077.766620427,40872.500751852,0
274,0,40612.9036084008,0,302095.387622944,40612.9036084008,0
275,0,40345.0351049406,0,300499.994733906,40345.0351049406,0
276,0,39803.5251121353,0,296653.11895541,39803.5251121353,0
277,0,40469.8285553426,0,298081.085036173,40469.8285553426,0
278,0,40492.307745258,0,296273.892084272,40492.307745258,0
279,0,39218.4369698568,0,294102.671255434,39218.4369698568,0
280,0,39326.41017563,0,293505.38297763,39326.41017563,0
281,0,39291.0777348852,0,292510.729278801,39291.0777348852,0
282,0,39370.7665328785,0,291654.7785538,39370.7665328785,0
283,0,39295.5285185687,0,289883.411206246,39295.5285185687,0
284,0,39084.151775424,0,288468.526480773,39084.151775424,0
285,0,39057.4048669054,0,288228.707477996,39057.4048669054,0
286,0,38572.43900312,0,286345.766550103,38572.43900312,0
287,0,38426.8053731822,0,284608.811525176,38426.8053731822,0
288,0,37908.3779645058,0,280932.640639877,37908.3779645058,0
289,0,38285.9716850418,0,282039.503741304,38285.9716850418,0
290,0,38271.6995493697,0,280586.40790533,38271.6995493697,0
291,0,38213.7691407529,0,279408.575100972,38213.7691407529,0
292,0,37247.8013534306,0,278100.858285919,37247.8013534306,0
293,0,37327.4915045784,0,277292.321017786,37327.4915045784,0
294,0,37030.009902144,0,275807.040090326,37030.009902144,0
295,0,36950.4042380066,0,273797.163714244,36950.4042380066,0
296,0,36798.8164772531,0,272569.807704438,36798.8164772531,0
297,0,36963.541336995,0,272113.338826124,36963.541336995,0
298,0,36682.4311886534,0,270363.439527265,36682.4311886534,0
299,0,36367.519661953,0,268123.196797825,36367.519661953,0
300,0,35876.4150352052,0,264628.126755173,35876.4150352052,0
301,0,35838.5631929143,0,265566.196317792,35838.5631929143,0
302,0,35917.4752275668,0,264183.87435531,35917.4752275668,0
303,0,36216.1150164284,0,263088.405108716,36216.1150164284,0
304,0,35308.2408117204,0,261771.266526638,35308.2408117204,0
305,0,35319.0025705051,0,261221.624264744,35319.0025705051,0
306,0,35224.2703431431,0,259230.588483707,35224.2703431431,0
307,0,35160.0920767061,0,257363.110471015,35160.0920767061,0
308,0,34994.237958733,0,255948.002829263,34994.237958733,0
309,0,35156.0435137213,0,255090.311298634,35156.0435137213,0
310,0,34877.101221842,0,253594.764905027,34877.101221842,0
311,0,34752.2065232795,0,252060.831795158,34752.2065232795,0
312,0,34278.5974970372,0,248743.760518787,34278.5974970372,0
313,0,34530.5693459987,0,249329.216991304,34530.5693459987,0
314,0,34425.3374473258,0,247955.203837927,34425.3374473258,0
315,0,34315.891642048,0,246610.948098499,34315.891642048,0
316,0,34169.0042478201,0,246081.724743198,34169.0042478201,0
317,0,34272.0668890868,0,245523.003334838,34272.0668890868,0
318,0,33951.4199959488,0,244250.006360554,33951.4199959488,0
319,0,33909.7549727029,0,242575.218684293,33909.7549727029,0
320,0,33786.4197963214,0,241297.590814091,33786.4197963214,0
321,0,33764.267375931,0,240849.76607036,33764.267375931,0
322,0,33328.3684814207,0,239198.690348663,33328.3684814207,0
323,0,32965.8309009196,0,237635.088887055,32965.8309009196,0
324,0,32510.7168728526,0,234477.010011409,32510.7168728526,0
325,0,32758.4106022782,0,235403.069043166,32758.4106022782,0
326,0,32516.5257176051,0,233977.374622319,32516.5257176051,0
327,0,32617.7551542035,0,232986.488955436,32617.7551542035,0
328,0,32371.2900780845,0,232279.28270245,32371.2900780845,0
329,0,32284.7332440972,0,231352.629658819,32284.7332440972,0
330,0,31839.1661726286,0,229855.643669456,31839.1661726286,0
331,0,31917.6116679514,0,228400.01171889,31917.6116679514,0
332,0,31621.8718833057,0,226724.948709725,31621.8718833057,0
333,0,31803.3525753133,0,226305.144194793,31803.3525753133,0
334,0,31407.4356292516,0,224574.043021444,31407.4356292516,0
335,0,31297.0737981037,0,223310.194963245,31297.0737981037,0
336,0,30859.0165768278,0,220313.44127572,30859.0165768278,0
337,0,31246.4963734171,0,220441.663822766,31246.4963734171,0
338,0,31036.3372714749,0,218701.829417731,31036.3372714749,0
339,0,31054.1723623625,0,217708.00209618,31054.1723623625,0
340,0,31058.4871879649,0,217361.300624988,31058.4871879649,0
341,0,30983.6340102445,0,216162.451309967,30983.6340102445,0
342,0,30426.1838424946,0,214379.67180027,30426.1838424946,0
343,0,29454.3188903235,0,212413.786162056,29454.3188903235,0
344,0,29353.588750717,0,211025.049396616,29353.588750717,0
345,0,29530.0694011709,0,210892.001082893,29530.0694011709,0
346,0,29312.7317411067,0,209657.403841357,29312.7317411067,0
347,0,28985.4038978725,0,208046.511614915,28985.4038978725,0
348,0,28573.7355913315,0,205224.480975158,28573.7355913315,0
349,0,28822.7753523476,0,205447.660048316,28822.7753523476,0
350,0,28609.7639802912,0,203668.999585632,28609.7639802912,0
351,0,28800.9345498403,0,202814.011660013,28800.9345498403,0
352,0,28295.8984365278,0,201959.338590673,28295.8984365278,0
353,0,28279.4418010359,0,201262.162923485,28279.4418010359,0
354,0,28176.8398580589,0,200501.729914816,28176.8398580589,0
355,0,27997.2181688448,0,199055.107783932,27997.2181688448,0
356,0,27735.1457685094,0,197956.389660997,27735.1457685094,0
357,0,27677.6028122145,0,197242.943204884,27677.6028122145,0
358,0,27487.1054236652,0,195839.413078913,27487.1054236652,0
359,0,27272.760044005,0,194603.533004435,27272.760044005,0
360,0,26880.7961100271,0,191934.637658947,26880.7961100271,0
361,0,26508.7031832583,0,191632.558179737,26508.7031832583,0
362,0,26492.1370282042,0,190494.007838827,26492.1370282042,0
363,0,26692.9349773103,0,189628.392411741,26692.9349773103,0
364,0,26341.4603449937,0,189072.827356791,26341.4603449937,0
365,0,26343.9678249697,0,188311.191803903,26343.9678249697,0
366,0,26247.2185323001,0,187372.959543386,26247.2185323001,0
367,0,26190.3602752137,0,185693.120645909,26190.3602752137,0
368,0,25887.5664929101,0,184321.890118724,25887.5664929101,0
369,0,25891.1683026438,0,183942.242003383,25891.1683026438,0
370,0,25640.1179765369,0,182653.342932932,25640.1179765369,0
371,0,25577.2263397928,0,181380.951220803,25577.2263397928,0
372,0,25203.8501827259,0,178865.794750271,25203.8501827259,0
373,0,25536.1609156725,0,179385.785954778,25536.1609156725,0
374,0,25542.5196799399,0,178298.094145129,25542.5196799399,0
375,0,25751.6955923031,0,177569.788245876,25751.6955923031,0
376,0,25494.4542926755,0,177024.593439074,25494.4542926755,0
377,0,25174.5533254048,0,176009.633861219,25174.5533254048,0
378,0,24761.7203014338,0,174609.692421516,24761.7203014338,0
379,0,24573.1128216173,0,173187.280542047,24573.1128216173,0
380,0,24241.7008400671,0,172083.172456406,24241.7008400671,0
381,0,24178.6354976005,0,171668.478991781,24178.6354976005,0
382,0,23946.9851225623,0,170447.071242844,23946.9851225623,0
383,0,23370.7765962188,0,169021.86175775,23370.7765962188,0
384,0,23024.5093810008,0,166651.059786926,23024.5093810008,0
385,0,23021.8458728155,0,166938.62171001,23021.8458728155,0
386,0,22829.6976790901,0,165784.977661882,22829.6976790901,0
387,0,22913.2802392598,0,164983.107418252,22913.2802392598,0
388,0,22797.3465997492,0,164717.044944714,22797.3465997492,0
389,0,22477.8117455632,0,163818.684537857,22477.8117455632,0
390,0,22345.3592455431,0,163050.890744314,22345.3592455431,0
391,0,21945.6550882649,0,161637.712234164,21945.6550882649,0
392,0,21731.5727969844,0,160527.473883952,21731.5727969844,0
393,0,21813.4998924568,0,160207.420766967,21813.4998924568,0
394,0,21636.2439401746,0,159120.864909447,21636.2439401746,0
395,0,21461.3984993369,0,158088.919142598,21461.3984993369,0
396,0,21139.239032933,0,155843.765998615,21139.239032933,0
397,0,21332.8929279117,0,156366.152403405,21332.8929279117,0
398,0,21374.1535273217,0,155204.069742715,21374.1535273217,0
399,0,21273.0758183403,0,154179.57845027,21273.0758183403,0
400,0,21099.8333610139,0,153690.081790292,21099.8333610139,0
401,0,20973.499212048,0,153138.027663014,20973.499212048,0
402,0,20818.8544523607,0,152223.269273083,20818.8544523607,0
403,0,20625.5313993172,0,150938.119765471,20625.5313993172,0
404,0,20428.5480865768,0,149992.878066175,20428.5480865768,0
405,0,20503.9467833536,0,149690.20523321,20503.9467833536,0
406,0,20351.5415786218,0,148703.779846273,20351.5415786218,0
407,0,20058.3202728403,0,147291.501470239,20058.3202728403,0
408,0,19753.0571768788,0,145177.561034528,19753.0571768788,0
409,0,19886.4053218726,0,145274.43214586,19886.4053218726,0
410,0,19808.4404606851,0,144168.231128901,19808.4404606851,0
411,0,19893.3453899181,0,143482.755805599,19893.3453899181,0
412,0,19752.0800832279,0,143181.534306938,19752.0800832279,0
413,0,19555.2748955499,0,142304.135714451,19555.2748955499,0
414,0,19365.5856603685,0,141505.432833886,19365.5856603685,0
415,0,19167.1808150837,0,140348.531161773,19167.1808150837,0
416,0,19037.2639191651,0,139313.095618047,19037.2639191651,0
417,0,18963.2259911352,0,138670.509892844,18963.2259911352,0
418,0,18768.7873033761,0,137631.605246502,18768.7873033761,0
419,0,18589.4884584707,0,136536.718968248,18589.4884584707,0
420,0,18301.4521885442,0,134556.200442558,18301.4521885442,0
421,0,18181.666265724,0,134549.410956265,18181.666265724,0
422,0,18105.4089888452,0,133595.005353534,18105.4089888452,0
423,0,18158.5287217177,0,132854.917979031,18158.5287217177,0
424,0,17716.4093728568,0,132029.427878559,17716.4093728568,0
425,0,17462.638385542,0,131281.816785555,17462.638385542,0
426,0,17348.0475692668,0,130302.540530397,17348.0475692668,0
427,0,17204.7454952336,0,129160.812236145,17204.7454952336,0
428,0,17099.0715439884,0,128239.838898699,17099.0715439884,0
429,0,17148.2656931933,0,128001.89493761,17148.2656931933,0
430,0,16882.0891675681,0,127105.70348519,16882.0891675681,0
431,0,16792.0762874215,0,126164.226320251,16792.0762874215,0
432,0,16526.6257091106,0,124308.815077483,16526.6257091106,0
433,0,16545.5167648954,0,123967.132923902,16545.5167648954,0
434,0,16117.1963587074,0,122616.552210459,16117.1963587074,0
435,0,16017.0586424532,0,121636.723874488,16017.0586424532,0
436,0,15847.8633330772,0,121327.396996139,15847.8633330772,0
437,0,15589.642825107,0,120630.814831133,15589.642825107,0
438,0,15406.7344683001,0,119969.444133685,15406.7344683001,0
439,0,15162.7398024482,0,118813.183790336,15162.7398024482,0
440,0,15043.6669007094,0,117996.430222736,15043.6669007094,0
441,0,15108.3686226772,0,117517.366285289,15108.3686226772,0
442,0,14948.9811339905,0,116337.398411337,14948.9811339905,0
443,0,14625.383625129,0,115068.006531413,14625.383625129,0
444,0,14388.2682303355,0,113359.605303809,14388.2682303355,0
445,0,14483.0431719918,0,113515.917093538,14483.0431719918,0
446,0,14196.6321887389,0,112646.021261438,14196.6321887389,0
447,0,14057.4758966705,0,111753.656698962,14057.4758966705,0
448,0,13878.4291236092,0,111519.81017542,13878.4291236092,0
449,0,13521.6026283935,0,110805.670427864,13521.6026283935,0
