Time,PREM_INC,DEATH_OUTGO,DISAB_OUTGO,INIT_EXP,REN_EXP,INIT_COMM_V,REN_COMM_V,PHIBEN_OUTGO,PHIBEN_OUTGO_BLL,CR_BEN_OUTGO,RETR_OUTGO,DTH_OUTGO,DREADDIS_OUTGO,TEMPDIS_OUTGO,RIDERC_OUTGO,RISK_ADJ,COVERAGE_UNITS,Year,INIT_COMM,REN_COMM
2026-08-13,4647107.97845625,430618.928094026,42556.6146784181,0.0,143982.430337585,0.0,0.0,1399303.72674967,0,219.74707274992,2561.50416587928,0,0.0,0.0,0,-8636.58825208537,3145684332.85176,2023,,
2026-09-12,4619755.68360969,429989.395764068,42531.4316018353,0.0,143046.304511076,0.0,0.0,1398514.4550489,0,219.717146050221,2496.63705731623,0,0.0,0.0,0,-8626.71722427396,3126950185.56901,2023,,
2026-10-12,4608165.5736338,430625.083206419,40699.669863864,0.0,142296.767905655,0.0,0.0,1403434.08132055,0,217.808049526118,2448.00695715727,0,0.0,0.0,0,-8594.76245664687,3111765769.4544,2023,,
2026-11-11,4603675.8680532,432908.521852625,40889.1132111766,0.0,141497.894862872,0.0,0.0,1406767.8633368,0,216.326582894011,2402.1087988189,0,0.0,0.0,0,-8471.79699998191,3100326402.74748,2023,,
2026-12-11,4608150.11112201,437661.378786842,41732.4770948833,0.0,140462.413102081,0.0,0.0,1411239.04115382,0,215.75035166077,2383.8017375402,0,0.0,0.0,0,-8389.34187300642,3091954945.42955,2023,,
2027-01-10,4609641.0235314,440991.361691376,42545.3389732642,0.0,139956.388243944,0.0,0.0,1421558.55768093,0,217.289739940771,2315.33683801166,0,0.0,0.0,0,-8389.11013738189,3085349398.20277,2023,,
2027-02-09,4592421.25117321,441263.562764516,42574.3358187068,0.0,139528.040635783,0.0,0.0,1431320.79646732,0,217.516639037758,2260.91877796503,0,0.0,0.0,0,-8382.42826582408,3068221468.44553,2023,,
2027-03-11,4580008.00550894,439909.565610115,42808.3728451463,0.0,138972.020058455,0.0,0.0,1439702.30908487,0,215.661014172389,2195.89605028145,0,0.0,0.0,0,-8371.26347220393,3055566024.09123,2023,,
2027-04-10,4568836.20685597,440534.121368723,43160.5175468107,0.0,138340.318168288,0.0,0.0,1444238.59619827,0,213.941212341373,2153.82027179871,0,0.0,0.0,0,-8357.65896535891,3042834134.71289,2023,,
2027-05-10,4550388.26672547,439321.072738296,43370.1237708808,0.0,137602.556005215,0.0,0.0,1449202.53254176,0,212.118889556246,2091.79975928525,0,0.0,0.0,0,-8301.55458693027,3025001156.92487,2023,,
2027-06-09,4521321.23064127,437099.032667212,43232.3834807449,0.0,136810.122042591,0.0,0.0,1450612.25966926,0,210.312319308094,2031.57151414063,0,0.0,0.0,0,-8258.29611826933,3004201328.14345,2023,,
2027-07-09,4511090.24435556,435691.950906634,43227.6909754008,0.0,136345.85637487,0.0,0.0,1459704.49546361,0,208.521362644679,1987.22563590691,0,0.0,0.0,0,-8248.11943971194,2989472239.21911,2023,,
2027-08-08,4493773.08185175,444595.621506734,43231.3606282882,0.0,135722.830009958,0.0,0.0,1457843.6455184,0,207.591696882443,1935.2083939617,0,0.0,0.0,0,-8244.91836603572,2971465101.04076,2023,,
2027-09-07,4461227.91409708,443953.288240215,42676.2672409339,0.0,135008.424225513,0.0,0.0,1461411.41998137,0,207.608937055837,1886.03068541275,0,0.0,0.0,0,-8177.25786976029,2950851471.81117,2023,,
2027-10-07,4445637.05288228,444751.95721351,42839.6835919025,0.0,134131.497131103,0.0,0.0,1466040.42868562,0,205.845642929737,1848.60635063653,0,0.0,0.0,0,-8142.48663339672,2935116845.50609,2023,,
2027-11-06,4453189.75141218,447007.463590873,43066.9246762009,0.0,133745.713803635,0.0,0.0,1476932.67822855,0,204.486903621016,1814.20896635587,0,0.0,0.0,0,-8145.29459111494,2928746795.02375,2023,,
2027-12-06,4455440.40710814,451728.008313183,44024.1814359012,0.0,132876.986718912,0.0,0.0,1479110.50236016,0,203.984321152413,1798.71359597971,0,0.0,0.0,0,-8075.78020901405,2920713231.43798,2023,,
2028-01-05,4456624.15886151,454959.620531356,44955.6037253654,0.0,132488.81841247,0.0,0.0,1489036.0017591,0,205.511994791382,1746.48736815304,0,0.0,0.0,0,-8062.32994825553,2914387720.57345,2023,,
2028-02-04,4434722.85228395,455147.047147338,44999.7652881755,0.0,131967.785805818,0.0,0.0,1494530.45794227,0,205.766660612574,1704.71767986259,0,0.0,0.0,0,-7963.03407474135,2896548403.94362,2023,,
2028-03-05,4415482.17460377,455107.299951962,45241.6810206191,0.0,131213.394296757,0.0,0.0,1497234.30578242,0,204.053654432692,1655.15228783629,0,0.0,0.0,0,-7853.14885242478,2883197264.66844,2023,,
2028-04-04,4393143.50237571,455758.187234901,45773.1468925013,0.0,130456.11036524,0.0,0.0,1499899.66962471,0,202.468594564337,1622.8540385708,0,0.0,0.0,0,-7807.18115241557,2870844820.09288,2023,,
2028-05-04,4377541.0464631,453941.626980907,46010.1662511603,0.0,129818.649575555,0.0,0.0,1505835.24264797,0,200.785727654444,1575.60568892798,0,0.0,0.0,0,-7771.18344814682,2854878179.03653,2023,,
2028-06-03,4351925.99181372,451646.863756192,45870.553034483,0.0,129083.96459513,0.0,0.0,1507859.54221113,0,199.117059223341,1529.73712766264,0,0.0,0.0,0,-7746.13759423545,2835298935.5334,2023,,
2028-07-03,4336506.93603841,450345.912107854,45873.0235920741,0.0,128471.499473634,0.0,0.0,1512029.97775388,0,197.462467013945,1495.77079318236,0,0.0,0.0,0,-7728.7222790451,2819652594.00912,2023,,
2028-08-02,4325656.2734028,458951.213928499,45877.6919203665,0.0,127874.797047363,0.0,0.0,1511671.3818418,0,196.623285691196,1455.92670469762,0,0.0,0.0,0,-7727.99110360669,2806166548.49591,2023,,
2028-09-01,4306424.94262564,458251.447473314,45825.440522572,0.0,127273.268932551,0.0,0.0,1517401.96043546,0,196.679005662797,1418.78207943895,0,0.0,0.0,0,-7619.46588273117,2791462016.37049,2023,,
2028-10-01,4301100.07507058,459172.935099848,46000.1461784697,0.0,126809.908043827,0.0,0.0,1523691.49798465,0,195.047471478476,1389.91976129054,0,0.0,0.0,0,-7613.22982760239,2780148847.07969,2023,,
2028-10-31,4275079.78461146,456352.301661947,46262.6546076059,0.0,125507.774356386,0.0,0.0,1518796.0557592,0,193.799777823535,1364.10708524654,0,0.0,0.0,0,-7479.4087502483,2762103464.92278,2023,,
2028-11-30,4261578.02589601,461451.477459907,47333.1448349805,0.0,124469.627310889,0.0,0.0,1512405.32605328,0,193.364138424428,1358.53327172385,0,0.0,0.0,0,-7457.78392095945,2746822681.75241,2023,,
2028-12-30,4254203.86711926,464972.252524079,44667.5433056721,0.0,123774.02435916,0.0,0.0,1519804.01810932,0,194.882445754869,1318.48549242406,0,0.0,0.0,0,-7451.87389399633,2734449559.66384,2023,,
2029-01-29,4224049.92719463,465284.824474241,44765.0941658399,0.0,123210.662953934,0.0,0.0,1517744.53794102,0,195.161243384991,1286.13230743137,0,0.0,0.0,0,-7386.63261463284,2715687234.68151,2023,,
2029-02-28,4206157.12501803,464245.049016583,45072.0694959153,0.0,122552.981437226,0.0,0.0,1521744.48710514,0,193.566458604458,1248.16884953834,0,0.0,0.0,0,-7373.1526619309,2703557598.85608,2023,,
2029-03-30,4192948.80754856,464979.144123169,45691.8140675228,0.0,122003.626145009,0.0,0.0,1525571.59474414,0,192.092737273449,1223.14861992717,0,0.0,0.0,0,-7327.98622705799,2690911832.65468,2023,,
2029-04-29,4176051.0083699,463723.188072123,45961.4166133321,0.0,121484.271316511,0.0,0.0,1530546.02684737,0,190.525634257648,1186.99591403342,0,0.0,0.0,0,-7296.44225351532,2676316687.86057,2023,,
2029-05-29,4153400.6813972,461398.826185623,45846.6737024049,0.0,120863.594775977,0.0,0.0,1533101.26428805,0,188.971520078692,1151.91485518144,0,0.0,0.0,0,-7284.07316039679,2658151347.74775,2023,,
2029-06-28,4124585.37712373,459883.256160219,45861.052332136,0.0,120088.526741569,0.0,0.0,1529280.8653556,0,187.430284836801,1125.60726665684,0,0.0,0.0,0,-7076.54098832063,2637870103.20147,2023,,
2029-07-28,4100756.0124566,469674.536262198,45934.4197852212,0.0,119315.360369187,0.0,0.0,1524117.87650776,0,186.661242696167,1038.77138513895,0,0.0,0.0,0,-7028.39421414245,2619073790.46611,2023,,
2029-08-27,4083269.37734983,468951.029346588,45912.9086411044,0.0,118842.17759647,0.0,0.0,1529797.68726648,0,186.73972095857,1012.3571004931,0,0.0,0.0,0,-7030.45539240138,2605177795.49143,2023,,
2029-09-26,4073572.4697011,470057.307903561,46138.954938558,0.0,118455.160826773,0.0,0.0,1533372.61764545,0,185.216422398062,991.601400235765,0,0.0,0.0,0,-7024.45397135976,2590314428.00156,2023,,
2029-10-26,4061059.84496643,471495.436483489,45694.7327107551,0.0,117718.118496963,0.0,0.0,1531158.33670699,0,184.058623455708,973.691124948927,0,0.0,0.0,0,-6905.22522046876,2578621835.40272,2023,,
2029-11-25,4066567.53130771,476578.846373424,45936.9576794446,0.0,117055.986612094,0.0,0.0,1533011.2551858,0,183.670740625042,965.939074911196,0,0.0,0.0,0,-6884.49862263799,2571544145.42819,2023,,
2029-12-25,4050293.72555761,480173.923336739,46161.8654407759,0.0,116470.100526792,0.0,0.0,1529533.03818872,0,185.168343021394,937.254730838856,0,0.0,0.0,0,-6852.42071222556,2560012991.71385,2023,,
2030-01-24,4029122.33417731,480551.378951116,46319.6687466071,0.0,116185.210055164,0.0,0.0,1535706.80746216,0,185.432625300258,914.069515596441,0,0.0,0.0,0,-6812.46858390989,2544143660.83833,2023,,
2030-02-23,4014319.86764744,480577.813156975,46681.7567065022,0.0,115661.953462134,0.0,0.0,1541775.23137174,0,183.921544206209,886.888740127439,0,0.0,0.0,0,-6800.193332078,2532114822.3434,2023,,
2030-03-25,4003027.29789053,480782.452475094,47373.1202028415,0.0,115122.548828135,0.0,0.0,1545528.84642523,0,182.525738100325,869.255323045025,0,0.0,0.0,0,-6684.78530805246,2521015629.11607,2023,,
2030-04-24,3988510.23354497,479304.063560389,47644.3683637392,0.0,114753.671442137,0.0,0.0,1551911.75204926,0,181.038736575515,843.368101336856,0,0.0,0.0,0,-6609.86374795861,2508042455.41099,2023,,
2030-05-24,3965342.75628168,475863.966922414,47539.4427476011,0.0,114285.969775846,0.0,0.0,1553565.38715257,0,179.564036787992,818.253582397561,0,0.0,0.0,0,-6572.77561978867,2488962189.70588,2023,,
2030-06-23,3942661.12518976,474155.686276477,47600.7147771519,0.0,113698.276416247,0.0,0.0,1556218.18403468,0,178.101534922474,799.443864552878,0,0.0,0.0,0,-6503.1376926841,2472726150.64605,2023,,
2030-07-23,3936491.53795237,483757.463675108,47286.6179350843,0.0,113335.130236489,0.0,0.0,1561557.88821849,0,177.370722866813,775.609563391724,0,0.0,0.0,0,-6500.21277325994,2460578083.54211,2023,,
2030-08-22,3917383.88454642,483004.024729099,47301.8750146105,0.0,113031.043404711,0.0,0.0,1565703.36669875,0,177.44297765559,755.751141506555,0,0.0,0.0,0,-6507.05915469055,2447455540.4602,2023,,
2030-09-21,3912487.63841494,484107.34917849,47579.1512079463,0.0,112656.889052443,0.0,0.0,1573833.2575269,0,175.997456919309,741.098951717708,0,0.0,0.0,0,-6524.83375854606,2435939824.38402,2023,,
2030-10-21,3900367.8826423,485833.870339884,47780.3687316313,0.0,111951.596659046,0.0,0.0,1574152.03576679,0,174.900342487283,727.519615459163,0,0.0,0.0,0,-6511.47680951417,2425862004.47812,2023,,
2030-11-20,3885078.0384581,491282.571930332,48169.0894516161,0.0,110974.982565173,0.0,0.0,1562632.96194131,0,174.535242448789,721.078130194624,0,0.0,0.0,0,-6343.46790497349,2410712352.53807,2023,,
2030-12-20,3886498.87070983,494856.47442858,48460.0089039696,0.0,110737.347236297,0.0,0.0,1569525.00848362,0,175.995070330423,699.391969060303,0,0.0,0.0,0,-6354.20872254358,2404818994.75945,2023,,
2031-01-19,3869325.24916902,495103.749930184,48672.2372795628,0.0,110514.364312045,0.0,0.0,1577662.2673056,0,176.243063120676,681.607962243093,0,0.0,0.0,0,-6358.52711089418,2389994315.09904,2023,,
2031-02-18,3858061.44832024,495065.905556291,49128.9482493609,0.0,110158.436713404,0.0,0.0,1584264.62847641,0,174.808800449429,661.084342092856,0,0.0,0.0,0,-6350.27247017024,2380051566.18737,2023,,
2031-03-20,3835900.90671363,494776.174708613,49945.7689559121,0.0,109446.586076331,0.0,0.0,1582797.0864337,0,173.484339200979,647.583129233435,0,0.0,0.0,0,-6220.47152679038,2366423680.00525,2023,,
2031-04-19,3811873.73876247,493011.592128179,50284.1747709584,0.0,108805.42084174,0.0,0.0,1582421.87853257,0,172.072885711923,628.05485461993,0,0.0,0.0,0,-6151.96733117971,2350628295.52947,2023,,
2031-05-19,3791743.06903383,490341.944115644,49125.4623987714,0.0,108258.797225481,0.0,0.0,1586114.80884401,0,170.67308776365,609.116619278518,0,0.0,0.0,0,-6118.58435557636,2334528831.93852,2023,,
2031-06-18,3778671.09262797,488677.506275628,49228.4949792145,0.0,107804.855684084,0.0,0.0,1591481.92700407,0,169.284847240905,594.656331035107,0,0.0,0.0,0,-6105.77293344808,2321349334.315,2023,,
2031-07-18,3771238.92333449,499580.045725249,49267.4606620902,0.0,107203.686147171,0.0,0.0,1591167.83181222,0,168.589922188855,576.708312429849,0,0.0,0.0,0,-6108.71958231332,2308755510.42315,2023,,
2031-08-17,3754354.33183951,498797.431704292,49307.9311619038,0.0,106799.801103859,0.0,0.0,1596033.6962477,0,168.655946484881,561.797484920586,0,0.0,0.0,0,-6109.67487115782,2296318793.00661,2023,,
2031-09-16,3740110.5230729,498379.961297341,49626.7499975043,0.0,106280.788564006,0.0,0.0,1595900.19241794,0,167.283795677335,549.69405962649,0,0.0,0.0,0,-6062.72581809678,2284039469.25312,2023,,
2031-10-16,3712627.06301017,499959.738701973,49875.572557395,0.0,105620.244825257,0.0,0.0,1582347.22529984,0,166.243762056969,539.454684863889,0,0.0,0.0,0,-6023.81442183578,2269445122.05992,2023,,
2031-11-15,3701243.58064791,505132.7411753,47581.0005825834,0.0,104948.248626242,0.0,0.0,1575521.67482303,0,165.899716454637,534.21044246211,0,0.0,0.0,0,-6012.31097469826,2253429658.01974,2023,,
2031-12-15,3701863.79895714,508808.880127458,47453.5821441364,0.0,104618.232700945,0.0,0.0,1583539.08481548,0,167.322979253669,517.971892287782,0,0.0,0.0,0,-6013.95306318136,2247616092.79099,2023,,
2032-01-14,3676652.61467191,508350.546526595,46656.6595679579,0.0,104121.020037785,0.0,0.0,1584733.73238553,0,167.555224326862,504.449325914872,0,0.0,0.0,0,-5923.93499442723,2229258804.209,2023,,
2032-02-13,3664778.28519499,508337.54326473,46921.8894542975,0.0,103741.736510798,0.0,0.0,1587970.87478668,0,166.193443178425,489.100118817828,0,0.0,0.0,0,-5913.87512681934,2219273568.00247,2023,,
2032-03-14,3643103.20426601,508276.85300165,47104.8649376829,0.0,103086.889517452,0.0,0.0,1587832.71396941,0,164.936254423746,440.84998672573,0,0.0,0.0,0,-5883.92674915575,2204430212.36189,2023,,
2032-04-13,3615108.07924276,505516.649891259,47485.3993650671,0.0,102418.302244087,0.0,0.0,1580680.00093046,0,163.596087567205,427.477625501589,0,0.0,0.0,0,-5760.74617426341,2187688598.9303,2023,,
2032-05-13,3602721.77913589,502745.742458962,47212.4065585805,0.0,102184.444229731,0.0,0.0,1589222.22752844,0,162.266968182629,414.511500648695,0,0.0,0.0,0,-5755.93532564011,2175757158.95812,2023,,
2032-06-12,3583079.77278119,500980.630529713,47405.9728920333,0.0,101836.682536901,0.0,0.0,1592615.14183743,0,160.948803498228,404.619133965275,0,0.0,0.0,0,-5747.06515277482,2162926785.44081,2023,,
2032-07-12,3574082.40385674,512042.8610039,47523.6221358755,0.0,101119.810935942,0.0,0.0,1592995.21612317,0,146.719599773254,392.336973227458,0,0.0,0.0,0,-5744.47324059801,2148487284.18322,2023,,
2032-08-11,3548394.67367518,511135.837301895,47642.9731605712,0.0,100575.064821326,0.0,0.0,1590960.97274751,0,133.45392639601,382.311870425766,0,0.0,0.0,0,-5752.05568176449,2132235722.49479,2023,,
2032-09-10,3530558.64951527,512554.217437499,47201.0363850776,0.0,99866.789321777,0.0,0.0,1585814.59074209,0,132.38011372059,374.128255258428,0,0.0,0.0,0,-5737.0544467972,2115816184.20317,2023,,
2032-10-10,3526213.70142926,513697.924458645,47544.9117935432,0.0,99507.390601573,0.0,0.0,1591246.29891145,0,131.620943486094,367.413029526399,0,0.0,0.0,0,-5744.86803227362,2108955011.25589,2023,,
2032-11-09,3515924.69407576,519179.586860659,47855.5952954737,0.0,98664.0519664402,0.0,0.0,1578762.44700614,0,131.521581868408,364.131649446987,0,0.0,0.0,0,-5744.32652548328,2098264503.83744,2023,,
2032-12-09,3513631.31972118,522800.292618415,48202.1024549295,0.0,98320.2181984522,0.0,0.0,1582142.87301399,0,133.132687199106,352.998693406799,0,0.0,0.0,0,-5747.15676893645,2092396830.34759,2023,,
2033-01-08,3494915.56354962,522852.572633719,48300.5665685085,0.0,98030.2695341442,0.0,0.0,1588273.76727329,0,133.571134660507,343.687733283142,0,0.0,0.0,0,-5752.77173981092,2078635596.38953,2023,,
2033-02-07,3483407.41431632,522792.098285972,47892.9823312717,0.0,97755.9088540529,0.0,0.0,1592295.71266669,0,132.497275838988,333.17098922507,0,0.0,0.0,0,-5751.34069991931,2068681126.22572,2023,,
2033-03-09,3471968.2972372,523092.379918217,48806.9976748879,0.0,97444.7173084551,0.0,0.0,1595027.69005531,0,131.521181883298,325.007981481981,0,0.0,0.0,0,-5732.96333948631,2059359828.01722,2023,,
2033-04-08,3441917.28121508,520758.976640972,47640.6546963967,0.0,96777.1017361054,0.0,0.0,1588552.60335715,0,130.464089083318,315.053957456603,0,0.0,0.0,0,-5670.78280169377,2040810891.9907,2023,,
2033-05-08,3426089.82336126,517892.159584763,47363.2944067238,0.0,96520.8697483104,0.0,0.0,1593993.21558977,0,129.415633128539,305.405169949365,0,0.0,0.0,0,-5650.56872247835,2027507650.95653,2023,,
2033-06-07,3400204.85648251,515934.296202089,44777.5231447004,0.0,96139.220025406,0.0,0.0,1592914.48287934,0,128.375741917903,297.83743381995,0,0.0,0.0,0,-5588.11104878777,2009618919.51275,2023,,
2033-07-07,3399041.07880824,527436.703728237,44978.1869547959,0.0,95851.5588422977,0.0,0.0,1597900.60879715,0,127.344343969722,288.712584516232,0,0.0,0.0,0,-5599.15412757408,2000855638.03746,2023,,
2033-08-06,3371639.48385767,526466.511212827,45185.7911148373,0.0,95186.7468884183,0.0,0.0,1593944.41123709,0,122.246608346836,281.261741877266,0,0.0,0.0,0,-5602.05583845955,1985544470.3929,2023,,
2033-09-05,3354197.9082785,525775.814007931,45520.870237081,0.0,94680.9183559745,0.0,0.0,1590200.65277975,0,121.266696136626,275.01008797997,0,0.0,0.0,0,-5591.09001920599,1971306233.86806,2023,,
2033-10-05,3346559.81827406,526642.857762968,45639.679185623,0.0,94282.6896074157,0.0,0.0,1591561.06663693,0,120.586389747045,269.913997256011,0,0.0,0.0,0,-5592.95720834813,1963315237.98578,2023,,
