Time,PREM_INC,DEATH_OUTGO,DISAB_OUTGO,INIT_EXP,REN_EXP,INIT_COMM,REN_COMM,PHIBEN_OUTGO,PHIBEN_OUTGO_BLL,CR_BEN_OUTGO,RETR_OUTGO,DTH_OUTGO,DREADDIS_OUTGO,TEMPDIS_OUTGO,RIDERC_OUTGO,RISK_ADJ,COVERAGE_UNITS,Year
2029-11-30,1462442.75872519,399908.614649355,26530.3402868354,0,106841.678429788,145702.953484759,11755.7939960564,206004.291716857,0,149.659449020902,0,0,0,0,0,66982.2352075035,2870980980.48988,2022
2029-12-31,1467006.32768893,402387.777822963,26540.0329850355,0,106681.454368716,175330.482716932,11860.6821521574,206844.511302981,0,148.892177705687,0,0,0,0,0,65308.0912246382,2862793542.97864,2022
2030-01-31,1466313.99851222,402755.279279815,26613.740582157,0,106555.522336035,116785.773642541,11890.6025745588,207598.427213622,0,147.781434280028,0,0,0,0,0,69556.4045602762,2849764246.92056,2022
2030-02-28,1461485.9957103,401687.803873145,26378.6460504335,0,106390.116787659,81849.8030624721,11853.8381835875,208132.449323873,0,146.930520328811,0,0,0,0,0,72629.7208972143,2834486277.04461,2022
2030-03-31,1458394.47079088,401333.20692321,26324.240903573,0,106236.494242367,91527.4247169909,11831.4956057666,208503.692110037,0,146.536596004455,0,0,0,0,0,71785.2036474166,2819268659.56488,2022
2030-04-30,1455129.57167902,400627.035838865,26339.6579941821,0,106098.44142952,97788.4309382001,11762.9589417133,208868.997630529,0,145.218878547716,0,0,0,0,0,71815.5884779924,2805075291.95311,2022
2030-05-31,1450935.70626228,399743.97402791,26155.0115241388,0,105955.097652274,80424.4105145427,11730.2699029939,209238.906833397,0,144.357405333099,0,0,0,0,0,73727.4397607075,2789028932.04025,2022
2030-06-30,1446349.92953087,398511.331110837,26141.2341663167,0,105826.975241121,79021.4193962775,11706.5193339429,209551.843140177,0,143.118113278004,0,0,0,0,0,74276.696351951,2773466749.45146,2022
2030-07-31,1446878.38614349,399061.454096137,26140.7388707099,0,105703.81331956,138332.869752689,11692.0798722715,210129.524728344,0,143.093778520263,0,0,0,0,0,70667.306955504,2762997486.87661,2022
2030-08-31,1448792.32158649,400531.850277709,26314.4313149391,0,105562.954082684,152008.366551346,11710.6013274625,210703.709315706,0,142.233837124944,0,0,0,0,0,69673.8924402201,2754088785.74369,2022
2030-09-30,1453584.02348485,402538.262794263,26671.6490429383,0,105449.521337885,179858.799293109,11765.2437421373,211568.90970267,0,141.532203662751,0,0,0,0,0,68387.8372131804,2747024890.73372,2022
2030-10-31,1457035.04725316,405725.354016299,27025.0417545019,0,105340.844980362,153087.442794825,11739.5481503442,212341.474230735,0,142.13053045256,0,0,0,0,0,70710.5484520171,2737860012.13818,2022
2030-11-30,1458373.97609418,407250.87523807,27094.6006099219,0,105209.50001963,143601.509421405,11741.0747410552,212985.585527427,0,141.475584672217,0,0,0,0,0,72167.9848472789,2728243523.88034,2022
2030-12-31,1463597.92434909,410095.175034063,27127.3357929653,0,105097.807826768,172309.831454629,11849.4290901589,213876.669106337,0,140.773436690031,0,0,0,0,0,70312.6654290041,2721331502.43828,2022
2031-01-31,1461446.40647432,409555.770199248,27222.6025436621,0,104966.907930214,114293.203854509,11881.0933526126,214714.108231321,0,139.753817805597,0,0,0,0,0,74944.2632188739,2706247002.50364,2022
2031-02-28,1456890.95707312,408525.316820849,27120.325260783,0,104876.851201404,81231.6522495269,11844.2647298173,215338.201326196,0,138.978802558666,0,0,0,0,0,78182.7143455506,2692029803.02109,2022
2031-03-31,1453625.40291296,407906.155307568,27064.1594457258,0,104662.186701973,89011.7324290648,11817.9743564505,215796.21435892,0,138.675735626262,0,0,0,0,0,77335.5375359058,2677588447.08474,2022
2031-04-30,1450176.11359258,407005.570740911,27091.7932153893,0,104481.357435428,95825.0432432367,11741.180663679,216247.138377313,0,137.459790652436,0,0,0,0,0,77216.1717385206,2664171136.90019,2022
2031-05-31,1445396.85448424,405847.98235253,27046.1812331963,0,104273.709770556,78515.8169559788,11672.0239043581,216256.389289218,0,136.677064829036,0,0,0,0,0,79227.1378830027,2648876547.57077,2022
2031-06-30,1440916.49332561,404647.203755724,27039.8339781936,0,104128.460958233,77969.8053026662,11649.2289114888,216624.884970504,0,135.534206426929,0,0,0,0,0,79670.8328612819,2634180430.99109,2022
2031-07-31,1441267.61558695,405280.973098177,27040.2147798959,0,103971.042891806,136453.067147067,11636.1261622835,217253.033633928,0,135.54375120864,0,0,0,0,0,75538.7988679034,2624394785.54106,2022
2031-08-31,1443317.27631234,406854.060496252,27240.8561602751,0,103799.286210396,148988.408941855,11655.6977294655,217873.906885563,0,134.758985847987,0,0,0,0,0,74468.322957404,2616041643.87263,2022
2031-09-30,1447681.49083293,408969.121387349,27657.2018537704,0,103637.898002552,177205.981678309,11713.2337565188,218597.18344442,0,134.120282203479,0,0,0,0,0,72898.7033279519,2609335103.63528,2022
2031-10-31,1451288.18849123,412221.146128265,28041.212787862,0,103505.904892855,149087.004352339,11688.8328877128,219440.543678003,0,134.712978564572,0,0,0,0,0,75565.5612743254,2600732097.05465,2022
2031-11-30,1453013.55154754,413791.859618226,28198.7903266928,0,103376.875165281,141648.335814791,11689.7764063582,220206.943382101,0,134.121654158743,0,0,0,0,0,76960.3025072576,2591875855.60445,2022
2031-12-31,1458552.15978448,416937.943080458,28249.9306033282,0,103251.027936244,169568.358172451,11802.0861936595,221132.551189047,0,133.480002331257,0,0,0,0,0,74933.3962281354,2585505955.72728,2022
2032-01-31,1456882.21514886,416779.348261818,28308.1338778061,0,103069.411110606,111431.75168073,11835.8160321934,221975.675838317,0,132.543639239314,0,0,0,0,0,80068.7900357404,2572848021.27944,2022
2032-02-29,1452448.65331759,415729.915515414,28206.8640562333,0,102949.862746153,80535.1274134167,11798.4801286328,222629.168978443,0,131.838133261064,0,0,0,0,0,83399.6830816624,2559423021.30065,2022
2032-03-31,1449525.71616079,415413.442497777,28158.3180235055,0,102833.601211599,86520.4770706313,11775.7323659282,223171.375197804,0,131.619426356012,0,0,0,0,0,82610.1792125181,2545825674.37361,2022
2032-04-30,1446374.03139002,414752.247374645,28181.2937237258,0,102719.503210954,94062.6435252483,11706.1219359923,223680.042958799,0,130.496372613241,0,0,0,0,0,82346.240884332,2533139130.61373,2022
2032-05-31,1442138.00135144,413872.972254196,27949.2256944046,0,102592.68520352,76600.7246952484,11670.8765269768,224183.237245008,0,129.785743223962,0,0,0,0,0,84548.5244941439,2518678304.04074,2022
2032-06-30,1437741.73044902,412682.595570852,27942.7641418176,0,102485.010453753,76678.8169516221,11648.6993822779,224619.945052925,0,128.730954516247,0,0,0,0,0,84884.7720601085,2504773336.18304,2022
2032-07-31,1438464.65886564,413358.703277511,27953.6427266074,0,102380.497840054,134307.200266178,11635.7442072222,225308.793481439,0,128.772254367885,0,0,0,0,0,80298.0928377528,2495620768.05744,2022
2032-08-31,1440745.47616375,415175.290335361,28182.3811036145,0,102270.460644536,145992.189862118,11655.7115699612,226015.615825566,0,128.056433302122,0,0,0,0,0,79152.9654103792,2487766826.72918,2022
2032-09-30,1445471.64327062,416919.687296481,28645.7503263092,0,102135.611592354,174231.76094709,11708.4086329734,227000.287677663,0,127.475845518819,0,0,0,0,0,77384.8420827865,2481638772.64132,2022
2032-10-31,1449115.52507539,420209.298179043,29033.7877889336,0,102033.663521113,144611.062801103,11684.7401730256,227955.925839844,0,128.064705432528,0,0,0,0,0,80421.2503001386,2473535981.42782,2022
2032-11-30,1450992.91730083,421919.864378076,29170.0402803093,0,101941.091749619,139695.053327257,11685.2429149508,228809.255985797,0,127.531945930721,0,0,0,0,0,81647.7300138309,2465231783.46568,2022
2032-12-31,1455738.89170142,425118.549692587,29241.0051633547,0,101788.223395248,166303.171493721,11721.9088479867,229437.986521922,0,126.946631331647,0,0,0,0,0,79445.3878339227,2459153044.28787,2022
2033-01-31,1455000.97438816,425505.1653394,29366.7550180806,0,101701.784097057,108490.100589791,11757.9966844856,230339.480135149,0,126.086512067274,0,0,0,0,0,85080.8069707816,2448155615.55391,2022
2033-02-28,1450476.8466576,424454.793872905,29147.638531562,0,101560.48116224,79559.7918141454,11720.6899458229,231049.668459989,0,125.444863865417,0,0,0,0,0,88455.008103948,2434913610.90492,2022
2033-03-31,1447610.07253941,424220.14540913,29095.6120586083,0,101537.716317356,83606.9887180413,11698.5064289135,231644.886382121,0,125.305021230893,0,0,0,0,0,87762.535081953,2422031865.87598,2022
2033-04-30,1444330.77696853,423475.572141821,29115.0919090329,0,101512.890990286,92008.9421731754,11628.9109532176,232233.300575687,0,124.26690940046,0,0,0,0,0,87288.6705167772,2409997425.44015,2022
2033-05-31,1440263.29856456,422612.63099134,29058.8811399006,0,101487.969500932,74710.8218583265,11594.5603814235,232801.953271453,0,123.622503138124,0,0,0,0,0,89603.9937696099,2396528918.88306,2022
2033-06-30,1435947.04676709,421484.168828515,29056.4113912892,0,101477.132139889,75404.5979595975,11573.5107122142,233299.202797563,0,122.64830631448,0,0,0,0,0,89812.5897087621,2383352393.35926,2022
2033-07-31,1436563.93547943,421946.557326903,29098.0907153669,0,101402.56369252,132124.520100075,11562.0369572796,234041.920423031,0,122.71967788108,0,0,0,0,0,84787.5867997809,2373708037.61912,2022
2033-08-31,1438807.08994022,423942.960894406,29350.6533431651,0,101378.632112739,143177.623881176,11583.2381158937,234793.534829157,0,122.067290606901,0,0,0,0,0,83544.9104626758,2366301712.91935,2022
2033-09-30,1443856.23101703,425993.611052661,29870.484426436,0,101369.83305242,170899.088719784,11644.8941041943,235829.716929687,0,121.540566058891,0,0,0,0,0,81605.7838113584,2360593201.0839,2022
2033-10-31,1446672.21313219,429441.250203108,30060.9814541245,0,101313.86999195,139907.320439108,11621.9153425347,236538.746910114,0,122.127488551954,0,0,0,0,0,84960.0203979802,2352471956.62274,2022
2033-11-30,1448695.46783758,431261.3343495,30221.8951888141,0,101322.10337247,137425.202129384,11622.5914892194,237432.227172626,0,121.648868589409,0,0,0,0,0,85976.9143516811,2344681952.77678,2022
2033-12-31,1454285.81166585,434377.845242251,30307.815796422,0,101306.655696833,162742.387354049,11723.9285651612,238507.385731624,0,121.116180143802,0,0,0,0,0,83736.3539086349,2339210378.16457,2022
2034-01-31,1453453.2632352,434616.214588922,30449.176450948,0,101335.594891595,105502.48431951,11761.301473474,239485.786850064,0,120.326072743229,0,0,0,0,0,89758.8997916875,2328792520.22343,2022
2034-02-28,1449175.3285395,433598.071353157,30321.6536100496,0,101380.894518858,78393.6776365455,11723.8662520903,240279.304328937,0,119.743305422792,0,0,0,0,0,93156.7829044307,2316776238.80724,2022
2034-03-31,1446380.62353716,433391.48795589,30274.9866651423,0,101430.461238727,80665.4208543559,11701.3195022928,240935.896619228,0,119.677770659872,0,0,0,0,0,92592.1984708879,2304565037.20549,2022
2034-04-30,1443250.88037187,432765.263535166,30296.3520044031,0,101484.251897483,89853.7649432095,11630.806543059,241602.229223418,0,118.71749868819,0,0,0,0,0,91925.8538405999,2293161720.1846,2022
2034-05-31,1439285.23378427,431969.94894325,30247.5165040342,0,101542.409078374,72905.7693060698,11596.5192596647,242257.869016951,0,118.134153767108,0,0,0,0,0,94315.8935046596,2280395251.13445,2022
2034-06-30,1434651.9328947,430571.997050813,30115.8531649442,0,101564.912619645,74102.791700339,11575.834212245,242850.394941319,0,117.233877707925,0,0,0,0,0,94374.2836840406,2267676372.39156,2022
2034-07-31,1435035.52394435,431334.98736869,30165.7109794326,0,101577.218983005,129599.41911675,11551.759702313,243481.14526877,0,117.334054054192,0,0,0,0,0,88926.6314080689,2259474404.02244,2022
2034-08-31,1437109.40723945,433446.682198491,30115.683303001,0,101595.635236032,139698.848824133,11573.2697399471,244295.011264565,0,116.734445587448,0,0,0,0,0,87631.0957195096,2252015757.58618,2022
2034-09-30,1439591.14128843,434822.915653802,30203.747713969,0,101543.871621206,167089.830119014,11604.0572255247,244686.273494187,0,116.250242611175,0,0,0,0,0,85311.1722590473,2244609941.70554,2022
2034-10-31,1443322.58841964,438318.89751039,30623.32670224,0,101604.777709659,134878.241917427,11579.2400641986,245737.058341256,0,116.827238087997,0,0,0,0,0,89112.6348806144,2237392585.67927,2022
2034-11-30,1445496.96095982,440242.460296017,30815.1743743562,0,101688.542792359,134842.956861123,11579.7631669269,246711.512958806,0,116.380641609631,0,0,0,0,0,89869.041906811,2230085309.89042,2022
2034-12-31,1450589.05540479,443883.853331692,30932.2439280203,0,101722.377729167,158892.382922213,11695.0060382713,247497.180840003,0,115.876587012552,0,0,0,0,0,87516.8270137744,2224861901.3862,2022
2035-01-31,1448876.46765664,444310.298507474,30685.9911078891,0,101761.903212457,102481.444292113,11733.8045353639,248134.827243081,0,115.1282056976,0,0,0,0,0,93815.7646398021,2214309183.24305,2022
2035-02-28,1444320.18696962,443198.839313583,30574.0250041629,0,101841.669329224,76997.7696361901,11696.2599719685,248652.881945883,0,114.576562278819,0,0,0,0,0,97192.4843363582,2202739894.34181,2022
2035-03-31,1441627.53346289,442937.714212616,30545.9887122644,0,101518.89550721,77517.1818311396,11674.4848102582,249325.104913241,0,114.556581722647,0,0,0,0,0,96827.7816965415,2191178600.79649,2022
2035-04-30,1438467.33907774,442209.060318888,30524.4624116857,0,101185.320146519,87511.3511353578,11603.42124803,250012.723012361,0,113.640511407883,0,0,0,0,0,95985.9638224427,2180330330.10002,2022
2035-05-31,1434529.1695686,441058.689458873,30492.9025487982,0,100849.89655666,70954.1675234293,11569.1792484099,250674.21194291,0,113.086852079191,0,0,0,0,0,98494.5596908213,2168235648.07578,2022
2035-06-30,1430250.31339919,439736.554831891,30488.9018541628,0,100487.296701082,72762.697530849,11549.0677533888,251289.557363111,0,112.226142957078,0,0,0,0,0,98474.8281335978,2155828857.94179,2022
2035-07-31,1430919.67111094,440391.048089648,30370.3583078183,0,100134.001412486,127042.147839554,11536.9082858321,252165.59568428,0,112.322848009753,0,0,0,0,0,92717.5605835972,2147538629.89578,2022
2035-08-31,1432902.69485303,442319.231728267,30548.6403286561,0,99783.6653758138,135965.001658718,11494.4842522457,252912.303092279,0,111.748472380185,0,0,0,0,0,91451.5282221247,2140796147.71003,2022
2035-09-30,1438126.91006419,444592.683132952,31105.3568577764,0,99467.7906884219,163045.243475465,11557.0870695573,254045.875685221,0,111.28207376888,0,0,0,0,0,89175.9909290879,2135740051.76539,2022
2035-10-31,1441206.91231743,447801.069312894,31554.964246622,0,99119.9908633975,129815.554275753,11536.0357281196,254679.603715358,0,111.829283518836,0,0,0,0,0,93319.5673536402,2128798304.40561,2022
2035-11-30,1442416.93796091,449225.420747306,31314.2862785947,0,98739.80517265,132087.994953209,11536.7372682068,255663.750186873,0,111.400806652178,0,0,0,0,0,93792.0589464961,2119517349.30386,2022
2035-12-31,1447999.73554031,452689.405756055,31462.0514749322,0,98376.1416294237,154503.64419828,11658.511552163,256702.349331964,0,110.914853349755,0,0,0,0,0,91539.3414216511,2114764784.94597,2022
2036-01-31,1447101.69373192,452785.070797046,31567.3159146253,0,98036.7909906691,99458.2121331214,11697.8099750497,257823.89499691,0,110.198809114441,0,0,0,0,0,98211.7306049063,2105355633.3523,2022
2036-02-29,1442956.68924525,451649.565932887,31456.0049429156,0,97725.9591756173,75412.196375521,11660.8203703351,258752.303343403,0,109.670407669846,0,0,0,0,0,101666.384429436,2094600485.16876,2022
2036-03-31,1440297.58012096,451597.978164499,31430.6239524066,0,97390.8800381108,74280.0189979602,11639.5512985967,259626.080176366,0,109.689328361551,0,0,0,0,0,101474.590562776,2083606004.75081,2022
2036-04-30,1437226.57403391,451043.038290668,31476.7837728161,0,98062.1241931941,85316.096050154,11568.7093825323,260514.406211101,0,108.813154939783,0,0,0,0,0,100260.366020097,2073362622.87835,2022
2036-05-31,1432066.56667167,448745.058253868,31256.3926635574,0,98718.2341095459,68836.700609294,11535.1846322376,261384.460227286,0,108.285477075022,0,0,0,0,0,102661.866237652,2061731539.91937,2022
2036-06-30,1426973.59359551,447308.685150023,31292.7066673473,0,99360.7995089293,71035.2817881341,11516.5366403949,261861.445346993,0,107.462087292553,0,0,0,0,0,102317.447453897,2050252701.92251,2022
2036-07-31,1428019.18974981,448106.714657046,31357.0063096571,0,100079.020978224,124056.764829004,11505.6599380657,262930.269352884,0,107.555169276101,0,0,0,0,0,96164.3355368485,2043167886.22662,2022
2036-08-31,1430700.23402221,450443.705601955,31655.8418010478,0,100797.702232375,132144.412436399,11526.9839300352,264001.396063916,0,107.004678587471,0,0,0,0,0,94840.994869747,2036951907.37694,2022
2036-09-30,1435069.30899406,453039.9085799,31638.7575405759,0,101477.464799366,158882.524312724,11591.0052519825,264702.707855687,0,106.555299803382,0,0,0,0,0,92212.6128682012,2031268431.47318,2022
2036-10-31,1438804.91328899,456576.355853232,32143.2355332987,0,102218.316794822,124932.027195601,11566.5286480662,265958.315027166,0,107.073953122218,0,0,0,0,0,96666.9069971219,2024829622.54783,2022
2036-11-30,1441034.49230339,458748.771137741,32212.5356972162,0,102985.021939786,128654.606588573,11565.625161912,267136.570722479,0,106.662586107164,0,0,0,0,0,96823.7653430903,2018172568.08297,2022
2036-12-31,1447073.44006125,462578.153828016,32387.2770156013,0,103762.229405173,149892.211563212,11692.5143118029,268458.895727772,0,106.194217891759,0,0,0,0,0,94461.3024889239,2013847815.24315,2022
2037-01-31,1446414.56600624,463036.2571864,32472.390635353,0,104580.419746421,95972.1656486518,11734.7761925636,269757.566282891,0,105.508832496169,0,0,0,0,0,101288.196451765,2004981236.90956,2022
2037-02-28,1442335.40215709,461970.739349232,32373.9302418886,0,104720.34912917,73775.3896593321,11696.9759695449,270836.992082556,0,105.002418159453,0,0,0,0,0,104597.558627273,1994776902.92474,2022
2037-03-31,1439824.01315119,461901.669070431,32367.4281145745,0,104780.340473298,71097.1760682973,11674.963595631,271834.65496965,0,105.058199215693,0,0,0,0,0,104582.309270006,1984366980.36099,2022
2037-04-30,1436497.39871317,461042.560999056,32424.4412143808,0,104836.587248498,83185.8955248262,11602.9520213621,272870.509493251,0,104.219898098685,0,0,0,0,0,103104.593269438,1974614032.61353,2022
2037-05-31,1432009.60805039,460056.368912849,32373.5583473355,0,104865.341938749,66670.696399285,11569.1685336837,273573.478954269,0,103.716722729264,0,0,0,0,0,105712.329286144,1963606322.31606,2022
2037-06-30,1427816.35436452,458836.517697577,32429.5439379606,0,104912.952387451,69057.1125796229,11550.3716634731,274486.898527381,0,102.928753388069,0,0,0,0,0,105385.293149155,1952927194.91559,2022
2037-07-31,1428914.01488206,459601.15154121,32510.4357859263,0,104983.916123865,120848.323094964,11538.9375564526,275623.008266293,0,103.01809482563,0,0,0,0,0,99000.7381379887,1946261451.51699,2022
2037-08-31,1430509.44007953,461527.243829514,32840.9699382364,0,104974.511396329,127885.651009627,11558.8431415426,276447.489132266,0,102.490225992835,0,0,0,0,0,97699.6480843248,1940117474.03309,2022
2037-09-30,1434368.5462582,463007.978235843,33407.0465373766,0,104994.439193648,154189.700795096,11623.8232548908,277655.945362374,0,102.057118333494,0,0,0,0,0,94934.5659891581,1934742721.83144,2022
2037-10-31,1437057.52765979,466611.61329799,32858.4955471494,0,104995.632466988,119468.961340485,11602.7322735868,278901.266370908,0,102.548408413475,0,0,0,0,0,99794.7060073616,1927465393.44691,2022
2037-11-30,1438766.34192726,468318.348143853,32554.5549936689,0,105039.90801303,125593.468131621,11601.2708390007,280202.37131714,0,102.153209862373,0,0,0,0,0,99622.4370247279,1920831681.80665,2022
2037-12-31,1444625.32477155,472254.849482988,32761.3917558886,0,105083.815616837,145008.365273354,11731.9390508494,281489.131363075,0,101.701896842091,0,0,0,0,0,97416.1931641459,1916658344.46754,2022
2038-01-31,1443191.39212302,472691.013831365,32733.8267594504,0,105101.201204273,92375.6090119283,11775.2871698493,282210.20924493,0,101.045591967318,0,0,0,0,0,104481.776501374,1907866404.55994,2022
2038-02-28,1439099.76780493,471575.863526394,32579.5993435089,0,105156.595093064,71812.2535374595,11736.196776672,283382.07697441,0,100.559989909231,0,0,0,0,0,107702.051638692,1897812459.18584,2022
2038-03-31,1436361.68899028,471591.062569003,32461.1110487124,0,105240.908465372,67397.7575908798,11713.4912383533,284168.635758503,0,100.65070686764,0,0,0,0,0,107917.315813792,1887789707.40743,2022
2038-04-30,1432051.63710385,470478.886092152,32417.3518978416,0,105258.900442921,80882.7772144289,11640.2320256147,284893.396408646,0,99.8483687503908,0,0,0,0,0,105993.602757939,1878150471.26448,2022
2038-05-31,1426688.88368616,468785.073255508,31872.1234243731,0,105269.317959501,64353.5070489273,11605.9844445599,285516.924179643,0,99.3683102243734,0,0,0,0,0,108654.40120093,1866832505.99463,2022
2038-06-30,1422130.66903784,467591.872330895,31571.7307644583,0,105355.381340811,67020.4263969292,11584.8281144343,286532.123908024,0,98.6139712627131,0,0,0,0,0,108170.112946044,1856309856.77639,2022
2038-07-31,1423188.98971836,468287.287446911,31680.3176955052,0,105402.691229519,117175.535501038,11572.9085645483,287766.656649573,0,98.6994847443908,0,0,0,0,0,101568.05427766,1849541673.8896,2022
2038-08-31,1425170.98657658,470677.412186935,32066.4096706184,0,105472.540849908,123316.192620372,11593.6573518317,288625.256341787,0,98.1930531149846,0,0,0,0,0,100324.314792837,1843497769.60862,2022
2038-09-30,1429689.91296364,472607.935670882,32051.0211751038,0,105533.282082945,149068.67392467,11659.3169381517,290107.869769134,0,97.7755019953964,0,0,0,0,0,97481.3773596058,1838953106.80007,2022
2038-10-31,1432884.56724882,476696.434332064,32281.6868032642,0,105603.867003405,112816.785719602,11637.615664886,291195.781601169,0,98.2405852390078,0,0,0,0,0,102798.969086978,1832807940.59035,2022
2038-11-30,1435295.28067805,478716.86828249,32426.2259489008,0,105735.332890721,122349.498825017,11627.8123391638,292588.061327462,0,97.8606765934375,0,0,0,0,0,102092.711340717,1826986698.90983,2022
2038-12-31,1441801.20398407,483038.891306328,32662.2281034994,0,105862.648598553,140066.040517227,11762.3748979995,294158.587287277,0,97.4258799265003,0,0,0,0,0,100044.760626027,1823159834.12122,2022
2039-01-31,1440083.9452431,483332.130133587,32768.4996920283,0,105944.639300532,88781.2074993384,11806.8498544081,294776.371915235,0,96.7971701298404,0,0,0,0,0,107245.070874305,1814969417.17476,2022
2039-02-28,1436145.44115784,482231.657697768,32686.7241014766,0,106088.902062046,69789.1035645141,11766.8619357757,296100.634991082,0,96.3312794652019,0,0,0,0,0,110340.294300268,1805802484.75031,2022
2039-03-31,1433798.89218724,482285.667164198,32703.5179914788,0,106236.23770483,63612.7526350446,11743.5476055647,297298.379221988,0,96.4551165290883,0,0,0,0,0,110864.283524946,1796420468.36988,2022
2039-04-30,1430404.72231739,481647.23924837,32779.2749510001,0,106372.853383821,78438.6960644889,11669.0297476359,298357.20232742,0,95.6869397187481,0,0,0,0,0,108627.885968129,1787552631.45254,2022
2039-05-31,1426250.78677727,480558.854336374,32651.8008712485,0,106526.45470787,61994.4978352668,11634.3181774346,299525.431283541,0,95.2286989508811,0,0,0,0,0,111448.846268794,1777676621.26476,2022
2039-06-30,1421403.61611231,479378.655070127,32697.2581819357,0,106645.312734524,64902.9038897908,11614.9377862293,300022.070891559,0,94.5063018346114,0,0,0,0,0,110761.331833121,1767813286.59939,2022
2039-07-31,1421311.34257931,480252.28483085,32842.7975632971,0,106695.926043378,113588.07019963,11598.9567695152,300611.073705993,0,77.0760163197098,0,0,0,0,0,103831.522193519,1761599353.66046,2022
2039-08-31,1424138.9645596,482995.067115473,33292.984543826,0,106845.932752585,118614.446936087,11621.3018374483,301918.630272648,0,71.1273176591069,0,0,0,0,0,102726.440469819,1756283841.64918,2022
2039-09-30,1429543.45842248,485645.714307228,33846.536245345,0,106993.989478984,143672.315843959,11687.6651885922,303500.212916885,0,63.6359575027119,0,0,0,0,0,99807.1054982169,1752281093.05353,2022
2039-10-31,1432690.83063572,489503.134428975,33955.7660840783,0,107084.608500113,108057.998575837,11660.0997450645,305082.524935808,0,39.4160596217997,0,0,0,0,0,105321.190043685,1746348326.52725,2022
2039-11-30,1433860.2892985,491748.293175947,33890.4545460877,0,107166.958833219,118320.127898456,11655.8698776018,305576.70108444,0,31.4287547107269,0,0,0,0,0,104257.72902894,1740302897.97605,2022
2039-12-31,1439576.39578362,496289.329806066,34104.9016356368,0,107235.52143325,134926.600557686,11793.5395940415,306764.859570847,0,24.6320215962258,0,0,0,0,0,102189.316608734,1736686734.80177,2022
2040-01-31,1438140.09509674,496345.874017761,33984.6206707216,0,107277.20833718,85060.0507023801,11807.6057377175,308206.66674771,0,21.6309634471496,0,0,0,0,0,109616.472895995,1727908775.13003,2022
2040-02-29,1433523.29839571,495167.969112299,33910.3769455011,0,107120.613691894,67503.6422058762,11766.48330695,309391.05195435,0,15.6447538029079,0,0,0,0,0,112544.961541774,1719074346.15772,2022
2040-03-31,1430495.51214933,495167.322845566,33866.4975945283,0,106925.939725142,59512.0426908057,11743.2528105331,310446.132635126,0,6.62647140533796,0,0,0,0,0,113350.252848684,1709795528.40058,2022
2040-04-30,1427291.49250188,494494.56446089,33916.125923986,0,106784.506482329,75856.7768857082,11667.6678397149,311712.975092262,0,6.57771906255546,0,0,0,0,0,110754.701499658,1701328748.36763,2022
2040-05-31,1422787.81483296,493304.932628896,33736.0538883059,0,106601.281631472,59441.8139668548,11630.2228303027,312799.669900033,0,0.686001935537028,0,0,0,0,0,113688.247379532,1691804818.65286,2022
2040-06-30,1418315.08740608,491872.364224747,33799.3518274564,0,106453.542131394,62689.7738983246,11611.3384468869,313869.293526452,0,0.0,0,0,0,0,0,112927.281855217,1682557948.13608,2022
2040-07-31,1418117.00726562,492830.747087077,33969.4736485082,0,106255.469426657,109857.758550176,11597.8119516384,314504.965335669,0,0.0,0,0,0,0,0,105819.619914343,1676608549.45481,2022
2040-08-31,1420945.70820415,495080.904750178,34366.1009381772,0,106116.162934099,113654.352284899,11621.1205183057,315933.66845854,0,0.0,0,0,0,0,0,104908.857959753,1671483149.40114,2022
2040-09-30,1425890.47942163,497756.391968352,34179.6360605311,0,105968.043151577,137914.54309077,11688.6683174342,317641.801023995,0,0.0,0,0,0,0,0,101951.015823043,1666851962.66264,2022
2040-10-31,1429137.39882655,500113.101073768,34499.834271952,0,105824.644448992,102578.84063364,11666.3059609106,319369.768761437,0,0.0,0,0,0,0,0,107778.883414784,1661596415.5749,2022
2040-11-30,1430651.00429171,502298.406939317,34647.0048338071,0,105622.183533799,114192.219476487,11660.6240061298,320019.895171709,0,0.0,0,0,0,0,0,106441.714728388,1656254767.00273,2022
2040-12-31,1437427.55369203,506973.88794313,34951.732343231,0,105504.768527122,129469.85463015,11802.2439669413,321723.245311165,0,0.0,0,0,0,0,0,104610.738887052,1653077289.03772,2022
2041-01-31,1435686.42303456,507194.508057796,34959.529040944,0,105303.092121454,80125.0777462556,11845.6485211204,322730.165511365,0,0.0,0,0,0,0,0,112288.942620208,1645459653.7553,2022
2041-02-28,1431766.91553551,505994.270068536,34892.3419003836,0,105185.445136321,65166.5311067712,11803.2753968029,324229.030420402,0,0.0,0,0,0,0,0,114955.182457812,1637172414.97205,2022
2041-03-31,1428540.30863546,505987.89951608,34863.7565435359,0,104965.464337698,55249.4602579286,11761.9680175825,325195.821900111,0,0.0,0,0,0,0,0,116154.180828218,1627236467.42886,2022
2041-04-30,1424659.07029717,505300.7611381,34984.420005654,0,104823.705131442,73134.367127485,11685.0406118154,326193.901049784,0,0.0,0,0,0,0,0,113031.799785175,1619145047.75182,2022
2041-05-31,1419961.45806545,503362.744549029,34830.0435788793,0,104674.211122423,57028.9650634297,11649.3223728407,327103.635866529,0,0.0,0,0,0,0,0,116009.379884982,1610160790.26282,2022
