"Month","Total_Premiums","Total_Recoveries","Total_FinReIncome","Total_FinReRepayment","Total_RiskReinsuranceRecoveries","Total_RiskReinsurancePremiums"
84,0,111691.443525425,0,1041221.5099908,111691.443525425,0
85,0,112006.656084543,0,1042064.9327736,112006.656084543,0
86,0,112038.433715711,0,1041350.23790102,112038.433715711,0
87,0,112100.413478338,0,1040886.35512082,112100.413478338,0
88,0,112210.808566785,0,1040814.97463053,112210.808566785,0
89,0,112361.670522429,0,1041073.89063772,112361.670522429,0
90,0,112668.377818445,0,1042530.6106499,112668.377818445,0
91,0,112740.81305092,0,1042166.4989134,112740.81305092,0
92,0,112469.80040405,0,1039178.32388217,112469.80040405,0
93,0,112361.773010347,0,1037471.54658543,112361.773010347,0
94,0,112614.180489441,0,1038597.6235644,112614.180489441,0
95,0,112691.101452179,0,1038374.47408627,112691.101452179,0
96,0,112810.91477593,0,1038499.81854747,112810.91477593,0
97,0,113284.870187432,0,1039442.87646797,113284.870187432,0
98,0,113437.761011553,0,1038848.03396848,113437.761011553,0
99,0,113623.753730521,0,1038505.44332139,113623.753730521,0
100,0,113863.425905602,0,1038558.28768999,113863.425905602,0
101,0,114147.812757423,0,1038943.61895404,114147.812757423,0
102,0,114607.218866149,0,1040537.69522049,114607.218866149,0
103,0,114801.113726756,0,1040290.68703825,114801.113726756,0
104,0,114606.195293178,0,1037391.38238658,114606.195293178,0
105,0,114594.345554129,0,1035785.48422463,114594.345554129,0
106,0,114988.560807519,0,1037040.56143119,114988.560807519,0
107,0,115183.674733283,0,1036931.08289917,115183.674733283,0
108,0,115426.289716726,0,1037172.46346495,115426.289716726,0
109,0,115896.51806998,0,1038097.53672223,115896.51806998,0
110,0,116040.490570201,0,1037520.58760322,116040.490570201,0
111,0,116217.964961671,0,1037195.24218947,116217.964961671,0
112,0,116449.836757067,0,1037264.29532387,116449.836757067,0
113,0,116726.994592816,0,1037664.99905065,116726.994592816,0
114,0,117181.7674645,0,1039271.00162445,117181.7674645,0
115,0,117366.730964241,0,1039036.68429072,117366.730964241,0
116,0,117156.725600992,0,1036154.43677577,117156.725600992,0
117,0,117132.628295493,0,1034563.90823283,117132.628295493,0
118,0,117520.871353342,0,1035832.02128183,117520.871353342,0
119,0,117706.778999272,0,1035737.02721697,117706.778999272,0
120,0,117940.842040877,0,1035992.35215853,117940.842040877,0
121,0,117984.109050508,0,1036654.7730293,117984.109050508,0
122,0,117789.709352314,0,1035910.32060978,117789.709352314,0
123,0,117623.665270656,0,1035414.04191732,117623.665270656,0
124,0,117501.411512886,0,1035305.4710447,117501.411512886,0
125,0,117416.187959273,0,1035523.1635015,117416.187959273,0
126,0,117465.894964482,0,1036920.36516952,117465.894964482,0
127,0,117319.48238184,0,1036519.32925546,117319.48238184,0
128,0,116884.167497199,0,1033532.34394638,116884.167497199,0
129,0,116589.571605607,0,1031810.15019455,116589.571605607,0
130,0,116603.299113503,0,1032885.14775587,116603.299113503,0
131,0,116470.646589756,0,1032629.17625611,116470.646589756,0
132,0,116376.841793109,0,1032717.52278119,116376.841793109,0
133,0,116830.971500191,0,1033078.55083438,116830.971500191,0
134,0,116960.68512457,0,1032211.49708959,116960.68512457,0
135,0,117124.11771837,0,1031587.6721994,117124.11771837,0
136,0,117342.07339563,0,1031343.73074207,117342.07339563,0
137,0,117605.483033686,0,1031419.68164085,117605.483033686,0
138,0,118046.103754884,0,1032651.49669787,118046.103754884,0
139,0,118218.473076901,0,1032120.28768038,118218.473076901,0
140,0,117997.919229283,0,1029054.46166714,117997.919229283,0
141,0,117962.728170476,0,1027229.09083373,117962.728170476,0
142,0,118338.37887539,0,1028146.68961839,118338.37887539,0
143,0,118512.923976942,0,1027759.43684404,118512.923976942,0
144,0,118735.727624198,0,1027709.87312954,118735.727624198,0
145,0,119014.921198881,0,1028598.40999548,119014.921198881,0
146,0,119003.304009729,0,1028090.54397325,119003.304009729,0
147,0,119023.615940845,0,1027832.01679845,119023.615940845,0
148,0,119094.596199226,0,1027965.67232038,119094.596199226,0
149,0,119208.060185783,0,1028428.85310421,119208.060185783,0
150,0,119482.765040091,0,1030100.92252656,119482.765040091,0
151,0,119517.178408665,0,1029930.92929843,119517.178408665,0
152,0,119198.842115043,0,1027103.09123818,119198.842115043,0
153,0,119048.933309338,0,1025566.10996665,119048.933309338,0
154,0,119270.72394427,0,1026885.41549112,119270.72394427,0
155,0,119312.659880626,0,1026837.81493968,119312.659880626,0
156,0,119399.461572351,0,1027138.41098021,119399.461572351,0
157,0,120061.811330383,0,1028372.12878446,120061.811330383,0
158,0,120347.550144155,0,1028118.31570108,120347.550144155,0
159,0,120670.728987197,0,1028118.11458406,120670.728987197,0
160,0,121055.40876358,0,1028519.52658542,121055.40876358,0
161,0,121491.115409454,0,1029257.81613621,121491.115409454,0
162,0,122130.161879563,0,1031245.93318163,122130.161879563,0
163,0,122457.612676301,0,1031328.39243489,122457.612676301,0
164,0,122329.416267374,0,1028655.92273449,122329.416267374,0
165,0,122414.112487927,0,1027314.41977861,122414.112487927,0
166,0,122972.326495183,0,1028919.68635274,122972.326495183,0
167,0,123296.638668769,0,1029108.3285202,123296.638668769,0
168,0,123675.346245584,0,1029653.28003181,123675.346245584,0
169,0,124330.334227003,0,1030723.85263647,124330.334227003,0
170,0,124600.41667618,0,1030420.77530453,124600.41667618,0
171,0,124908.825723717,0,1030371.64542563,124908.825723717,0
172,0,125280.146826627,0,1030723.76450743,125280.146826627,0
173,0,125703.666117712,0,1031412.59484146,125703.666117712,0
174,0,126335.043106728,0,1033339.58981652,126335.043106728,0
175,0,126647.971240195,0,1033366.72179913,126647.971240195,0
176,0,126495.279953882,0,1030660.1535621,126495.279953882,0
177,0,126560.306018467,0,1029280.06388256,126560.306018467,0
178,0,127109.378135876,0,1030839.00434234,127109.378135876,0
179,0,127419.4217377,0,1030988.85979348,127419.4217377,0
180,0,127785.122125994,0,1031494.80927476,127785.122125994,0
181,0,128378.108157171,0,1032426.85985985,128378.108157171,0
182,0,128589.888831594,0,1032037.94527954,128589.888831594,0
183,0,128840.110319573,0,1031901.75318587,128840.110319573,0
184,0,129153.137544355,0,1032165.12817468,129153.137544355,0
185,0,129518.336172627,0,1032763.69370221,129518.336172627,0
186,0,130090.016238563,0,1034603.65778711,130090.016238563,0
187,0,130346.36367651,0,1034550.14002813,130346.36367651,0
188,0,130141.517463578,0,1031760.80754475,130141.517463578,0
189,0,130153.002748135,0,1030294.71128691,130153.002748135,0
190,0,130644.821731713,0,1031757.34937648,130644.821731713,0
191,0,130900.043334115,0,1031812.69332338,130900.043334115,0
192,0,131210.850934544,0,1032222.415429,131210.850934544,0
193,0,131276.005817254,0,1032681.61952088,131276.005817254,0
194,0,131067.368430163,0,1031905.21513327,131067.368430163,0
195,0,130890.192444725,0,1031375.23306371,130890.192444725,0
196,0,130762.159738139,0,1031233.40016394,130762.159738139,0
197,0,130675.492406822,0,1031417.17181916,130675.492406822,0
198,0,130742.385852135,0,1032821.60513147,130742.385852135,0
199,0,130583.238014049,0,1032403.05417371,130583.238014049,0
200,0,130091.976180012,0,1029318.25219148,130091.976180012,0
201,0,129761.433205596,0,1027515.88474479,129761.433205596,0
202,0,129783.561587302,0,1028540.23286871,129783.561587302,0
203,0,129636.79925735,0,1028202.99366897,129636.79925735,0
204,0,129533.670452685,0,1028209.72612753,129533.670452685,0
205,0,130145.311372642,0,1028691.47559033,130145.311372642,0
206,0,130365.432109219,0,1027910.6662756,130365.432109219,0
207,0,130625.301562637,0,1027374.73301476,130625.301562637,0
208,0,130949.957364801,0,1027224.5358908,130949.957364801,0
209,0,131328.467938409,0,1027398.04730962,131328.467938409,0
210,0,131919.42198676,0,1028771.49435538,131919.42198676,0
211,0,132186.531976735,0,1028330.11637224,132186.531976735,0
212,0,131979.872959194,0,1025256.14324428,131979.872959194,0
213,0,131995.744138588,0,1023455.83238219,131995.744138588,0
214,0,132505.476072802,0,1024468.11094813,132505.476072802,0
215,0,132772.261859907,0,1024129.74379946,132772.261859907,0
216,0,133096.377470647,0,1024133.46434986,133096.377470647,0
217,0,133854.370741366,0,1024366.06295376,133854.370741366,0
218,0,134179.659168495,0,1023455.29361342,134179.659168495,0
219,0,134547.389037192,0,1022786.325764,134547.389037192,0
220,0,134985.13678242,0,1022497.74055808,134985.13678242,0
221,0,135480.854739052,0,1022528.51677662,135480.854739052,0
222,0,136209.19779841,0,1023741.16434692,136209.19779841,0
223,0,136579.467944321,0,1023167.26604967,136579.467944321,0
224,0,136426.695841887,0,1020002.16002993,136426.695841887,0
225,0,136517.944397045,0,1018092.12569338,136517.944397045,0
226,0,137151.964268389,0,1018952.49366395,137151.964268389,0
227,0,137517.104194066,0,1018483.72665512,137517.104194066,0
228,0,137944.182097113,0,1018352.5762385,137944.182097113,0
229,0,138682.174404149,0,1019105.66216712,138682.174404149,0
230,0,138979.278557434,0,1018660.6963098,138979.278557434,0
231,0,139319.888630052,0,1018465.87602557,139319.888630052,0
232,0,139732.106483793,0,1018668.44978844,139732.106483793,0
233,0,140203.640201249,0,1019203.81574943,140203.640201249,0
234,0,140912.508772609,0,1020986.43521035,140912.508772609,0
235,0,141256.567340178,0,1020873.58125016,141256.567340178,0
236,0,141067.717862908,0,1018011.31908334,141067.717862908,0
237,0,141127.922336413,0,1016472.66530796,141127.922336413,0
238,0,141741.660664319,0,1017860.71306955,141741.660664319,0
239,0,142081.515934691,0,1017836.82108717,142081.515934691,0
240,0,142484.739075973,0,1018165.24866171,142484.739075973,0
241,0,142834.503333199,0,1017921.24808774,142834.503333199,0
242,0,142817.447537115,0,1016755.66178878,142817.447537115,0
243,0,142840.058146612,0,1015827.99448354,142840.058146612,0
244,0,142925.891845789,0,1015275.05546916,142925.891845789,0
245,0,143064.604267223,0,1015036.44767041,143064.604267223,0
246,0,143405.592362467,0,1015982.97977424,143405.592362467,0
247,0,143443.427716203,0,1015178.0270003,143443.427716203,0
248,0,143036.922998394,0,1011796.29176389,143036.922998394,0
249,0,142842.325616591,0,1009651.82309631,142842.325616591,0
250,0,143115.210601057,0,1010226.94288698,143115.210601057,0
251,0,143161.109459997,0,1009490.34995309,143161.109459997,0
252,0,143263.028486516,0,1009085.47317979,143263.028486516,0
253,0,142946.985852863,0,1009188.46333584,142946.985852863,0
254,0,142408.169664492,0,1008269.88866808,142408.169664492,0
255,0,141899.394165742,0,1007593.00082794,141899.394165742,0
256,0,141435.248238317,0,1007298.03856033,141435.248238317,0
257,0,141009.233351956,0,1007323.35629196,141009.233351956,0
258,0,140714.203706759,0,1008549.8166043,140714.203706759,0
259,0,140235.726337439,0,1007979.56117178,140235.726337439,0
260,0,139485.9856072,0,1004783.7478136,139485.9856072,0
261,0,138873.146416295,0,1002852.01076107,138873.146416295,0
262,0,138556.074476057,0,1003704.97671776,138556.074476057,0
263,0,138102.723700289,0,1003215.94115751,138102.723700289,0
264,0,137689.093348754,0,1003065.22742292,137689.093348754,0
265,0,138272.397720935,0,1003273.43934496,138272.397720935,0
266,0,138445.937963613,0,1002513.61631716,138445.937963613,0
267,0,138661.434131308,0,1001998.01160503,138661.434131308,0
268,0,138945.075735053,0,1001868.64296339,138945.075735053,0
269,0,139285.381895308,0,1002063.02524172,139285.381895308,0
270,0,139848.355469485,0,1003464.58899201,139848.355469485,0
271,0,140072.423280372,0,1003037.96772936,140072.423280372,0
272,0,139800.794797768,0,999958.337401834,139800.794797768,0
273,0,139762.700189357,0,998160.047227808,139762.700189357,0
274,0,140242.081847044,0,999190.359282203,140242.081847044,0
275,0,140467.283178607,0,998859.108001598,140467.283178607,0
276,0,140752.803138201,0,998870.387360604,140752.803138201,0
277,0,141198.159868136,0,998984.268033421,141198.159868136,0
278,0,141255.944007867,0,998193.284881893,141255.944007867,0
279,0,141354.422614667,0,997645.849656001,141354.422614667,0
280,0,141518.403332445,0,997484.250369459,141518.403332445,0
281,0,141736.980347655,0,997645.888909258,141736.980347655,0
282,0,142167.490767586,0,999017.829415751,142167.490767586,0
283,0,142277.555391428,0,998561.147002362,142277.555391428,0
284,0,141918.608529127,0,995445.865892222,141918.608529127,0
285,0,141781.991188646,0,993612.512533639,141781.991188646,0
286,0,142136.801464999,0,994607.387616626,142136.801464999,0
287,0,142251.458886337,0,994238.939570682,142251.458886337,0
288,0,142424.125807557,0,994212.497719747,142424.125807557,0
289,0,142772.686097613,0,993878.89070109,142772.686097613,0
290,0,142749.046663968,0,992810.647689592,142749.046663968,0
291,0,142764.877471995,0,991980.934914196,142764.877471995,0
292,0,142844.001661034,0,991527.288065836,142844.001661034,0
293,0,142975.916657499,0,991388.845223412,142975.916657499,0
294,0,143311.783287406,0,992425.833583341,143311.783287406,0
295,0,143339.974863567,0,991691.863772024,143339.974863567,0
296,0,142917.875079438,0,988382.203787233,142917.875079438,0
297,0,142709.961864224,0,986317.748267956,142709.961864224,0
298,0,142974.710564196,0,986996.795185449,142974.710564196,0
299,0,143008.97240281,0,986355.605003186,143008.97240281,0
300,0,143099.342530181,0,986047.768184058,143099.342530181,0
301,0,143576.36396573,0,985499.679032042,143576.36396573,0
302,0,143649.060821387,0,984354.797699057,143649.060821387,0
303,0,143764.032576188,0,983447.174449688,143764.032576188,0
304,0,143947.13529747,0,982912.396770842,143947.13529747,0
305,0,144186.98479765,0,982690.444155489,144186.98479765,0
306,0,144647.61019585,0,983624.98135545,144647.61019585,0
307,0,144773.905619014,0,982810.348673388,144773.905619014,0
308,0,144411.047888468,0,979460.819285899,144411.047888468,0
309,0,144279.935018845,0,977342.184527258,144279.935018845,0
310,0,144661.080024973,0,977936.263579174,144661.080024973,0
311,0,144791.626719147,0,977229.018241172,144791.626719147,0
312,0,144982.494488149,0,976852.665789113,144982.494488149,0
313,0,145477.085532794,0,976525.642341783,145477.085532794,0
314,0,145556.977937156,0,975455.735309046,145556.977937156,0
315,0,145679.770706247,0,974622.932057847,145679.770706247,0
316,0,145871.94270363,0,974166.626653464,145871.94270363,0
317,0,146121.818314964,0,974025.027241362,146121.818314964,0
318,0,146597.409325968,0,975103.362931529,146597.409325968,0
319,0,146730.03611719,0,974393.9854476,146730.03611719,0
320,0,146361.212018332,0,971030.676020026,146361.212018332,0
321,0,146229.536714018,0,968927.636407622,146229.536714018,0
322,0,146622.288461331,0,969588.468920553,146622.288461331,0
323,0,146757.892078316,0,968902.4700387,146757.892078316,0
324,0,146954.91722331,0,968549.382202117,146954.91722331,0
325,0,146636.083526687,0,967323.077309214,146636.083526687,0
326,0,146073.232960329,0,965655.918789456,146073.232960329,0
327,0,145541.054484862,0,964213.677770643,145541.054484862,0
328,0,145055.331314029,0,963123.833376601,145055.331314029,0
329,0,144608.951799442,0,962329.732812827,144608.951799442,0
330,0,144302.499083198,0,962639.191484391,144302.499083198,0
331,0,143794.888884574,0,961310.407455155,143794.888884574,0
332,0,142991.529468387,0,957583.029439068,142991.529468387,0
333,0,142335.596930753,0,955017.056646598,142335.596930753,0
334,0,141998.920275061,0,954998.455855929,141998.920275061,0
335,0,141512.47252765,0,953755.722615602,141512.47252765,0
336,0,141067.439067965,0,952825.709311083,141067.439067965,0
337,0,141300.864700902,0,952361.498980437,141300.864700902,0
338,0,141179.265854256,0,951202.552450754,141179.265854256,0
339,0,141098.046512905,0,950278.106556956,141098.046512905,0
340,0,141080.063989157,0,949723.379494589,141080.063989157,0
341,0,141115.198276492,0,949478.421391033,141115.198276492,0
342,0,141348.695617585,0,950394.991207314,141348.695617585,0
343,0,141288.886547226,0,949570.479156309,141288.886547226,0
344,0,140798.501680824,0,946205.553065393,140798.501680824,0
345,0,140515.886673893,0,944067.102378111,140515.886673893,0
346,0,140689.51355413,0,944625.761626195,140689.51355413,0
347,0,140643.783495997,0,943884.06252506,140643.783495997,0
348,0,140653.974332349,0,943470.038223271,140653.974332349,0
349,0,140356.006378987,0,942354.563467426,140356.006378987,0
350,0,139818.815952526,0,940758.328988357,139818.815952526,0
351,0,139311.74909247,0,939386.688262021,139311.74909247,0
352,0,138850.27672761,0,938366.934329906,138850.27672761,0
353,0,138427.419460737,0,937642.355071952,138427.419460737,0
354,0,138141.804875459,0,938017.017283391,138141.804875459,0
355,0,137658.958446673,0,936751.975016727,137658.958446673,0
356,0,136886.106796749,0,933092.790591621,136886.106796749,0
357,0,136257.817835655,0,930594.649476565,136257.817835655,0
358,0,135942.590757235,0,930644.320096297,135942.590757235,0
359,0,135480.497327644,0,929470.074357365,135480.497327644,0
360,0,135059.00479442,0,928608.161763158,135059.00479442,0
361,0,135461.032599279,0,927851.627914612,135461.032599279,0
362,0,135477.121741005,0,926457.831215407,135477.121741005,0
363,0,135532.907189573,0,925290.370619758,135532.907189573,0
364,0,135652.969235632,0,924479.714042296,135652.969235632,0
365,0,135826.408148553,0,923967.723606086,135826.408148553,0
366,0,136209.316484078,0,924582.743056119,136209.316484078,0
367,0,136273.038135266,0,923516.462246377,136273.038135266,0
368,0,135870.621870344,0,919989.068354135,135870.621870344,0
369,0,135688.90476075,0,917648.130420838,135688.90476075,0
370,0,135994.640572415,0,917911.589211101,135994.640572415,0
371,0,136061.055414351,0,916917.501956214,136061.055414351,0
372,0,136184.439993774,0,916239.900291816,136184.439993774,0
373,0,136044.272503657,0,914732.440877443,136044.272503657,0
374,0,135630.636281817,0,912844.888971759,135630.636281817,0
375,0,135249.681892622,0,911174.586927314,135249.681892622,0
376,0,134919.011266994,0,909843.431702201,134919.011266994,0
377,0,134630.709040753,0,908796.858921788,134630.709040753,0
378,0,134496.89903509,0,908814.479139403,134496.89903509,0
379,0,134137.420934976,0,907266.697154641,134137.420934976,0
380,0,133446.81943276,0,903416.634883533,133446.81943276,0
381,0,132919.041847482,0,900681.802041248,132919.041847482,0
382,0,132745.64072163,0,900385.29037821,132745.64072163,0
383,0,132403.870826208,0,898916.599997526,132403.870826208,0
384,0,132106.820370641,0,897748.393593314,132106.820370641,0
385,0,132349.375379763,0,896425.413748414,132349.375379763,0
386,0,132237.998879212,0,894671.610360699,132237.998879212,0
387,0,132163.792222887,0,893134.242424634,132163.792222887,0
388,0,132149.287403022,0,891935.97954066,132149.287403022,0
389,0,132184.422647221,0,891021.900058033,132184.422647221,0
390,0,132412.453530479,0,891175.845832862,132412.453530479,0
391,0,132347.86562383,0,889749.830672758,132347.86562383,0
392,0,131856.037891359,0,886004.295582399,131856.037891359,0
393,0,131567.932741749,0,883380.454406281,131567.932741749,0
394,0,131728.242229058,0,883211.538264387,131728.242229058,0
395,0,131669.318910183,0,881859.994500049,131669.318910183,0
396,0,131663.387131533,0,880809.328015339,131663.387131533,0
397,0,132012.404215005,0,879946.807155328,132012.404215005,0
398,0,131979.078922685,0,878480.770021387,131979.078922685,0
399,0,131985.123105366,0,877236.781249149,131985.123105366,0
400,0,132054.835707973,0,876341.362132773,132054.835707973,0
401,0,132177.37174062,0,875738.083559308,132177.37174062,0
402,0,132507.194189003,0,876227.365664464,132507.194189003,0
403,0,132520.816114672,0,875086.58791655,132520.816114672,0
404,0,132073.109105341,0,871564.385015235,132073.109105341,0
405,0,131844.406506523,0,869196.04720173,131844.406506523,0
406,0,132098.531884985,0,869357.711809507,132098.531884985,0
407,0,132115.608271664,0,868301.660364323,132115.608271664,0
408,0,132189.165926676,0,867554.859675368,132189.165926676,0
409,0,131919.295619966,0,865478.327321001,131919.295619966,0
410,0,131396.821029768,0,862936.026623533,131396.821029768,0
411,0,130905.741004046,0,860594.353441778,130905.741004046,0
412,0,130462.314906357,0,858560.954273601,130462.314906357,0
413,0,130059.140501245,0,856787.435143076,130059.140501245,0
414,0,129800.015525214,0,855965.683429693,129800.015525214,0
415,0,129332.588145507,0,853767.913091872,129332.588145507,0
416,0,128559.52939118,0,849539.291917387,128559.52939118,0
417,0,127938.862413673,0,846306.559608738,127938.862413673,0
418,0,127647.762372213,0,845237.930947505,127647.762372213,0
419,0,127201.497728238,0,843139.722956827,127201.497728238,0
420,0,126797.703806133,0,841315.150489762,126797.703806133,0
421,0,126494.662729452,0,839838.734558884,126494.662729452,0
422,0,125953.194875059,0,837903.643897189,125953.194875059,0
423,0,125441.77247628,0,836174.916739788,125441.77247628,0
424,0,124975.733278472,0,834767.233323186,124975.733278472,0
425,0,124548.050642308,0,833629.078633028,124548.050642308,0
426,0,124256.755284991,0,833489.221717135,124256.755284991,0
427,0,123768.877190277,0,831872.224298223,123768.877190277,0
428,0,122992.613232198,0,828093.805457967,122992.613232198,0
429,0,122360.872334273,0,825369.554381992,122360.872334273,0
430,0,122040.924610519,0,824948.224633635,122040.924610519,0
431,0,121574.609159776,0,823423.664274635,121574.609159776,0
432,0,121148.741834655,0,822184.182262061,121148.741834655,0
433,0,119588.262983683,0,819663.562645702,119588.262983683,0
434,0,118075.370718326,0,816993.640711845,118075.370718326,0
435,0,116574.194139346,0,814515.18204996,116574.194139346,0
436,0,115082.332321261,0,812328.618085367,115082.332321261,0
437,0,113600.388430664,0,810388.539882586,113600.388430664,0
438,0,112114.55182675,0,809336.202450524,112114.55182675,0
439,0,110669.824073132,0,806999.06792351,110669.824073132,0
440,0,109279.698104507,0,802773.767860577,109279.698104507,0
441,0,107885.920045301,0,799483.365592377,107885.920045301,0
442,0,106464.603493101,0,798221.326610672,106464.603493101,0
443,0,105077.087901928,0,796000.749661534,105077.087901928,0
444,0,103698.286728632,0,794039.502492918,103698.286728632,0
445,0,103048.151323111,0,792176.570812991,103048.151323111,0
446,0,102279.911310318,0,789962.956615708,102279.911310318,0
447,0,101531.332485822,0,787942.296993514,101531.332485822,0
448,0,100810.13984169,0,786220.043127533,100810.13984169,0
449,0,100112.597463705,0,784748.689618035,100112.597463705,0
450,0,99488.6167254385,0,784205.101000951,99488.6167254385,0
451,0,98767.8185213142,0,782309.113581369,98767.8185213142,0
452,0,97903.9452677597,0,778421.605314483,97903.9452677597,0
453,0,97118.8324451267,0,775507.847633705,97118.8324451267,0
454,0,96497.3876002827,0,774711.693600695,96497.3876002827,0
455,0,95804.78148714,0,772903.230267854,95804.78148714,0
456,0,95136.8134096415,0,771359.780748451,95136.8134096415,0
457,0,94585.2550144254,0,769667.704562535,94585.2550144254,0
458,0,93907.331926352,0,767489.398873325,93907.331926352,0
459,0,93248.5167599294,0,765501.842805282,93248.5167599294,0
460,0,92616.961285941,0,763808.723004307,92616.961285941,0
461,0,92008.7199675261,0,762363.146720585,92008.7199675261,0
462,0,91476.4344791513,0,761831.126749712,91476.4344791513,0
463,0,90840.3426718079,0,759967.398118854,90840.3426718079,0
464,0,90051.7975272622,0,756143.534521666,90051.7975272622,0
465,0,89344.9685442129,0,753279.315720809,89344.9685442129,0
466,0,88809.3408345712,0,752501.051125717,88809.3408345712,0
