"Time","PREM_INC","DEATH_OUTGO","DISAB_OUTGO","INIT_EXP","REN_EXP","INIT_COMM","REN_COMM","PHIBEN_OUTGO","PHIBEN_OUTGO_BLL","CR_BEN_OUTGO","RETR_OUTGO","DTH_OUTGO","DREADDIS_OUTGO","TEMPDIS_OUTGO","RIDERC_OUTGO","RISK_ADJ","COVERAGE_UNITS"
"45473",61637.6781744153,8319.26620994093,1155.31917033144,0,8482.608581237,33734.0945735659,440.203362373304,13477.0067970378,0,0,799.849911342526,0,0,0,0,1075.51417372572,140886079.281321
"45504",61126.9254520572,8260.54758895378,1145.60275968533,0,8457.36805276158,-650.144093418006,436.689718457437,13775.5275350557,0,0,772.770370112318,0,0,0,0,1417.91961874269,139813299.454544
"45535",60622.4267733068,8202.90286157974,1135.97289670754,0,8432.2653579021,-618.804394920625,433.212272430765,13917.4837205527,0,0,746.708809088506,0,0,0,0,1448.30511603487,138749120.444048
"45565",60123.6461121603,8145.73239194534,1126.42876084779,0,8407.29821486059,-587.963635281872,429.769819716134,14006.779123103,0,0,721.62239257082,0,0,0,0,1475.3248779827,137693468.011381
"45596",59629.9932364252,8089.03189499773,1116.96953982894,0,8382.46438864149,-540.494085546024,426.358706975031,14069.1996510713,0,0,697.470273942604,0,0,0,0,1501.85399268475,136646268.642876
"45626",59141.2725485465,8032.95094203332,1107.59442955881,0,8357.76172423427,-465.78572956136,422.977624991118,14115.2562058336,0,0,674.213496470629,0,0,0,0,1529.14041046373,135607449.542078
"45657",58657.3537580433,7977.40745775592,1098.30263404305,0,8333.18814405053,-373.63833702103,419.625855136795,14148.9230655816,0,0,651.814899280029,0,0,0,0,1556.54161577755,134576937.224499
"45688",58178.1391933779,7922.86972441952,1089.093365299,0,8308.7410646412,-329.659897009449,416.302947043699,14172.6735787952,0,0,630.239028227286,0,0,0,0,1578.29996571734,133554661.723053
"45716",57703.5493913246,7868.77955469138,1079.96584327044,0,8284.41913768548,-286.40879812941,413.008529880362,14188.1462109572,0,0,609.452051409265,0,0,0,0,1598.83352428359,132540552.331048
"45747",57233.5077840938,7815.13300356042,1070.91929574336,0,8260.22049407446,-243.87427017073,409.742268949263,14196.4823651722,0,0,589.42167906047,0,0,0,0,1618.22612232962,131534539.016794
"45777",57544.2624580698,7919.05150547603,1076.86368192159,0,8236.14337151369,9795.79175468281,410.181545255385,14232.646215285,0,0,571.736475548673,0,0,0,0,1536.28284874607,131645802.469395
"45808",59327.9202191314,8163.56816757384,1120.123551176,0,8212.17417288209,25384.0133536832,433.383112760437,14378.1449212536,0,0,564.653735225892,0,0,0,0,1235.83615066734,132854083.514455
"45838",61791.5437501931,8521.10208113669,1152.0829262293,0,8188.2785415452,33761.3815773126,445.243816891858,14824.6226157029,0,0,546.684014924521,0,0,0,0,1142.5318813653,134765037.656578
"45869",61287.3537942312,8461.49429345716,1142.37672841863,0,8164.43193397838,-642.076780576979,441.710587996418,15023.1266853922,0,0,529.340585052316,0,0,0,0,1797.46208491605,133741131.495786
"45900",60788.9850565052,8402.96548035955,1132.75697128012,0,8140.63086210831,-611.308754500964,438.213197407332,15065.5586277806,0,0,512.599120527369,0,0,0,0,1815.26607457905,132725404.730066
"45930",60296.1604143073,8344.9163115005,1123.22283737204,0,8116.94390563145,-581.02280224446,434.75113752922,15066.3891707287,0,0,496.43634611732,0,0,0,0,1830.95310011457,131717787.328928
"45961",59808.1283063969,8287.34238852757,1113.77351745538,0,8093.36964572288,-534.247348299143,431.320084467756,15049.7634333818,0,0,480.829987150175,0,0,0,0,1846.86102271806,130718209.923769
"45991",59324.6722610087,8230.39579127885,1104.408210407,0,8069.90670497268,-461.009143235418,427.918644190139,15025.3685074324,0,0,465.758722675136,0,0,0,0,1863.8960099052,129726603.800789
"46022",58845.6722081785,8173.99498078259,1095.12612313377,0,8046.55374587174,-369.515060846102,424.546119885154,14995.6638523175,0,0,451.202140947359,0,0,0,0,1881.56407477024,128742899.037887
"46053",58371.0506840068,8118.6207433641,1085.92647048763,0,8023.30885445594,-326.155443367145,421.202116996892,14962.5705154652,0,0,437.140697117208,0,0,0,0,1894.67566675116,127767030.114168
"46081",57900.7509583709,8063.69955469919,1076.80847518163,0,8000.17139277268,-283.503884569665,417.886317642869,14926.8653708318,0,0,423.555673010815,0,0,0,0,1907.07179583845,126798930.235813
"46112",57434.7166911454,8009.22807308609,1067.77136770686,0,7977.1401335298,-241.550321667951,414.59843411615,14888.9760153506,0,0,410.429138894695,0,0,0,0,1918.78365040338,125838533.229567
"46142",57747.8894544024,8114.1559255448,1072.20234610986,0,7954.21394994588,9699.62578479616,414.929411365297,14886.563603307,0,0,398.914364390792,0,0,0,0,1742.2963039976,125947847.803344
"46173",59541.1785065113,8372.66852152325,1119.28495295063,0,7931.37206656836,24902.7710097158,438.671722519547,14983.4015514263,0,0,396.919507823625,0,0,0,0,1315.09002924752,127115793.471192
"46203",62057.4753444188,8732.96148001745,1156.66512988567,0,7908.57411796077,33820.7644303889,451.354907127514,15388.1559729482,0,0,384.917904160408,0,0,0,0,1148.07053333074,128962735.309432
"46234",61555.9293072431,8671.68185838479,1146.89286884955,0,7885.80454069628,-635.30833191635,447.789948808136,15580.6572095175,0,0,373.307540463246,0,0,0,0,2118.68417422554,127985353.44758
"46265",61060.1816805953,8612.12024002322,1137.20772805806,0,7863.13590913211,-604.877325296582,444.261327680947,15620.6060152525,0,0,362.074341165742,0,0,0,0,2130.9109658914,127015741.81029
"46295",60569.5791545652,8553.02392606627,1127.60888474632,0,7840.56698634315,-574.91702024323,440.766567560575,15620.4752786924,0,0,351.204794417762,0,0,0,0,2141.5675975073,126053834.477683
"46326",60083.5356048733,8494.38798256463,1118.09552437435,0,7818.0967891927,-528.734255112555,437.302859279454,15603.4570553117,0,0,340.685927251002,0,0,0,0,2152.50576264514,125099566.140175
"46356",59601.8903409945,8436.43590173669,1108.6668405406,0,7795.72435793192,-456.739697078075,433.86892087261,15579.2134694804,0,0,330.505281918671,0,0,0,0,2164.42879541862,124152872.091476
"46387",59124.5445494554,8379.17607490973,1099.32203489621,0,7773.44875539298,-365.810513445815,430.463991351414,15550.4195464593,0,0,320.650893351206,0,0,0,0,2177.01419471165,123213686.408606
"46418",58651.4308255642,8322.96858952247,1090.06031706043,0,7755.54177180761,-322.89183765006,427.087665684174,15518.4532490664,0,0,311.111267672877,0,0,0,0,2185.62197277232,122281947.440667
"46446",58182.4998753169,8267.22886937599,1080.8809045368,0,7738.14756500075,-280.66655541494,423.739624488972,15484.0792233962,0,0,301.875361726934,0,0,0,0,2193.61892306072,121357592.256628
"46477",57717.7015070012,8211.95333262009,1071.78302263035,0,7721.29293535001,-239.125110083871,420.41957939676,15447.7098566785,0,0,292.932563559613,0,0,0,0,2201.02724202054,120440558.498548
"46507",58030.2208580023,8317.16982280665,1076.7587675663,0,7704.98923666782,9526.23819902152,420.63599823796,15445.5764138867,0,0,285.081088322666,0,0,0,0,1931.72624160962,120548052.97446
"46538",59841.0381489488,8590.2584654495,1128.55080419429,0,7689.1930406088,24475.5927841715,444.730905165721,15555.4909746191,0,0,285.688996618987,0,0,0,0,1393.68744504029,121677739.955882
"46568",62401.279317368,8962.45047501634,1174.03818446259,0,7673.85684372708,33769.7681561628,458.290557679158,15968.0923547706,0,0,277.373731680602,0,0,0,0,1152.77321079768,123463462.296155
"46599",61899.8475093348,8900.57063731014,1164.07690825083,0,7658.95664269403,-627.335831262177,454.684428566084,16171.2567114261,0,0,269.315566946178,0,0,0,0,2431.75314113576,122529652.694701
"46630",61404.1009942754,8840.13876249062,1154.20469129123,0,7644.58501796812,-597.28898926146,451.115041468144,16220.6384819264,0,0,261.505841127221,0,0,0,0,2438.99996560928,121603237.451713
"46660",60913.4855379059,8780.20871434956,1144.42069197297,0,7630.73834942706,-567.702573544283,447.579770642144,16229.0499148991,0,0,253.936216443494,0,0,0,0,2445.11215002869,120684154.27697
"46691",60427.3772839921,8720.77652175889,1134.72407708213,0,7617.39058403623,-522.311283646595,444.075655256072,16220.0794636076,0,0,246.598665240414,0,0,0,0,2451.48649952801,119772341.44912
"46721",59945.5931344403,8661.99755185948,1125.11402171371,0,7604.55365828159,-451.52044680178,440.601453466371,16203.2677329945,0,0,239.48545720809,0,0,0,0,2458.6541181815,118867737.809364
"46752",59468.0319004294,8603.79176320325,1115.58970918457,0,7592.239497315,-361.395885971225,437.156407721164,16181.1839852667,0,0,232.589147173356,0,0,0,0,2466.37708664255,117970281.069217
"46783",58994.627262973,8546.662454583,1106.15033094739,0,7580.43695240144,-319.001335004275,433.740116017318,16155.6679990789,0,0,225.902563437553,0,0,0,0,2470.74793556067,117079912.914749
"46812",58525.3311729443,8490.00981810716,1096.79508650544,0,7569.12869221257,-277.285981293806,430.352261362596,16127.5358806068,0,0,219.418796634166,0,0,0,0,2474.57580437856,116196573.843668
"46843",58060.0954633056,8433.82963753163,1087.52318332844,0,7558.31198351527,-236.240668495815,426.992556022711,16097.2270647029,0,0,213.131189081698,0,0,0,0,2477.87808327895,115320204.888795
"46873",58376.3158035806,8531.48909752177,1096.00787975125,0,7540.02905696748,9419.32487136566,427.090460600719,16099.3956766043,0,0,207.572327773707,0,0,0,0,2117.53953508776,115425433.65511
"46904",59950.5017981561,8822.43364758572,895.893296331465,0,7492.53177927245,23846.2344513268,451.569482530341,16202.2918208304,0,0,209.436093880568,0,0,0,0,1476.26856611087,116168584.367716
"46934",62566.837693787,9202.20564996331,950.272504187322,0,7474.78617980327,33704.3775990294,466.063408444358,16614.3867038253,0,0,203.502157035775,0,0,0,0,1147.99542827262,117898576.595305
"46965",62066.3592304423,9138.29284031031,942.495132488258,0,7457.20132299913,-618.173293685367,462.406731169352,16821.1389276842,0,0,197.744525411287,0,0,0,0,2729.00149703841,117009090.692335
"46996",61571.5838878938,9076.8020001512,934.785535646459,0,7439.86430176381,-588.563848137378,458.786936542436,16876.6007691386,0,0,192.157569896516,0,0,0,0,2731.57684051314,116126617.968658
"47026",61081.8914785434,9015.82320428708,927.143079365409,0,7422.76726379179,-559.404568865385,455.202335800056,16889.8896328432,0,0,186.735858940832,0,0,0,0,2733.49613346705,115251099.738939
"47057",60596.6299393713,8955.35220313164,919.567135725741,0,7405.91124880221,-514.66679064553,451.649498913481,16887.0534287246,0,0,181.47415086222,0,0,0,0,2735.72229383232,114382477.848049
"47087",60115.6162161687,8895.54213345729,912.057083116931,0,7389.29729813496,-445.536308182779,448.126967640156,16876.6317338445,0,0,176.367386484702,0,0,0,0,2738.57498646675,113520694.665282
