"Time","REINS_PREM_TREATY_OUT(1)...2","REINS_PREM_TREATY_OUT(2)","REINS_PREM_TREATY_OUT(3)","REINS_PREM_TREATY_OUT(4)","REINS_PREM_TREATY_OUT(5)","REINS_PREM_TREATY_OUT(6)","REINS_PREM_TREATY_OUT(1)...8","RPR_PREM_OUT_TREATY_OUT(1)","RPR_PREM_OUT_TREATY_OUT(2)","RPR_PREM_OUT_TREATY_OUT(3)","RPR_PREM_OUT_TREATY_OUT(4)","RPR_PREM_OUT_TREATY_OUT(5)","RPR_PREM_OUT_TREATY_OUT(6)","FR_REPAYMENT","FR_CLAWBACK","REINS_REC_TREATY_OUT(1)","REINS_REC_TREATY_OUT(2)","REINS_REC_TREATY_OUT(3)","REINS_REC_TREATY_OUT(4)","REINS_REC_TREATY_OUT(5)","REINS_REC_TREATY_OUT(6)","RPR_DTH_REC_TREATY_OUT(1)","RPR_DTH_REC_TREATY_OUT(2)","RPR_DTH_REC_TREATY_OUT(3)","RPR_DTH_REC_TREATY_OUT(4)","RPR_DTH_REC_TREATY_OUT(5)","RPR_DTH_REC_TREATY_OUT(6)","RPR_PHIBEN_REC_TREATY_OUT(1)","RPR_PHIBEN_REC_TREATY_OUT(2)","RPR_PHIBEN_REC_TREATY_OUT(3)","RPR_PHIBEN_REC_TREATY_OUT(4)","RPR_PHIBEN_REC_TREATY_OUT(5)","RPR_PHIBEN_REC_TREATY_OUT(6)","FR_NEW_FINAN","RISK_ADJ_RI_TREATY_OUT_FR(1)","RISK_ADJ_RI_TREATY_OUT_FR(2)","RISK_ADJ_RI_TREATY_OUT_FR(3)","RISK_ADJ_RI_TREATY_OUT_FR(4)","RISK_ADJ_RI_TREATY_OUT_FR(5)","RISK_ADJ_RI_TREATY_OUT_FR(6)","COVERAGE_UNITS_RI_TREATY_OUT(1)","COVERAGE_UNITS_RI_TREATY_OUT(2)","COVERAGE_UNITS_RI_TREATY_OUT(3)","COVERAGE_UNITS_RI_TREATY_OUT(4)","COVERAGE_UNITS_RI_TREATY_OUT(5)","COVERAGE_UNITS_RI_TREATY_OUT(6)"
"m0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436630458.0765,0,0,0,0
"m1",0,5276.60605738683,0,0,0,0,0,0,123466.469323355,0,0,0,0,62127.5367191333,0,0,5549.72203130787,0,0,0,0,0,67212.2633930949,0,0,0,0,0,10828.9429185503,0,0,0,0,0,0,0,0,0,0,0,0,435941420.348386,0,0,0,0
"m2",0,5225.01051761208,0,0,0,0,0,0,123374.879730497,0,0,0,0,62016.4450531173,0,0,5468.91632254917,0,0,0,0,0,67206.5557873133,0,0,0,0,0,17960.0250595939,0,0,0,0,0,0,0,0,0,0,0,0,433572617.000727,0,0,0,0
"m3",0,5228.61762114463,0,0,0,0,0,0,124076.35799292,0,0,0,0,62256.9525662528,0,0,5439.89445421755,0,0,0,0,0,67801.4859383905,0,0,0,0,0,20245.2210638676,0,0,0,0,0,0,0,0,0,0,0,0,432015521.657522,0,0,0,0
"m4",0,5242.91480560619,0,0,0,0,0,0,124708.79034424,0,0,0,0,62499.2833655952,0,0,5421.98211478436,0,0,0,0,0,68375.781374565,0,0,0,0,0,21475.6655724472,0,0,0,0,0,0,0,0,0,0,0,0,431920794.250721,0,0,0,0
"m5",0,5362.06560179888,0,0,0,0,0,0,125290.921340687,0,0,0,0,62793.8183111547,0,0,5522.00152055704,0,0,0,0,0,68845.9809281372,0,0,0,0,0,22258.0592721858,0,0,0,0,0,0,0,0,0,0,0,0,430562052.559527,0,0,0,0
"m6",0,5341.89943133562,0,0,0,0,0,0,125179.56951333,0,0,0,0,62668.3873364179,0,0,5474.95321064939,0,0,0,0,0,68977.1050183773,0,0,0,0,0,22844.6251393073,0,0,0,0,0,0,0,0,0,0,0,0,428082998.211205,0,0,0,0
"m7",0,5369.09051352464,0,0,0,0,0,0,124868.228457438,0,0,0,0,62495.3554770304,0,0,5471.99251785263,0,0,0,0,0,68982.2599642688,0,0,0,0,0,23299.6763622915,0,0,0,0,0,0,0,0,0,0,0,0,425758446.366372,0,0,0,0
"m8",0,5333.85041365769,0,0,0,0,0,0,124321.512662086,0,0,0,0,62277.1317467331,0,0,5413.89640929146,0,0,0,0,0,68563.6015458302,0,0,0,0,0,23752.4887578006,0,0,0,0,0,0,0,0,0,0,0,0,423328313.169156,0,0,0,0
"m9",0,5330.26185373692,0,0,0,0,0,0,123973.471851028,0,0,0,0,62120.9580470738,0,0,5385.64839007787,0,0,0,0,0,68378.0720025768,0,0,0,0,0,24205.0209121099,0,0,0,0,0,0,0,0,0,0,0,0,421012617.578288,0,0,0,0
