"Month","Total_Premiums","Total_Recoveries","Total_FinReIncomeCF","Total_FinReRepayment","Total_RiskReinsuranceRecoveries","Total_RiskReinsurancePremiums"
366,0,642888.013158815,0,5214280.28096522,642888.013158815,-5214280.28096522
367,0,638145.253759009,0,5204119.15328317,638145.253759009,-5204119.15328317
368,0,634169.258679749,0,5174630.31022589,634169.258679749,-5174630.31022589
369,0,631487.730609679,0,5156633.25906757,631487.730609679,-5156633.25906757
370,0,628469.960479504,0,5144221.69443582,628469.960479504,-5144221.69443582
371,0,627679.92846537,0,5134214.73713524,627679.92846537,-5134214.73713524
372,0,627539.90140656,0,5123078.98648111,627539.90140656,-5123078.98648111
373,0,622860.946551058,0,5105097.43318019,622860.946551058,-5105097.43318019
374,0,620738.891966854,0,5090683.25701896,620738.891966854,-5090683.25701896
375,0,616203.329236129,0,5071915.9494663,616203.329236129,-5071915.9494663
376,0,613352.787831761,0,5050620.27651331,613352.787831761,-5050620.27651331
377,0,611925.04388637,0,5038300.78192781,611925.04388637,-5038300.78192781
378,0,607167.479564752,0,5032789.24159141,607167.479564752,-5032789.24159141
379,0,604362.918293064,0,5023067.22823265,604362.918293064,-5023067.22823265
380,0,599833.164968067,0,4996340.76156777,599833.164968067,-4996340.76156777
381,0,595463.86324356,0,4978154.66196881,595463.86324356,-4978154.66196881
382,0,595214.787079314,0,4962621.7645184,595214.787079314,-4962621.7645184
383,0,594543.651312165,0,4950239.42168626,594543.651312165,-4950239.42168626
384,0,591787.798812281,0,4938788.45364952,591787.798812281,-4938788.45364952
385,0,590813.469924319,0,4925744.39791139,590813.469924319,-4925744.39791139
386,0,587531.619721059,0,4910921.40060872,587531.619721059,-4910921.40060872
387,0,584252.036906006,0,4895883.51190488,584252.036906006,-4895883.51190488
388,0,580720.451597891,0,4883394.78007772,580720.451597891,-4883394.78007772
389,0,580666.22837481,0,4876783.58057048,580666.22837481,-4876783.58057048
390,0,578346.072603573,0,4871308.76820272,578346.072603573,-4871308.76820272
391,0,575774.763446205,0,4858090.62398078,575774.763446205,-4858090.62398078
392,0,571712.422058218,0,4832942.3745958,571712.422058218,-4832942.3745958
393,0,567257.148943703,0,4816060.24137337,567257.148943703,-4816060.24137337
394,0,567221.664291841,0,4807975.87127375,567221.664291841,-4807975.87127375
395,0,565222.812234586,0,4793611.96142533,565222.812234586,-4793611.96142533
396,0,563881.638566183,0,4780696.70513068,563881.638566183,-4780696.70513068
397,0,563449.158354502,0,4769373.10927108,563449.158354502,-4769373.10927108
398,0,559750.234855061,0,4754720.16084979,559750.234855061,-4754720.16084979
399,0,555407.20576965,0,4736161.46189071,555407.20576965,-4736161.46189071
400,0,551317.418500864,0,4721465.6655045,551317.418500864,-4721465.6655045
401,0,547978.099730073,0,4713991.30031897,547978.099730073,-4713991.30031897
402,0,544059.880646694,0,4706419.50015133,544059.880646694,-4706419.50015133
403,0,540779.120890746,0,4696354.07948235,540779.120890746,-4696354.07948235
404,0,536866.033914206,0,4669405.07544395,536866.033914206,-4669405.07544395
405,0,532937.42765561,0,4651815.71920045,532937.42765561,-4651815.71920045
406,0,526625.684345999,0,4637874.80233551,526625.684345999,-4637874.80233551
407,0,525091.084511123,0,4624448.7301908,525091.084511123,-4624448.7301908
408,0,521226.40518551,0,4611603.93480507,521226.40518551,-4611603.93480507
409,0,518475.874302139,0,4597617.51661161,518475.874302139,-4597617.51661161
410,0,514480.196679284,0,4582258.32576286,514480.196679284,-4582258.32576286
411,0,509302.891469245,0,4566542.55122318,509302.891469245,-4566542.55122318
412,0,506923.237100609,0,4555309.86450991,506923.237100609,-4555309.86450991
413,0,505491.294515735,0,4551792.06545803,505491.294515735,-4551792.06545803
414,0,502291.27723749,0,4541148.56478943,502291.27723749,-4541148.56478943
415,0,500276.916374964,0,4534154.16797204,500276.916374964,-4534154.16797204
416,0,494963.169298246,0,4507691.26349965,494963.169298246,-4507691.26349965
417,0,491907.298340892,0,4491344.33115331,491907.298340892,-4491344.33115331
418,0,489505.117253944,0,4482511.96285349,489505.117253944,-4482511.96285349
419,0,487549.320981435,0,4472046.1856366,487549.320981435,-4472046.1856366
420,0,486718.838250586,0,4464587.45158613,486718.838250586,-4464587.45158613
421,0,483472.205072703,0,4446156.88959977,483472.205072703,-4446156.88959977
422,0,478951.782679247,0,4432496.69701891,478951.782679247,-4432496.69701891
423,0,474714.815322774,0,4415136.6987176,474714.815322774,-4415136.6987176
424,0,466360.806809648,0,4396376.36914321,466360.806809648,-4396376.36914321
425,0,461839.493993091,0,4388349.15064589,461839.493993091,-4388349.15064589
426,0,455638.186852733,0,4378392.39989952,455638.186852733,-4378392.39989952
427,0,449250.404840811,0,4367162.90294112,449250.404840811,-4367162.90294112
428,0,445092.928919528,0,4344857.54160643,445092.928919528,-4344857.54160643
429,0,441930.2465015,0,4327448.52755016,441930.2465015,-4327448.52755016
430,0,438310.544634284,0,4316833.60474492,438310.544634284,-4316833.60474492
431,0,436112.189930164,0,4307691.06572154,436112.189930164,-4307691.06572154
432,0,430901.39101649,0,4296761.89574807,430901.39101649,-4296761.89574807
433,0,428955.333556462,0,4281961.89518927,428955.333556462,-4281961.89518927
434,0,424661.570431734,0,4261551.54672647,424661.570431734,-4261551.54672647
435,0,423615.226330741,0,4246367.23536807,423615.226330741,-4246367.23536807
436,0,420715.535156228,0,4232882.88137469,420715.535156228,-4232882.88137469
437,0,418076.15286196,0,4229179.160095,418076.15286196,-4229179.160095
438,0,414951.440673374,0,4223835.15651929,414951.440673374,-4223835.15651929
439,0,411182.666419811,0,4216005.68849078,411182.666419811,-4216005.68849078
440,0,407397.28304426,0,4191116.17309379,407397.28304426,-4191116.17309379
441,0,404261.28339739,0,4171970.68191339,404261.28339739,-4171970.68191339
442,0,401869.999754147,0,4161933.0760768,401869.999754147,-4161933.0760768
443,0,398708.162767531,0,4148478.83347171,398708.162767531,-4148478.83347171
444,0,397186.001178574,0,4141481.84450158,397186.001178574,-4141481.84450158
445,0,392314.403895513,0,4128094.53718946,392314.403895513,-4128094.53718946
446,0,388344.303234649,0,4115849.68099684,388344.303234649,-4115849.68099684
447,0,381899.248621414,0,4098728.44474341,381899.248621414,-4098728.44474341
448,0,379415.3020002,0,4083240.36500777,379415.3020002,-4083240.36500777
449,0,378350.541169832,0,4079226.40711477,378350.541169832,-4079226.40711477
450,0,374424.694914461,0,4072614.4955012,374424.694914461,-4072614.4955012
451,0,372468.741089658,0,4063365.41701068,372468.741089658,-4063365.41701068
452,0,368174.828929029,0,4039605.16462029,368174.828929029,-4039605.16462029
453,0,365184.195462762,0,4025837.63532921,365184.195462762,-4025837.63532921
454,0,363033.925761932,0,4018720.92500556,363033.925761932,-4018720.92500556
455,0,361781.874763464,0,4003159.98874453,361781.874763464,-4003159.98874453
456,0,360270.581769268,0,3994776.28430625,360270.581769268,-3994776.28430625
457,0,357398.03686537,0,3978666.77257756,357398.03686537,-3978666.77257756
458,0,354727.69460751,0,3966437.39080068,354727.69460751,-3966437.39080068
459,0,353598.488092625,0,3953572.56943981,353598.488092625,-3953572.56943981
460,0,351387.316464005,0,3940928.68197778,351387.316464005,-3940928.68197778
461,0,351214.717065294,0,3937877.63721256,351214.717065294,-3937877.63721256
462,0,348041.614817962,0,3930593.17905764,348041.614817962,-3930593.17905764
463,0,345501.722439295,0,3917971.93960054,345501.722439295,-3917971.93960054
464,0,343274.292435946,0,3895373.85894336,343274.292435946,-3895373.85894336
465,0,339416.211585137,0,3877947.57341141,339416.211585137,-3877947.57341141
466,0,338031.400189919,0,3868824.52013281,338031.400189919,-3868824.52013281
467,0,335979.835642002,0,3855020.90976569,335979.835642002,-3855020.90976569
468,0,334919.186781073,0,3845386.21204852,334919.186781073,-3845386.21204852
469,0,333810.420649218,0,3830474.33571256,333810.420649218,-3830474.33571256
470,0,330997.699073506,0,3815909.45285796,330997.699073506,-3815909.45285796
471,0,327140.259083795,0,3802505.64434369,327140.259083795,-3802505.64434369
472,0,324586.931538415,0,3791439.13981206,324586.931538415,-3791439.13981206
473,0,321238.306678062,0,3789075.4090557,321238.306678062,-3789075.4090557
474,0,317955.663792661,0,3783924.75262347,317955.663792661,-3783924.75262347
475,0,315607.348979768,0,3775490.32251536,315607.348979768,-3775490.32251536
476,0,313271.497012267,0,3754827.04100122,313271.497012267,-3754827.04100122
477,0,311007.386088359,0,3735983.62308534,311007.386088359,-3735983.62308534
478,0,309500.940832089,0,3731117.84080495,309500.940832089,-3731117.84080495
479,0,307923.055793685,0,3719967.63047657,307923.055793685,-3719967.63047657
480,0,307259.837744508,0,3710876.38704238,307259.837744508,-3710876.38704238
481,0,305819.684102857,0,3698414.9828257,305819.684102857,-3698414.9828257
482,0,303126.678913662,0,3686316.22195873,303126.678913662,-3686316.22195873
483,0,301228.521964543,0,3676159.45427888,301228.521964543,-3676159.45427888
484,0,298908.091100614,0,3665268.45354657,298908.091100614,-3665268.45354657
485,0,297356.5395654,0,3661996.75489142,297356.5395654,-3661996.75489142
486,0,294373.988098826,0,3655448.35511816,294373.988098826,-3655448.35511816
487,0,291948.946471902,0,3642678.03380216,291948.946471902,-3642678.03380216
488,0,289264.784248351,0,3619596.269309,289264.784248351,-3619596.269309
489,0,286015.024281138,0,3597746.87978435,286015.024281138,-3597746.87978435
490,0,284919.642825654,0,3594213.87193686,284919.642825654,-3594213.87193686
491,0,284365.085484042,0,3586949.37348215,284365.085484042,-3586949.37348215
492,0,283414.747696625,0,3577149.32324271,283414.747696625,-3577149.32324271
493,0,281889.379439575,0,3565324.84549922,281889.379439575,-3565324.84549922
494,0,278768.277055199,0,3553163.08794233,278768.277055199,-3553163.08794233
495,0,276103.902146681,0,3542304.45968884,276103.902146681,-3542304.45968884
496,0,273529.202687423,0,3531658.17874985,273529.202687423,-3531658.17874985
497,0,271990.186828214,0,3529740.51702069,271990.186828214,-3529740.51702069
498,0,268884.558456773,0,3524871.60235674,268884.558456773,-3524871.60235674
499,0,266137.359875292,0,3514599.79236199,266137.359875292,-3514599.79236199
500,0,263237.300539603,0,3493911.04060694,263237.300539603,-3493911.04060694
501,0,260802.372273382,0,3479169.40988265,260802.372273382,-3479169.40988265
502,0,259096.114773779,0,3476550.90062625,259096.114773779,-3476550.90062625
503,0,257421.955493008,0,3468068.18265163,257421.955493008,-3468068.18265163
504,0,255904.831139541,0,3452487.80099017,255904.831139541,-3452487.80099017
505,0,255450.691556653,0,3442268.98683372,255450.691556653,-3442268.98683372
506,0,253368.107413333,0,3431546.20212366,253368.107413333,-3431546.20212366
507,0,252150.713988081,0,3419966.96080619,252150.713988081,-3419966.96080619
508,0,250549.409453014,0,3410592.76939552,250549.409453014,-3410592.76939552
509,0,249745.337934439,0,3404863.70858319,249745.337934439,-3404863.70858319
510,0,247706.400881323,0,3402042.30710578,247706.400881323,-3402042.30710578
511,0,245383.237154408,0,3394746.61659561,245383.237154408,-3394746.61659561
512,0,242554.947993473,0,3373090.24396385,242554.947993473,-3373090.24396385
513,0,239876.358181303,0,3356890.72703959,239876.358181303,-3356890.72703959
514,0,238927.811645053,0,3350380.29511408,238927.811645053,-3350380.29511408
515,0,237386.806504068,0,3338004.18350866,237386.806504068,-3338004.18350866
516,0,235597.671930884,0,3328279.16414125,235597.671930884,-3328279.16414125
517,0,234821.209235852,0,3314929.80525355,234821.209235852,-3314929.80525355
518,0,232369.596883747,0,3301404.74982128,232369.596883747,-3301404.74982128
519,0,230345.563969793,0,3291980.41643452,230345.563969793,-3291980.41643452
520,0,228719.750518781,0,3282062.55477195,228719.750518781,-3282062.55477195
521,0,227308.154426262,0,3277499.18848972,227308.154426262,-3277499.18848972
522,0,224789.424224829,0,3275961.74155669,224789.424224829,-3275961.74155669
523,0,222915.860292593,0,3268449.22058462,222915.860292593,-3268449.22058462
524,0,220544.263500247,0,3246981.03555461,220544.263500247,-3246981.03555461
525,0,218493.31945758,0,3231950.13363921,218493.31945758,-3231950.13363921
526,0,216549.637240691,0,3229849.68603679,216549.637240691,-3229849.68603679
527,0,215712.61376466,0,3221657.58358445,215712.61376466,-3221657.58358445
528,0,214807.157092074,0,3213955.18162609,214807.157092074,-3213955.18162609
529,0,214077.387551742,0,3201835.60152578,214077.387551742,-3201835.60152578
530,0,211905.105720067,0,3187010.1998358,211905.105720067,-3187010.1998358
531,0,210399.806118304,0,3175052.79334361,210399.806118304,-3175052.79334361
532,0,208794.058868222,0,3165825.50076696,208794.058868222,-3165825.50076696
533,0,207779.306035405,0,3164353.47691227,207779.306035405,-3164353.47691227
534,0,205878.312298646,0,3159499.3155339,205878.312298646,-3159499.3155339
535,0,203599.497614398,0,3151157.17517909,203599.497614398,-3151157.17517909
536,0,201041.317846618,0,3130682.26471467,201041.317846618,-3130682.26471467
537,0,199045.678532881,0,3116238.51931867,199045.678532881,-3116238.51931867
538,0,196778.098505867,0,3116128.51914405,196778.098505867,-3116128.51914405
539,0,195585.438898927,0,3105330.71562956,195585.438898927,-3105330.71562956
540,0,194208.332836728,0,3095040.59405131,194208.332836728,-3095040.59405131
541,0,193528.608528326,0,3085325.94629015,193528.608528326,-3085325.94629015
542,0,191417.318671311,0,3071249.01368315,191417.318671311,-3071249.01368315
543,0,189372.603362061,0,3059943.88220847,189372.603362061,-3059943.88220847
544,0,187624.838899515,0,3045809.93774164,187624.838899515,-3045809.93774164
545,0,186184.286614113,0,3041411.51168742,186184.286614113,-3041411.51168742
546,0,183830.264609906,0,3034782.0305589,183830.264609906,-3034782.0305589
547,0,181781.49130315,0,3027282.75896049,181781.49130315,-3027282.75896049
548,0,179597.7199056,0,3005456.5443627,179597.7199056,-3005456.5443627
549,0,177023.292187299,0,2989513.21774935,177023.292187299,-2989513.21774935
550,0,174923.435634046,0,2987634.46923163,174923.435634046,-2987634.46923163
551,0,173515.643170344,0,2980013.95690135,173515.643170344,-2980013.95690135
552,0,172217.45927318,0,2972278.91866139,172217.45927318,-2972278.91866139
553,0,171740.554094346,0,2961054.91012831,171740.554094346,-2961054.91012831
554,0,169803.047435275,0,2950638.15092438,169803.047435275,-2950638.15092438
555,0,168323.339253781,0,2940879.30710577,168323.339253781,-2940879.30710577
556,0,166872.563920487,0,2929632.79621868,166872.563920487,-2929632.79621868
557,0,165661.702274998,0,2923481.27566226,165661.702274998,-2923481.27566226
558,0,163914.074392756,0,2918095.83359702,163914.074392756,-2918095.83359702
559,0,161737.753053606,0,2909838.21161528,161737.753053606,-2909838.21161528
560,0,159885.125817099,0,2888998.84510879,159885.125817099,-2888998.84510879
561,0,157683.796703289,0,2874699.21071135,157683.796703289,-2874699.21071135
562,0,156166.534749847,0,2877132.87480994,156166.534749847,-2877132.87480994
563,0,155127.185752627,0,2866791.72754357,155127.185752627,-2866791.72754357
564,0,154038.824608113,0,2857324.92304935,154038.824608113,-2857324.92304935
565,0,153939.5524927,0,2846441.65401932,153939.5524927,-2846441.65401932
566,0,152075.07214151,0,2836526.37993195,152075.07214151,-2836526.37993195
567,0,150920.197023527,0,2822194.81714922,150920.197023527,-2822194.81714922
568,0,149641.737871926,0,2810332.33579555,149641.737871926,-2810332.33579555
569,0,148456.575434928,0,2805837.1364935,148456.575434928,-2805837.1364935
570,0,147002.676021734,0,2800358.12080939,147002.676021734,-2800358.12080939
571,0,145525.594800601,0,2790944.13273781,145525.594800601,-2790944.13273781
572,0,143838.160533171,0,2774109.06348872,143838.160533171,-2774109.06348872
573,0,142331.316563828,0,2758797.22034878,142331.316563828,-2758797.22034878
574,0,141114.987588685,0,2760312.95312476,141114.987588685,-2760312.95312476
575,0,140139.207757803,0,2750860.67258995,140139.207757803,-2750860.67258995
576,0,139345.975463867,0,2741320.61965723,139345.975463867,-2741320.61965723
577,0,138385.545850067,0,2728350.72973244,138385.545850067,-2728350.72973244
578,0,137249.088083713,0,2716037.92257179,137249.088083713,-2716037.92257179
579,0,135390.161840039,0,2705138.33237826,135390.161840039,-2705138.33237826
580,0,134435.938452016,0,2695350.77605584,134435.938452016,-2695350.77605584
581,0,133683.043353722,0,2690563.34294489,133683.043353722,-2690563.34294489
582,0,132692.269373516,0,2684494.55117018,132692.269373516,-2684494.55117018
583,0,131453.511227887,0,2677782.04422941,131453.511227887,-2677782.04422941
584,0,130020.514664331,0,2659053.62102568,130020.514664331,-2659053.62102568
585,0,128743.913823224,0,2643775.44497369,128743.913823224,-2643775.44497369
586,0,127767.320362269,0,2648022.02444879,127767.320362269,-2648022.02444879
587,0,126911.729094038,0,2638102.7479803,126911.729094038,-2638102.7479803
588,0,126438.41712208,0,2624796.65650475,126438.41712208,-2624796.65650475
589,0,126231.709366411,0,2612658.51258626,126231.709366411,-2612658.51258626
590,0,124845.578184936,0,2601325.87562083,124845.578184936,-2601325.87562083
591,0,123643.992525037,0,2590259.85380852,123643.992525037,-2590259.85380852
592,0,122403.298288038,0,2579325.4348306,122403.298288038,-2579325.4348306
593,0,121449.803248999,0,2566259.97319911,121449.803248999,-2566259.97319911
594,0,120275.894078099,0,2550305.17557987,120275.894078099,-2550305.17557987
595,0,118805.855875367,0,2542905.37255689,118805.855875367,-2542905.37255689
596,0,117365.624950967,0,2525252.14551802,117365.624950967,-2525252.14551802
597,0,116026.456301276,0,2512457.62302923,116026.456301276,-2512457.62302923
598,0,114846.659408935,0,2515337.83735597,114846.659408935,-2515337.83735597
599,0,113952.009490589,0,2506680.24831952,113952.009490589,-2506680.24831952
