id,year,type,group,portfolio,time,PREM_INC,DEATH_OUTGO,DISAB_OUTGO,INIT_EXP,REN_EXP,INIT_COMM,REN_COMM,PHIBEN_OUTGO,PHIBEN_OUTGO_BLL,CR_BEN_OUTGO,RETR_OUTGO,DTH_OUTGO,DREADDIS_OUTGO,TEMPDIS_OUTGO,RIDERC_OUTGO,RISK_ADJ,COVERAGE_UNITS
,2024,in-force,onerous,1,31/01/2026,3747447.72,998758,68020.39,    ,417266.67,263539.7,34574.32,375103.37,    ,756.35,    ,    ,    ,    ,    ,115081.69,9267349372
,2024,in-force,onerous,1,28/02/2026,3726004.35,989740.96,67666.69,    ,414540.6,230690.29,35475.75,374984.71,    ,749.3,    ,    ,    ,    ,    ,118978.71,9187743479
,2024,in-force,onerous,1,31/03/2026,3708827.43,982229.69,67393.74,    ,411881.52,282342.88,35500.46,374855.65,    ,742.83,    ,    ,    ,    ,    ,119471.61,9114055474
,2024,in-force,onerous,1,30/04/2026,3695594.26,976247.43,67195.04,    ,409288.78,327081.16,36059.42,374858.24,    ,736.91,    ,    ,    ,    ,    ,119910.73,9046007129
,2024,in-force,onerous,1,31/05/2026,3685622.39,971447.86,67057.09,    ,406767.09,360459.68,36165.02,375013.85,    ,731.5,    ,    ,    ,    ,    ,120609.9,8982919713
,2024,in-force,onerous,1,30/06/2026,3678961.77,967832.08,66980.81,    ,404316.67,391524.09,36302.09,375333.36,    ,726.6,    ,    ,    ,    ,    ,121141.83,8924886714
,2024,in-force,onerous,1,31/07/2026,3665280.75,963460.46,66786.61,    ,401962.11,289478.92,33644.52,375488.81,    ,721.03,    ,    ,    ,    ,    ,123050.79,8859476535
,2024,in-force,onerous,1,31/08/2026,3652684.39,959571.88,66612.68,    ,399688.85,294182.92,33658.5,375550.22,    ,715.59,    ,    ,    ,    ,    ,124709.19,8796502959
,2024,in-force,onerous,1,30/09/2026,3639959.99,955714.53,66434.15,    ,397505.09,284364.78,33671.21,375602.55,    ,710.19,    ,    ,    ,    ,    ,127058.68,8734698178
,2024,in-force,onerous,1,31/10/2026,3628654.25,952455.11,66282.91,    ,395411.66,293700.4,33696.1,375696.12,    ,704.95,    ,    ,    ,    ,    ,128392.08,8675616820
,2024,in-force,onerous,1,30/11/2026,3618854.64,949820.84,66160.79,    ,393409.59,304149.8,33734,375873.63,    ,699.9,    ,    ,    ,    ,    ,129659.94,8619347191
,2024,in-force,onerous,1,31/12/2026,3610614.27,947687.65,66068.93,    ,391500.01,315292.25,33168.03,376153.03,    ,695.03,    ,    ,    ,    ,    ,131021.57,8565944883
,2024,in-force,onerous,1,31/01/2027,3600339.85,944797.19,65933.46,    ,389688.28,282519.89,32867.06,376422.89,    ,690.01,    ,    ,    ,    ,    ,134460.43,8511692211
,2024,in-force,onerous,1,28/02/2027,3587318.47,941110.34,65739.74,    ,387967.61,241833.98,33504.11,376577.43,    ,684.77,    ,    ,    ,    ,    ,137953.37,8455752121
,2024,in-force,onerous,1,31/03/2027,3578329.21,938975.74,65627.34,    ,386352.31,284081.24,33541.24,376799.04,    ,679.94,    ,    ,    ,    ,    ,137289.8,8405026438
,2024,in-force,onerous,1,30/04/2027,3573072.39,938350.68,65590.08,    ,384848.74,322043.39,33956.45,377220.82,    ,675.5,    ,    ,    ,    ,    ,136848.06,8359282939
,2024,in-force,onerous,1,31/05/2027,3570898.35,938906.23,65614.58,    ,383466.18,351562.44,34062.92,377861.38,    ,671.39,    ,    ,    ,    ,    ,136957.56,8317916383
,2024,in-force,onerous,1,30/06/2027,3571868.52,940656.18,65702.11,    ,382210.77,381393.82,34197.1,378729.23,    ,667.6,    ,    ,    ,    ,    ,137100.73,8281036722
,2024,in-force,onerous,1,31/07/2027,3565781.43,936624.14,65683.76,    ,380968.01,290675.44,32396.71,379399.97,    ,663.07,    ,    ,    ,    ,    ,140577.41,8236207799
,2024,in-force,onerous,1,31/08/2027,3560074.8,932836.57,65672.13,    ,379754.9,294323.61,32428.33,379969.96,    ,658.63,    ,    ,    ,    ,    ,142039.35,8192105955
,2024,in-force,onerous,1,30/09/2027,3553583.82,928980.15,65641.47,    ,378580.44,283792.58,32454.12,380505.83,    ,654.17,    ,    ,    ,    ,    ,144331.84,8147607956
,2024,in-force,onerous,1,31/10/2027,3547837.29,925455.97,65625.68,    ,377446.66,292055.2,32487.56,381047.89,    ,649.82,    ,    ,    ,    ,    ,145456.78,8104178641
,2024,in-force,onerous,1,30/11/2027,3542920.47,922281.15,65626.68,    ,376356.65,301441.29,32529.48,381634.06,    ,645.59,    ,    ,    ,    ,    ,146524.73,8061896628
,2024,in-force,onerous,1,31/12/2027,3538883.8,919389.72,65645.63,    ,375313.69,311536.17,32147.45,382277.39,    ,641.49,    ,    ,    ,    ,    ,147670.08,8020807382
,2024,in-force,onerous,1,31/01/2028,3532245.3,915891.32,65605.43,    ,374298.32,278876.48,31941.71,382880.31,    ,637.21,    ,    ,    ,    ,    ,151294.06,7977561532
,2024,in-force,onerous,1,29/02/2028,3522379.74,911729.47,65492.25,    ,373312.6,238551.05,32382.85,383343.88,    ,632.68,    ,    ,    ,    ,    ,155068.64,7931551495
,2024,in-force,onerous,1,31/03/2028,3515928.62,908581.84,65453.23,    ,372355.6,279496.33,32409.93,383824.14,    ,628.5,    ,    ,    ,    ,    ,153962.67,7889153065
,2024,in-force,onerous,1,30/04/2028,3512547.92,906394.39,65480.77,    ,371392.75,316284.94,32707.6,384448.97,    ,624.64,    ,    ,    ,    ,    ,153166.02,7850035211
,2024,in-force,onerous,1,31/05/2028,3511562.16,904943.18,65559.93,    ,370424.8,344851.82,32792.33,385235.61,    ,621.04,    ,    ,    ,    ,    ,153013.72,7813547905
,2024,in-force,onerous,1,30/06/2028,3512998.11,904231.96,65691.32,    ,369449.81,373775.17,32899.98,386189.32,    ,617.71,    ,    ,    ,    ,    ,152920.9,7779714670
,2024,in-force,onerous,1,31/07/2028,3507680.76,901726.39,65588.12,    ,368468.5,284712.99,31638.38,387065.02,    ,613.65,    ,    ,    ,    ,    ,157269.16,7738392729
,2024,in-force,onerous,1,31/08/2028,3502289.4,899411.09,65491.58,    ,367422.1,288286.61,31650.44,387814.47,    ,609.67,    ,    ,    ,    ,    ,158520.8,7697732137
,2024,in-force,onerous,1,30/09/2028,3496100.95,897007.45,65379.77,    ,366365.36,277979.05,31656.44,388508.81,    ,605.67,    ,    ,    ,    ,    ,160704.58,7656684731
,2024,in-force,onerous,1,31/10/2028,3490639.25,894929.2,65281.53,    ,365298.82,286068.82,31669.51,389195.23,    ,601.77,    ,    ,    ,    ,    ,161555.54,7616633366
,2024,in-force,onerous,1,30/11/2028,3485989.13,893196.16,65198.5,    ,364225.28,295258.53,31690.43,389914.67,    ,597.99,    ,    ,    ,    ,    ,162333.39,7577652782
,2024,in-force,onerous,1,31/12/2028,3482201.35,891793.18,65131.64,    ,363139.62,305142.22,31413.35,390682.57,    ,594.32,    ,    ,    ,    ,    ,163151.09,7539786652
,2024,in-force,onerous,1,31/01/2029,3475905.98,889781.03,65015.34,    ,362049.16,273171.41,31254.86,391399.21,    ,590.47,    ,    ,    ,    ,    ,166811.69,7499874875
,2024,in-force,onerous,1,28/02/2029,3466430.07,887016.51,64837.8,    ,360946.56,233694.02,31546.48,391969.27,    ,586.4,    ,    ,    ,    ,    ,170709,7457341693
,2024,in-force,onerous,1,31/03/2029,3460235.43,885274.92,64724.23,    ,359807.66,273775.76,31553.01,392557.18,    ,582.65,    ,    ,    ,    ,    ,169010.65,7418202925
,2024,in-force,onerous,1,30/04/2029,3457085.65,884485.38,64668.18,    ,358701.48,309790.44,31758.1,393285.64,    ,579.2,    ,    ,    ,    ,    ,167676.85,7382149381
,2024,in-force,onerous,1,31/05/2029,3456251.18,884445.52,64656.93,    ,357628.66,337758.24,31818.06,394169.72,    ,575.99,    ,    ,    ,    ,    ,167032.07,7348568221
,2024,in-force,onerous,1,30/06/2029,3457815.21,885165.99,64691,    ,356593.56,366076.45,31899.83,395214.64,    ,573.02,    ,    ,    ,    ,    ,166443.5,7317483617
,2024,in-force,onerous,1,31/07/2029,3452771.74,884118.14,64701.19,    ,355621.89,278620.57,30719.14,396135.11,    ,569.38,    ,    ,    ,    ,    ,171400.4,7279622523
,2024,in-force,onerous,1,31/08/2029,3447986.15,883268.85,64717.95,    ,354669.53,282118.1,30721.15,396947.16,    ,565.81,    ,    ,    ,    ,    ,172358.59,7242379160
,2024,in-force,onerous,1,30/09/2029,3442385.65,882311.76,64714.77,    ,353760.99,272038.28,30716.23,397714.56,    ,562.22,    ,    ,    ,    ,    ,174340.45,7204744973
,2024,in-force,onerous,1,31/10/2029,3437497.56,881667.88,64726.54,    ,352893.96,279951.72,30717.87,398478.81,    ,558.73,    ,    ,    ,    ,    ,174836.35,7168042851
,2024,in-force,onerous,1,30/11/2029,3433407.14,881358.21,64755.25,    ,352065.61,288941.01,30726.87,399278.2,    ,555.34,    ,    ,    ,    ,    ,175243.25,7132344736
,2024,in-force,onerous,1,31/12/2029,3430165.4,881392.83,64802.08,    ,351278.52,298609.11,30593.48,400127.44,    ,552.05,    ,    ,    ,    ,    ,175638.48,7097692829
,2024,in-force,onerous,1,31/01/2030,3424456.58,880805.36,64787.72,    ,350554.71,267340.51,30505.92,400928.04,    ,548.6,    ,    ,    ,    ,    ,179211.02,7061065664
