"Month","Total_Premiums","Total_Acq","Total_Ren","Total_Claims","Total_Commission"
391,20567480.504822,0,-142780.063406978,11957468.8119067,-142780.063406978
392,20461676.7396726,0,-34831.9790696562,11911284.378847,-34831.9790696562
393,20386194.4435842,0,-109597.163705266,11893012.7484342,-109597.163705266
394,20338732.7279216,0,-6888.72242038521,11893801.5742447,-6888.72242038521
395,20285183.3209963,0,-39630.5100370459,11878761.343199,-39630.5100370459
396,20236442.612467,0,-29780.6579683471,11867959.6833562,-29780.6579683471
397,20171259.0013774,0,-42015.1900538854,11852212.5297777,-42015.1900538854
398,20104540.8629268,0,-136642.4912115,11836948.1156029,-136642.4912115
399,20033332.59997,0,-45126.4875591952,11816883.5715961,-45126.4875591952
400,19970296.3212479,0,-116411.706794264,11813010.0749493,-116411.706794264
401,19920011.2433242,0,-186929.955268065,11811782.81892,-186929.955268065
402,19864656.8654129,0,-184400.688758294,11822395.4022444,-184400.688758294
403,19808203.4381924,0,-215810.182467909,11819477.5452152,-215810.182467909
404,19695006.8823929,0,-68960.4488294497,11773183.8088147,-68960.4488294497
405,19619646.5789667,0,-178059.96491465,11757852.8012615,-178059.96491465
406,19564455.16992,0,-79138.5877169314,11758775.9703569,-79138.5877169314
407,19517124.3330737,0,-105999.929478905,11754000.8936687,-105999.929478905
408,19463927.3342874,0,-95364.8968365388,11755807.0734965,-95364.8968365388
409,19409636.3698212,0,-94340.3805818881,11740666.397808,-94340.3805818881
410,19346081.6959648,0,-206514.750794227,11715755.3515771,-206514.750794227
411,19284978.7521608,0,-134018.813096543,11703623.9731325,-134018.813096543
412,19231586.9879387,0,-174487.489039755,11694780.8403354,-174487.489039755
413,19201161.543609,0,-251579.307681096,11704787.262064,-251579.307681096
414,19144158.8917178,0,-213084.279535913,11707417.9849338,-213084.279535913
415,19095209.1066363,0,-282031.661910697,11699961.3322895,-282031.661910697
416,18992522.9837621,0,-114026.066701733,11656228.8542349,-114026.066701733
417,18916092.7792541,0,-225086.3694607,11631147.6061883,-225086.3694607
418,18873081.2751567,0,-143284.802879787,11631250.4125282,-143284.802879787
419,18827922.4696669,0,-163601.269720463,11629186.0891464,-163601.269720463
420,18784240.2302032,0,-195766.740547225,11633304.9790921,-195766.740547225
421,18709698.850895,0,-139942.185483093,11604861.5190954,-139942.185483093
422,18657415.5641008,0,-269834.45076888,11589774.9369557,-269834.45076888
423,18595177.7775549,0,-187696.094103665,11560750.9960016,-187696.094103665
424,18520679.2560455,0,-202496.618474719,11546358.606374,-202496.618474719
425,18475686.6648324,0,-316880.525735102,11549015.4722609,-316880.525735102
426,18421931.1505496,0,-265620.368084648,11563347.134744,-265620.368084648
427,18371347.4520683,0,-317757.872767867,11562445.8251513,-317757.872767867
428,18274863.2363818,0,-160950.617682061,11517736.5818942,-160950.617682061
429,18193081.0084489,0,-266593.768453767,11492080.5260831,-266593.768453767
430,18142397.2691171,0,-200448.184280572,11491599.8083636,-200448.184280572
431,18094829.6563662,0,-221150.826285754,11486458.4322006,-221150.826285754
432,18055140.7610142,0,-230006.114036615,11481264.4423177,-230006.114036615
433,17986211.6071402,0,-201890.389707235,11454683.6930435,-201890.389707235
434,17890991.7826839,0,-244706.777341944,11418210.0464397,-244706.777341944
435,17830647.3837259,0,-235143.295788561,11396698.304675,-235143.295788561
436,17770656.10707,0,-268264.531529191,11386741.3753963,-268264.531529191
437,17731738.2003943,0,-377455.839760967,11393454.852123,-377455.839760967
438,17681526.7418589,0,-310867.837590134,11401098.7666527,-310867.837590134
439,17639804.5965664,0,-353874.283495147,11402377.9683112,-353874.283495147
440,17539055.6763501,0,-187539.625724237,11352870.5590404,-187539.625724237
441,17437664.1148459,0,-249172.718023213,11318298.4465979,-249172.718023213
442,17395106.0999119,0,-254784.424580119,11310618.7630543,-254784.424580119
443,17345019.9109192,0,-274220.821244143,11305175.8286414,-274220.821244143
444,17303069.0632143,0,-276935.397540465,11303063.9640448,-276935.397540465
445,17246286.0484208,0,-245856.716178983,11282866.3552787,-245856.716178983
446,17200469.1927701,0,-303288.061944171,11266659.5502892,-303288.061944171
447,17140472.2091726,0,-284114.163361031,11246383.3492777,-284114.163361031
448,17070688.4311763,0,-284341.249443518,11213807.5294723,-284341.249443518
449,17032229.3175428,0,-440384.190538928,11211837.026543,-440384.190538928
450,16975644.0373149,0,-329884.176668827,11218074.4452851,-329884.176668827
451,16936805.2608976,0,-395604.75126834,11210907.7268642,-395604.75126834
452,16844141.9697537,0,-213251.859072526,11159640.0745058,-213251.859072526
453,16775097.4877685,0,-295980.814059985,11139870.9314626,-295980.814059985
454,16741755.5517486,0,-318524.22835072,11147637.6317268,-318524.22835072
455,16677380.8577052,0,-305186.345714889,11119488.875484,-305186.345714889
456,16648062.3105116,0,-340503.470695901,11113893.6382627,-340503.470695901
457,16583474.3356491,0,-273821.902845999,11084364.6951955,-273821.902845999
458,16522905.3624947,0,-363659.097434931,11059437.4503287,-363659.097434931
459,16465776.5096126,0,-320823.902489903,11041306.8336909,-320823.902489903
460,16403967.3915528,0,-330045.348593173,11026126.878654,-330045.348593173
461,16362729.9343734,0,-480571.061782056,11027387.808051,-480571.061782056
462,16298443.7460994,0,-332102.188132574,11019842.1802089,-332102.188132574
463,16246434.8891175,0,-463936.427164083,11002048.7644851,-463936.427164083
464,16147519.1580595,0,-232324.200061479,10954271.7358107,-232324.200061479
465,16076055.2010995,0,-317630.3339478,10926368.4690714,-317630.3339478
466,16033453.119839,0,-374027.298783751,10925617.1296772,-374027.298783751
467,15975841.0562459,0,-342510.859598228,10903270.2080365,-342510.859598228
468,15926117.3861185,0,-346798.027192405,10894175.6765712,-346798.027192405
469,15848266.6205974,0,-299556.706506847,10856007.9272311,-299556.706506847
470,15789442.7025338,0,-400668.701295855,10830637.2281382,-400668.701295855
471,15732987.468841,0,-361981.697303752,10807480.0797443,-361981.697303752
472,15673072.3327241,0,-356632.358740914,10791332.7425793,-356632.358740914
473,15646316.6380602,0,-532692.050075087,10795619.1003655,-532692.050075087
474,15591526.5387685,0,-365615.848804253,10788517.7196067,-365615.848804253
475,15555603.6096267,0,-506429.199241367,10785557.800375,-506429.199241367
476,15463393.5046484,0,-248610.414141083,10738089.8462433,-248610.414141083
477,15359690.094445,0,-297520.359956036,10694407.52004,-297520.359956036
478,15323591.8569586,0,-411209.655926034,10698273.1133087,-411209.655926034
479,15269463.4308207,0,-382307.261716654,10682955.4462289,-382307.261716654
480,15218900.3469124,0,-387996.831472137,10674047.7142202,-387996.831472137
481,15158972.880536,0,-305858.334173855,10645785.2584856,-305858.334173855
482,15102525.453417,0,-431479.108141853,10623944.9281637,-431479.108141853
483,15053839.9877294,0,-408999.610160292,10609127.5006914,-408999.610160292
484,14994045.4071532,0,-398908.488105257,10589525.8143288,-398908.488105257
485,14963916.2657378,0,-589039.210006747,10591278.0696099,-589039.210006747
486,14928417.7410388,0,-415149.522527354,10590119.4989352,-415149.522527354
487,14861949.8811926,0,-482689.241532365,10563382.3178669,-482689.241532365
488,14756017.9892602,0,-241879.148323592,10507832.4989101,-241879.148323592
489,14672090.4889238,0,-323901.773366746,10453410.373091,-323901.773366746
490,14639682.7906964,0,-453629.132015569,10457316.3771582,-453629.132015569
491,14595378.0640983,0,-410456.249516849,10445963.4145543,-410456.249516849
492,14548488.4224696,0,-383934.195568218,10434450.2881741,-383934.195568218
493,14486847.7287375,0,-333734.162448109,10403858.9314367,-333734.162448109
494,14436897.4032459,0,-471850.273438763,10382755.9345617,-471850.273438763
495,14391325.1605459,0,-438297.453113046,10365558.9235166,-438297.453113046
496,14334414.1799705,0,-409487.475800495,10347779.5564654,-409487.475800495
497,14308725.5900844,0,-622724.58957476,10349265.6614951,-622724.58957476
498,14265329.5969919,0,-448788.982821467,10351698.0035008,-448788.982821467
499,14210238.4455892,0,-498584.575611072,10335857.1424157,-498584.575611072
500,14118711.5820405,0,-257206.182394277,10283238.3734011,-257206.182394277
501,14042047.4161839,0,-338883.798748127,10251425.2936319,-338883.798748127
502,14004494.1272324,0,-485850.513593359,10255627.1003914,-485850.513593359
503,13967992.1317203,0,-453231.158151297,10243844.405011,-453231.158151297
504,13929437.7946942,0,-420008.054897791,10209820.8494637,-420008.054897791
505,13882460.3927028,0,-358357.597843118,10183649.8779122,-358357.597843118
506,13841888.4427022,0,-512689.077039096,10165666.9538315,-512689.077039096
507,13788612.1855635,0,-456121.802949033,10139096.1710205,-456121.802949033
508,13743835.9153892,0,-435404.049167982,10123975.9327109,-435404.049167982
509,13708362.1033726,0,-637338.981352489,10118592.2961228,-637338.981352489
510,13670271.3581162,0,-478329.068020741,10122144.1426941,-478329.068020741
511,13620617.1122599,0,-525110.340655719,10111383.0271722,-525110.340655719
512,13531308.8314925,0,-274566.962421493,10061789.611309,-274566.962421493
513,13458087.3601439,0,-356338.392544601,10026636.5563267,-356338.392544601
514,13422777.5760743,0,-514310.607435049,10019125.0465995,-514310.607435049
515,13374068.9208742,0,-468739.17098754,9994093.81341251,-468739.17098754
516,13339873.3202004,0,-460515.960863032,9975806.26308302,-460515.960863032
517,13287630.9730132,0,-374803.106693616,9937902.21450838,-374803.106693616
518,13235588.2093991,0,-530562.406020463,9907437.39437626,-530562.406020463
519,13195536.0101032,0,-489205.213375816,9888909.70025196,-489205.213375816
520,13149663.6642032,0,-469215.676628315,9875612.4114927,-469215.676628315
521,13109463.6873727,0,-645743.715620177,9867925.3177334,-645743.715620177
522,13076948.794833,0,-517786.916287582,9871717.72624088,-517786.916287582
523,13032253.9628654,0,-538144.457615396,9857142.28890576,-538144.457615396
524,12950418.9922084,0,-290061.227569321,9798995.93577779,-290061.227569321
525,12881530.5675126,0,-374573.980710992,9766392.29282941,-374573.980710992
526,12851589.6065201,0,-540621.763243699,9769835.20906692,-540621.763243699
527,12811706.5901401,0,-459620.829480591,9751494.07638795,-459620.829480591
528,12779616.1348736,0,-490253.671359695,9742274.92701229,-490253.671359695
529,12722825.9246402,0,-392383.018871862,9709100.44114741,-392383.018871862
530,12671897.6058751,0,-552814.770542074,9684745.62738333,-552814.770542074
531,12618858.5187132,0,-490668.736056193,9663589.63920423,-490668.736056193
532,12570984.2258787,0,-492662.077337777,9645989.17039891,-492662.077337777
533,12543214.2378542,0,-661125.506564126,9648590.40103948,-661125.506564126
534,12499687.0914897,0,-531134.022168242,9642530.4332534,-531134.022168242
535,12449300.8603618,0,-543478.155909472,9624085.19146431,-543478.155909472
536,12374925.9141651,0,-313651.227861663,9569934.218686,-313651.227861663
537,12309453.8281615,0,-394733.122724577,9537159.16012798,-394733.122724577
538,12281285.8978735,0,-568098.410102954,9548022.767696,-568098.410102954
539,12226315.30009,0,-467334.996900765,9524771.3589033,-467334.996900765
540,12179606.4681289,0,-506950.525887679,9506676.88856732,-506950.525887679
541,12131720.5111973,0,-412519.946036504,9477168.90356816,-412519.946036504
542,12073313.8856375,0,-539098.928936427,9451156.57370978,-539098.928936427
543,12017058.518241,0,-488158.160742145,9425411.35326279,-488158.160742145
544,11959823.4260829,0,-494369.311347619,9394600.32650448,-494369.311347619
545,11919550.9255107,0,-665607.256916237,9383780.41309291,-665607.256916237
546,11866791.5173832,0,-531618.991144639,9373336.72650746,-531618.991144639
547,11819606.0021907,0,-550236.415990728,9355932.23957895,-550236.415990728
548,11741144.8979502,0,-321314.524094174,9298343.4999449,-321314.524094174
549,11668104.1194585,0,-403767.898138523,9245256.8686188,-403767.898138523
550,11627394.8044269,0,-581215.742010262,9247309.70161447,-581215.742010262
551,11592405.2842985,0,-502144.197854755,9233191.62018738,-502144.197854755
552,11556311.8799021,0,-535326.963255538,9220698.66153057,-535326.963255538
553,11508583.0720417,0,-429215.926746121,9188167.06763735,-429215.926746121
554,11466282.0156218,0,-563583.652960901,9168165.03900954,-563583.652960901
555,11427745.3130236,0,-510381.302602469,9150110.05166134,-510381.302602469
556,11371660.4532621,0,-495140.871684764,9130056.00553144,-495140.871684764
557,11319744.0501446,0,-648065.048666811,9114335.60116001,-648065.048666811
558,11262673.6671176,0,-522191.191290375,9102135.4035864,-522191.191290375
559,11219310.6893779,0,-567805.313130798,9088941.99529117,-567805.313130798
560,11136466.5253448,0,-330113.418193517,9026715.21204155,-330113.418193517
561,11066064.4162798,0,-399734.671144007,8991686.86176054,-399734.671144007
562,11040898.2863919,0,-602894.156656818,9003697.56863002,-602894.156656818
563,10988909.0472294,0,-511565.067949071,8986121.04418808,-511565.067949071
564,10946260.4074336,0,-545568.704678291,8958273.25716933,-545568.704678291
565,10900339.5360474,0,-440313.824589039,8922516.71502987,-440313.824589039
566,10865521.4528645,0,-582555.057105307,8900268.74280353,-582555.057105307
567,10818132.5955912,0,-517919.715938716,8863745.75868626,-517919.715938716
568,10764235.3507072,0,-486058.448232973,8837220.77123784,-486058.448232973
569,10710348.5244832,0,-622789.939964646,8819922.6309387,-622789.939964646
570,10656890.1618395,0,-506875.088915448,8808303.51607395,-506875.088915448
571,10591553.9843684,0,-526629.620950739,8779849.54140064,-526629.620950739
572,10524979.1712936,0,-348819.202543704,8731950.77799102,-348819.202543704
573,10458618.3969871,0,-396135.021229984,8690087.05940962,-396135.021229984
574,10425406.2169767,0,-605208.44776035,8689532.52634458,-605208.44776035
575,10374084.7621355,0,-500033.50538118,8665361.26217495,-500033.50538118
576,10334305.8544078,0,-537925.910584599,8642639.19285036,-537925.910584599
577,10276687.0006161,0,-426426.033019464,8605666.29852473,-426426.033019464
578,10232830.9507612,0,-586389.67443781,8575145.93367792,-586389.67443781
579,10188856.7268605,0,-517310.934127331,8549202.70667886,-517310.934127331
580,10147855.7225658,0,-491790.274946202,8527003.34934847,-491790.274946202
581,10109858.0498605,0,-616210.611531899,8513024.79346395,-616210.611531899
582,10062148.7369357,0,-502747.357547498,8498096.88208801,-502747.357547498
583,10028892.6564305,0,-546159.713065356,8479060.1574853,-546159.713065356
584,9963571.04566659,0,-359938.573904535,8430913.09451808,-359938.573904535
585,9898398.38254659,0,-392148.522584257,8389692.81860226,-392148.522584257
586,9880618.21446183,0,-627993.407170851,8405456.2669882,-627993.407170851
587,9832559.93793835,0,-496839.067537959,8384512.13673479,-496839.067537959
588,9765181.67933834,0,-495383.729879346,8359365.2572632,-495383.729879346
589,9718726.74220219,0,-429990.043059553,8322709.0750199,-429990.043059553
590,9683994.99280641,0,-599614.960354852,8294797.95261716,-599614.960354852
591,9647711.81169691,0,-532599.726978948,8263920.77155978,-532599.726978948
592,9604741.35398543,0,-492070.481357078,8239563.72424336,-492070.481357078
593,9548364.122588,0,-573428.411785932,8198346.22674055,-573428.411785932
594,9498303.09494465,0,-493231.049968222,8158013.47964618,-493231.049968222
595,9462651.09880886,0,-553567.279450223,8137324.72466224,-553567.279450223
596,9394480.76581846,0,-359023.621933661,8081623.46578268,-359023.621933661
597,9343334.79573486,0,-404464.372026297,8045139.64083096,-404464.372026297
598,9316563.05820431,0,-645347.512484638,8049048.38397119,-645347.512484638
599,9284460.81211787,0,-513875.39791303,8027829.67097729,-513875.39791303
