"Month","Total_Premiums","Total_Acq","Total_Ren","Total_Claims","Total_Commission"
33,36382687.0139667,0,2220158.30570899,9902599.8538686,2220158.30570899
34,36363440.6957039,0,2885888.1864601,9920791.78417305,2885888.1864601
35,36346788.4677571,0,2842841.02831393,9932418.92091244,2842841.02831393
36,36330308.6624413,0,2828758.88910708,9948923.08275203,2828758.88910708
37,36305581.1872976,0,2675577.8445627,9948983.63998201,2675577.8445627
38,36265443.6109716,0,2494136.2862098,9950768.74151928,2494136.2862098
39,36241387.8354513,0,2707518.0671483,9958317.83129586,2707518.0671483
40,36224013.4684866,0,2665223.04407463,9968476.12419387,2665223.04407463
41,36220477.4343756,0,2788542.61039357,9986529.79297672,2788542.61039357
42,36244868.9244393,0,2997172.68661654,10018468.0650155,2997172.68661654
43,36248962.6251689,0,2784133.04729357,10047033.4155973,2784133.04729357
44,36113119.7790843,0,1677079.85196114,10025933.123098,1677079.85196114
45,36024224.5350846,0,2042492.71917684,10018545.2209354,2042492.71917684
46,36015697.8599278,0,2815897.28290664,10034506.6707017,2815897.28290664
47,36001179.2722643,0,2739256.85482115,10044866.8244718,2739256.85482115
48,35988104.6998682,0,2744528.99952193,10058672.5380521,2744528.99952193
49,35953217.2577993,0,2599738.29265665,10059748.5510302,2599738.29265665
50,35893586.5479224,0,2417074.01779702,10065276.6199797,2417074.01779702
51,35873926.7235397,0,2619191.12914958,10079422.415302,2619191.12914958
52,35840189.5818142,0,2579443.37276329,10094063.5398257,2579443.37276329
53,35811047.42851,0,2676780.20994839,10113694.766506,2676780.20994839
54,35825746.5202612,0,2896578.63581788,10149563.4634334,2896578.63581788
55,35821444.051222,0,2668331.45078102,10181398.4059366,2668331.45078102
56,35709401.9982348,0,1620248.39048907,10167588.6653906,1620248.39048907
57,35631819.3061115,0,2051679.47399163,10162130.4540006,2051679.47399163
58,35618970.9213145,0,2729463.80928946,10179763.5911761,2729463.80928946
59,35611516.7682279,0,2672476.78623579,10192584.8605271,2672476.78623579
60,35597020.6448951,0,2656250.58248852,10208823.3806064,2656250.58248852
61,35563465.1783931,0,2476874.67502832,10211575.6638745,2476874.67502832
62,35525061.1583226,0,2341475.44514471,10220586.6819601,2341475.44514471
63,35513454.5166762,0,2527415.63269806,10236974.6575252,2527415.63269806
64,35478555.8655731,0,2487354.5516711,10255363.8745713,2487354.5516711
65,35480156.6164833,0,2598116.14881974,10280591.311945,2598116.14881974
66,35497626.3256993,0,2783391.71480291,10320225.1373679,2783391.71480291
67,35503748.5632017,0,2596320.71388868,10354752.4231486,2596320.71388868
68,35398596.8700034,0,1560168.51863607,10341066.1574028,1560168.51863607
69,35328414.6758775,0,2004958.7089283,10335671.2909942,2004958.7089283
70,35312451.728853,0,2625105.15486334,10356269.5842494,2625105.15486334
71,35299512.2952928,0,2585982.96194195,10367930.1546525,2585982.96194195
72,35289443.7847083,0,2560445.70961409,10386268.561234,2560445.70961409
73,35254277.7624833,0,2426654.87053505,10391882.7349864,2426654.87053505
74,35205898.1815549,0,2262398.1923581,10402174.6575466,2262398.1923581
75,35191900.058943,0,2436861.63977739,10418887.9513386,2436861.63977739
76,35168788.5671789,0,2397452.59162669,10438985.6619826,2397452.59162669
77,35163641.6744839,0,2500887.01269023,10460328.4417357,2500887.01269023
78,35177277.5929084,0,2674950.00577812,10500694.2685662,2674950.00577812
79,35191172.5146181,0,2504304.941471,10535190.6871511,2504304.941471
80,35081486.238594,0,1500053.77258066,10522719.9611306,1500053.77258066
81,35014952.0747349,0,1934608.78532673,10521278.1821245,1934608.78532673
82,35008215.0148278,0,2544936.60406839,10543229.5453398,2544936.60406839
83,34973145.404029,0,2493282.77814205,10557227.70948,2493282.77814205
84,34952543.7226987,0,2468766.22151808,10571013.3737097,2468766.22151808
85,34911500.016556,0,2310428.72322856,10577828.4025308,2310428.72322856
86,34857769.571196,0,2164641.76408784,10586730.5397452,2164641.76408784
87,34840489.7895271,0,2308660.49524547,10605071.1977842,2308660.49524547
88,34805186.6108466,0,2303960.55372945,10626181.1091109,2303960.55372945
89,34796536.2826826,0,2398481.0233669,10653443.4612956,2398481.0233669
90,34817978.9686218,0,2563296.66025695,10695161.433639,2563296.66025695
91,34827436.8174619,0,2397420.49194035,10731391.6309499,2397420.49194035
92,34718116.6027668,0,1437526.90867069,10718670.8721549,1437526.90867069
93,34652555.6218517,0,1860374.77186069,10717541.8771081,1860374.77186069
94,34637685.2762446,0,2453323.20859867,10734757.1561193,2453323.20859867
95,34612676.2395867,0,2399058.83341483,10749674.4611284,2399058.83341483
96,34606095.3315046,0,2373334.24370882,10769181.5973602,2373334.24370882
97,34572870.2441105,0,2204300.46938624,10773242.7338957,2204300.46938624
98,34539985.6860189,0,2091843.5278644,10783089.6888502,2091843.5278644
99,34515376.0904501,0,2235134.96633877,10801240.6242657,2235134.96633877
100,34493467.3884449,0,2207179.81917092,10821179.2877189,2207179.81917092
101,34479292.5557942,0,2304764.83449673,10846964.078006,2304764.83449673
102,34499955.4245164,0,2445547.51571199,10886488.4650608,2445547.51571199
103,34512003.9348436,0,2286092.23535921,10926036.1441744,2286092.23535921
104,34400392.0518375,0,1372429.98764987,10912511.7643362,1372429.98764987
105,34322437.3376044,0,1780426.89015433,10911674.3495603,1780426.89015433
106,34308505.2830136,0,2354310.05736433,10936715.4489114,2354310.05736433
107,34282059.5873631,0,2300645.33349538,10952152.3099255,2300645.33349538
108,34253333.5939602,0,2273378.75524857,10968872.9955288,2273378.75524857
109,34226030.3516144,0,2138654.18357897,10974922.4345874,2138654.18357897
110,34179598.1588023,0,1999297.6109762,10986328.2879616,1999297.6109762
111,34149453.4124505,0,2138272.6352627,11005225.7257618,2138272.6352627
112,34127461.1479493,0,2104566.76684884,11025038.1146975,2104566.76684884
113,34110423.9378085,0,2197426.77167275,11052077.1392498,2197426.77167275
114,34118445.0548316,0,2321867.46072811,11096041.134422,2321867.46072811
115,34106164.2531066,0,2168426.03253372,11135011.7073002,2168426.03253372
116,33993899.7597045,0,1304383.81814043,11117100.1101786,1304383.81814043
117,33918598.3923353,0,1696142.87104809,11114450.2589106,1696142.87104809
118,33898740.0789943,0,2197864.08345623,11137125.7217135,2197864.08345623
119,33882495.8230359,0,2198836.13196938,11150482.3943503,2198836.13196938
120,33871416.5006927,0,2169603.72447615,11168088.7063981,2169603.72447615
121,33844652.1455155,0,2046432.71985332,11172629.3313443,2046432.71985332
122,33795118.1230463,0,1912085.61233256,11177830.1002867,1912085.61233256
123,33763650.5471059,0,2037219.3382525,11194781.0173792,2037219.3382525
124,33723812.7244665,0,2005852.0510491,11202176.3448852,2005852.0510491
125,33703146.9206214,0,2089825.67842231,11226122.1237086,2089825.67842231
126,33707049.5676466,0,2199066.48597788,11266482.4520589,2199066.48597788
127,33705077.5620326,0,2032540.95621865,11299526.3239798,2032540.95621865
128,33580690.9574957,0,1238514.9251505,11281450.6287175,1238514.9251505
129,33494530.7171682,0,1612527.85721203,11272440.5889188,1612527.85721203
130,33491996.6448107,0,2122060.80633755,11298031.856062,2122060.80633755
131,33475155.1861074,0,2097840.32486167,11313660.706559,2097840.32486167
132,33449644.6663274,0,2069657.01042897,11331198.1691142,2069657.01042897
133,33415265.568244,0,1954687.78576038,11332396.6011086,1954687.78576038
134,33374008.3464509,0,1812466.17201525,11343783.6208169,1812466.17201525
135,33335545.9842521,0,1909453.68866449,11361597.1429827,1909453.68866449
136,33302586.4314376,0,1902262.45523545,11379559.9191267,1902262.45523545
137,33277298.3448903,0,1970103.19580202,11406233.7158203,1970103.19580202
138,33268188.6233384,0,2075172.97547885,11452442.8329696,2075172.97547885
139,33258622.7467977,0,1933012.55300342,11489750.3071891,1933012.55300342
140,33148865.1647858,0,1170657.55090406,11473877.2888075,1170657.55090406
141,33071807.6035753,0,1529736.76266528,11473146.532394,1529736.76266528
142,33048306.9464673,0,2031595.07369258,11491068.7047858,2031595.07369258
143,33013810.6690773,0,1980723.55463142,11508876.0365961,1980723.55463142
144,32988979.0358201,0,1964593.93547231,11530041.1450448,1964593.93547231
145,32945712.7410202,0,1854057.89371855,11531779.2642228,1854057.89371855
146,32891297.2785431,0,1722043.30921035,11540132.9497107,1722043.30921035
147,32859926.8803075,0,1818069.6323954,11555369.1540717,1818069.6323954
148,32841484.0138303,0,1798063.30745149,11572825.9376881,1798063.30745149
149,32819394.1073426,0,1854686.87371209,11602111.0686347,1854686.87371209
150,32828756.8020355,0,1953127.97253727,11643369.6120333,1953127.97253727
151,32812812.3998348,0,1803151.52574363,11683054.4112688,1803151.52574363
152,32692075.5424473,0,1102334.35165272,11668958.2979927,1102334.35165272
153,32611803.8651847,0,1445729.16735804,11666295.0183314,1445729.16735804
154,32598631.2133683,0,1922298.66815996,11690474.6025141,1922298.66815996
155,32569731.6699619,0,1881168.05596407,11704645.4428525,1881168.05596407
156,32544442.1306335,0,1858924.16870542,11721959.6195072,1858924.16870542
157,32509935.4323755,0,1749254.149459,11722059.1061563,1749254.149459
158,32462506.1056739,0,1625896.72865131,11731389.4337184,1625896.72865131
159,32428728.9537944,0,1718241.67627446,11744518.9759331,1718241.67627446
160,32389923.2408382,0,1677774.38730816,11761784.4643991,1677774.38730816
161,32370347.0791292,0,1759678.47153923,11789212.9791012,1759678.47153923
162,32364229.2329894,0,1802707.65560454,11830132.9061759,1802707.65560454
163,32348371.2274373,0,1673038.40593187,11867756.8624655,1673038.40593187
164,32230301.0076194,0,1032801.05781012,11850320.0483121,1032801.05781012
165,32155528.0533788,0,1357615.3016549,11849631.017968,1357615.3016549
166,32125687.3259337,0,1814803.07515912,11868669.247903,1814803.07515912
167,32096709.5143707,0,1768083.43950423,11882296.5048122,1768083.43950423
168,32075672.0546341,0,1746685.80342984,11902681.0489997,1746685.80342984
169,32036775.8061786,0,1642028.1958334,11901194.9892278,1642028.1958334
170,32004515.630265,0,1527121.43088329,11912259.8485257,1527121.43088329
171,31974057.2383962,0,1609671.91123109,11928612.9420158,1609671.91123109
172,31948905.1890277,0,1576010.95767168,11944752.8226164,1576010.95767168
173,31914508.6213155,0,1642789.34533347,11969506.3085091,1642789.34533347
174,31896261.207014,0,1684812.97199745,12008572.8911593,1684812.97199745
175,31884404.0846324,0,1575936.71808371,12045639.5208219,1575936.71808371
176,31777573.6944715,0,962359.497922801,12026367.1437368,962359.497922801
177,31683885.4185566,0,1266918.72951267,12021903.7464772,1266918.72951267
178,31646754.2175597,0,1690753.42562608,12035005.8250302,1690753.42562608
179,31620137.5672416,0,1661226.12808659,12044425.0507823,1661226.12808659
180,31600778.9308343,0,1640193.59488251,12061951.3273678,1640193.59488251
181,31544870.3473516,0,1520022.29947457,12064325.8675523,1520022.29947457
182,31499962.1739754,0,1413894.27919258,12069787.0702115,1413894.27919258
183,31467855.0801708,0,1499661.72157312,12084609.3731226,1499661.72157312
184,31423310.4061628,0,1479907.46410262,12093370.3348962,1479907.46410262
185,31399662.0295642,0,1521784.19689999,12117931.138662,1521784.19689999
186,31398593.0100908,0,1565955.79464035,12157617.331592,1565955.79464035
187,31385360.3283894,0,1452292.62401023,12191837.2572688,1452292.62401023
188,31268074.0091849,0,883870.551362132,12165904.2109195,883870.551362132
189,31166627.834338,0,1178866.75407094,12153597.1668708,1178866.75407094
190,31140394.5205225,0,1586452.09540164,12169436.2638429,1586452.09540164
191,31089677.4046772,0,1539721.15814224,12170533.1134974,1539721.15814224
192,31063378.6812039,0,1530259.62275558,12186015.3601637,1530259.62275558
193,31027434.2531945,0,1403484.6086943,12185712.9251318,1403484.6086943
194,30977663.4687183,0,1319134.25833193,12191515.5644494,1319134.25833193
195,30941025.6349261,0,1367714.20874314,12204558.3493722,1367714.20874314
196,30901061.7249949,0,1366649.1353652,12214249.3988976,1366649.1353652
197,30878309.4537259,0,1401609.58759521,12236714.0904072,1401609.58759521
198,30862834.3120318,0,1417352.60218559,12273339.1854582,1417352.60218559
199,30843369.7791693,0,1327661.56226352,12304684.5157152,1327661.56226352
200,30713835.4693192,0,821088.799391052,12280627.5100999,821088.799391052
201,30606505.2230343,0,1074781.41785292,12266056.6376872,1074781.41785292
202,30572205.267865,0,1473465.21809864,12282710.8982087,1473465.21809864
203,30538534.2466179,0,1415439.52173196,12285616.9232397,1415439.52173196
204,30521599.5231801,0,1416737.16774968,12295357.1837553,1416737.16774968
205,30474487.1896304,0,1316854.52237538,12291615.4520674,1316854.52237538
206,30419811.6090271,0,1179289.31026332,12291152.330035,1179289.31026332
207,30361029.9341448,0,1270613.73134722,12296281.2383693,1270613.73134722
208,30314094.0874873,0,1250226.08015593,12299834.5034676,1250226.08015593
209,30292134.3680712,0,1276271.21511697,12323077.407904,1276271.21511697
210,30276438.9662853,0,1301602.53968825,12357158.5312344,1301602.53968825
211,30259466.9728499,0,1217590.81842021,12389587.5951461,1217590.81842021
212,30152590.7730173,0,739208.620841831,12363957.0027834,739208.620841831
213,30061195.8544509,0,996458.279460428,12352270.7678143,996458.279460428
214,30038310.7292767,0,1357521.59235739,12364119.0312216,1357521.59235739
215,29996936.1540297,0,1292787.71560428,12371307.343208,1292787.71560428
216,29964036.3714095,0,1279802.65921383,12380446.0005221,1279802.65921383
217,29910354.376519,0,1214794.78732923,12376007.7224737,1214794.78732923
218,29867282.8467998,0,1091623.69007016,12379135.225121,1091623.69007016
219,29816051.7412739,0,1147649.55778744,12389705.6193866,1147649.55778744
220,29768604.538753,0,1151354.52269749,12399763.0830704,1151354.52269749
221,29726291.7947872,0,1179043.84929923,12419783.16826,1179043.84929923
222,29729344.9205824,0,1181271.48345142,12458463.5190492,1181271.48345142
223,29715967.2234998,0,1083830.57275793,12489204.9873575,1083830.57275793
224,29594514.749477,0,669230.658411265,12459898.3907309,669230.658411265
225,29506963.3872163,0,907973.576128848,12447807.7073723,907973.576128848
226,29471372.384298,0,1241505.43055616,12463039.5889267,1241505.43055616
227,29423467.5200984,0,1200639.68002526,12468494.9822185,1200639.68002526
228,29373344.3370757,0,1132771.0513503,12482043.482595,1132771.0513503
229,29320463.0320648,0,1099712.58949616,12481069.2420346,1099712.58949616
230,29273100.246319,0,997277.70274451,12477601.0917146,997277.70274451
231,29237211.6004143,0,1056763.03791915,12486216.5120513,1056763.03791915
232,29176157.2769643,0,1047009.66665055,12496801.2338391,1047009.66665055
233,29152152.9002288,0,1067066.40304474,12518853.1458241,1067066.40304474
234,29112374.4744861,0,1069572.2106435,12552241.1075829,1069572.2106435
235,29088587.0204867,0,966834.827410485,12585273.9981031,966834.827410485
236,28960802.3481211,0,595783.366655798,12549280.7076118,595783.366655798
237,28876641.9325033,0,820529.921960891,12537819.9688525,820529.921960891
238,28843939.9261141,0,1113847.94791902,12555372.4243559,1113847.94791902
239,28817319.480652,0,1094552.27841118,12562797.7853151,1094552.27841118
240,28788863.023419,0,1058347.13479271,12577826.4918624,1058347.13479271
241,28739219.9245822,0,1009122.05925559,12573168.1012361,1009122.05925559
242,28682508.8736517,0,900614.123278641,12569191.930518,900614.123278641
243,28650655.1572061,0,945853.17131283,12570683.8895372,945853.17131283
244,28596023.4974457,0,906542.525410929,12577589.7905209,906542.525410929
245,28565746.4379774,0,950349.027268306,12595899.7441056,950349.027268306
246,28562487.7889649,0,944839.045610864,12628254.8487936,944839.045610864
247,28555824.2728173,0,858925.065741306,12660245.1764148,858925.065741306
248,28435940.0489423,0,558574.002799979,12623070.0758335,558574.002799979
249,28343475.8850949,0,734947.588025751,12595642.2221507,734947.588025751
250,28313020.2470474,0,1010775.33370856,12607770.776083,1010775.33370856
251,28257019.4807165,0,986401.040371048,12599638.56343,986401.040371048
252,28218039.4952694,0,934219.02748605,12613178.0778932,934219.02748605
253,28175181.2482134,0,908422.423056173,12613125.8205213,908422.423056173
254,28132216.5224665,0,800130.171708947,12613012.6659721,800130.171708947
255,28098231.2944913,0,829956.817704809,12613863.9991052,829956.817704809
256,28056115.9235288,0,828133.089155218,12619721.645083,828133.089155218
257,28029669.8834378,0,830943.512978757,12641384.0627053,830943.512978757
258,27997618.6963294,0,838166.484385033,12671524.9267556,838166.484385033
259,27982619.4068522,0,743417.458269979,12695336.7994294,743417.458269979
260,27855120.2019717,0,498719.682325383,12658174.7091051,498719.682325383
261,27778589.8293229,0,637762.38173169,12647912.6312392,637762.38173169
262,27742250.4389183,0,896630.681871193,12663504.2189554,896630.681871193
263,27700330.4008186,0,875306.897654181,12665096.9580976,875306.897654181
264,27654677.4844852,0,859503.14696078,12675282.4734681,859503.14696078
265,27615274.1140983,0,800006.769841034,12674200.5106878,800006.769841034
266,27560525.9563021,0,695290.760822632,12671987.8615003,695290.760822632
267,27517126.3497629,0,740798.346236982,12669902.2401451,740798.346236982
268,27479208.7780737,0,727414.943318709,12678593.860019,727414.943318709
269,27441226.8125975,0,718863.99977799,12694682.3604754,718863.99977799
270,27391055.2118473,0,718169.351950546,12713135.56042,718169.351950546
271,27363194.4540438,0,621716.517872564,12737632.3070184,621716.517872564
272,27246712.0174493,0,437075.803532787,12700236.759461,437075.803532787
273,27145769.7562341,0,564829.013256308,12677125.176506,564829.013256308
274,27093075.7139943,0,799222.264236323,12683381.5161978,799222.264236323
275,27038525.049466,0,773571.895379226,12682911.1573587,773571.895379226
276,26991869.0985133,0,757641.416820918,12689237.7198772,757641.416820918
277,26940674.4434585,0,700860.291663635,12679174.9727445,700860.291663635
278,26876074.6263234,0,607241.043907295,12673056.9465525,607241.043907295
279,26827810.719954,0,644945.697442984,12667560.6903595,644945.697442984
280,26775037.6351006,0,649473.987549443,12662424.5008696,649473.987549443
281,26745184.1059103,0,608905.100913886,12680266.4233167,608905.100913886
282,26726948.3742531,0,617259.657983605,12707904.1874948,617259.657983605
283,26702624.9886493,0,521221.425936503,12731258.4780922,521221.425936503
284,26590867.6513653,0,375080.020222304,12693567.6261971,375080.020222304
285,26502954.244165,0,484174.697220846,12674233.8653074,484174.697220846
286,26455535.3390818,0,699284.561819199,12679643.9378159,699284.561819199
287,26401402.9391352,0,663515.911960586,12676809.2856927,663515.911960586
288,26364890.8227535,0,650587.155241566,12681812.1225646,650587.155241566
289,26290861.6977327,0,597301.942457124,12663746.7348121,597301.942457124
290,26236368.3214138,0,496494.009837031,12658891.6926635,496494.009837031
291,26190330.1019342,0,557366.850780017,12651015.9224816,557366.850780017
292,26139485.7010685,0,548215.848009458,12657034.529371,548215.848009458
293,26094020.1495529,0,493530.075807537,12669513.4083226,493530.075807537
294,26068186.1412155,0,499195.402033767,12696527.7236498,499195.402033767
295,26042365.444803,0,424559.876367379,12717357.8927576,424559.876367379
296,25921152.6515764,0,309372.093043525,12677838.3751291,309372.093043525
297,25829809.5069997,0,410175.412488035,12655158.4157741,410175.412488035
298,25789945.3067886,0,594616.062597871,12662805.0372976,594616.062597871
299,25739737.2669221,0,567456.671537519,12660891.7097713,567456.671537519
300,25689354.1520023,0,538838.067055583,12653477.0129799,538838.067055583
301,25641017.2730935,0,515033.751328355,12647782.5375723,515033.751328355
302,25583645.365389,0,405722.435249107,12617700.1952249,405722.435249107
303,25533995.6123692,0,452655.720572232,12613231.9385438,452655.720572232
304,25469927.4340963,0,450839.242030431,12617368.0266081,450839.242030431
305,25436953.1014112,0,397633.207860141,12638699.3573858,397633.207860141
306,25402794.2248393,0,387461.037865538,12666897.3157471,387461.037865538
307,25365693.3421528,0,323195.522157457,12663517.8388193,323195.522157457
308,25254275.0586365,0,254695.098636149,12618527.6098329,254695.098636149
309,25174205.7704088,0,331163.754985828,12606353.1676143,331163.754985828
310,25142663.5218651,0,501650.913166938,12618890.7908998,501650.913166938
311,25099528.5155211,0,475460.956898269,12623386.5803744,475460.956898269
312,25072007.7117953,0,457386.58173796,12630767.7532197,457386.58173796
313,25024799.8701937,0,421494.891840433,12621886.3940168,421494.891840433
314,24967533.4017355,0,322742.295941657,12614140.77474,322742.295941657
315,24903566.1993818,0,373967.046562266,12604026.5971754,373967.046562266
316,24851034.627204,0,366008.695492183,12597075.1259071,366008.695492183
317,24815752.4224827,0,269165.687429097,12615256.1906732,269165.687429097
318,24789413.8156599,0,290418.09781088,12648355.7480735,290418.09781088
319,24761606.8687112,0,214743.972110143,12664400.7754053,214743.972110143
320,24636676.0679338,0,211418.929009659,12618449.9152493,211418.929009659
321,24554982.9219985,0,244099.564495706,12603696.9273458,244099.564495706
322,24525209.4338988,0,388842.801711178,12616061.6572989,388842.801711178
323,24463837.1788343,0,379671.562286641,12605910.7281893,379671.562286641
324,24423201.9185918,0,363767.719288987,12613549.8671812,363767.719288987
325,24371131.2488512,0,302334.285807941,12605468.195221,302334.285807941
326,24317452.7287116,0,223940.504009966,12600019.0343045,223940.504009966
327,24251927.3182766,0,291470.682928715,12582102.5911904,291470.682928715
328,24204793.705762,0,277478.084622574,12582950.7819767,277478.084622574
329,24169625.6794538,0,195282.907169332,12601587.7324197,195282.907169332
330,24137536.2044575,0,210813.591810325,12626332.2970357,210813.591810325
331,24099213.7359209,0,83556.6302264214,12642002.3170456,83556.6302264214
332,23979618.625293,0,135373.973000933,12598518.2622118,135373.973000933
333,23890039.2104235,0,169564.848768882,12572884.3693735,169564.848768882
334,23847189.5925343,0,312347.20576844,12576015.3856975,312347.20576844
335,23799924.1594607,0,278086.103890988,12575134.401174,278086.103890988
336,23746243.6088483,0,253397.153330726,12576097.5442281,253397.153330726
337,23688620.3539066,0,219157.753410698,12563832.0969606,219157.753410698
338,23625466.5332831,0,156183.60380348,12551080.2603214,156183.60380348
339,23566813.7537774,0,207641.131294553,12545711.8444593,207641.131294553
340,23515958.4547886,0,189810.546073257,12547942.3905982,189810.546073257
341,23471888.5582913,0,148432.320846886,12550431.5454819,148432.320846886
342,23427388.1224294,0,123916.63107535,12572046.8622225,123916.63107535
343,23354638.8463379,0,83541.9920707654,12567306.5103367,83541.9920707654
344,23234813.9729249,0,108695.813812017,12516669.7452573,108695.813812017
345,23150803.8529046,0,104254.106417256,12497335.2871475,104254.106417256
346,23109897.2545361,0,224160.223117508,12506253.2017546,224160.223117508
347,23059577.9154047,0,187045.470761321,12508946.1337321,187045.470761321
348,23006832.967104,0,194973.632714227,12513129.3106024,194973.632714227
349,22957864.0316519,0,154954.453653512,12503083.9521996,154954.453653512
350,22902814.8619053,0,76408.3786219812,12493725.8065003,76408.3786219812
351,22847620.9085821,0,119029.020986188,12487569.2256891,119029.020986188
352,22789842.0383924,0,93038.3377319683,12487339.0152562,93038.3377319683
353,22742342.2953885,0,70023.7291252082,12494887.1690601,70023.7291252082
354,22702233.6048433,0,43790.4708901787,12517668.8968464,43790.4708901787
355,22657449.1509858,0,2254.40239663692,12526510.9002286,2254.40239663692
356,22529744.790716,0,72036.5811780062,12458166.3113509,72036.5811780062
357,22440789.9117189,0,29134.7402873121,12439519.5689077,29134.7402873121
358,22388391.8654837,0,146995.791093974,12442294.2585441,146995.791093974
359,22342503.0803414,0,99342.3632206752,12438983.0407622,99342.3632206752
360,22296410.2111277,0,106928.712674973,12442363.4374021,106928.712674973
361,22195647.4356115,0,86100.1758211793,12396676.7161917,86100.1758211793
362,22133969.1844124,0,-14057.3297196513,12387465.9054912,-14057.3297196513
363,22064423.0614659,0,12154.2013988729,12378562.0806839,12154.2013988729
364,21987495.4005301,0,14720.3943075223,12357792.2039349,14720.3943075223
365,21946322.0098083,0,-15329.8687609382,12354086.5160654,-15329.8687609382
366,21913464.3752787,0,-38440.8785395709,12379840.1606385,-38440.8785395709
367,21858121.0049013,0,-53005.6801954786,12379941.8241584,-53005.6801954786
368,21747734.0710091,0,19502.0666012288,12331170.1518273,19502.0666012288
369,21664796.8599292,0,-47759.7006730362,12312069.7221394,-47759.7006730362
370,21602980.001227,0,90067.8774881828,12302296.4951455,90067.8774881828
371,21544891.7801905,0,50633.3299930003,12288528.7094003,50633.3299930003
372,21493758.0287647,0,42295.7742361043,12285771.4566509,42295.7742361043
373,21433231.227809,0,22181.4984362975,12264223.9725471,22181.4984362975
374,21373523.8093965,0,-88260.4502353019,12251953.5377648,-88260.4502353019
375,21309827.2610292,0,-2411.81575800922,12238605.4307531,-2411.81575800922
376,21247691.5862063,0,-49408.0512870064,12233102.0851288,-49408.0512870064
377,21211928.328358,0,-92588.6999434512,12243792.9603083,-92588.6999434512
378,21172140.7372922,0,-102994.622515338,12261919.0488813,-102994.622515338
379,21124161.4867546,0,-125900.723500613,12254662.8327082,-125900.723500613
380,21012125.8293917,0,-30502.9924510161,12205300.1945777,-30502.9924510161
381,20931774.3195608,0,-102041.619798865,12184706.2353984,-102041.619798865
382,20886940.0928213,0,14640.3002757459,12187909.2835353,14640.3002757459
383,20828487.4579509,0,-30732.8006433206,12170510.9699579,-30732.8006433206
384,20773706.4899458,0,-22286.1709687657,12156622.713139,-22286.1709687657
385,20712091.8737071,0,-41746.43056402,12142854.2475406,-41746.43056402
386,20646891.1661771,0,-124623.385795024,12127200.5136911,-124623.385795024
387,20578848.2185975,0,-31033.4436738884,12107872.4106464,-31033.4436738884
388,20519794.2702446,0,-101113.052815264,12105213.3567728,-101113.052815264
389,20473997.6576873,0,-170835.406599101,12105473.526438,-170835.406599101
390,20426955.4929859,0,-163180.270178832,12119959.5073737,-163180.270178832
391,20374333.9584301,0,-200708.24003668,12118270.6316596,-200708.24003668
392,20257872.2799829,0,-63481.8928111445,12068934.598553,-63481.8928111445
393,20181052.3643305,0,-169828.948277359,12051458.4675672,-169828.948277359
394,20132263.5523597,0,-60282.1906301804,12055025.9043679,-60282.1906301804
