2 Yield Curve and Inflation Rates - 30Jun17 - SAM CPR RiskFree rates;;;
!2;TIME;RFR_PC;RY_PC
*;0;6.760596181;2.191770594
*;1;6.861737627;2.187974551
*;2;6.95647944;2.184419558
*;3;6.849445546;2.219424836
*;4;6.801049557;2.243862389
*;5;7.374105786;2.262615617
*;6;8.207639901;2.281677163
*;7;8.458014716;2.299817222
*;8;8.772124397;2.317343099
*;9;7.873222751;2.33609968
*;10;7.714946419;2.355472161
*;11;7.757387301;2.373615487
*;12;7.751416437;2.392374629
*;13;7.779256239;2.411749784
*;14;7.814117889;2.430510699
*;15;7.849553946;2.449580056
*;16;7.883849714;2.46803513
*;17;7.91871975;2.486798604
*;18;8.012159712;2.506178204
*;19;8.108192586;2.524328195
*;20;8.153995695;2.542786587
*;21;8.201330898;2.561861173
*;22;8.246380434;2.58001361
*;23;8.292961813;2.598782199
*;24;8.341075852;2.618167079
*;25;8.388431323;2.637245148
*;26;8.435028057;2.656016376
*;27;8.480865727;2.674480707
*;28;8.527472251;2.693253619
*;29;8.574847955;2.712335167
*;30;8.620700381;2.730802037
*;31;8.6642646;2.748346324
*;32;8.710890516;2.767122573
*;33;8.652939437;2.786515394
*;34;8.693326663;2.80529341
*;35;8.733717679;2.824072294
*;36;8.773450152;2.842544156
*;37;8.814510764;2.8616326
*;38;8.855575349;2.880721955
*;39;8.894656478;2.898888444
*;40;8.935065929;2.917671558
*;41;8.976804311;2.937071438
*;42;9.017884019;2.956164265
*;43;9.056979655;2.738090817
*;44;9.096078587;2.745859062
*;45;9.135843928;2.753759129
*;46;9.176275553;2.761791013
*;47;9.217373951;2.769954734
*;48;9.256487246;2.777723585
*;49;9.297592935;2.785887614
*;50;9.339365763;2.794183496
*;51;9.379816114;2.802216171
*;52;9.42027023;2.810249004
*;53;9.460064746;2.818150304
*;54;9.501189446;2.826315136
*;55;9.540991364;2.834216749
*;56;9.502987694;2.841986807
*;57;9.539510948;2.849757019
*;58;9.577275233;2.857790771
*;59;9.616281294;2.866088101
*;60;9.654052233;2.874122176
*;61;9.692445693;2.88228812
*;62;9.729603872;2.890190803
*;63;9.76738441;2.898225345
*;64;9.805787732;2.906391769
*;65;9.842335887;3.326108248
*;66;9.880745525;3.480575085
*;67;9.919158699;3.505513081
*;68;9.954476888;3.52844123
*;69;9.992276491;3.552979694
*;70;10.03193874;3.578726606
*;71;10.06850552;3.602463458
*;72;10.1063148;3.62700627
*;73;10.14536731;3.652355376
*;74;10.18318321;3.676901165
*;75;10.22162235;3.701850831
*;76;10.25882473;3.725997109
*;77;10.29665018;3.750547193
*;78;10.33571928;3.775903757
*;79;10.37231095;2.797199646
*;80;10.40890545;2.796668606
*;81;10.4467437;2.796119565
*;82;10.48396474;2.795579525
*;83;10.52180927;2.795030486
*;84;10.5602775;2.794472447
*;85;10.59750802;2.793932409
*;86;10.63536207;2.793383372
*;87;10.6744607;2.792816335
*;88;10.71108001;2.7922853
*;89;10.74894358;2.791736265
*;90;10.78805214;2.79116923
*;91;10.82405982;2.790647198
*;92;10.86131203;2.790107165
*;93;10.89980936;2.789549133
*;94;10.93644696;2.789018102
*;95;10.97432952;2.788469072
*;96;11.01345759;2.787902041
*;97;11.05196786;2.787344011
*;98;11.08986022;2.786794983
*;99;11.12713448;2.786254956
*;100;11.16503309;2.785705929
*;101;10.98363528;2.785147902
*;102;10.55187938;2.784607877
*;103;10.57481805;2.784094854
*;104;10.59936768;2.78354583
*;105;10.62472373;2.782978806
*;106;10.64927614;2.782429783
*;107;10.67382993;2.781880761
*;108;10.6979825;2.781340741
*;109;10.72294149;2.78078272
*;110;10.74790192;2.7802247
*;111;10.77165587;2.779693682
*;112;10.79621631;2.779144663
*;113;10.82158347;2.778577645
*;114;10.84654937;2.778019628
*;115;10.87071125;2.777479613
*;116;10.89487439;2.776939598
*;117;10.91863614;3.121778286
*;118;10.9432046;3.127096091
*;119;10.96858008;3.132588326
*;120;10.99315131;3.137906273
*;121;11.01812674;3.143311469
*;122;11.04229784;3.148542372
*;123;11.06687308;3.153860522
*;124;11.09185261;3.159265927
*;125;11.11562474;3.164409846
*;126;11.14060691;3.169815386
*;127;11.16518759;3.175133814
*;128;11.18815757;3.180103551
*;129;11.21274076;3.185422106
*;130;11.2381314;3.190915114
*;131;11.26231431;3.196146619
*;132;11.28690153;3.20146538
*;133;11.31229634;3.206958601
*;134;11.3360801;3.212103114
*;135;11.36067131;3.217422079
*;136;11.38607029;3.222915512
*;137;11.41066427;3.228234619
*;138;11.43566281;3.233640994
*;139;11.45945305;3.238785837
*;140;11.48243799;3.243756338
*;141;11.50703718;3.24907571
*;142;11.53244435;3.254569563
*;143;11.55623968;3.259714666
*;144;11.58084285;3.265034242
*;145;11.60625418;3.270528307
*;146;11.63086011;3.275848024
*;147;11.65587079;3.28125502
*;148;11.68007601;3.286487666
*;149;11.70468592;3.291807586
*;150;11.73010415;3.297302005
*;151;11.75390984;3.302447638
*;152;10.52418004;3.307593332
*;153;10.5323792;3.312913526
*;154;10.54044409;3.31814657
*;155;10.54864354;3.323466898
*;156;10.55697756;3.328874514
*;157;10.5650429;3.33410776
*;158;10.5732428;3.339428292
*;159;10.58171172;3.344923341
*;160;10.58964307;3.350069565
*;161;10.59784343;3.3553903
*;162;10.60631281;3.360885561
*;163;10.61411017;3.365944755
*;164;10.62231097;3.371265693
*;165;10.63078082;3.376761165
*;166;10.63898194;3.382082244
*;167;10.64718321;3.387403392
*;168;10.65525018;3.392637375
*;169;10.6635862;3.398045892
*;170;10.67192238;3.403454481
*;171;10.67985534;3.40860143
*;172;10.68805736;3.413922916
*;173;10.69652846;3.41941895
*;174;10.70486525;3.424827817
*;175;10.7127988;3.429975031
*;176;10.72073248;3.435122306
*;177;10.72880078;3.440356891
*;178;10.7370037;3.445678783
*;179;10.74534126;3.451087993
*;180;10.75327552;3.456235531
*;181;10.76161337;3.461644874
*;182;10.77008587;3.467141541
*;183;10.77828955;3.472463778
*;184;10.78649339;3.477786084
*;185;10.79456288;3.222073811
*;186;10.8029015;3.144888941
*;187;10.81097129;3.146519261
*;188;10.81890672;3.148122415
*;189;10.8268423;3.149725576
*;190;10.83504702;3.151383087
*;191;10.84352091;3.15309495
*;192;10.85172594;3.154752474
*;193;10.86006564;3.156437179
*;194;10.86813646;3.158067544
*;195;10.87634194;3.159725089
*;196;10.8846821;3.161409813
*;197;10.89261884;3.163013025
*;198;10.90095929;3.164697763
*;199;10.90916538;3.166355334
*;200;10.91696803;3.167931392
*;201;10.92517441;3.169588976
*;202;10.93351547;3.171273741
*;203;10.94158762;3.172904165
*;204;10.94979445;3.174561769
*;205;10.95827052;3.176273728
*;206;10.96620857;3.177876997
*;207;10.97441585;3.179534621
*;208;10.98289239;3.181246601
*;209;10.99109998;3.182904239
*;210;10.99944227;3.184589058
*;211;11.00751561;3.186219534
*;212;11.01558909;3.187850017
*;213;11.139962;3.189507681
*;214;11.1491056;3.191138177
*;215;11.15840178;3.192795854
*;216;11.16785056;3.194480713
*;217;11.17699473;3.196111229
*;218;11.18629149;3.197768926
*;219;11.19589326;3.199480981
*;220;11.20488559;3.201084341
*;221;11.21418293;3.202742058
*;222;11.2237853;3.204454134
*;223;11.23262577;3.206030337
*;224;11.24177125;3.207660897
*;225;11.25122178;3.209345817
*;226;11.26021522;3.210949215
*;227;11.2695137;3.212606972
*;228;11.27911726;3.214319088
*;229;11.28856857;3.216004035
*;230;11.29786765;3.217661812
*;231;11.30701446;3.219292419
*;232;11.31631391;3.220950209
*;233;11.32576601;3.222635183
*;234;11.3349134;3.224265809
*;235;11.34360359;3.249037619
*;236;11.35290379;3.253692581
*;237;11.36250913;3.255632919
*;238;11.37180973;3.257511667
*;239;11.38111052;3.259390423
*;240;11.39025903;3.261238389
*;241;11.39971268;3.263147962
*;242;11.40916654;3.265057544
*;243;11.41816313;3.266874735
*;244;11.42746488;3.268753534
*;245;11.43707181;3.270693942
*;246;11.44652644;3.272603558
*;247;11.45552379;3.274420782
*;248;11.4645213;3.276238014
*;249;11.47367151;3.278086055
*;250;11.4829744;3.279964905
*;251;11.49243;3.281874564
*;252;11.50142826;3.283691829
*;253;11.51088424;3.285601506
*;254;11.52049295;3.287541993
*;255;11.52979681;3.289420885
*;256;11.53910087;3.291299787
*;257;11.54825259;3.293147895
*;258;11.55770955;3.295057615
*;259;11.56701419;3.296936542
*;260;11.57601393;3.298753873
*;261;11.58531894;3.300632816
*;262;11.59477668;3.302542571
*;263;11.60392953;3.304390729
*;264;11.61323511;3.306269698
*;265;11.622846;3.308210282
*;266;11.63184686;3.310027663
*;267;11.64115301;3.311906657
*;268;11.6507645;3.313847267
*;269;11.66007104;3.31572628
*;270;11.66953036;3.317636104
*;271;11.67853215;3.319453526
*;272;11.68722896;3.321209347
*;273;11.69653625;3.323088393
*;274;11.70614891;3.325029055
*;275;11.71515144;3.32684651
*;276;11.7244593;3.32872558
*;277;11.73407256;3.330666269
*;278;11.74338082;3.332545358
*;279;11.75284188;3.33445526
*;280;11.76199793;3.33630356
*;281;11.77130677;3.338182674
*;282;11.78092102;3.340123407
*;283;11.78992502;3.341940928
*;284;11.7989292;3.343758456
*;285;11.8082388;3.345637604
*;286;11.81739597;3.347485954
*;287;11.82670595;3.349365119
*;288;11.83616875;3.351275098
*;289;11.84532649;3.353123474
*;290;11.85463704;3.355002664
*;291;11.86425305;3.356943476
*;292;11.87325872;3.35876107
*;293;11.88256984;3.360640285
*;294;11.89218646;3.362581124
*;295;11.90104003;3.364367936
*;296;11.91019907;3.366216369
*;297;11.91966361;3.368126426
*;298;11.92867038;3.36994407
*;299;11.93798264;3.371823336
*;300;11.94760043;3.373764227
*;301;11.95706575;3.375674318
*;302;11.9663786;3.377553611
*;303;11.97553897;3.379402104
*;304;11.98485219;3.381281413
*;305;11.99431829;3.383191539
*;306;12.00347922;3.385040057
*;307;12.01264034;3.386888583
*;308;12.02210702;3.388798735
*;309;12.03126851;3.390647278
*;310;12.04058288;3.392526639
*;311;12.05005014;3.394436817
*;312;12.0590595;3.396254575
*;313;12.06852714;3.39816477
*;314;12.07814769;3.400105785
*;315;12.08746303;3.401985188
*;316;12.09677855;3.403864599
*;317;12.10594155;3.405713209
*;318;12.11541017;3.407623448
*;319;12.12457355;3.409472075
*;320;12.13358437;3.411289899
*;321;12.14259539;3.413107732
*;322;12.15191203;3.414987194
*;323;12.16153436;3.416928286
*;324;12.1708514;3.418807766
*;325;12.18032137;3.420718065
*;326;12.18948606;3.42256675
*;327;12.19880367;3.424446255
*;328;12.20827423;3.42635658
*;329;12.20406466;3.425042515
*;330;12.19985525;3.423728467
*;331;12.195646;3.422414436
*;332;12.19143691;3.421100421
*;333;12.18722798;3.419786423
*;334;12.1830192;3.418472442
*;335;12.17881058;3.417158477
*;336;12.17460212;3.415844529
*;337;12.17039382;3.414530598
*;338;12.16618567;3.413216683
*;339;12.16197769;3.411902785
*;340;12.15776986;3.410588904
*;341;12.15356219;3.409275039
