2 Yield Curve and Inflation Rates - 30Jun17 - SAM CPR RiskFree rates;;;
!2;TIME;RFR_PC;RY_PC
*;227;21.41518719;4.931496285
*;228;21.47873512;4.932494846
*;229;21.54552229;4.933544184
*;230;21.61339601;4.934610449
*;231;21.67912314;4.935642867
*;232;21.74485871;4.936675288
*;233;21.80952467;4.937690786
*;234;21.87635443;4.938740137
*;235;21.94211501;4.939772565
*;236;22.00572709;4.940771146
*;237;22.07150365;4.941803579
*;238;22.13836706;4.94285294
*;239;22.20308186;4.943868453
*;240;22.26888306;4.944900894
*;241;22.33685064;4.945967188
*;242;22.40051095;4.946965784
*;243;22.46633674;4.947998232
*;244;22.53433002;4.949064534
*;245;22.60017285;4.950096988
*;246;22.66710358;4.951146369
*;247;22.73080383;4.952144977
*;248;22.79235178;4.953109736
*;249;22.85822668;4.954142199
*;250;22.92627034;4.955208517
*;251;22.99000184;4.956207134
*;252;23.05590121;4.957239605
*;253;23.12397043;4.958305931
*;254;23.18988675;4.959338407
*;255;23.25689213;4.960387812
*;256;23.32174424;4.961403367
*;257;23.38768495;4.962435851
*;258;23.45579655;4.96350219
*;259;23.51959164;4.964500827
*;260;23.58339394;4.965499466
*;261;23.64936734;4.96653196
*;262;23.7142671;4.967547531
*;263;23.78025653;4.96858003
*;264;23.84733618;4.969629458
*;265;23.91226012;4.970645036
*;266;23.97827382;4.971677542
*;267;24.04646075;4.972743904
*;268;24.11032635;4.973742563
*;269;24.17636428;4.974775077
*;270;24.24457652;4.975841447
*;271;24.30738268;4.976823187
*;272;24.37236183;4.977838782
*;273;24.43951565;4.978888233
*;274;24.50342779;4.979886907
*;275;24.5695141;4.980919436
*;276;24.63777598;4.981985822
*;277;24.70496267;4.983035283
*;278;24.77107393;4.98406782
*;279;24.83610921;4.985083433
*;280;24.90223633;4.986115975
*;281;24.96945585;4.987165447
*;282;25.03451507;4.988181067
*;283;25.0995818;4.989196689
*;284;25.16682574;4.990246169
*;285;25.23190859;4.991261796
*;286;25.29808377;4.992294354
*;287;25.36535239;4.993343841
*;288;25.42937372;4.994342549
*;289;25.49665808;4.995392041
*;290;25.56503671;4.996458463
*;291;25.63125244;4.997491033
*;292;25.69747633;4.998523606
*;293;25.76262232;4.999539253
*;294;25.82994784;5.000588758
*;295;25.89510987;5.001604411
*;296;25.95919292;5.002603139
*;297;26.02328386;5.003601868
*;298;26.08955466;5.004634456
*;299;26.15800725;5.005700902
*;300;26.22429456;5.006733494
*;301;26.29167679;5.007783017
*;302;26.35689339;5.008798687
*;303;26.42320446;5.009831288
*;304;26.49061113;5.010880819
*;305;26.55476375;5.011879568
*;306;26.62218601;5.012929104
*;307;26.68852949;5.013961715
*;308;26.75161705;5.014943543
*;309;26.81797557;5.015976159
*;310;26.88543015;5.017025705
*;311;26.95071671;5.018041397
*;312;27.01709888;5.01907402
*;313;27.08566613;5.020140502
*;314;27.1498877;5.021139274
*;315;27.21629347;5.022171904
*;316;27.28488538;5.023238395
*;317;27.35130751;5.02427103
*;318;27.4188267;5.025320597
*;319;27.48308661;5.026319381
*;320;27.54517496;5.02728431
*;321;27.61162786;5.028316956
*;322;27.68026812;5.029383461
*;323;27.74455802;5.030382255
*;324;27.81103441;5.031414908
*;325;27.87969921;5.032481421
*;326;27.94619187;5.03351408
*;327;28.0137827;5.03456367
*;328;28.07920105;5.035579404
*;329;28.06287842;5.033142482
*;330;28.04655787;5.030705616
*;331;28.03023941;5.028268806
*;332;28.01392302;5.025832053
*;333;27.99760871;5.023395356
*;334;27.98129648;5.020958716
*;335;27.96498633;5.018522133
*;336;27.94867826;5.016085606
*;337;27.93237227;5.013649135
*;338;27.91606835;5.011212721
*;339;27.89976651;5.008776364
*;340;27.88346675;5.006340063
*;341;27.86716907;5.003903819
*;342;27.85087347;5.001467631
*;343;27.83457994;4.9990315
*;344;27.81828848;4.996595425
*;345;27.80199911;4.994159407
*;346;27.78571181;4.991723445
*;347;27.76942658;4.98928754
*;348;27.75314343;4.986851691
*;349;27.73686236;4.984415899
*;350;27.72058336;4.981980163
*;351;27.70430644;4.979544484
*;352;27.68803159;4.977108861
*;353;27.67175881;4.974673295
*;354;27.65548811;4.972237786
*;355;27.63921948;4.969802332
*;356;27.62295292;4.967366936
*;357;27.60668844;4.964931596
*;358;27.59042603;4.962496312
*;359;27.57416569;4.960061085
*;360;27.55790743;4.957625914
*;361;27.54165124;4.9551908
*;362;27.52539711;4.952755743
*;363;27.50914506;4.950320741
*;364;27.49289509;4.947885797
*;365;27.47664718;4.945450909
*;366;27.46040134;4.943016077
*;367;27.44415758;4.940581302
*;368;27.42791588;4.938146583
*;369;27.41167625;4.935711921
*;370;27.3954387;4.933277315
*;371;27.37920321;4.930842766
*;372;27.36296979;4.928408273
*;373;27.34673844;4.925973837
*;374;27.33050916;4.923539457
*;375;27.31428195;4.921105134
*;376;27.2980568;4.918670867
*;377;27.28183372;4.916236657
*;378;27.26561271;4.913802503
*;379;27.24939377;4.911368406
*;380;27.2331769;4.908934365
*;381;27.21696209;4.90650038
*;382;27.20074935;4.904066452
*;383;27.18453867;4.901632581
*;384;27.16833006;4.899198766
*;385;27.15212351;4.896765007
*;386;27.13591904;4.894331305
*;387;27.11971662;4.891897659
*;388;27.10351627;4.88946407
*;389;27.08731799;4.887030538
*;390;27.07112177;4.884597061
*;391;27.05492761;4.882163642
*;392;27.03873552;4.879730278
*;393;27.02254549;4.877296971
*;394;27.00635752;4.874863721
*;395;26.99017162;4.872430527
*;396;26.97398778;4.869997389
*;397;26.95780601;4.867564308
*;398;26.94162629;4.865131284
*;399;26.92544864;4.862698316
*;400;26.90927305;4.860265404
*;401;26.89309952;4.857832549
*;402;26.87692805;4.85539975
*;403;26.86075864;4.852967007
*;404;26.84459129;4.850534321
*;405;26.82842601;4.848101692
*;406;26.81226278;4.845669119
*;407;26.79610161;4.843236602
*;408;26.77994251;4.840804142
*;409;26.76378546;4.838371738
*;410;26.74763047;4.835939391
*;411;26.73147754;4.8335071
*;412;26.71532667;4.831074866
*;413;26.69917786;4.828642688
*;414;26.6830311;4.826210566
*;415;26.6668864;4.823778501
*;416;26.65074376;4.821346492
*;417;26.63460318;4.81891454
*;418;26.61846466;4.816482644
*;419;26.60232819;4.814050804
*;420;26.58619377;4.811619021
*;421;26.57006142;4.809187295
*;422;26.55393112;4.806755625
*;423;26.53780287;4.804324011
*;424;26.52167669;4.801892453
*;425;26.50555255;4.799460952
*;426;26.48943047;4.797029508
*;427;26.47331045;4.79459812
*;428;26.45719248;4.792166788
*;429;26.44107656;4.789735513
*;430;26.4249627;4.787304294
*;431;26.40885089;4.784873131
*;432;26.39274114;4.782442025
*;433;26.37663343;4.780010976
*;434;26.36052778;4.777579982
*;435;26.34442419;4.775149045
*;436;26.32832264;4.772718165
*;437;26.31222315;4.770287341
*;438;26.29612571;4.767856573
*;439;26.28003032;4.765425862
*;440;26.26393698;4.762995207
*;441;26.2478457;4.760564608
*;442;26.23175646;4.758134066
*;443;26.21566927;4.75570358
*;444;26.19958414;4.753273151
*;445;26.18350105;4.750842778
*;446;26.16742001;4.748412462
*;447;26.15134103;4.745982201
*;448;26.13526409;4.743551998
*;449;26.1191892;4.74112185
*;450;26.10311636;4.738691759
*;451;26.08704557;4.736261725
*;452;26.07097683;4.733831746
*;453;26.05491013;4.731401824
*;454;26.03884548;4.728971959
*;455;26.02278288;4.72654215
*;456;26.00672233;4.724112397
*;457;25.99066382;4.721682701
*;458;25.97460736;4.719253061
*;459;25.95855294;4.716823477
*;460;25.94250058;4.71439395
*;461;25.92645025;4.711964479
*;462;25.91040198;4.709535064
*;463;25.89435574;4.707105706
*;464;25.87831156;4.704676404
*;465;25.86226941;4.702247159
*;466;25.84622932;4.69981797
*;467;25.83019126;4.697388837
*;468;25.81415525;4.69495976
*;469;25.79812129;4.69253074
*;470;25.78208936;4.690101777
*;471;25.76605948;4.687672869
*;472;25.75003165;4.685244018
*;473;25.73400585;4.682815224
*;474;25.7179821;4.680386486
*;475;25.70196039;4.677957804
*;476;25.68594072;4.675529178
*;477;25.6699231;4.673100609
*;478;25.65390751;4.670672096
*;479;25.63789397;4.668243639
*;480;25.62188246;4.665815239
*;481;25.605873;4.663386895
*;482;25.58986558;4.660958608
*;483;25.5738602;4.658530377
*;484;25.55785685;4.656102202
*;485;25.54185555;4.653674083
*;486;25.52585629;4.651246021
*;487;25.50985906;4.648818015
*;488;25.49386388;4.646390066
*;489;25.47787073;4.643962173
*;490;25.46187962;4.641534336
*;491;25.44589055;4.639106555
*;492;25.42990351;4.636678831
*;493;25.41391852;4.634251163
*;494;25.39793556;4.631823552
*;495;25.38195464;4.629395997
*;496;25.36597575;4.626968498
*;497;25.3499989;4.624541055
*;498;25.33402409;4.622113669
*;499;25.31805131;4.619686339
*;500;25.30208057;4.617259065
*;501;25.28611186;4.614831848
*;502;25.27014519;4.612404687
*;503;25.25418055;4.609977582
*;504;25.23821795;4.607550534
*;505;25.22225738;4.605123542
*;506;25.20629885;4.602696606
*;507;25.19034235;4.600269727
*;508;25.17438788;4.597842904
*;509;25.15843545;4.595416137
*;510;25.14248505;4.592989426
*;511;25.12653668;4.590562772
*;512;25.11059035;4.588136174
*;513;25.09464604;4.585709633
*;514;25.07870377;4.583283147
*;515;25.06276353;4.580856718
*;516;25.04682533;4.578430346
*;517;25.03088915;4.576004029
*;518;25.01495501;4.573577769
*;519;24.99902289;4.571151565
*;520;24.98309281;4.568725418
*;521;24.96716475;4.566299326
*;522;24.95123873;4.563873291
*;523;24.93531473;4.561447313
*;524;24.91939277;4.55902139
*;525;24.90347283;4.556595524
*;526;24.88755492;4.554169714
*;527;24.87163905;4.551743961
*;528;24.85572519;4.549318263
*;529;24.83981337;4.546892622
*;530;24.82390358;4.544467038
*;531;24.80799581;4.542041509
*;532;24.79209007;4.539616037
*;533;24.77618636;4.537190621
*;534;24.76028467;4.534765261
*;535;24.74438501;4.532339958
*;536;24.72848738;4.529914711
*;537;24.71259177;4.52748952
*;538;24.69669819;4.525064386
*;539;24.68080664;4.522639307
*;540;24.66491711;4.520214285
*;541;24.6490296;4.517789319
*;542;24.63314412;4.51536441
*;543;24.61726067;4.512939557
*;544;24.60137923;4.51051476
*;545;24.58549983;4.508090019
*;546;24.56962244;4.505665334
*;547;24.55374708;4.503240706
*;548;24.53787374;4.500816134
*;549;24.52200243;4.498391619
*;550;24.50613314;4.495967159
*;551;24.49026587;4.493542756
*;552;24.47440062;4.491118409
*;553;24.45853739;4.488694118
*;554;24.44267619;4.486269884
*;555;24.42681701;4.483845706
*;556;24.41095984;4.481421584
*;557;24.3951047;4.478997518
*;558;24.37925158;4.476573508
*;559;24.36340048;4.474149555
*;560;24.3475514;4.471725658
*;561;24.33170435;4.469301817
*;562;24.31585931;4.466878033
*;563;24.30001628;4.464454304
*;564;24.28417528;4.462030632
*;565;24.2683363;4.459607016
*;566;24.25249933;4.457183457
*;567;24.23666439;4.454759953
*;568;24.22083146;4.452336506
*;569;24.20500055;4.449913115
*;570;24.18917166;4.447489781
*;571;24.17334478;4.445066502
*;572;24.15751992;4.44264328
*;573;24.14169708;4.440220114
*;574;24.12587626;4.437797004
*;575;24.11005745;4.43537395
*;576;24.09424065;4.432950953
*;577;24.07842588;4.430528012
*;578;24.06261311;4.428105127
*;579;24.04680237;4.425682298
*;580;24.03099364;4.423259525
*;581;24.01518692;4.420836809
*;582;23.99938222;4.418414149
*;583;23.98357953;4.415991545
*;584;23.96777885;4.413568997
*;585;23.95198019;4.411146506
*;586;23.93618354;4.408724071
*;587;23.92038891;4.406301691
*;588;23.90459629;4.403879369
*;589;23.88880568;4.401457102
*;590;23.87301708;4.399034891
*;591;23.8572305;4.396612737
*;592;23.84144593;4.394190639
*;593;23.82566337;4.391768597
*;594;23.80988282;4.389346611
*;595;23.79410428;4.386924682
*;596;23.77832775;4.384502809
*;597;23.76255323;4.382080991
*;598;23.74678073;4.37965923
*;599;23.73101023;4.377237526
*;600;23.71524174;4.374815877
*;601;23.69947527;4.372394285
*;602;23.6837108;4.369972749
*;603;23.66794834;4.367551268
*;604;23.65218789;4.365129845
*;605;23.63642945;4.362708477
*;606;23.62067302;4.360287165
*;607;23.60491859;4.35786591
*;608;23.58916617;4.355444711
*;609;23.57341576;4.353023568
*;610;23.55766736;4.350602481
*;611;23.54192097;4.348181451
*;612;23.52617658;4.345760476
*;613;23.51043419;4.343339558
*;614;23.49469382;4.340918696
*;615;23.47895545;4.33849789
*;616;23.46321908;4.33607714
*;617;23.44748472;4.333656446
*;618;23.43175237;4.331235809
*;619;23.41602202;4.328815228
*;620;23.40029368;4.326394703
*;621;23.38456734;4.323974234
*;622;23.368843;4.321553821
*;623;23.35312067;4.319133464
*;624;23.33740034;4.316713164
*;625;23.32168202;4.314292919
*;626;23.3059657;4.311872731
*;627;23.29025138;4.309452599
*;628;23.27453906;4.307032523
*;629;23.25882875;4.304612503
*;630;23.24312044;4.30219254
*;631;23.22741413;4.299772632
*;632;23.21170982;4.297352781
*;633;23.19600752;4.294932986
*;634;23.18030721;4.292513247
*;635;23.16460891;4.290093564
*;636;23.1489126;4.287673937
*;637;23.1332183;4.285254366
*;638;23.117526;4.282834852
*;639;23.10183569;4.280415394
*;640;23.08614739;4.277995991
*;641;23.07046109;4.275576645
*;642;23.05477678;4.273157355
*;643;23.03909447;4.270738122
*;644;23.02341417;4.268318944
*;645;23.00773586;4.265899822
*;646;22.99205955;4.263480757
*;647;22.97638523;4.261061748
*;648;22.96071292;4.258642794
*;649;22.9450426;4.256223897
*;650;22.92937428;4.253805056
*;651;22.91370795;4.251386272
*;652;22.89804362;4.248967543
*;653;22.88238129;4.24654887
*;654;22.86672095;4.244130254
*;655;22.85106261;4.241711693
*;656;22.83540627;4.239293189
*;657;22.81975192;4.236874741
*;658;22.80409957;4.234456349
*;659;22.78844921;4.232038013
*;660;22.77280084;4.229619733
*;661;22.75715447;4.22720151
*;662;22.74151009;4.224783342
*;663;22.72586771;4.22236523
*;664;22.71022732;4.219947175
*;665;22.69458892;4.217529176
*;666;22.67895252;4.215111233
*;667;22.66331811;4.212693345
*;668;22.64768569;4.210275514
*;669;22.63205526;4.20785774
*;670;22.61642683;4.205440021
*;671;22.60080039;4.203022358
*;672;22.58517594;4.200604751
*;673;22.56955348;4.198187201
*;674;22.55393301;4.195769706
*;675;22.53831453;4.193352268
*;676;22.52269804;4.190934886
*;677;22.50708355;4.18851756
*;678;22.49147104;4.186100289
*;679;22.47586052;4.183683075
*;680;22.46025199;4.181265918
*;681;22.44464545;4.178848816
*;682;22.4290409;4.17643177
*;683;22.41343834;4.17401478
*;684;22.39783777;4.171597847
*;685;22.38223918;4.169180969
*;686;22.36664259;4.166764148
*;687;22.35104798;4.164347382
*;688;22.33545535;4.161930673
*;689;22.31986472;4.15951402
*;690;22.30427607;4.157097422
*;691;22.28868941;4.154680881
*;692;22.27310474;4.152264396
*;693;22.25752205;4.149847967
*;694;22.24194134;4.147431594
*;695;22.22636263;4.145015277
*;696;22.21078589;4.142599017
*;697;22.19521115;4.140182812
*;698;22.17963839;4.137766663
*;699;22.16406761;4.135350571
*;700;22.14849882;4.132934534
*;701;22.13293201;4.130518553
*;702;22.11736718;4.128102629
*;703;22.10180434;4.125686761
*;704;22.08624348;4.123270948
*;705;22.07068461;4.120855192
*;706;22.05512772;4.118439492
*;707;22.03957281;4.116023847
*;708;22.02401988;4.113608259
*;709;22.00846893;4.111192727
*;710;21.99291997;4.108777251
*;711;21.97737299;4.106361831
*;712;21.96182799;4.103946467
*;713;21.94628497;4.101531159
*;714;21.93074393;4.099115907
*;715;21.91520487;4.096700711
*;716;21.8996678;4.094285571
*;717;21.8841327;4.091870487
*;718;21.86859958;4.08945546
*;719;21.85306844;4.087040488
*;720;21.83753928;4.084625572
*;721;21.82201211;4.082210712
*;722;21.8064869;4.079795909
*;723;21.79096368;4.077381161
*;724;21.77544244;4.074966469
*;725;21.75992317;4.072551834
*;726;21.74440588;4.070137254
*;727;21.72889057;4.067722731
*;728;21.71337724;4.065308263
*;729;21.69786588;4.062893852
*;730;21.68235651;4.060479496
*;731;21.6668491;4.058065197
*;732;21.65134368;4.055650953
*;733;21.63584023;4.053236766
*;734;21.62033875;4.050822634
*;735;21.60483925;4.048408559
*;736;21.58934173;4.045994539
*;737;21.57384618;4.043580576
*;738;21.5583526;4.041166668
*;739;21.542861;4.038752817
*;740;21.52737138;4.036339022
*;741;21.51188373;4.033925282
*;742;21.49639805;4.031511599
*;743;21.48091435;4.029097971
*;744;21.46543262;4.0266844
*;745;21.44995286;4.024270885
*;746;21.43447507;4.021857425
*;747;21.41899926;4.019444022
*;748;21.40352542;4.017030674
*;749;21.38805355;4.014617383
*;750;21.37258366;4.012204147
*;751;21.35711573;4.009790968
*;752;21.34164978;4.007377844
*;753;21.32618579;4.004964777
*;754;21.31072378;4.002551765
*;755;21.29526374;4.00013881
*;756;21.27980567;3.99772591
*;757;21.26434957;3.995313067
*;758;21.24889544;3.992900279
*;759;21.23344328;3.990487548
*;760;21.21799308;3.988074872
*;761;21.20254486;3.985662252
*;762;21.1870986;3.983249689
*;763;21.17165432;3.980837181
*;764;21.156212;3.978424729
*;765;21.14077165;3.976012334
*;766;21.12533327;3.973599994
*;767;21.10989685;3.97118771
*;768;21.09446241;3.968775482
*;769;21.07902992;3.96636331
*;770;21.06359941;3.963951194
*;771;21.04817086;3.961539134
*;772;21.03274428;3.95912713
*;773;21.01731967;3.956715182
*;774;21.00189702;3.95430329
*;775;20.98647633;3.951891454
*;776;20.97105761;3.949479674
*;777;20.95564086;3.94706795
*;778;20.94022607;3.944656282
*;779;20.92481325;3.942244669
*;780;20.90940239;3.939833113
*;781;20.89399349;3.937421613
*;782;20.87858656;3.935010168
*;783;20.86318159;3.93259878
*;784;20.84777858;3.930187447
*;785;20.83237754;3.92777617
*;786;20.81697846;3.92536495
*;787;20.80158134;3.922953785
*;788;20.78618619;3.920542676
*;789;20.77079299;3.918131623
*;790;20.75540176;3.915720627
*;791;20.74001249;3.913309686
*;792;20.72462518;3.910898801
*;793;20.70923984;3.908487972
*;794;20.69385645;3.906077198
*;795;20.67847502;3.903666481
*;796;20.66309555;3.90125582
*;797;20.64771805;3.898845214
*;798;20.6323425;3.896434665
*;799;20.61696891;3.894024172
*;800;20.60159729;3.891613734
*;801;20.58622762;3.889203352
*;802;20.57085991;3.886793027
*;803;20.55549415;3.884382757
*;804;20.54013036;3.881972543
*;805;20.52476853;3.879562385
*;806;20.50940865;3.877152283
*;807;20.49405073;3.874742237
*;808;20.47869476;3.872332246
*;809;20.46334076;3.869922312
*;810;20.44798871;3.867512434
*;811;20.43263862;3.865102611
*;812;20.41729048;3.862692845
*;813;20.4019443;3.860283134
*;814;20.38660007;3.857873479
*;815;20.3712578;3.85546388
*;816;20.35591749;3.853054338
*;817;20.34057913;3.85064485
*;818;20.32524273;3.848235419
*;819;20.30990828;3.845826044
*;820;20.29457578;3.843416725
*;821;20.27924524;3.841007461
*;822;20.26391665;3.838598254
*;823;20.24859002;3.836189102
*;824;20.23326533;3.833780006
*;825;20.21794261;3.831370967
*;826;20.20262183;3.828961983
*;827;20.18730301;3.826553054
*;828;20.17198614;3.824144182
*;829;20.15667122;3.821735366
*;830;20.14135825;3.819326606
*;831;20.12604724;3.816917901
*;832;20.11073817;3.814509252
*;833;20.09543106;3.81210066
*;834;20.0801259;3.809692123
*;835;20.06482268;3.807283642
*;836;20.04952142;3.804875217
*;837;20.03422211;3.802466847
*;838;20.01892475;3.800058534
*;839;20.00362934;3.797650277
*;840;19.98833587;3.795242075
*;841;19.97304436;3.792833929
*;842;19.95775479;3.790425839
*;843;19.94246718;3.788017805
*;844;19.92718151;3.785609827
*;845;19.91189779;3.783201905
*;846;19.89661602;3.780794039
*;847;19.88133619;3.778386228
*;848;19.86605831;3.775978473
*;849;19.85078238;3.773570775
*;850;19.8355084;3.771163132
*;851;19.82023636;3.768755544
*;852;19.80496627;3.766348013
*;853;19.78969812;3.763940538
*;854;19.77443192;3.761533118
*;855;19.75916767;3.759125755
*;856;19.74390536;3.756718447
*;857;19.728645;3.754311195
*;858;19.71338658;3.751903999
*;859;19.69813011;3.749496859
*;860;19.68287558;3.747089774
*;861;19.66762299;3.744682746
*;862;19.65237235;3.742275773
*;863;19.63712365;3.739868856
*;864;19.6218769;3.737461995
*;865;19.60663208;3.73505519
*;866;19.59138922;3.73264844
