2 Yield Curve and Inflation Rates - 30Jun17 - SAM CPR RiskFree rates;;;
!2;TIME;RFR_PC;RY_PC
*;186;11.79821158;2.379690371
*;187;11.81381793;2.378665914
*;188;11.82942479;2.37764146
*;189;11.84529675;2.376599645
*;190;11.86143378;2.375540469
*;191;11.87783597;2.374463932
*;192;11.89344506;2.373439488
*;193;11.90984837;2.372362956
*;194;11.9265169;2.371269065
*;195;11.94265684;2.370209902
*;196;11.95879735;2.369150743
*;197;11.97467383;2.126475975
*;198;11.99108009;2.049097561
*;199;12.00695771;2.044919375
*;200;12.02257121;2.040810864
*;201;12.03818527;2.036702396
*;202;12.05432915;2.0324547
*;203;12.07100298;2.028067784
*;204;12.08714805;2.023820179
*;205;12.10355837;2.019502988
*;206;12.11943991;2.015325104
*;207;12.13558668;2.011077632
*;208;12.15199877;2.006760576
*;209;12.16761726;2.002652453
*;210;12.18403047;1.998335484
*;211;12.20017957;1.994088192
*;212;12.21553495;1.990049822
*;213;12.23168514;1.985802615
*;214;12.24810068;1.981485827
*;215;12.26398725;1.977308335
*;216;12.28013915;1.97306126
*;217;12.29682123;1.968674985
*;218;12.3124447;1.964567247
*;219;12.3285983;1.960320305
*;220;12.34528216;1.955934168
*;221;12.36143694;1.951687318
*;222;12.37785715;1.947370892
*;223;12.39374824;1.943193751
*;224;12.40963986;1.939016652
*;225;12.08831576;1.934769979
*;226;12.10126507;1.930592966
*;227;12.11443057;1.926346381
*;228;12.1278123;1.922030225
*;229;12.14076274;1.917853345
*;230;12.15392938;1.913606892
*;231;12.16752813;1.909221259
*;232;12.18026384;1.905114123
*;233;12.19343162;1.900867803
*;234;12.20703156;1.896482309
*;235;12.21955249;1.892444912
*;236;12.23250552;1.888268334
*;237;12.24589073;1.883952584
*;238;12.25862862;1.879845703
*;239;12.27179868;1.875599648
*;240;12.28540095;1.871214426
*;241;12.2987877;1.866898857
*;242;12.31195893;1.862652939
*;243;12.3249146;1.85847667
*;244;12.33808657;1.854230839
*;245;12.35147487;1.849915451
*;246;12.36443168;1.845739313
*;247;12.37674097;2.654707949
*;248;12.38991443;2.755449264
*;249;12.40352023;2.758669482
*;250;12.41669448;2.761787495
*;251;12.42986911;2.764905531
*;252;12.44282813;2.767972475
*;253;12.4562195;2.771141674
*;254;12.46961127;2.774310898
*;255;12.48235542;2.777326795
*;256;12.49553193;2.780444949
*;257;12.50914088;2.783665362
*;258;12.52253419;2.786834682
*;259;12.53527982;2.789850671
*;260;12.54802579;2.79286668
*;261;12.56098817;2.795933833
*;262;12.57416695;2.799052126
*;263;12.58756218;2.802221565
*;264;12.60030962;2.805237666
*;265;12.61370559;2.80840715
*;266;12.62731806;2.811627782
*;267;12.64049875;2.814746195
*;268;12.65367984;2.817864631
*;269;12.6666452;2.820931969
*;270;12.68004313;2.824101575
*;271;12.69322535;2.827220082
*;272;12.70597573;2.830236365
*;273;12.71915869;2.833354918
*;274;12.73255815;2.83652462
*;275;12.74552576;2.839592096
*;276;12.75870985;2.84271072
*;277;12.77232662;2.845931619
*;278;12.7850792;2.848948039
*;279;12.79826443;2.852066733
*;280;12.81188238;2.855287705
*;281;12.82506838;2.858406447
*;282;12.83847094;2.861576341
*;283;12.85122536;2.864592876
*;284;12.86354776;2.867507175
*;285;12.87673524;2.870626009
*;286;12.89035551;2.873847126
*;287;12.90311138;2.87686375
*;288;12.91629999;2.879982654
*;289;12.92992144;2.883203844
*;290;12.94311084;2.886322797
*;291;12.95651684;2.889492905
*;292;12.96949077;2.892560774
*;293;12.9826813;2.895679798
*;294;12.99630471;2.898901109
*;295;13.00906351;2.901917916
*;296;13.02182265;2.904934745
*;297;13.03501469;2.908053862
*;298;13.04799083;2.911121869
*;299;13.06118361;2.914241032
*;300;13.07459306;2.917411354
*;301;13.08757032;2.920479431
*;302;13.10076423;2.923598665
*;303;13.11439114;2.926820194
*;304;13.12715322;2.929837205
*;305;13.14034825;2.932956509
*;306;13.15397634;2.936178111
*;307;13.16652318;2.939144053
*;308;13.17950301;2.94221229
*;309;13.19291591;2.945382826
*;310;13.20568015;2.948399972
*;311;13.21887744;2.951519417
*;312;13.23250784;2.954741163
*;313;13.24592227;2.957911795
*;314;13.25912073;2.961031312
*;315;13.27210318;2.964099712
*;316;13.28530237;2.967219275
*;317;13.29871834;2.970390003
*;318;13.31170191;2.973458473
*;319;13.32468583;2.976526964
*;320;13.33810295;2.979697763
*;321;13.35108762;2.982766302
*;322;13.36428907;2.985886005
*;323;13.37770734;2.989056877
*;324;13.39047669;2.992074341
*;325;13.4038957;2.995245258
*;326;13.41753156;2.998467346
*;327;13.43073491;3.001587168
*;328;13.44393865;3.004707014
*;329;13.43883813;3.003684359
*;330;13.43373785;3.002661715
*;331;13.4286378;3.00163908
*;332;13.42353797;3.000616456
*;333;13.41843838;2.999593842
*;334;13.41333901;2.998571239
*;335;13.40823987;2.997548645
*;336;13.40314096;2.996526062
*;337;13.39804229;2.995503488
*;338;13.39294384;2.994480925
*;339;13.38784562;2.993458372
*;340;13.38274763;2.992435829
*;341;13.37764986;2.991413297
*;342;13.37255233;2.990390774
*;343;13.36745503;2.989368262
*;344;13.36235796;2.988345759
*;345;13.35726111;2.987323267
*;346;13.35216449;2.986300785
*;347;13.34706811;2.985278314
*;348;13.34197195;2.984255852
*;349;13.33687602;2.9832334
*;350;13.33178032;2.982210959
*;351;13.32668485;2.981188528
*;352;13.32158961;2.980166107
*;353;13.3164946;2.979143696
*;354;13.31139982;2.978121295
*;355;13.30630526;2.977098905
*;356;13.30121094;2.976076524
*;357;13.29611684;2.975054154
*;358;13.29102298;2.974031794
*;359;13.28592934;2.973009444
*;360;13.28083593;2.971987104
;;;
##END##;;;
##COLOR####ENDCOLOR##;;;
##FORMULA####ENDFORMULA##;;;
##NOTES####ENDNOTES##;;;
##USEROWDEFAULTVALUE####ENDUSEROWDEFAULTVALUE##;;;
##ROWDEFAULTVALUE####ENDROWDEFAULTVALUE##;;;
##GENERIC##VAR_NAME##ENDGENERIC##;;;
>6›m•0?ä@Prophet Table EditorBYield Curve and Inflation Rates - 30Jun17 - SAM CPR RiskFree rates7.1AUnknown;;;
