2 Yield Curve and Inflation Rates - 30Jun17 - SAM CPR RiskFree rates;;;
!2;TIME;RFR_PC;RY_PC
*;0;5.247465058;-0.399259472
*;1;6.598571225;-0.399383967
*;2;7.976075334;-0.399510471
*;3;7.377859613;-0.077828051
*;4;7.401346085;0.141144826
*;5;7.63427249;0.321454881
*;6;6.44937678;0.507858594
*;7;5.988517039;0.688335179
*;8;5.754741254;0.865877523
*;9;7.268714464;1.043501407
*;10;7.706281786;1.227222349
*;11;7.882796119;1.417059305
*;12;7.714212921;1.600950751
*;13;7.78068208;1.78794184
*;14;7.889856528;1.968983103
*;15;8.000877484;2.153119625
*;16;8.113748658;2.340362124
*;17;8.221185227;2.648500904
*;18;8.334111961;2.89452904
*;19;8.447069756;3.101464103
*;20;8.550943091;3.291798396
*;21;8.662131621;3.495579687
*;22;8.778820404;3.709494667
*;23;8.88642051;3.90679391
*;24;8.997693824;4.110870854
*;25;9.112646818;4.321748146
*;26;9.223978054;4.526026629
*;27;9.337163313;4.733754401
*;28;9.446725396;4.934878334
*;29;9.55814005;5.139446246
*;30;9.673237898;5.350826146
*;31;9.781055358;2.734045538
*;32;9.888897514;2.761622669
*;33;10.00042363;2.790136619
*;34;10.11014833;2.818185032
*;35;10.22172908;2.846702855
*;36;10.33516767;2.875690214
*;37;10.44497467;2.903744464
*;38;10.55663806;2.932268154
*;39;10.67199253;2.961729178
*;40;10.78005007;2.989321592
*;41;10.89179586;3.017851144
*;42;11.0072363;3.047318288
*;43;11.11354053;3.074448605
*;44;11.22353523;3.102516223
*;45;11.33722577;3.131521521
*;46;11.44544125;3.159125203
*;47;11.5573511;3.187666468
*;48;11.67295985;3.217145637
*;49;11.78676179;3.246158907
*;50;11.89875601;3.274706213
*;51;12.00894067;3.302787426
*;52;12.12098857;3.331338586
*;53;12.25627;3.36035982
*;54;12.41301644;3.388446842
*;55;12.52008997;3.415131252
*;56;12.6347034;3.443690047
*;57;12.75310635;3.473187383
*;58;12.86777826;3.501750218
*;59;12.9824789;3.530315041
*;60;13.09532649;3.558413478
*;61;13.21196383;3.587450482
*;62;13.32863125;3.61648957
*;63;13.43968022;3.644125398
*;64;13.55452024;3.672699889
*;65;13.67315597;3.702213364
*;66;13.78993755;3.731260387
*;67;13.90298002;3.759372359
*;68;14.01604861;3.787486153
*;69;14.12726026;6.477984935
*;70;14.24226735;6.582867674
*;71;14.36107642;6.69121709
*;72;14.47614115;6.796151259
*;73;14.59312096;6.902831332
*;74;14.70635505;7.00609494
*;75;14.82150273;7.111103127
*;76;14.93856773;7.217859221
*;77;15.04999466;7.319473223
*;78;15.16711406;7.426277867
*;79;15.2823745;7.531386668
*;80;15.3901005;7.629624184
*;81;15.50541245;5.169366507
*;82;15.62453507;4.738930572
*;83;15.73801273;4.769464744
*;84;15.85340779;4.800509977
*;85;15.97261615;4.832575548
*;86;16.08428275;4.862607441
*;87;16.19975973;4.893659445
*;88;16.31905359;4.925732085
*;89;16.43458722;4.956788775
*;90;16.55204311;4.988356933
*;91;13.92218229;5.018399828
*;92;13.97441918;5.047426263
*;93;14.03032819;5.078491793
*;94;14.08807753;5.11057832
*;95;14.14216684;5.140629833
*;96;14.1980958;5.171702116
*;97;14.25586599;5.203795693
*;98;14.31180876;5.234872649
*;99;14.36867553;5.2664614
*;100;14.42371457;5.297033419
*;101;14.47967725;5.328117118
*;102;14.53748201;5.360222404
*;103;14.59162318;5.39029148
*;104;13.98490053;5.420362557
*;105;14.02827689;5.451455289
*;106;14.07094606;5.482040487
*;107;14.11433037;5.513137655
*;108;14.15843006;5.544746943
*;109;14.20111122;5.575338831
*;110;14.24450756;5.606442724
*;111;14.28933111;5.63856886
*;112;14.33131269;5.668657456
*;113;14.37472106;5.699768067
*;114;14.41955717;5.731901218
*;115;14.46083863;5.761486222
*;116;14.50425902;5.792603547
*;117;13.83405852;5.824743628
*;118;13.86534452;5.855865599
*;119;13.89663266;5.886989855
*;120;13.92740993;5.917606051
*;121;13.95921522;5.949245031
*;122;13.99102276;5.980886407
*;123;14.02129324;6.010998884
*;124;14.05259184;6.042134254
*;125;14.08491891;6.074292889
*;126;14.11673503;6.105943386
*;127;14.14701374;6.136064613
*;128;14.17729432;4.628185073
*;129;14.20809024;4.635321879
*;130;14.23940142;4.64257775
*;131;14.27122815;4.649952704
*;132;14.30151688;4.656970924
*;133;14.33334775;4.664346123
*;134;14.36569437;4.671840418
*;135;14.39701619;4.679096921
*;136;14.42834015;4.686353552
*;137;14.45915263;4.212968571
*;138;14.4909943;4.066331487
*;139;14.52181098;4.064523826
*;140;14.55211592;4.0627463
*;141;14.58242293;4.060968782
*;142;14.61375922;4.059131017
*;143;14.64612528;4.057233006
*;144;14.6774659;4.055395257
*;145;14.70932248;4.05352739
*;146;14.74015352;4.051719785
*;147;14.77150041;4.049882061
*;148;14.80336341;4.048014218
*;149;14.83368666;4.046236763
*;150;14.86555378;4.044368937
*;151;14.89690919;4.042531246
*;152;9.713921079;4.04078394
*;153;9.6769928;4.038946264
*;154;9.63946243;4.037078471
*;155;9.603145904;4.035270937
*;156;9.566227138;4.033433286
*;157;9.528101373;4.031535392
*;158;9.492399428;4.029758008
*;159;9.455490184;4.02792038
