2 Yield Curve and Inflation Rates - 30Jun17 - SAM CPR RiskFree rates;;;
!2;TIME;RFR_PC;RY_PC
*;0;6.850242876;0.100046068
*;1;4.855365663;0.100037918
*;2;2.870364813;0.100029768
*;3;4.155776452;0.612893985
*;4;4.456453121;0.975730193
*;5;4.364275057;1.286034264
*;6;5.598641612;1.591641308
*;7;6.037802951;0.91490028
*;8;6.354775657;0.97097384
*;9;5.629006855;1.028006102
*;10;5.561383879;1.085996789
*;11;5.64611254;1.144946989
*;12;5.491346412;1.201052645
*;13;5.498272762;1.260019134
*;14;5.540736022;1.31994595
*;15;5.581855168;1.377978464
*;16;5.622978373;1.436019383
*;17;5.663431287;1.493116808
*;18;5.705236618;1.552125736
*;19;5.745697506;1.609239673
*;20;6.511380968;1.665409032
*;21;6.618220188;1.721586501
*;22;6.728707025;1.779675853
*;23;6.842847999;1.839678981
*;24;6.953393209;1.897785343
*;25;7.06577978;1.956852767
*;26;7.174569155;2.014023012
*;27;7.285198429;2.072153904
*;28;7.397671306;2.131246522
*;29;7.504728666;3.041659669
*;30;7.617256713;3.442131611
*;31;7.729815626;3.577956272
*;32;7.833322072;3.702864823
*;33;7.944117778;3.836577543
*;34;8.060394214;3.976914188
*;35;8.167614;4.106328392
*;36;8.27849391;4.240167996
*;37;8.393040403;4.378442756
*;38;8.503977847;4.512369004
*;39;8.616762659;4.648534
*;40;8.725937026;4.780348375
*;41;8.836957308;4.914399273
*;42;8.951647654;5.052890494
*;43;9.059083299;3.168901014
*;44;9.166543458;3.20992945
*;45;9.27767444;3.252353073
*;46;9.387010296;3.294085402
*;47;9.498195524;3.336517514
*;48;9.611231919;3.379649692
*;49;9.720649497;3.42139482
*;50;9.831916793;3.463839797
*;51;9.946861979;3.507681082
*;52;10.05453603;3.548743028
*;53;10.16588514;3.591200852
*;54;10.28091569;3.635055549
*;55;10.38684239;3.675433736
*;56;10.49644635;3.717208153
*;57;10.60973292;3.760379637
*;58;10.71756381;3.801466265
*;59;10.82907583;3.84394974
*;60;10.94427349;3.88783077
*;61;11.05767068;3.931019707
*;62;11.16926648;3.973516408
*;63;11.27905907;4.015320589
*;64;11.39070816;4.05782572
*;65;11.37512974;4.101032082
*;66;11.20651595;4.142848973
*;67;11.29958026;4.18257882
*;68;11.39919518;4.225100651
*;69;11.50210035;4.269021424
*;70;11.60175985;4.311552089
*;71;11.70144126;4.354087098
*;72;11.79950936;4.395928944
*;73;11.90086787;4.439169784
*;74;12.00224932;4.482415178
*;75;12.09874562;4.52357211
*;76;12.19853334;4.566128244
