2 Yield Curve and Inflation Rates - 30Jun17 - SAM CPR RiskFree rates;;;
!2;TIME;RFR_PC;RY_PC
*;611;13.9128287142146;3.489742837
*;612;13.9128287142146;3.489742838
*;613;13.9128287142146;3.489742839
*;614;13.9128287142146;3.489742840
*;615;13.9128287142146;3.489742841
*;616;13.9128287142146;3.489742842
*;617;13.9128287142146;3.489742843
*;618;13.9128287142146;3.489742844
*;619;13.9128287142146;3.489742845
*;620;13.9128287142146;3.489742846
*;621;13.9128287142146;3.489742847
*;622;13.9128287142146;3.489742848
*;623;13.9128287142146;3.489742849
*;624;13.9128287142146;3.489742850
*;625;13.9128287142146;3.489742851
*;626;13.9128287142146;3.489742852
*;627;13.9128287142146;3.489742853
*;628;13.9128287142146;3.489742854
*;629;13.9128287142146;3.489742855
*;630;13.9128287142146;3.489742856
*;631;13.9128287142146;3.489742857
*;632;13.9128287142146;3.489742858
*;633;13.9128287142146;3.489742859
*;634;13.9128287142146;3.489742860
*;635;13.9128287142146;3.489742861
*;636;13.9128287142146;3.489742862
*;637;13.9128287142146;3.489742863
*;638;13.9128287142146;3.489742864
*;639;13.9128287142146;3.489742865
*;640;13.9128287142146;3.489742866
*;641;13.9128287142146;3.489742867
*;642;13.9128287142146;3.489742868
*;643;13.9128287142146;3.489742869
*;644;13.9128287142146;3.489742870
*;645;13.9128287142146;3.489742871
*;646;13.9128287142146;3.489742872
*;647;13.9128287142146;3.489742873
*;648;13.9128287142146;3.489742874
*;649;13.9128287142146;3.489742875
*;650;13.9128287142146;3.489742876
*;651;13.9128287142146;3.489742877
*;652;13.9128287142146;3.489742878
*;653;13.9128287142146;3.489742879
*;654;13.9128287142146;3.489742880
*;655;13.9128287142146;3.489742881
*;656;13.9128287142146;3.489742882
*;657;13.9128287142146;3.489742883
*;658;13.9128287142146;3.489742884
*;659;13.9128287142146;3.489742885
*;660;13.9128287142146;3.489742886
*;661;13.9128287142146;3.489742887
*;662;13.9128287142146;3.489742888
*;663;13.9128287142146;3.489742889
*;664;13.9128287142146;3.489742890
*;665;13.9128287142146;3.489742891
*;666;13.9128287142146;3.489742892
*;667;13.9128287142146;3.489742893
*;668;13.9128287142146;3.489742894
*;669;13.9128287142146;3.489742895
*;670;13.9128287142146;3.489742896
*;671;13.9128287142146;3.489742897
*;672;13.9128287142146;3.489742898
*;673;13.9128287142146;3.489742899
*;674;13.9128287142146;3.489742900
*;675;13.9128287142146;3.489742901
*;676;13.9128287142146;3.489742902
*;677;13.9128287142146;3.489742903
*;678;13.9128287142146;3.489742904
*;679;13.9128287142146;3.489742905
*;680;13.9128287142146;3.489742906
*;681;13.9128287142146;3.489742907
*;682;13.9128287142146;3.489742908
*;683;13.9128287142146;3.489742909
*;684;13.9128287142146;3.489742910
*;685;13.9128287142146;3.489742911
*;686;13.9128287142146;3.489742912
*;687;13.9128287142146;3.489742913
*;688;13.9128287142146;3.489742914
*;689;13.9128287142146;3.489742915
*;690;13.9128287142146;3.489742916
*;691;13.9128287142146;3.489742917
*;692;13.9128287142146;3.489742918
*;693;13.9128287142146;3.489742919
*;694;13.9128287142146;3.489742920
*;695;13.9128287142146;3.489742921
*;696;13.9128287142146;3.489742922
*;697;13.9128287142146;3.489742923
*;698;13.9128287142146;3.489742924
*;699;13.9128287142146;3.489742925
*;700;13.9128287142146;3.489742926
*;701;13.9128287142146;3.489742927
*;702;13.9128287142146;3.489742928
*;703;13.9128287142146;3.489742929
*;704;13.9128287142146;3.489742930
*;705;13.9128287142146;3.489742931
*;706;13.9128287142146;3.489742932
*;707;13.9128287142146;3.489742933
*;708;13.9128287142146;3.489742934
*;709;13.9128287142146;3.489742935
*;710;13.9128287142146;3.489742936
*;711;13.9128287142146;3.489742937
*;712;13.9128287142146;3.489742938
*;713;13.9128287142146;3.489742939
*;714;13.9128287142146;3.489742940
*;715;13.9128287142146;3.489742941
*;716;13.9128287142146;3.489742942
*;717;13.9128287142146;3.489742943
*;718;13.9128287142146;3.489742944
*;719;13.9128287142146;3.489742945
*;720;13.9128287142146;3.489742946
*;721;13.9128287142146;3.489742947
*;722;13.9128287142146;3.489742948
*;723;13.9128287142146;3.489742949
*;724;13.9128287142146;3.489742950
*;725;13.9128287142146;3.489742951
*;726;13.9128287142146;3.489742952
*;727;13.9128287142146;3.489742953
*;728;13.9128287142146;3.489742954
*;729;13.9128287142146;3.489742955
*;730;13.9128287142146;3.489742956
*;731;13.9128287142146;3.489742957
*;732;13.9128287142146;3.489742958
*;733;13.9128287142146;3.489742959
*;734;13.9128287142146;3.489742960
*;735;13.9128287142146;3.489742961
*;736;13.9128287142146;3.489742962
*;737;13.9128287142146;3.489742963
*;738;13.9128287142146;3.489742964
*;739;13.9128287142146;3.489742965
*;740;13.9128287142146;3.489742966
*;741;13.9128287142146;3.489742967
*;742;13.9128287142146;3.489742968
*;743;13.9128287142146;3.489742969
*;744;13.9128287142146;3.489742970
*;745;13.9128287142146;3.489742971
*;746;13.9128287142146;3.489742972
*;747;13.9128287142146;3.489742973
*;748;13.9128287142146;3.489742974
*;749;13.9128287142146;3.489742975
*;750;13.9128287142146;3.489742976
*;751;13.9128287142146;3.489742977
*;752;13.9128287142146;3.489742978
*;753;13.9128287142146;3.489742979
*;754;13.9128287142146;3.489742980
*;755;13.9128287142146;3.489742981
*;756;13.9128287142146;3.489742982
*;757;13.9128287142146;3.489742983
