!2;TIME;RFR_PC;RY_PC
*;866;10.06723519;3.758400705
*;867;10.06299759;3.755965809
*;868;10.05876016;3.753530971
*;869;10.0545229;3.75109619
*;870;10.0502858;3.748661466
*;871;10.04604886;3.746226799
*;872;10.04181208;3.74379219
*;873;10.03757547;3.741357637
*;874;10.03333902;3.738923142
*;875;10.02910273;3.736488704
*;876;10.0248666;3.734054322
*;877;10.02063064;3.731619998
*;878;10.01639485;3.729185732
*;879;10.01215921;3.726751522
*;880;10.00792374;3.724317369
*;881;10.00368843;3.721883274
*;882;9.999453285;3.719449235
*;883;9.995218302;3.717015254
*;884;9.990983483;3.71458133
*;885;9.986748826;3.712147463
*;886;9.982514333;3.709713653
*;887;9.978280003;3.7072799
*;888;9.974045835;3.704846204
*;889;9.969811831;3.702412566
*;890;9.965577989;3.699978984
*;891;9.961344311;3.69754546
*;892;9.957110796;3.695111993
*;893;9.952877443;3.692678583
*;894;9.948644254;3.69024523
*;895;9.944411228;3.687811934
*;896;9.940178364;3.685378695
*;897;9.935945664;3.682945513
*;898;9.931713126;3.680512388
*;899;9.927480752;3.678079321
*;900;9.92324854;3.67564631
*;901;9.919016491;3.673213357
*;902;9.914784606;3.670780461
*;903;9.910552883;3.668347622
*;904;9.906321323;3.66591484
*;905;9.902089926;3.663482115
*;906;9.897858692;3.661049447
*;907;9.893627621;3.658616836
*;908;9.889396712;3.656184282
*;909;9.885165967;3.653751786
*;910;9.880935385;3.651319346
*;911;9.876704965;3.648886964
*;912;9.872474708;3.646454638
*;913;9.868244614;3.64402237
*;914;9.864014683;3.641590159
*;915;9.859784915;3.639158005
*;916;9.85555531;3.636725907
*;917;9.851325867;3.634293867
*;918;9.847096588;3.631861885
*;919;9.842867471;3.629429959
*;920;9.838638517;3.62699809
*;921;9.834409726;3.624566278
*;922;9.830181097;3.622134523
*;923;9.825952632;3.619702826
*;924;9.821724329;3.617271185
*;925;9.817496189;3.614839602
*;926;9.813268212;3.612408076
*;927;9.809040397;3.609976606
*;928;9.804812746;3.607545194
*;929;9.800585257;3.605113839
*;930;9.796357931;3.602682541
*;931;9.792130767;3.600251299
*;932;9.787903767;3.597820115
*;933;9.783676929;3.595388988
*;934;9.779450254;3.592957918
*;935;9.775223741;3.590526906
*;936;9.770997392;3.58809595
*;937;9.766771205;3.585665051
*;938;9.76254518;3.583234209
*;939;9.758319319;3.580803424
*;940;9.75409362;3.578372697
*;941;9.749868084;3.575942026
*;942;9.74564271;3.573511413
*;943;9.741417499;3.571080856
*;944;9.737192451;3.568650356
*;945;9.732967566;3.566219914
*;946;9.728742843;3.563789529
*;947;9.724518283;3.5613592
*;948;9.720293885;3.558928929
*;949;9.71606965;3.556498714
*;950;9.711845578;3.554068557
*;951;9.707621668;3.551638457
*;952;9.703397921;3.549208414
*;953;9.699174337;3.546778427
*;954;9.694950915;3.544348498
*;955;9.690727656;3.541918626
*;956;9.686504559;3.539488811
*;957;9.682281625;3.537059053
*;958;9.678058854;3.534629352
*;959;9.673836245;3.532199707
*;960;9.669613799;3.52977012
*;961;9.665391515;3.52734059
*;962;9.661169394;3.524911117
*;963;9.656947435;3.522481701
*;964;9.652725639;3.520052342
*;965;9.648504006;3.51762304
*;966;9.644282535;3.515193795
*;967;9.640061226;3.512764607
*;968;9.63584008;3.510335476
*;969;9.631619097;3.507906402
*;970;9.627398276;3.505477385
*;971;9.623177617;3.503048425
*;972;9.618957121;3.500619522
*;973;9.614736788;3.498190676
*;974;9.610516617;3.495761887
*;975;9.606296609;3.493333155
*;976;9.602076763;3.49090448
*;977;9.597857079;3.488475862
*;978;9.593637558;3.486047301
*;979;9.589418199;3.483618797
*;980;9.585199003;3.48119035
*;981;9.580979969;3.47876196
*;982;9.576761098;3.476333627
*;983;9.572542389;3.473905351
*;984;9.568323843;3.471477132
*;985;9.564105459;3.46904897
*;986;9.559887237;3.466620864
*;987;9.555669178;3.464192816
*;988;9.551451281;3.461764825
*;989;9.547233546;3.459336891
*;990;9.543015974;3.456909014
*;991;9.538798565;3.454481193
*;992;9.534581317;3.45205343
*;993;9.530364232;3.449625724
*;994;9.52614731;3.447198075
*;995;9.521930549;3.444770482
*;996;9.517713952;3.442342947
*;997;9.513497516;3.439915468
*;998;9.509281243;3.437488047
*;999;9.505065132;3.435060682
*;1000;9.500849183;3.432633375
*;1001;9.496633397;3.430206124
*;1002;9.492417773;3.427778931
*;1003;9.488202311;3.425351794
*;1004;9.483987012;3.422924714
*;1005;9.479771875;3.420497692
*;1006;9.4755569;3.418070726
*;1007;9.471342087;3.415643817
*;1008;9.467127437;3.413216965
*;1009;9.462912949;3.41079017
*;1010;9.458698624;3.408363432
*;1011;9.45448446;3.405936751
*;1012;9.450270459;3.403510127
*;1013;9.44605662;3.40108356
*;1014;9.441842943;3.39865705
*;1015;9.437629428;3.396230597
*;1016;9.433416076;3.3938042
*;1017;9.429202886;3.391377861
*;1018;9.424989858;3.388951578
*;1019;9.420776992;3.386525353
*;1020;9.416564289;3.384099184
*;1021;9.412351748;3.381673073
*;1022;9.408139369;3.379247018
*;1023;9.403927152;3.37682102
*;1024;9.399715097;3.37439508
*;1025;9.395503204;3.371969196
*;1026;9.391291474;3.369543369
*;1027;9.387079905;3.367117599
*;1028;9.382868499;3.364691886
*;1029;9.378657255;3.362266229
*;1030;9.374446173;3.35984063
*;1031;9.370235254;3.357415088
*;1032;9.366024496;3.354989602
*;1033;9.3618139;3.352564174
*;1034;9.357603467;3.350138802
*;1035;9.353393196;3.347713488
*;1036;9.349183087;3.34528823
*;1037;9.344973139;3.342863029
*;1038;9.340763354;3.340437885
*;1039;9.336553731;3.338012798
*;1040;9.33234427;3.335587768
*;1041;9.328134972;3.333162795
*;1042;9.323925835;3.330737878
*;1043;9.31971686;3.328313019
*;1044;9.315508047;3.325888217
*;1045;9.311299397;3.323463471
*;1046;9.307090908;3.321038782
*;1047;9.302882582;3.31861415
*;1048;9.298674417;3.316189576
*;1049;9.294466415;3.313765058
*;1050;9.290258574;3.311340597
*;1051;9.286050895;3.308916192
*;1052;9.281843379;3.306491845
*;1053;9.277636024;3.304067555
*;1054;9.273428832;3.301643321
*;1055;9.269221801;3.299219144
*;1056;9.265014933;3.296795025
*;1057;9.260808226;3.294370962
*;1058;9.256601681;3.291946956
*;1059;9.252395299;3.289523007
*;1060;9.248189078;3.287099115
*;1061;9.243983019;3.284675279
*;1062;9.239777122;3.282251501
*;1063;9.235571387;3.279827779
*;1064;9.231365814;3.277404115
*;1065;9.227160403;3.274980507
*;1066;9.222955153;3.272556956
*;1067;9.218750066;3.270133462
*;1068;9.214545141;3.267710025
*;1069;9.210340377;3.265286644
*;1070;9.206135775;3.262863321
*;1071;9.201931336;3.260440054
*;1072;9.197727058;3.258016845
*;1073;9.193522942;3.255593692
*;1074;9.189318987;3.253170596
*;1075;9.185115195;3.250747557
*;1076;9.180911565;3.248324574
*;1077;9.176708096;3.245901649
*;1078;9.172504789;3.24347878
*;1079;9.168301644;3.241055969
*;1080;9.164098661;3.238633214
*;1081;9.159895839;3.236210516
*;1082;9.15569318;3.233787875
*;1083;9.151490682;3.231365291
*;1084;9.147288346;3.228942763
*;1085;9.143086172;3.226520293
*;1086;9.13888416;3.224097879
*;1087;9.134682309;3.221675522
*;1088;9.13048062;3.219253222
*;1089;9.126279093;3.216830979
*;1090;9.122077728;3.214408792
*;1091;9.117876524;3.211986663
*;1092;9.113675482;3.20956459
*;1093;9.109474602;3.207142574
*;1094;9.105273884;3.204720615
*;1095;9.101073327;3.202298713
*;1096;9.096872932;3.199876868
*;1097;9.092672699;3.19745508
*;1098;9.088472628;3.195033348
*;1099;9.084272718;3.192611673
*;1100;9.08007297;3.190190055
*;1101;9.075873384;3.187768494
*;1102;9.071673959;3.18534699
*;1103;9.067474696;3.182925542
*;1104;9.063275595;3.180504151
*;1105;9.059076655;3.178082818
*;1106;9.054877877;3.17566154
*;1107;9.05067926;3.17324032
*;1108;9.046480806;3.170819157
*;1109;9.042282513;3.16839805
*;1110;9.038084381;3.165977001
*;1111;9.033886411;3.163556008
*;1112;9.029688603;3.161135071
*;1113;9.025490957;3.158714192
*;1114;9.021293472;3.15629337
*;1115;9.017096148;3.153872604
*;1116;9.012898986;3.151451895
*;1117;9.008701986;3.149031243
*;1118;9.004505148;3.146610648
*;1119;9.000308471;3.144190109
*;1120;8.996111955;3.141769627
*;1121;8.991915601;3.139349203
*;1122;8.987719409;3.136928834
*;1123;8.983523378;3.134508523
*;1124;8.979327509;3.132088269
*;1125;8.975131801;3.129668071
*;1126;8.970936255;3.12724793
*;1127;8.966740871;3.124827846
*;1128;8.962545648;3.122407819
*;1129;8.958350586;3.119987848
*;1130;8.954155686;3.117567935
*;1131;8.949960947;3.115148078
*;1132;8.94576637;3.112728277
*;1133;8.941571955;3.110308534
*;1134;8.937377701;3.107888847
*;1135;8.933183608;3.105469218
*;1136;8.928989677;3.103049645
*;1137;8.924795907;3.100630128
*;1138;8.920602299;3.098210669
*;1139;8.916408852;3.095791266
*;1140;8.912215567;3.09337192
*;1141;8.908022443;3.090952631
*;1142;8.903829481;3.088533399
*;1143;8.89963668;3.086114223
*;1144;8.89544404;3.083695105
*;1145;8.891251562;3.081276042
*;1146;8.887059245;3.078857037
*;1147;8.88286709;3.076438089
*;1148;8.878675096;3.074019197
*;1149;8.874483263;3.071600362
*;1150;8.870291592;3.069181584
*;1151;8.866100082;3.066762862
*;1152;8.861908734;3.064344198
*;1153;8.857717547;3.06192559
*;1154;8.853526521;3.059507038
*;1155;8.849335657;3.057088544
*;1156;8.845144954;3.054670106
*;1157;8.840954412;3.052251725
*;1158;8.836764032;3.049833401
*;1159;8.832573813;3.047415134
*;1160;8.828383755;3.044996923
*;1161;8.824193859;3.042578769
*;1162;8.820004124;3.040160672
*;1163;8.81581455;3.037742632
*;1164;8.811625138;3.035324648
*;1165;8.807435887;3.032906721
*;1166;8.803246797;3.030488851
*;1167;8.799057868;3.028071037
*;1168;8.794869101;3.025653281
*;1169;8.790680495;3.023235581
*;1170;8.78649205;3.020817938
*;1171;8.782303767;3.018400351
*;1172;8.778115644;3.015982821
*;1173;8.773927683;3.013565348
*;1174;8.769739884;3.011147932
*;1175;8.765552245;3.008730572
*;1176;8.761364768;3.006313269
*;1177;8.757177452;3.003896023
*;1178;8.752990297;3.001478834
*;1179;8.748803303;2.999061701
*;1180;8.744616471;2.996644625
*;1181;8.740429799;2.994227606
*;1182;8.736243289;2.991810644
*;1183;8.73205694;2.989393738
*;1184;8.727870752;2.986976889
*;1185;8.723684726;2.984560096
*;1186;8.71949886;2.982143361
*;1187;8.715313156;2.979726682
*;1188;8.711127613;2.977310059
*;1189;8.706942231;2.974893494
*;1190;8.70275701;2.972476985
*;1191;8.698571951;2.970060533
*;1192;8.694387052;2.967644138
*;1193;8.690202315;2.965227799
*;1194;8.686017738;2.962811517
*;1195;8.681833323;2.960395292
*;1196;8.677649069;2.957979123
*;1197;8.673464976;2.955563011
*;1198;8.669281044;2.953146956
*;1199;8.665097273;2.950730958
*;1200;8.660913663;2.948315016
*;1201;8.656730214;2.945899131
*;1202;8.652546927;2.943483302
*;1203;8.6483638;2.941067531
*;1204;8.644180835;2.938651816
*;1205;8.63999803;2.936236157
*;1206;8.635815387;2.933820556
*;1207;8.631632904;2.931405011
*;1208;8.627450583;2.928989523
*;1209;8.623268422;2.926574091
*;1210;8.619086423;2.924158716
*;1211;8.614904584;2.921743398
*;1212;8.610722907;2.919328136
*;1213;8.606541391;2.916912932
*;1214;8.602360035;2.914497783
*;1215;8.598178841;2.912082692
*;1216;8.593997807;2.909667657
*;1217;8.589816935;2.907252679
*;1218;8.585636223;2.904837757
*;1219;8.581455673;2.902422893
*;1220;8.577275283;2.900008084
*;1221;8.573095055;2.897593333
*;1222;8.568914987;2.895178638
*;1223;8.56473508;2.892764
*;1224;8.560555334;2.890349419
*;1225;8.556375749;2.887934894
*;1226;8.552196325;2.885520426
*;1227;8.548017062;2.883106014
*;1228;8.54383796;2.880691659
*;1229;8.539659019;2.878277361
*;1230;8.535480238;2.87586312
*;1231;8.531301619;2.873448935
*;1232;8.52712316;2.871034807
*;1233;8.522944862;2.868620735
*;1234;8.518766725;2.86620672
*;1235;8.514588749;2.863792762
*;1236;8.510410934;2.86137886
*;1237;8.50623328;2.858965015
*;1238;8.502055786;2.856551227
*;1239;8.497878453;2.854137495
*;1240;8.493701282;2.85172382
*;1241;8.489524271;2.849310202
*;1242;8.48534742;2.84689664
*;1243;8.481170731;2.844483135
*;1244;8.476994202;2.842069687
*;1245;8.472817834;2.839656295
*;1246;8.468641627;2.83724296
*;1247;8.464465581;2.834829681
*;1248;8.460289696;2.832416459
*;1249;8.456113971;2.830003294
*;1250;8.451938407;2.827590185
*;1251;8.447763004;2.825177133
*;1252;8.443587761;2.822764138
*;1253;8.43941268;2.820351199
*;1254;8.435237759;2.817938317
*;1255;8.431062999;2.815525491
*;1256;8.426888399;2.813112722
*;1257;8.42271396;2.81070001
*;1258;8.418539682;2.808287354
*;1259;8.414365565;2.805874755
*;1260;8.410191608;2.803462213
*;1261;8.406017812;2.801049727
*;1262;8.401844177;2.798637298
*;1263;8.397670703;2.796224925
*;1264;8.393497389;2.793812609
*;1265;8.389324236;2.79140035
*;1266;8.385151243;2.788988147
*;1267;8.380978411;2.786576001
*;1268;8.37680574;2.784163911
*;1269;8.372633229;2.781751878
*;1270;8.368460879;2.779339902
*;1271;8.36428869;2.776927982
*;1272;8.360116662;2.774516119
*;1273;8.355944793;2.772104313
*;1274;8.351773086;2.769692563
*;1275;8.347601539;2.767280869
*;1276;8.343430153;2.764869233
*;1277;8.339258927;2.762457652
*;1278;8.335087862;2.760046129
*;1279;8.330916958;2.757634662
*;1280;8.326746214;2.755223251
*;1281;8.322575631;2.752811898
*;1282;8.318405208;2.7504006
*;1283;8.314234946;2.74798936
*;1284;8.310064844;2.745578176
*;1285;8.305894903;2.743167048
*;1286;8.301725123;2.740755977
*;1287;8.297555503;2.738344963
*;1288;8.293386043;2.735934005
*;1289;8.289216745;2.733523104
*;1290;8.285047606;2.73111226
*;1291;8.280878628;2.728701472
*;1292;8.276709811;2.72629074
*;1293;8.272541154;2.723880065
*;1294;8.268372658;2.721469447
*;1295;8.264204322;2.719058885
*;1296;8.260036146;2.71664838
*;1297;8.255868131;2.714237932
*;1298;8.251700277;2.71182754
*;1299;8.247532583;2.709417204
*;1300;8.243365049;2.707006925
*;1301;8.239197676;2.704596703
*;1302;8.235030464;2.702186537
*;1303;8.230863411;2.699776428
*;1304;8.22669652;2.697366375
*;1305;8.222529788;2.694956379
*;1306;8.218363217;2.69254644
*;1307;8.214196807;2.690136557
*;1308;8.210030557;2.68772673
*;1309;8.205864467;2.685316961
*;1310;8.201698538;2.682907247
*;1311;8.197532769;2.680497591
*;1312;8.19336716;2.67808799
*;1313;8.189201712;2.675678447
*;1314;8.185036424;2.67326896
*;1315;8.180871297;2.670859529
*;1316;8.17670633;2.668450155
*;1317;8.172541523;2.666040837
*;1318;8.168376877;2.663631576
*;1319;8.16421239;2.661222372
*;1320;8.160048065;2.658813224
*;1321;8.155883899;2.656404133
*;1322;8.151719894;2.653995098
*;1323;8.14755605;2.65158612
*;1324;8.143392365;2.649177198
*;1325;8.139228841;2.646768333
*;1326;8.135065477;2.644359524
*;1327;8.130902274;2.641950772
*;1328;8.12673923;2.639542076
*;1329;8.122576347;2.637133437
*;1330;8.118413625;2.634724854
*;1331;8.114251062;2.632316328
*;1332;8.11008866;2.629907859
*;1333;8.105926418;2.627499446
*;1334;8.101764336;2.625091089
*;1335;8.097602415;2.622682789
*;1336;8.093440653;2.620274546
*;1337;8.089279052;2.617866359
*;1338;8.085117612;2.615458228
*;1339;8.080956331;2.613050154
*;1340;8.076795211;2.610642137
*;1341;8.072634251;2.608234176
*;1342;8.068473451;2.605826272
*;1343;8.064312811;2.603418424
*;1344;8.060152331;2.601010632
*;1345;8.055992012;2.598602897
*;1346;8.051831853;2.596195219
*;1347;8.047671854;2.593787597
*;1348;8.043512015;2.591380032
*;1349;8.039352336;2.588972523
*;1350;8.035192817;2.58656507
*;1351;8.031033459;2.584157675
*;1352;8.026874261;2.581750335
*;1353;8.022715222;2.579343052
*;1354;8.018556344;2.576935826
*;1355;8.014397626;2.574528656
*;1356;8.010239068;2.572121542
*;1357;8.006080671;2.569714485
*;1358;8.001922433;2.567307485
*;1359;7.997764356;2.564900541
*;1360;7.993606438;2.562493653
*;1361;7.989448681;2.560086822
*;1362;7.985291083;2.557680048
*;1363;7.981133646;2.55527333
*;1364;7.976976369;2.552866668
*;1365;7.972819252;2.550460063
*;1366;7.968662295;2.548053514
*;1367;7.964505498;2.545647022
*;1368;7.960348861;2.543240587
*;1369;7.956192384;2.540834207
*;1370;7.952036067;2.538427885
*;1371;7.94787991;2.536021618
*;1372;7.943723913;2.533615409
*;1373;7.939568076;2.531209255
*;1374;7.935412399;2.528803158
*;1375;7.931256882;2.526397118
*;1376;7.927101525;2.523991134
*;1377;7.922946328;2.521585207
*;1378;7.918791291;2.519179335
*;1379;7.914636414;2.516773521
*;1380;7.910481697;2.514367763
*;1381;7.90632714;2.511962061
*;1382;7.902172743;2.509556416
*;1383;7.898018506;2.507150827
*;1384;7.893864429;2.504745295
*;1385;7.889710511;2.502339819
*;1386;7.885556754;2.4999344
*;1387;7.881403157;2.497529037
*;1388;7.877249719;2.49512373
*;1389;7.873096441;2.49271848
*;1390;7.868943324;2.490313287
*;1391;7.864790366;2.487908149
*;1392;7.860637568;2.485503069
*;1393;7.85648493;2.483098044
*;1394;7.852332452;2.480693076
*;1395;7.848180133;2.478288165
*;1396;7.844027975;2.47588331
*;1397;7.839875976;2.473478512
*;1398;7.835724137;2.471073769
*;1399;7.831572459;2.468669084
*;1400;7.827420939;2.466264455
*;1401;7.82326958;2.463859882
*;1402;7.819118381;2.461455365
*;1403;7.814967341;2.459050905
*;1404;7.810816461;2.456646502
*;1405;7.806665741;2.454242155
*;1406;7.802515181;2.451837864
*;1407;7.798364781;2.44943363
*;1408;7.79421454;2.447029452
*;1409;7.79006446;2.44462533
*;1410;7.785914539;2.442221265
*;1411;7.781764777;2.439817257
*;1412;7.777615176;2.437413305
*;1413;7.773465734;2.435009409
*;1414;7.769316452;2.43260557
*;1415;7.76516733;2.430201787
*;1416;7.761018368;2.42779806
*;1417;7.756869565;2.42539439
*;1418;7.752720922;2.422990776
*;1419;7.748572438;2.420587219
*;1420;7.744424115;2.418183718
*;1421;7.740275951;2.415780273
*;1422;7.736127947;2.413376885
*;1423;7.731980102;2.410973554
*;1424;7.727832418;2.408570278
*;1425;7.723684893;2.406167059
*;1426;7.719537527;2.403763897
*;1427;7.715390322;2.401360791
*;1428;7.711243275;2.398957741
*;1429;7.707096389;2.396554748
*;1430;7.702949662;2.394151811
*;1431;7.698803095;2.39174893
*;1432;7.694656688;2.389346106
*;1433;7.69051044;2.386943338
*;1434;7.686364352;2.384540627
*;1435;7.682218423;2.382137972
*;1436;7.678072654;2.379735373
*;1437;7.673927045;2.377332831
*;1438;7.669781595;2.374930345
*;1439;7.665636305;2.372527916
*;1440;7.661491175;2.370125543
*;1441;7.657346204;2.367723226
*;1442;7.653201392;2.365320966
*;1443;7.649056741;2.362918762
*;1444;7.644912248;2.360516614
*;1445;7.640767916;2.358114523
*;1446;7.636623743;2.355712488
*;1447;7.632479729;2.353310509
*;1448;7.628335875;2.350908587
*;1449;7.624192181;2.348506721
*;1450;7.620048646;2.346104912
*;1451;7.61590527;2.343703159
*;1452;7.611762054;2.341301462
*;1453;7.607618998;2.338899822
*;1454;7.603476101;2.336498238
*;1455;7.599333364;2.33409671
*;1456;7.595190786;2.331695239
*;1457;7.591048368;2.329293824
*;1458;7.586906109;2.326892466
*;1459;7.582764009;2.324491164
*;1460;7.578622069;2.322089918
*;1461;7.574480289;2.319688728
*;1462;7.570338668;2.317287595
*;1463;7.566197206;2.314886518
*;1464;7.562055904;2.312485498
*;1465;7.557914762;2.310084534
*;1466;7.553773778;2.307683626
*;1467;7.549632955;2.305282775
*;1468;7.54549229;2.30288198
*;1469;7.541351785;2.300481241
*;1470;7.53721144;2.298080559
*;1471;7.533071253;2.295679933
*;1472;7.528931227;2.293279363
*;1473;7.524791359;2.290878849
*;1474;7.520651651;2.288478392
*;1475;7.516512103;2.286077992
*;1476;7.512372713;2.283677647
*;1477;7.508233484;2.281277359
*;1478;7.504094413;2.278877127
*;1479;7.499955502;2.276476952
*;1480;7.49581675;2.274076833
*;1481;7.491678158;2.27167677
*;1482;7.487539725;2.269276764
*;1483;7.483401451;2.266876814
*;1484;7.479263336;2.26447692
*;1485;7.475125381;2.262077082
*;1486;7.470987585;2.259677301
*;1487;7.466849949;2.257277576
*;1488;7.462712471;2.254877908
*;1489;7.458575154;2.252478296
*;1490;7.454437995;2.25007874
*;1491;7.450300995;2.24767924
*;1492;7.446164155;2.245279797
*;1493;7.442027475;2.24288041
*;1494;7.437890953;2.240481079
*;1495;7.433754591;2.238081805
*;1496;7.429618388;2.235682587
*;1497;7.425482344;2.233283425
*;1498;7.421346459;2.23088432
*;1499;7.417210734;2.22848527
*;1500;7.413075168;2.226086278
*;1501;7.408939761;2.223687341
*;1502;7.404804513;2.221288461
*;1503;7.400669425;2.218889637
*;1504;7.396534495;2.216490869
*;1505;7.392399725;2.214092158
*;1506;7.388265114;2.211693503
*;1507;7.384130663;2.209294904
*;1508;7.37999637;2.206896361
*;1509;7.375862237;2.204497875
*;1510;7.371728262;2.202099445
*;1511;7.367594447;2.199701071
*;1512;7.363460791;2.197302754
*;1513;7.359327295;2.194904493
*;1514;7.355193957;2.192506288
*;1515;7.351060779;2.19010814
*;1516;7.346927759;2.187710047
*;1517;7.342794899;2.185312011
*;1518;7.338662198;2.182914032
*;1519;7.334529656;2.180516108
*;1520;7.330397273;2.178118241
*;1521;7.326265049;2.17572043
*;1522;7.322132984;2.173322675
*;1523;7.318001079;2.170924977
*;1524;7.313869332;2.168527335
*;1525;7.309737745;2.166129749
*;1526;7.305606316;2.16373222
*;1527;7.301475047;2.161334746
*;1528;7.297343937;2.158937329
*;1529;7.293212985;2.156539969
*;1530;7.289082193;2.154142664
*;1531;7.28495156;2.151745416
*;1532;7.280821086;2.149348224
*;1533;7.276690771;2.146951088
*;1534;7.272560615;2.144554008
*;1535;7.268430618;2.142156985
*;1536;7.26430078;2.139760018
*;1537;7.2601711;2.137363107
*;1538;7.25604158;2.134966253
*;1539;7.251912219;2.132569455
*;1540;7.247783017;2.130172713
*;1541;7.243653974;2.127776027
*;1542;7.23952509;2.125379397
*;1543;7.235396364;2.122982824
*;1544;7.231267798;2.120586307
*;1545;7.227139391;2.118189846
*;1546;7.223011143;2.115793442
*;1547;7.218883053;2.113397093
*;1548;7.214755123;2.111000801
*;1549;7.210627351;2.108604565
*;1550;7.206499738;2.106208386
*;1551;7.202372285;2.103812262
*;1552;7.19824499;2.101416195
*;1553;7.194117854;2.099020184
*;1554;7.189990877;2.09662423
*;1555;7.185864059;2.094228331
*;1556;7.181737399;2.091832489
*;1557;7.177610899;2.089436703
*;1558;7.173484557;2.087040973
*;1559;7.169358375;2.084645299
*;1560;7.165232351;2.082249682
*;1561;7.161106486;2.079854121
*;1562;7.15698078;2.077458616
*;1563;7.152855233;2.075063167
*;1564;7.148729844;2.072667775
*;1565;7.144604615;2.070272439
*;1566;7.140479544;2.067877158
*;1567;7.136354632;2.065481935
*;1568;7.132229879;2.063086767
*;1569;7.128105284;2.060691655
*;1570;7.123980849;2.0582966
*;1571;7.119856572;2.055901601
*;1572;7.115732454;2.053506658
*;1573;7.111608495;2.051111772
*;1574;7.107484694;2.048716941
*;1575;7.103361053;2.046322167
*;1576;7.09923757;2.043927449
*;1577;7.095114246;2.041532787
*;1578;7.09099108;2.039138181
*;1579;7.086868074;2.036743632
*;1580;7.082745226;2.034349139
*;1581;7.078622536;2.031954702
*;1582;7.074500006;2.029560321
*;1583;7.070377634;2.027165996
*;1584;7.066255421;2.024771728
*;1585;7.062133367;2.022377515
*;1586;7.058011471;2.019983359
*;1587;7.053889734;2.017589259
*;1588;7.049768156;2.015195215
*;1589;7.045646736;2.012801228
*;1590;7.041525475;2.010407296
*;1591;7.037404373;2.008013421
*;1592;7.03328343;2.005619602
*;1593;7.029162645;2.003225839
*;1594;7.025042018;2.000832132
*;1595;7.020921551;1.998438482
*;1596;7.016801242;1.996044888
*;1597;7.012681091;1.993651349
*;1598;7.0085611;1.991257867
*;1599;7.004441267;1.988864442
*;1600;7.000321592;1.986471072
*;1601;6.996202076;1.984077758
*;1602;6.992082719;1.981684501
*;1603;6.98796352;1.9792913
*;1604;6.98384448;1.976898155
*;1605;6.979725599;1.974505066
*;1606;6.975606876;1.972112033
*;1607;6.971488311;1.969719057
*;1608;6.967369906;1.967326136
*;1609;6.963251658;1.964933272
*;1610;6.95913357;1.962540464
*;1611;6.95501564;1.960147712
*;1612;6.950897868;1.957755016
*;1613;6.946780255;1.955362376
*;1614;6.9426628;1.952969793
*;1615;6.938545504;1.950577266
*;1616;6.934428367;1.948184794
*;1617;6.930311388;1.945792379
*;1618;6.926194567;1.94340002
*;1619;6.922077905;1.941007718
*;1620;6.917961402;1.938615471
*;1621;6.913845057;1.936223281
*;1622;6.90972887;1.933831146
*;1623;6.905612842;1.931439068
*;1624;6.901496973;1.929047046
*;1625;6.897381261;1.92665508
*;1626;6.893265709;1.92426317
*;1627;6.889150315;1.921871316
*;1628;6.885035079;1.919479519
*;1629;6.880920001;1.917087777
*;1630;6.876805082;1.914696092
*;1631;6.872690322;1.912304463
*;1632;6.86857572;1.90991289
*;1633;6.864461276;1.907521373
*;1634;6.860346991;1.905129912
*;1635;6.856232864;1.902738507
*;1636;6.852118896;1.900347159
*;1637;6.848005086;1.897955866
*;1638;6.843891434;1.89556463
*;1639;6.839777941;1.89317345
*;1640;6.835664606;1.890782326
*;1641;6.831551429;1.888391258
*;1642;6.827438411;1.886000246
*;1643;6.823325551;1.88360929
*;1644;6.819212849;1.88121839
*;1645;6.815100306;1.878827547
*;1646;6.810987921;1.876436759
*;1647;6.806875695;1.874046028
*;1648;6.802763627;1.871655353
*;1649;6.798651717;1.869264734
*;1650;6.794539965;1.866874171
*;1651;6.790428372;1.864483664
*;1652;6.786316937;1.862093213
*;1653;6.78220566;1.859702818
*;1654;6.778094542;1.857312479
*;1655;6.773983582;1.854922197
*;1656;6.76987278;1.85253197
*;1657;6.765762136;1.8501418
*;1658;6.761651651;1.847751686
*;1659;6.757541324;1.845361628
*;1660;6.753431155;1.842971626
*;1661;6.749321144;1.840581679
*;1662;6.745211292;1.83819179
*;1663;6.741101598;1.835801956
*;1664;6.736992062;1.833412178
*;1665;6.732882684;1.831022456
*;1666;6.728773465;1.828632791
*;1667;6.724664403;1.826243181
*;1668;6.7205555;1.823853628
*;1669;6.716446756;1.82146413
*;1670;6.712338169;1.819074689
*;1671;6.70822974;1.816685304
*;1672;6.70412147;1.814295975
*;1673;6.700013358;1.811906701
*;1674;6.695905404;1.809517484
*;1675;6.691797608;1.807128323
*;1676;6.68768997;1.804739219
*;1677;6.683582491;1.80235017
*;1678;6.679475169;1.799961177
*;1679;6.675368006;1.79757224
*;1680;6.671261001;1.79518336
*;1681;6.667154154;1.792794535
*;1682;6.663047465;1.790405767
*;1683;6.658940934;1.788017054
*;1684;6.654834561;1.785628398
*;1685;6.650728347;1.783239797
*;1686;6.64662229;1.780851253
*;1687;6.642516392;1.778462765
*;1688;6.638410651;1.776074333
*;1689;6.634305069;1.773685956
*;1690;6.630199645;1.771297636
*;1691;6.626094379;1.768909372
*;1692;6.62198927;1.766521164
*;1693;6.61788432;1.764133012
*;1694;6.613779528;1.761744916
*;1695;6.609674894;1.759356877
