!2;TIME;RFR_PC;RY_PC
*;1696;6.605570418;1.756968893
*;1697;6.6014661;1.754580965
*;1698;6.597361941;1.752193093
*;1699;6.593257939;1.749805277
*;1700;6.589154095;1.747417518
*;1701;6.585050409;1.745029814
*;1702;6.580946881;1.742642166
*;1703;6.576843511;1.740254575
*;1704;6.572740299;1.737867039
*;1705;6.568637245;1.73547956
*;1706;6.564534349;1.733092136
*;1707;6.560431611;1.730704769
*;1708;6.556329031;1.728317457
*;1709;6.552226609;1.725930202
*;1710;6.548124344;1.723543002
*;1711;6.544022238;1.721155859
*;1712;6.53992029;1.718768772
*;1713;6.535818499;1.71638174
*;1714;6.531716867;1.713994765
*;1715;6.527615392;1.711607846
*;1716;6.523514076;1.709220982
*;1717;6.519412917;1.706834175
*;1718;6.515311916;1.704447424
*;1719;6.511211073;1.702060728
*;1720;6.507110388;1.699674089
*;1721;6.503009861;1.697287506
*;1722;6.498909491;1.694900979
*;1723;6.49480928;1.692514507
*;1724;6.490709226;1.690128092
*;1725;6.48660933;1.687741733
*;1726;6.482509592;1.68535543
*;1727;6.478410012;1.682969182
*;1728;6.47431059;1.680582991
*;1729;6.470211325;1.678196856
*;1730;6.466112219;1.675810777
*;1731;6.46201327;1.673424753
*;1732;6.457914479;1.671038786
*;1733;6.453815846;1.668652875
*;1734;6.44971737;1.66626702
*;1735;6.445619053;1.66388122
*;1736;6.441520893;1.661495477
*;1737;6.437422891;1.65910979
*;1738;6.433325047;1.656724158
*;1739;6.42922736;1.654338583
*;1740;6.425129831;1.651953064
*;1741;6.42103246;1.6495676
*;1742;6.416935247;1.647182193
*;1743;6.412838192;1.644796841
*;1744;6.408741294;1.642411546
*;1745;6.404644554;1.640026306
*;1746;6.400547972;1.637641123
*;1747;6.396451547;1.635255995
*;1748;6.39235528;1.632870924
*;1749;6.388259171;1.630485908
*;1750;6.38416322;1.628100948
*;1751;6.380067426;1.625716045
*;1752;6.37597179;1.623331197
*;1753;6.371876311;1.620946405
*;1754;6.367780991;1.61856167
*;1755;6.363685828;1.61617699
*;1756;6.359590822;1.613792366
*;1757;6.355495974;1.611407798
*;1758;6.351401284;1.609023286
*;1759;6.347306752;1.60663883
*;1760;6.343212377;1.60425443
*;1761;6.33911816;1.601870086
*;1762;6.3350241;1.599485798
*;1763;6.330930199;1.597101566
*;1764;6.326836454;1.59471739
*;1765;6.322742868;1.592333269
*;1766;6.318649439;1.589949205
*;1767;6.314556167;1.587565197
*;1768;6.310463053;1.585181244
*;1769;6.306370097;1.582797348
*;1770;6.302277298;1.580413507
*;1771;6.298184657;1.578029723
*;1772;6.294092173;1.575645994
*;1773;6.289999847;1.573262322
*;1774;6.285907679;1.570878705
*;1775;6.281815668;1.568495144
*;1776;6.277723815;1.566111639
*;1777;6.273632119;1.56372819
*;1778;6.26954058;1.561344797
*;1779;6.2654492;1.55896146
*;1780;6.261357976;1.556578179
*;1781;6.257266911;1.554194954
*;1782;6.253176002;1.551811784
*;1783;6.249085252;1.549428671
*;1784;6.244994658;1.547045613
*;1785;6.240904223;1.544662612
*;1786;6.236813944;1.542279666
*;1787;6.232723823;1.539896777
*;1788;6.22863386;1.537513943
*;1789;6.224544054;1.535131165
*;1790;6.220454406;1.532748443
*;1791;6.216364915;1.530365777
*;1792;6.212275581;1.527983167
*;1793;6.208186405;1.525600613
*;1794;6.204097387;1.523218114
*;1795;6.200008525;1.520835672
*;1796;6.195919821;1.518453286
*;1797;6.191831275;1.516070955
*;1798;6.187742886;1.51368868
*;1799;6.183654655;1.511306462
