"Month","Total_Premiums","Total_Claims","Total_Commission","Total_Ren","Total_Adm"
1,1275674.81428751,399370.625365448,11774861.2611988,11731997.6560327,48490226.9237329
2,2418670.2809691,759871.377989644,10644751.4821568,10591685.1725773,48490226.9237329
3,3536821.30227514,1097252.66048835,10445485.8989775,10382368.2242724,48490226.9237329
4,4674537.78664273,1431638.48919857,10658952.5540949,10585558.5546643,48490226.9237329
5,5835361.5124263,1765237.60655507,10898072.1691171,10814156.5133718,48490226.9237329
6,7082998.59679943,2098961.48174611,11795059.9460227,11704828.7552038,48490226.9237329
7,8126051.74805057,2374160.95313548,9920004.20008362,9822859.80640362,48490226.9237329
8,8904432.28520129,2607172.64875636,7390364.29432778,7280762.52252106,48490226.9237329
9,9836393.91387303,2876851.14148583,8904949.94940472,8786716.41199273,48490226.9237329
10,11023555.6994391,3213730.11536606,11379423.2870176,11247556.2130767,48490226.9237329
11,12147370.1286264,3530348.61575607,10848067.3646609,10705813.0342855,48490226.9237329
12,13332378.0555282,3858530.85742665,11499376.3260945,11346177.7570395,48490226.9237329
13,13223734.8214448,3746676.56384232,2997189.01007497,2871656.97956252,48490226.9237329
14,13129258.4232931,3658723.3765264,2826171.8698602,2700943.71167727,48490226.9237329
15,13048256.2635204,3595935.40390722,2962243.7853259,2837228.38914475,48490226.9237329
16,12980001.7790094,3545493.51264099,3230443.01540486,3105559.25026328,48490226.9237329
17,12919746.5794782,3503701.94400062,3460121.60286533,3335317.63783209,48490226.9237329
18,12866011.8493404,3467097.29587283,3862833.2121314,3740106.78793293,48490226.9237329
19,12798328.1359097,3429245.99109956,3260182.68029641,3138712.75960468,48490226.9237329
20,12709964.9557818,3388627.83153417,2397567.05682435,2274327.78164711,48490226.9237329
21,12634279.0356465,3353106.99640063,2996492.45884927,2873483.54738629,48490226.9237329
22,12581342.1393699,3325042.59764722,3966921.22886323,3842791.50513159,48490226.9237329
23,12525066.038375,3297641.70797856,3843221.81838653,3719108.10409532,48490226.9237329
24,12473280.5150584,3273153.66619569,4137899.37083585,4013746.00523473,48490226.9237329
25,12410704.2765473,3252007.14642844,742469.756385288,626334.678725862,48490226.9237329
26,12342289.7703275,3230342.37337158,731595.089084184,615729.516220239,48490226.9237329
27,12275445.4524494,3209714.29962999,798842.171983595,683233.222286899,48490226.9237329
28,12213398.7754378,3191164.71495963,898082.92993433,782689.643750402,48490226.9237329
29,12155917.865152,3174584.84665513,986450.108682312,871233.158001016,48490226.9237329
30,12108140.8140116,3161377.11252984,1127494.89374814,1013730.00725818,48490226.9237329
31,12047407.7629304,3144000.3242951,985770.386346804,872945.951290505,48490226.9237329
32,11967788.576954,3120934.93877333,770122.715035569,656283.135753716,48490226.9237329
33,11901934.9527774,3102852.16380922,945642.454665156,832067.048108426,48490226.9237329
