"Month","Total_Premiums","Total_Claims","Total_Commission","Total_Ren","Total_Adm"
34,11858020.2756607,3092693.16068696,1212543.23333862,1098283.23814908,48490226.9237329
35,11811501.8722551,3081896.59259835,1172960.44071337,1058774.87029134,48490226.9237329
36,11771855.0481078,3073684.70179247,1242746.91603543,1128574.76707883,48490226.9237329
37,11725114.6552896,3066188.06490288,1084455.1275744,975339.071526077,48490226.9237329
38,11674839.5939281,3058418.66742057,1007183.94244045,898283.479407639,48490226.9237329
39,11628164.8950985,3051862.71420105,1011766.6973613,903052.69717189,48490226.9237329
40,11588190.0949258,3047717.0158207,1053738.7961601,945155.126527701,48490226.9237329
41,11554721.6490838,3045889.22653446,1093023.3347357,984515.317938457,48490226.9237329
42,11532821.6651965,3048269.65289184,1191169.96003432,1083588.36397322,48490226.9237329
43,11500288.2175734,3045987.27514894,1026477.40421764,919480.896374646,48490226.9237329
44,11450972.9052642,3036897.09983428,795359.446403358,687615.394640979,48490226.9237329
45,11416625.2138899,3033565.17692853,941341.23644119,833696.820865512,48490226.9237329
46,11405509.9243161,3039460.81360979,1182486.93616156,1074211.93801224,48490226.9237329
47,11393929.8900077,3044699.9092948,1137935.0722523,1029549.09741107,48490226.9237329
48,11391272.7750809,3053134.96150832,1204980.47280158,1096406.15915268,48490226.9237329
49,11381392.9469659,3046910.81917355,1092529.42425048,987247.001987525,48490226.9237329
50,11364607.0600333,3039817.30274115,1013581.41369213,908297.340497747,48490226.9237329
51,11348024.0584176,3033055.20860554,1013896.48429599,908607.88702032,48490226.9237329
52,11334707.1714279,3027477.97036984,1050863.47637819,945540.412972664,48490226.9237329
53,11324449.6580867,3023011.71250914,1085395.47176787,980009.641396363,48490226.9237329
54,11322168.0113551,3020992.94567327,1177969.23461165,1073119.44086268,48490226.9237329
55,11306255.1007482,3015197.53112021,1014259.60787113,909757.022106622,48490226.9237329
56,11271180.4011362,3004150.34187193,785544.196851727,680511.522383722,48490226.9237329
57,11248179.8603062,2996754.76476406,926461.428855791,821480.556217612,48490226.9237329
58,11245021.2317959,2995351.7520093,1160583.32762981,1055104.29006126,48490226.9237329
59,11238206.4042821,2992990.60651701,1115240.75307134,1009657.27175902,48490226.9237329
60,11236935.5713079,2992368.33211834,1179454.26290575,1073715.37073911,48490226.9237329
61,11228862.4977927,2989394.85287243,1067860.14939084,964432.358424243,48490226.9237329
62,11212336.5155144,2985397.70497897,991861.582323696,888459.96213253,48490226.9237329
63,11195990.3593459,2981768.02082574,992185.532451517,888807.820724848,48490226.9237329
64,11182878.3078687,2979382.71995088,1028319.3137862,924936.583591772,48490226.9237329
65,11172793.1259977,2978169.22624384,1062067.71701373,958652.700314877,48490226.9237329
66,11170638.9920305,2979576.86756031,1152798.23983239,1049758.13729745,48490226.9237329
67,11155111.2390318,2977177.09800577,992755.248113633,889988.675879957,48490226.9237329
68,11120583.3053694,2969326.15243109,768827.835060656,665756.77356273,48490226.9237329
69,11097818.4212773,2965233.17116019,906577.152891006,803586.903071364,48490226.9237329
70,11094816.6104545,2967291.61615706,1135464.89559885,1032116.6018484,48490226.9237329
71,11088008.3038497,2968397.24268913,1090976.19549538,987558.955011151,48490226.9237329
72,11086702.3711552,2971334.71976018,1153703.05111609,1050167.41944569,48490226.9237329
73,11077452.0442539,2972020.97563808,1041964.48151357,941066.492222292,48490226.9237329
74,11062104.428342,2971726.99616342,966895.633763793,866037.603861306,48490226.9237329
75,11046907.1140449,2971650.09370169,967190.703258651,866371.692687579,48490226.9237329
76,11034869.5042073,2972687.98958817,1002397.430178,901589.237341074,48490226.9237329
77,11025788.6101874,2974770.90987,1035285.20979641,934461.3686586,48490226.9237329
78,11024498.8422153,2979406.40353488,1123940.40842715,1023211.93010711,48490226.9237329
79,11009962.4583022,2980030.0099202,968189.426600016,867594.401286257,48490226.9237329
80,10976651.4318984,2974933.83921284,749757.807127319,649184.332685355,48490226.9237329
81,10954951.9738382,2973539.34426551,883956.964992966,783484.820003166,48490226.9237329
82,10952705.448733,2978268.6817136,1106734.62900881,1006088.18288371,48490226.9237329
83,10946705.9168619,2981900.85771687,1063482.69433127,962792.215684211,48490226.9237329
84,10946106.2475537,2987274.70523268,1124617.18615722,1023833.72807339,48490226.9237329
85,10939329.5482266,2990158.70483486,1016295.7795292,916940.559036318,48490226.9237329
86,10927368.0702016,2991962.67676023,945848.88525544,846551.459912643,48490226.9237329
87,10915514.9073494,2993777.52717233,946184.507486497,846944.649273095,48490226.9237329
88,10906794.4621595,2996514.28768524,980565.249029625,881355.449152293,48490226.9237329
89,10901003.899827,3000108.17366184,1012668.71953168,913463.23499104,48490226.9237329
90,10903007.7897391,3006089.2756531,1099557.46520711,1000287.48026957,48490226.9237329
91,10891458.7931667,3007837.2692557,947334.763054841,848121.856049047,48490226.9237329
92,10860895.2674265,3003642.30533824,733504.378685547,634518.689093814,48490226.9237329
93,10842174.0370456,3003036.45416296,864576.354141629,765712.614711636,48490226.9237329
94,10842979.1247549,3008448.58021988,1082334.90089361,983419.002947142,48490226.9237329
95,10840077.1322174,3012587.61311571,1039737.4870854,940802.456979688,48490226.9237329
96,10842567.0781539,3018314.95495658,1099359.87127529,1000357.59891362,48490226.9237329
97,10838322.6249406,3022305.81752661,991019.357570039,892004.666506833,48490226.9237329
98,10827321.2431885,3024951.66522097,924503.114412292,825541.728611797,48490226.9237329
99,10816418.7858152,3027606.5468771,924895.438437399,825987.246492839,48490226.9237329
100,10808638.0801174,3031220.04776076,958436.990237209,859554.510144087,48490226.9237329
101,10803775.9562046,3035723.1702478,989751.785593448,890869.301800646,48490226.9237329
102,10806697.4149567,3042707.41627667,1074574.34403235,975622.773911738,48490226.9237329
103,10796055.9929717,3045277.02578306,926091.831362176,827193.240588038,48490226.9237329
104,10766390.5258551,3041664.93365153,717471.970061198,618797.297018388,48490226.9237329
105,10748554.6733604,3041794.75517528,845256.386794056,746699.972050668,48490226.9237329
106,10750233.5869854,3048194.42755451,1057738.80643144,959126.270293232,48490226.9237329
107,10748191.20948,3053282.8551182,1015994.33585873,917358.782211577,48490226.9237329
108,10751529.9704622,3060036.65447162,1074081.24290568,975374.525940326,48490226.9237329
109,10747363.7207925,3064295.91623937,964282.134677602,865563.473893154,48490226.9237329
110,10736627.636191,3067185.62847937,901003.950869487,802338.034257885,48490226.9237329
111,10725988.3285342,3070078.43802008,901445.528339276,802832.238540278,48490226.9237329
112,10718443.7522787,3073942.04324525,934070.339445122,835482.301711582,48490226.9237329
113,10713791.8775357,3078708.21080032,964526.004154008,865937.600139264,48490226.9237329
114,10716869.4940958,3085996.73152899,1047034.00686993,948376.135665347,48490226.9237329
115,10706469.6467591,3088792.16439619,902714.354234335,804109.113101476,48490226.9237329
116,10677166.0244055,3085290.7620191,699907.082950314,601525.524715031,48490226.9237329
117,10659604.5470406,3085591.7481045,824078.922764826,725815.475513106,48490226.9237329
118,10661427.4148532,3092266.59652246,1030668.74886809,932349.187760734,48490226.9237329
119,10659536.2580971,3097599.61457263,989976.432250373,891634.030384502,48490226.9237329
120,10662979.3300683,3104620.27752777,1046397.02106118,947983.802670677,48490226.9237329
121,10658212.2542291,3108870.33065179,935887.338657212,837466.786142341,48490226.9237329
122,10647038.2036931,3111752.43362408,875746.762317749,777383.736547619,48490226.9237329
123,10635968.4096074,3114632.26269169,876220.932654517,777915.217164022,48490226.9237329
124,10627954.8799079,3118487.38858869,907847.373833399,809571.680916025,48490226.9237329
125,10622797.8377091,3123248.67937854,937368.174577405,839096.975815064,48490226.9237329
126,10625261.2493921,3130552.70849162,1017362.65897,919027.33845845,48490226.9237329
127,10614457.998396,3133311.52491325,877521.854669069,779243.38784995,48490226.9237329
128,10585043.4731906,3129705.22025229,680979.230703509,582927.146758021,48490226.9237329
129,10567199.7564605,3129938.32917954,801263.168125744,703332.672109302,48490226.9237329
130,10568454.0172155,3136606.46033882,1001486.04455435,903504.296576689,48490226.9237329
131,10566054.6153273,3141910.69984731,961953.00335761,863952.82004885,48490226.9237329
132,10568914.6999812,3148911.48633298,1016584.8486886,918518.523785994,48490226.9237329
133,10563041.9199635,3153618.20882932,907674.132257752,809601.794596937,48490226.9237329
134,10551300.03841,3156897.3760195,851233.827599513,753219.84642731,48490226.9237329
135,10539671.9260222,3160179.40182268,851743.667177215,753787.862811441,48490226.9237329
136,10531048.1479028,3164468.26366588,882389.24440664,784464.497768163,48490226.9237329
137,10525230.8263721,3169692.96643187,910988.630390958,813069.577029609,48490226.9237329
138,10526920.0484993,3177532.67882878,988553.948152215,890572.287109277,48490226.9237329
139,10515555.2549352,3180710.50107954,853034.439325194,755110.746819194,48490226.9237329
140,10485872.8923219,3177303.53527696,662531.568382194,564834.784643998,48490226.9237329
141,10467561.3018058,3177792.48571987,779026.852258318,681452.648000918,48490226.9237329
142,10468051.7902098,3184841.54388897,973103.383700945,875479.624272894,48490226.9237329
143,10464902.9041304,3190446.81526,934623.39959711,836982.885414138,48490226.9237329
144,10466909.2199268,3197746.64991981,987494.269243724,889789.55268943,48490226.9237329
145,10463557.4889416,3202568.8883983,879377.216926913,781646.904173177,48490226.9237329
146,10453892.8098541,3205854.5773785,825817.121610582,728127.992211918,48490226.9237329
147,10444310.1625857,3209099.95494158,826359.242758071,728711.36776026,48490226.9237329
148,10437752.0745238,3213324.70498294,856006.340519169,758372.235772259,48490226.9237329
149,10434019.0154498,3218443.59942107,883673.936961416,786027.920339826,48490226.9237329
150,10437870.2525509,3226175.32584728,958708.89796916,860981.416568751,48490226.9237329
151,10428454.6979523,3229063.40413349,827723.128901855,730037.615200774,48490226.9237329
152,10400437.8182192,3225243.58759207,643556.779259252,546086.057446814,48490226.9237329
153,10383944.2850547,3225560.67277274,756149.394432102,658787.058979111,48490226.9237329
154,10386494.7554831,3232732.98175683,943809.929038413,846380.31855156,48490226.9237329
155,10385360.7165163,3238572.14367878,906544.104536275,809080.964058012,48490226.9237329
156,10389446.8780318,3246301.3211643,957640.686360969,860095.751280745,48490226.9237329
157,10387551.2401819,3251824.53440824,850234.12581358,752649.947487984,48490226.9237329
158,10379268.7110677,3255908.97794293,800970.506706369,703415.637480918,48490226.9237329
159,10371049.1554852,3260100.62802185,801575.778642659,704050.529465561,48490226.9237329
160,10365865.9412804,3265440.00817343,830241.900220549,732718.512705492,48490226.9237329
161,10363517.4907127,3271872.06879055,856986.905178681,759439.435672457,48490226.9237329
162,10368811.0801279,3281192.88452422,929588.454297496,831946.321960662,48490226.9237329
163,10360684.5421478,3285666.442848,802989.283865148,705378.274416581,48490226.9237329
164,10333750.7486793,3283333.59925858,624941.569213266,527537.697169913,48490226.9237329
165,10318440.7144493,3285105.11381285,733692.75277642,636387.862606548,48490226.9237329
166,10322350.2865076,3293780.18827497,915157.006436316,817772.510143479,48490226.9237329
167,10322520.023662,3300936.4547198,878919.870694165,781490.245066099,48490226.9237329
168,10327944.9326251,3309869.21214022,928225.686827577,830701.97560972,48490226.9237329
169,10323978.6882128,3314990.34227257,819928.007540862,722377.058912304,48490226.9237329
170,10314038.5835144,3318596.25528241,774114.786288507,676602.398542625,48490226.9237329
171,10304180.392359,3322138.85922964,774748.989309868,677275.330595885,48490226.9237329
172,10297298.7483602,3326641.53995516,802342.893168634,704880.378659693,48490226.9237329
173,10293195.6196648,3332026.92941077,828083.186601935,730606.030211553,48490226.9237329
174,10296568.5466637,3340033.56649995,897999.212284796,800437.23923738,48490226.9237329
175,10286858.1700535,3343169.78984076,776172.653693369,678650.748221057,48490226.9237329
176,10258805.3543483,3339503.01257888,604804.212254849,507497.16453703,48490226.9237329
177,10242102.7235667,3339928.21156847,709401.975688793,612202.406056033,48490226.9237329
178,10244175.3239339,3347216.77564594,884072.158250407,786802.605643137,48490226.9237329
179,10242587.0545775,3353041.88257389,849057.002100676,751751.873784024,48490226.9237329
180,10246129.4754147,3360672.26457607,896446.002836616,799056.739386861,48490226.9237329
181,10243007.4830629,3367433.42526072,788743.087319614,691323.233767656,48490226.9237329
182,10234039.6732958,3372485.81976835,746740.430568154,649357.114035988,48490226.9237329
183,10225145.982658,3377530.25398522,747418.491455025,650071.955259988,48490226.9237329
184,10219232.9848007,3383691.6154695,773928.591450581,676591.105987855,48490226.9237329
185,10216100.6099477,3390891.44516016,798651.958073278,701297.621492319,48490226.9237329
186,10220482.6039496,3401003.14260335,865852.274685421,768410.554485504,48490226.9237329
187,10211680.6402304,3405901.33868509,748874.287959085,651470.906559214,48490226.9237329
188,10184399.6735211,3403499.0310583,584284.899167309,487095.772313722,48490226.9237329
189,10168524.3690849,3405499.8630262,684662.723715312,587579.82757646,48490226.9237329
190,10171539.1392482,3414875.3988769,852450.174777512,755295.02626383,48490226.9237329
191,10170836.423097,3422700.11738324,818653.367617174,721460.58207829,48490226.9237329
192,10175276.1717185,3432477.47199478,864090.782311047,766811.534169101,48490226.9237329
193,10169717.3062029,3437995.59987367,756015.339616195,658706.007216251,48490226.9237329
194,10158719.3144165,3441949.86142742,717869.06459361,620597.256032317,48490226.9237329
195,10147816.103013,3445895.77830173,718588.625914635,621354.643136798,48490226.9237329
196,10139822.4840152,3450931.71350239,743958.400935517,646734.453094945,48490226.9237329
197,10134542.7805103,3456979.9598013,767612.824451324,670372.953399968,48490226.9237329
198,10136576.5502744,3465877.6552854,831951.149507201,734624.62545105,48490226.9237329
199,10125829.4348906,3469629.16066894,720081.124534176,622794.127702365,48490226.9237329
200,10097160.4565104,3466196.09789098,562636.218900016,465565.265242618,48490226.9237329
201,10079572.740532,3467038.96652511,658575.900025297,561612.593510028,48490226.9237329
202,10080340.8367373,3475069.05154138,819110.640323472,722075.923278755,48490226.9237329
203,10077496.6539297,3481526.91221869,786612.578238848,689541.195091041,48490226.9237329
204,10079650.3415485,3489846.08667154,830001.545462654,732844.52461441,48490226.9237329
205,10074160.3419828,3492623.95085368,723259.965908256,626065.405924828,48490226.9237329
206,10063144.2019115,3493998.99501355,688852.576919571,591689.580371115,48490226.9237329
207,10052214.6387567,3495345.23270764,689609.162250423,592478.172847346,48490226.9237329
208,10044168.499059,3497683.44475549,713827.707679722,616700.71904562,48490226.9237329
209,10038811.8797303,3500939.2027312,736403.11619288,639253.977423756,48490226.9237329
210,10040705.5042132,3506836.27942631,797850.504516403,700607.726757528,48490226.9237329
211,10029911.3706509,3507929.08557084,691130.17113276,593921.71849549,48490226.9237329
212,10001331.1511963,3502300.30951547,540889.161543402,443893.955169474,48490226.9237329
213,9983749.02698157,3500718.56961903,632359.144999319,535467.475491231,48490226.9237329
214,9984375.33279355,3505923.38265772,785579.456172233,688610.079124772,48490226.9237329
215,9981422.82224124,3509674.7937518,754404.629271753,657392.84329481,48490226.9237329
216,9983429.76099866,3515206.79582754,795735.222989508,698631.545748129,48490226.9237329
217,9972978.90910191,3517190.64132816,689756.208687096,592634.772305986,48490226.9237329
218,9957742.06578164,3517746.38467252,657867.507056618,560794.149973594,48490226.9237329
219,9942634.86754667,3518310.18554735,658612.926977494,561588.03109279,48490226.9237329
220,9930274.14273719,3519902.19608048,681584.03672336,584579.941389638,48490226.9237329
221,9920476.23092436,3522449.30989185,702995.112064168,605985.989761143,48490226.9237329
222,9917534.71290945,3527658.25851922,761284.676480106,664199.895790872,48490226.9237329
223,9902709.90927148,3528129.67097188,660100.076247494,563065.889423876,48490226.9237329
224,9871209.02039747,3521966.68889403,517630.780497979,420823.728072946,48490226.9237329
225,9850070.23585155,3519823.40776162,604323.949787131,507635.751601054,48490226.9237329
226,9846085.58764482,3524406.66161359,749614.003491565,652865.66825536,48490226.9237329
227,9838743.83323192,3527574.74810444,719988.030879299,623214.586195372,48490226.9237329
228,9836084.6746797,3532522.89943861,759144.49387299,662297.178010866,48490226.9237329
229,9831776.02062637,3535571.32349067,655883.530928835,559092.894654472,48490226.9237329
230,9822236.25198842,3537250.16945349,628029.369744647,531350.923499854,48490226.9237329
231,9812765.08973607,3538907.84929808,628741.118210908,532174.441281006,48490226.9237329
232,9806159.08410326,3541612.32614655,650459.629413435,553978.51149552,48490226.9237329
233,9802222.84512745,3545285.36771565,670688.819734354,574268.823517978,48490226.9237329
234,9805537.20465237,3551727.2040953,725957.621898573,629532.834884283,48490226.9237329
235,9796107.96958535,3553148.031434,629932.317361801,533618.799149989,48490226.9237329
236,9768822.93485012,3547554.49020949,494725.284756642,398685.582402216,48490226.9237329
237,9752533.9298348,3546156.68053692,576801.803101371,480935.452878079,48490226.9237329
238,9754486.51485792,3551809.45371959,714585.463966242,618726.487683747,48490226.9237329
239,9752797.40337481,3555919.18310134,686198.422019986,590379.099420931,48490226.9237329
240,9756043.61764107,3561858.78622826,723170.278282597,627345.230350801,48490226.9237329
241,9747910.66139898,3566868.12150179,620372.239043877,524523.414911037,48490226.9237329
242,9735276.53534699,3570214.41564199,596434.559645256,500629.319877182,48490226.9237329
243,9722753.60305236,3573539.12577106,597246.483231372,501485.173149333,48490226.9237329
244,9713006.49072546,3577997.63192637,617815.047435997,522069.731205912,48490226.9237329
245,9705844.81188323,3583507.12507972,636973.057020548,541217.69271834,48490226.9237329
246,9705670.97740331,3592000.84401715,689256.484972586,593419.852797437,48490226.9237329
247,9693311.31517157,3595086.53370669,598742.248056188,502951.820452326,48490226.9237329
248,9663861.20635562,3590617.71892782,471209.439261141,375643.397125235,48490226.9237329
249,9644965.21825844,3590662.22025753,548621.408180995,453170.446199501,48490226.9237329
250,9643592.75811918,3598284.19308088,678736.215197838,583219.761732151,48490226.9237329
251,9638712.65418966,3604258.85638545,651827.492781605,556280.901849032,48490226.9237329
252,9638570.89738087,3612204.74477071,686698.524993991,591072.602461457,48490226.9237329
253,9633312.67509904,3616482.60479179,584817.472572346,489205.265947966,48490226.9237329
254,9623094.33741719,3619126.37722636,564482.631316901,468948.960813912,48490226.9237329
255,9612951.81405298,3621737.39660965,565288.574594426,469833.451653128,48490226.9237329
256,9605625.53449011,3625469.07354898,584565.03322111,489161.286546385,48490226.9237329
257,9600922.372209,3630237.70397237,602510.033196988,507132.318243599,48490226.9237329
258,9603343.09386182,3637978.44353837,651583.779488539,556163.344279008,48490226.9237329
259,9593254.93445801,3640309.18397739,566663.533403923,471322.593781162,48490226.9237329
260,9565640.04572624,3635082.83761242,446987.860044308,351897.350594013,48490226.9237329
261,9548821.70014267,3634385.88385449,519501.858922286,424556.387920569,48490226.9237329
262,9549919.44249446,3641287.5594526,641571.921143398,546597.652724759,48490226.9237329
263,9547427.24113492,3646546.05820622,616112.711776157,521143.315559197,48490226.9237329
264,9549775.150119,3653787.91500594,648710.988566804,553698.881140759,48490226.9237329
265,9543479.84838345,3658250.61412841,548440.286089098,453798.941968991,48490226.9237329
266,9532473.01210465,3660965.99928239,530566.406835873,436306.152931987,48490226.9237329
267,9521552.9386221,3663660.38168716,531078.709671085,437195.951552643,48490226.9237329
268,9513417.87642333,3667520.14671018,548748.374402601,455224.045925045,48490226.9237329
269,9507876.21258122,3672460.25909089,565165.891926594,471982.13875811,48490226.9237329
270,9509373.48855605,3680461.45254167,610590.983433235,517703.277926012,48490226.9237329
271,9498532.38559325,3682929.74666827,531229.379673937,438708.23415348,48490226.9237329
272,9470400.74093826,3677665.45713784,419535.657885027,327481.106289433,48490226.9237329
273,9452926.050172,3677047.00883964,486774.12209099,395120.984749999,48490226.9237329
274,9453141.96449909,3684213.53681699,600187.00702231,508827.72643298,48490226.9237329
275,9449805.15651264,3689710.90122942,576055.4268649,485009.806542985,48490226.9237329
276,9451243.54823465,3697248.54935538,606048.44642259,515286.274575692,48490226.9237329
277,9442394.99713558,3702843.13887644,508626.256393969,417874.885192242,48490226.9237329
278,9429362.04768837,3706531.41197399,493590.486773862,402906.590699257,48490226.9237329
279,9416436.20154338,3710192.77374663,494400.795348856,403784.626456318,48490226.9237329
280,9406224.2403823,3715073.31022203,511045.109534773,420470.514382211,48490226.9237329
281,9398538.6219215,3721084.37435609,526533.895601436,435976.471181775,48490226.9237329
282,9397699.36951291,3730299.81277701,568892.89556442,478285.677476316,48490226.9237329
283,9384908.30878533,3733713.88969842,495814.21788562,405276.757153438,48490226.9237329
284,9355361.02801764,3729021.69586549,392757.384558031,302456.831182526,48490226.9237329
285,9336153.35571335,3729198.86543609,455121.079620514,364954.979083986,48490226.9237329
286,9334123.84721556,3737531.21974883,560302.185909516,470100.887359449,48490226.9237329
287,9328626.98370854,3744120.43862157,538186.705983914,447983.919210056,48490226.9237329
288,9327757.70871965,3752849.85964195,566180.66947804,475930.471581114,48490226.9237329
289,9315332.98538833,3750038.43066342,470938.929467424,381116.240237173,48490226.9237329
290,9299400.35520246,3746333.53422022,459531.018377574,370136.606418373,48490226.9237329
291,9283606.47290973,3742599.29499408,460007.639099658,371038.15744956,48490226.9237329
292,9270425.60000334,3739828.53340349,474975.837614032,386415.152941323,48490226.9237329
293,9259675.23753336,3737943.32392582,488861.214384609,400694.264232048,48490226.9237329
294,9255491.14006655,3738645.20665471,527537.1457584,439726.469000514,48490226.9237329
295,9239915.12437101,3734593.01575912,459910.320947123,372514.598450222,48490226.9237329
296,9208358.20659061,3723920.4239458,364716.722407713,277819.178344202,48490226.9237329
297,9186684.36598833,3717180.30820524,421736.886128862,335282.912700748,48490226.9237329
298,9181444.15872498,3717069.0333784,518268.820226669,432168.203668092,48490226.9237329
299,9172868.08128377,3715438.30501905,497285.270434395,411555.082798981,48490226.9237329
300,9168710.65492251,3715485.64013918,522566.099317429,437181.298137518,48490226.9237329
301,9153559.61535232,3708237.31307749,431614.085801834,346365.901588055,48490226.9237329
302,9135554.60155084,3700562.89373986,423151.863687849,338079.285206979,48490226.9237329
303,9117727.76526913,3692863.26403808,423867.034595703,338969.182626896,48490226.9237329
304,9102440.41120786,3686014.92790789,437797.590725874,353052.249272273,48490226.9237329
305,9089514.82429737,3679944.8190779,450736.563406202,366123.029321039,48490226.9237329
306,9082939.45420958,3676183.14669623,486422.414629724,401885.107243297,48490226.9237329
307,9065444.00252719,3668153.80455431,424772.247327777,340408.058107094,48490226.9237329
308,9032611.89613981,3654192.43411134,337818.961637577,253763.632379508,48490226.9237329
309,9009290.6361857,3643738.72619527,390117.385351577,306286.532786531,48490226.9237329
310,9001803.96982783,3639217.29952653,478716.185973694,394970.315107028,48490226.9237329
311,8991090.27110777,3633284.1550407,459592.757899788,375959.280042741,48490226.9237329
312,8984629.94126308,3628821.28168225,482898.339891686,399339.292327138,48490226.9237329
313,8975184.13722112,3633046.83301355,395077.409926924,311627.141785137,48490226.9237329
314,8962288.48853286,3635349.15311061,390448.498975218,307142.685823396,48490226.9237329
315,8949504.30909825,3637625.78657573,391210.892628045,308048.596163872,48490226.9237329
316,8939349.83222232,3641163.02683378,403929.664452301,320887.785678582,48490226.9237329
317,8931639.17130202,3645868.33941438,415735.219767721,332792.259232697,48490226.9237329
318,8930594.79425741,3653884.91293336,448354.938434304,365452.767566186,48490226.9237329
319,8917900.8784688,3655905.00019676,392205.845982389,309445.91877519,48490226.9237329
320,8888878.87331119,3649550.67414851,312946.193480966,230470.691279837,48490226.9237329
321,8869901.34786634,3648233.13077469,360512.607815483,278233.600577278,48490226.9237329
322,8867655.76760259,3655346.38183275,441340.800000692,359112.401968869,48490226.9237329
323,8861959.09750061,3660652.74752723,423662.770531843,341514.267561823,48490226.9237329
324,8860729.36315618,3668168.06663134,444805.95983422,362697.973592674,48490226.9237329
325,8846642.42835701,3672887.56545501,358085.532706428,275999.755148548,48490226.9237329
326,8829575.24080916,3675585.03109678,352642.504707616,270631.387389967,48490226.9237329
327,8812659.01373312,3678252.57400094,353398.739374173,271462.369377127,48490226.9237329
328,8798242.79941981,3682217.18965959,364744.202688041,282857.9001507,48490226.9237329
329,8786150.23430423,3687383.58256453,375291.290555852,293432.085123936,48490226.9237329
330,8780334.901022,3695959.65424566,404157.775280105,322262.662864703,48490226.9237329
331,8763656.75392022,3698352.20855474,354757.727449493,272939.266726794,48490226.9237329
332,8731740.38704306,3692111.35370339,284963.752414192,203379.190495028,48490226.9237329
333,8709257.90939689,3691061.93609717,327022.043968409,245574.855420787,48490226.9237329
334,8702471.84975317,3698699.61599793,398347.387534774,316877.87778117,48490226.9237329
335,8692475.74858921,3704476.06643143,382995.653238701,301535.705124502,48490226.9237329
336,8686687.64496353,3712528.6387594,401792.923302718,320299.399365685,48490226.9237329
337,8674765.20634428,3716460.22255942,323089.727428438,241701.03109143,48490226.9237329
338,8659875.91699953,3718388.11340434,323226.709809352,241983.805353689,48490226.9237329
339,8645120.93915568,3720291.15171231,323953.085268717,242855.208334541,48490226.9237329
340,8632899.84905849,3723495.42291698,334043.016540416,253067.205468725,48490226.9237329
341,8623032.43536377,3727905.32076317,343394.711202379,262519.59310807,48490226.9237329
342,8619561.1946687,3735728.19793882,369341.459913904,288509.385066778,48490226.9237329
343,8604969.3269466,3737373.00702761,324860.757199369,244172.721837906,48490226.9237329
344,8574785.60113634,3730391.77081556,261996.003734987,181593.374255681,48490226.9237329
345,8554220.62162466,3728606.22992497,299531.173475195,219326.268706588,48490226.9237329
