Reporting Date,GIC Code,Premium CFs (Unlinked)(Current Service),Premium CFs (Unlinked)(Future Service),Acquisition Expense CFs (Unlinked)(Current Service),Acquisition Expense CFs (Unlinked)(Future Service),Investment Component CFs (Unlinked),Claim and Other Expense CFs (Unlinked)(Incurred in Current Reporting Period),Claim and Other Expense CFs (Unlinked)(Incurred in Future Reporting Periods),Premium CFs (Linked)(Current Service),Premium CFs (Linked)(Future Service),Acquisition Expense CFs (Linked)(Current Service),Acquisition Expense CFs (Linked)(Future Service),Investment Component CFs (Linked),Claim and Other Expense CFs (Linked)(Incurred in Current Reporting Period),Claim and Other Expense CFs (Linked)(Incurred in Future Reporting Periods),Delay (in Years)
6/30/2017,BLL_1711,0,26336.24453,0,393.6617895,0,0,-20328.17786,0,0,0,0,0,0,0,17.08333333
6/30/2017,BLL_1711,0,26035.95103,0,372.8709204,0,0,-20316.02202,0,0,0,0,0,0,0,17.16666667
6/30/2017,BLL_1711,0,25739.27152,0,340.0069142,0,0,-20296.62284,0,0,0,0,0,0,0,17.25
6/30/2017,BLL_1711,0,25446.07457,0,290.799702,0,0,-20273.94593,0,0,0,0,0,0,0,17.33333333
6/30/2017,BLL_1711,0,25156.28398,0,233.9941809,0,0,-20249.1827,0,0,0,0,0,0,0,17.41666667
6/30/2017,BLL_1711,0,24869.84154,0,205.630011,0,0,-20222.78018,0,0,0,0,0,0,0,17.5
6/30/2017,BLL_1711,0,24586.70321,0,177.8795721,0,0,-20195.29622,0,0,0,0,0,0,0,17.58333333
6/30/2017,BLL_1711,0,24306.82638,0,150.7325193,0,0,-20166.92253,0,0,0,0,0,0,0,17.66666667
6/30/2017,BLL_1711,0,24478.93364,0,-5037.336387,0,0,-20238.96027,0,0,0,0,0,0,0,17.75
6/30/2017,BLL_1711,0,25224.64241,0,-11173.16843,0,0,-20469.14921,0,0,0,0,0,0,0,17.83333333
6/30/2017,BLL_1711,0,25847.36491,0,-11988.39425,0,0,-20661.8246,0,0,0,0,0,0,0,17.91666667
6/30/2017,BLL_1711,0,25551.31481,0,379.7486902,0,0,-20736.9782,0,0,0,0,0,0,0,18
6/30/2017,BLL_1711,0,25259.19405,0,359.9009476,0,0,-20749.66533,0,0,0,0,0,0,0,18.08333333
6/30/2017,BLL_1711,0,24970.88497,0,340.4559814,0,0,-20745.15787,0,0,0,0,0,0,0,18.16666667
6/30/2017,BLL_1711,0,24686.0388,0,309.6948319,0,0,-20733.82785,0,0,0,0,0,0,0,18.25
6/30/2017,BLL_1711,0,24404.53643,0,263.5558036,0,0,-20719.12175,0,0,0,0,0,0,0,18.33333333
6/30/2017,BLL_1711,0,24126.31051,0,213.0997003,0,0,-20702.15983,0,0,0,0,0,0,0,18.41666667
6/30/2017,BLL_1711,0,23851.31241,0,186.9021995,0,0,-20683.34666,0,0,0,0,0,0,0,18.5
6/30/2017,BLL_1711,0,23579.49888,0,161.2708102,0,0,-20663.2148,0,0,0,0,0,0,0,18.58333333
6/30/2017,BLL_1711,0,23310.82955,0,136.1959843,0,0,-20641.94043,0,0,0,0,0,0,0,18.66666667
6/30/2017,BLL_1711,0,23483.87452,0,-4774.491348,0,0,-20714.94195,0,0,0,0,0,0,0,18.75
6/30/2017,BLL_1711,0,24188.43535,0,-10480.68117,0,0,-20887.55662,0,0,0,0,0,0,0,18.83333333
6/30/2017,BLL_1711,0,24965.957,0,-12094.91082,0,0,-21102.98079,0,0,0,0,0,0,0,18.91666667
6/30/2017,BLL_1711,0,24679.17047,0,361.860154,0,0,-21180.48979,0,0,0,0,0,0,0,19
6/30/2017,BLL_1711,0,24396.20649,0,343.743276,0,0,-21200.60704,0,0,0,0,0,0,0,19.08333333
6/30/2017,BLL_1711,0,24116.91561,0,325.9891969,0,0,-21203.44703,0,0,0,0,0,0,0,19.16666667
6/30/2017,BLL_1711,0,23840.99642,0,297.4965404,0,0,-21199.41657,0,0,0,0,0,0,0,19.25
6/30/2017,BLL_1711,0,23568.33385,0,254.6916508,0,0,-21191.89647,0,0,0,0,0,0,0,19.33333333
6/30/2017,BLL_1711,0,23298.85842,0,204.7325515,0,0,-21181.58752,0,0,0,0,0,0,0,19.41666667
6/30/2017,BLL_1711,0,23032.52049,0,180.1904143,0,0,-21169.0782,0,0,0,0,0,0,0,19.5
6/30/2017,BLL_1711,0,22769.27798,0,156.1777378,0,0,-21154.63101,0,0,0,0,0,0,0,19.58333333
6/30/2017,BLL_1711,0,22509.09085,0,132.6856063,0,0,-21138.87518,0,0,0,0,0,0,0,19.66666667
6/30/2017,BLL_1711,0,22538.70472,0,-4482.538997,0,0,-20958.8228,0,0,0,0,0,0,0,19.75
6/30/2017,BLL_1711,0,23166.91947,0,-9797.216736,0,0,-21158.50551,0,0,0,0,0,0,0,19.83333333
6/30/2017,BLL_1711,0,23990.63316,0,-11503.63279,0,0,-21429.90571,0,0,0,0,0,0,0,19.91666667
6/30/2017,BLL_1711,0,23714.55965,0,344.0785612,0,0,-21514.9256,0,0,0,0,0,0,0,20
6/30/2017,BLL_1711,0,23442.03186,0,326.3461803,0,0,-21544.63963,0,0,0,0,0,0,0,20.08333333
6/30/2017,BLL_1711,0,23173.00471,0,308.9746016,0,0,-21556.91549,0,0,0,0,0,0,0,20.16666667
6/30/2017,BLL_1711,0,22907.24243,0,281.5709568,0,0,-21562.09375,0,0,0,0,0,0,0,20.25
6/30/2017,BLL_1711,0,22644.63521,0,240.8244904,0,0,-21563.59581,0,0,0,0,0,0,0,20.33333333
6/30/2017,BLL_1711,0,22385.10884,0,193.7827714,0,0,-21562.29058,0,0,0,0,0,0,0,20.41666667
6/30/2017,BLL_1711,0,22128.61131,0,170.1954014,0,0,-21558.85853,0,0,0,0,0,0,0,20.5
6/30/2017,BLL_1711,0,21875.10423,0,147.1213831,0,0,-21553.85896,0,0,0,0,0,0,0,20.58333333
6/30/2017,BLL_1711,0,21624.54798,0,124.5519794,0,0,-21547.51302,0,0,0,0,0,0,0,20.66666667
6/30/2017,BLL_1711,0,21776.07037,0,-4193.55961,0,0,-21635.2437,0,0,0,0,0,0,0,20.75
6/30/2017,BLL_1711,0,22377.32442,0,-9144.424155,0,0,-21689.22735,0,0,0,0,0,0,0,20.83333333
6/30/2017,BLL_1711,0,23108.06075,0,-10721.19084,0,0,-21913.97438,0,0,0,0,0,0,0,20.91666667
6/30/2017,BLL_1711,0,22841.57669,0,320.5500581,0,0,-22001.57256,0,0,0,0,0,0,0,21
6/30/2017,BLL_1711,0,22578.54165,0,304.0590647,0,0,-22036.22871,0,0,0,0,0,0,0,21.08333333
6/30/2017,BLL_1711,0,22318.86254,0,287.9037245,0,0,-22054.68076,0,0,0,0,0,0,0,21.16666667
6/30/2017,BLL_1711,0,22062.31707,0,262.3864511,0,0,-22066.47911,0,0,0,0,0,0,0,21.25
6/30/2017,BLL_1711,0,21808.81206,0,224.4278775,0,0,-22074.46697,0,0,0,0,0,0,0,21.33333333
6/30/2017,BLL_1711,0,21558.28321,0,180.5621727,0,0,-22079.20069,0,0,0,0,0,0,0,21.41666667
6/30/2017,BLL_1711,0,21310.68111,0,158.6029337,0,0,-22081.1116,0,0,0,0,0,0,0,21.5
6/30/2017,BLL_1711,0,21065.97075,0,137.1221725,0,0,-22081.32526,0,0,0,0,0,0,0,21.58333333
6/30/2017,BLL_1711,0,20824.11414,0,116.1117368,0,0,-22080.11997,0,0,0,0,0,0,0,21.66666667
6/30/2017,BLL_1711,0,20971.36761,0,-3906.715228,0,0,-22171.12374,0,0,0,0,0,0,0,21.75
6/30/2017,BLL_1711,0,21630.30139,0,-8508.650265,0,0,-22421.54605,0,0,0,0,0,0,0,21.83333333
6/30/2017,BLL_1711,0,22399.31738,0,-10013.6316,0,0,-22702.85103,0,0,0,0,0,0,0,21.91666667
6/30/2017,BLL_1711,0,22139.68997,0,298.7239889,0,0,-22795.15144,0,0,0,0,0,0,0,22
6/30/2017,BLL_1711,0,21883.55555,0,283.3261973,0,0,-22834.07635,0,0,0,0,0,0,0,22.08333333
6/30/2017,BLL_1711,0,21630.8033,0,268.242657,0,0,-22858.74518,0,0,0,0,0,0,0,22.16666667
6/30/2017,BLL_1711,0,21381.13226,0,244.461395,0,0,-22876.60387,0,0,0,0,0,0,0,22.25
6/30/2017,BLL_1711,0,21134.44205,0,209.1188198,0,0,-22890.67261,0,0,0,0,0,0,0,22.33333333
6/30/2017,BLL_1711,0,20890.66592,0,168.2114297,0,0,-22901.99158,0,0,0,0,0,0,0,22.41666667
6/30/2017,BLL_1711,0,20649.75523,0,147.7344519,0,0,-22910.91511,0,0,0,0,0,0,0,22.5
6/30/2017,BLL_1711,0,20411.67365,0,127.7048135,0,0,-22918.02784,0,0,0,0,0,0,0,22.58333333
6/30/2017,BLL_1711,0,20176.38321,0,108.1148659,0,0,-22923.54603,0,0,0,0,0,0,0,22.66666667
6/30/2017,BLL_1711,0,20317.73654,0,-3626.192907,0,0,-23021.22483,0,0,0,0,0,0,0,22.75
6/30/2017,BLL_1711,0,20635.53449,0,-7852.333119,0,0,-22546.7396,0,0,0,0,0,0,0,22.83333333
6/30/2017,BLL_1711,0,21383.80045,0,-9301.690071,0,0,-22832.76022,0,0,0,0,0,0,0,22.91666667
6/30/2017,BLL_1711,0,21134.45069,0,276.7774247,0,0,-22933.60092,0,0,0,0,0,0,0,23
6/30/2017,BLL_1711,0,20888.46094,0,262.464016,0,0,-22981.85291,0,0,0,0,0,0,0,23.08333333
6/30/2017,BLL_1711,0,20645.807,0,248.4436193,0,0,-23015.26937,0,0,0,0,0,0,0,23.16666667
6/30/2017,BLL_1711,0,20406.18493,0,226.3703532,0,0,-23041.393,0,0,0,0,0,0,0,23.25
6/30/2017,BLL_1711,0,20169.46905,0,193.6854837,0,0,-23063.37828,0,0,0,0,0,0,0,23.33333333
6/30/2017,BLL_1711,0,19935.58044,0,155.7634824,0,0,-23082.34191,0,0,0,0,0,0,0,23.41666667
6/30/2017,BLL_1711,0,19704.46705,0,136.768695,0,0,-23098.64969,0,0,0,0,0,0,0,23.5
6/30/2017,BLL_1711,0,19476.09053,0,118.1900007,0,0,-23112.92181,0,0,0,0,0,0,0,23.58333333
6/30/2017,BLL_1711,0,19250.41215,0,100.0202614,0,0,-23125.39371,0,0,0,0,0,0,0,23.66666667
6/30/2017,BLL_1711,0,19390.24226,0,-3366.93376,0,0,-23226.60872,0,0,0,0,0,0,0,23.75
6/30/2017,BLL_1711,0,19977.43516,0,-7246.722165,0,0,-23447.9814,0,0,0,0,0,0,0,23.83333333
6/30/2017,BLL_1711,0,20634.17522,0,-8626.026396,0,0,-23561.05874,0,0,0,0,0,0,0,23.91666667
6/30/2017,BLL_1711,0,20392.34014,0,256.0344426,0,0,-23666.56559,0,0,0,0,0,0,0,24
6/30/2017,BLL_1711,0,20153.8005,0,242.7878427,0,0,-23723.50748,0,0,0,0,0,0,0,24.08333333
6/30/2017,BLL_1711,0,19918.50002,0,229.8129686,0,0,-23764.45356,0,0,0,0,0,0,0,24.16666667
6/30/2017,BLL_1711,0,19686.16399,0,209.3710943,0,0,-23797.78061,0,0,0,0,0,0,0,24.25
6/30/2017,BLL_1711,0,19456.66273,0,179.1762935,0,0,-23826.76467,0,0,0,0,0,0,0,24.33333333
6/30/2017,BLL_1711,0,19229.91524,0,144.0704741,0,0,-23852.22955,0,0,0,0,0,0,0,24.41666667
6/30/2017,BLL_1711,0,19005.85339,0,126.4989643,0,0,-23875.09268,0,0,0,0,0,0,0,24.5
6/30/2017,BLL_1711,0,18784.44362,0,109.31348,0,0,-23895.9408,0,0,0,0,0,0,0,24.58333333
6/30/2017,BLL_1711,0,18565.65142,0,92.5074057,0,0,-23915.01441,0,0,0,0,0,0,0,24.66666667
6/30/2017,BLL_1711,0,18659.88092,0,-3124.309994,0,0,-23906.46301,0,0,0,0,0,0,0,24.75
6/30/2017,BLL_1711,0,19119.40653,0,-6668.769437,0,0,-23960.87902,0,0,0,0,0,0,0,24.83333333
6/30/2017,BLL_1711,0,19637.43247,0,-7463.710541,0,0,-24099.89637,0,0,0,0,0,0,0,24.91666667
6/30/2017,BLL_1711,0,19406.37207,0,230.6991978,0,0,-24202.96382,0,0,0,0,0,0,0,25
6/30/2017,BLL_1711,0,19178.59504,0,218.5337762,0,0,-24264.05183,0,0,0,0,0,0,0,25.08333333
6/30/2017,BLL_1711,0,18953.88869,0,206.6194435,0,0,-24310.51159,0,0,0,0,0,0,0,25.16666667
6/30/2017,BLL_1711,0,18732.01048,0,187.7882109,0,0,-24349.6721,0,0,0,0,0,0,0,25.25
6/30/2017,BLL_1711,0,18512.84331,0,160.0338065,0,0,-24384.52282,0,0,0,0,0,0,0,25.33333333
6/30/2017,BLL_1711,0,18296.31814,0,129.2269142,0,0,-24415.57422,0,0,0,0,0,0,0,25.41666667
6/30/2017,BLL_1711,0,18082.38831,0,113.2694323,0,0,-24443.79901,0,0,0,0,0,0,0,25.5
6/30/2017,BLL_1711,0,17871.01659,0,97.66261643,0,0,-24469.80168,0,0,0,0,0,0,0,25.58333333
6/30/2017,BLL_1711,0,17662.16716,0,82.40043732,0,0,-24493.8272,0,0,0,0,0,0,0,25.66666667
6/30/2017,BLL_1711,0,17795.63998,0,-2918.48966,0,0,-24605.11224,0,0,0,0,0,0,0,25.75
6/30/2017,BLL_1711,0,18230.35078,0,-6114.539352,0,0,-24801.90239,0,0,0,0,0,0,0,25.83333333
6/30/2017,BLL_1711,0,18766.35623,0,-7212.301406,0,0,-24741.93043,0,0,0,0,0,0,0,25.91666667
6/30/2017,BLL_1711,0,18544.3237,0,214.4247373,0,0,-24849.14702,0,0,0,0,0,0,0,26
6/30/2017,BLL_1711,0,18325.64389,0,203.4981313,0,0,-24915.77324,0,0,0,0,0,0,0,26.08333333
6/30/2017,BLL_1711,0,18109.96626,0,192.7945956,0,0,-24968.22249,0,0,0,0,0,0,0,26.16666667
6/30/2017,BLL_1711,0,17897.0235,0,175.6318085,0,0,-25013.51518,0,0,0,0,0,0,0,26.25
6/30/2017,BLL_1711,0,17686.69674,0,150.396997,0,0,-25054.44318,0,0,0,0,0,0,0,26.33333333
6/30/2017,BLL_1711,0,17478.92052,0,120.8801668,0,0,-25091.50862,0,0,0,0,0,0,0,26.41666667
6/30/2017,BLL_1711,0,17273.64922,0,106.2491316,0,0,-25125.65245,0,0,0,0,0,0,0,26.5
6/30/2017,BLL_1711,0,17070.84632,0,91.93957688,0,0,-25157.49106,0,0,0,0,0,0,0,26.58333333
6/30/2017,BLL_1711,0,16870.47709,0,77.94597538,0,0,-25187.26494,0,0,0,0,0,0,0,26.66666667
6/30/2017,BLL_1711,0,17002.98684,0,-2693.638603,0,0,-25301.84356,0,0,0,0,0,0,0,26.75
6/30/2017,BLL_1711,0,17400.22678,0,-5602.243846,0,0,-25144.13221,0,0,0,0,0,0,0,26.83333333
6/30/2017,BLL_1711,0,17822.51455,0,-6713.840809,0,0,-25230.83487,0,0,0,0,0,0,0,26.91666667
6/30/2017,BLL_1711,0,17610.52069,0,199.4663159,0,0,-25342.29594,0,0,0,0,0,0,0,27
6/30/2017,BLL_1711,0,17401.62664,0,189.0738564,0,0,-25415.66663,0,0,0,0,0,0,0,27.08333333
6/30/2017,BLL_1711,0,17195.61804,0,178.8970535,0,0,-25475.29019,0,0,0,0,0,0,0,27.16666667
6/30/2017,BLL_1711,0,16992.24394,0,162.7954386,0,0,-25527.75851,0,0,0,0,0,0,0,27.25
6/30/2017,BLL_1711,0,16791.39172,0,139.3185243,0,0,-25575.98561,0,0,0,0,0,0,0,27.33333333
6/30/2017,BLL_1711,0,16592.96652,0,112.0414955,0,0,-25620.53164,0,0,0,0,0,0,0,27.41666667
6/30/2017,BLL_1711,0,16396.93241,0,98.32114265,0,0,-25662.0573,0,0,0,0,0,0,0,27.5
6/30/2017,BLL_1711,0,16203.26043,0,84.90534762,0,0,-25701.18336,0,0,0,0,0,0,0,27.58333333
6/30/2017,BLL_1711,0,16011.91952,0,71.78879946,0,0,-25738.13606,0,0,0,0,0,0,0,27.66666667
6/30/2017,BLL_1711,0,16141.76605,0,-2467.545906,0,0,-25850.84124,0,0,0,0,0,0,0,27.75
6/30/2017,BLL_1711,0,16425.55291,0,-5101.4025,0,0,-25858.31816,0,0,0,0,0,0,0,27.83333333
6/30/2017,BLL_1711,0,16878.30122,0,-6155.674987,0,0,-26054.6798,0,0,0,0,0,0,0,27.91666667
6/30/2017,BLL_1711,0,16677.22944,0,182.1657352,0,0,-26162.41361,0,0,0,0,0,0,0,28
6/30/2017,BLL_1711,0,16478.9462,0,172.6676595,0,0,-26234.75379,0,0,0,0,0,0,0,28.08333333
6/30/2017,BLL_1711,0,16283.35818,0,163.3671931,0,0,-26294.06622,0,0,0,0,0,0,0,28.16666667
6/30/2017,BLL_1711,0,16090.2737,0,148.656218,0,0,-26346.48175,0,0,0,0,0,0,0,28.25
6/30/2017,BLL_1711,0,15899.59168,0,127.2717219,0,0,-26394.91208,0,0,0,0,0,0,0,28.33333333
6/30/2017,BLL_1711,0,15711.22069,0,102.3054433,0,0,-26439.78927,0,0,0,0,0,0,0,28.41666667
6/30/2017,BLL_1711,0,15525.12556,0,89.77283974,0,0,-26481.73959,0,0,0,0,0,0,0,28.5
6/30/2017,BLL_1711,0,15341.27959,0,77.51923809,0,0,-26521.32415,0,0,0,0,0,0,0,28.58333333
6/30/2017,BLL_1711,0,15159.65337,0,65.53975639,0,0,-26558.75685,0,0,0,0,0,0,0,28.66666667
6/30/2017,BLL_1711,0,15292.60593,0,-2256.976137,0,0,-26674.9692,0,0,0,0,0,0,0,28.75
6/30/2017,BLL_1711,0,15419.30478,0,-4637.282121,0,0,-26527.97701,0,0,0,0,0,0,0,28.83333333
6/30/2017,BLL_1711,0,15747.7997,0,-5645.855913,0,0,-25700.05177,0,0,0,0,0,0,0,28.91666667
6/30/2017,BLL_1711,0,15559.8845,0,166.2666399,0,0,-25810.11011,0,0,0,0,0,0,0,29
6/30/2017,BLL_1711,0,15374.55444,0,157.5941066,0,0,-25887.42417,0,0,0,0,0,0,0,29.08333333
6/30/2017,BLL_1711,0,15191.71206,0,149.1026489,0,0,-25953.12472,0,0,0,0,0,0,0,29.16666667
6/30/2017,BLL_1711,0,15011.2055,0,135.6731268,0,0,-26012.42015,0,0,0,0,0,0,0,29.25
6/30/2017,BLL_1711,0,14832.93903,0,116.194876,0,0,-26067.68899,0,0,0,0,0,0,0,29.33333333
6/30/2017,BLL_1711,0,14656.8554,0,93.37100743,0,0,-26119.47143,0,0,0,0,0,0,0,29.41666667
6/30/2017,BLL_1711,0,14482.91766,0,81.93362888,0,0,-26168.34096,0,0,0,0,0,0,0,29.5
6/30/2017,BLL_1711,0,14311.09491,0,70.75183645,0,0,-26214.87371,0,0,0,0,0,0,0,29.58333333
6/30/2017,BLL_1711,0,14141.35763,0,59.82113283,0,0,-26259.28755,0,0,0,0,0,0,0,29.66666667
6/30/2017,BLL_1711,0,13960.61809,0,-2050.0058,0,0,-25928.47391,0,0,0,0,0,0,0,29.75
6/30/2017,BLL_1711,0,14384.76798,0,-4214.199686,0,0,-26149.85472,0,0,0,0,0,0,0,29.83333333
6/30/2017,BLL_1711,0,14846.53845,0,-5152.466253,0,0,-26301.16151,0,0,0,0,0,0,0,29.91666667
6/30/2017,BLL_1711,0,14668.5922,0,151.3467255,0,0,-26412.22146,0,0,0,0,0,0,0,30
6/30/2017,BLL_1711,0,14493.04878,0,143.4267452,0,0,-26491.22966,0,0,0,0,0,0,0,30.08333333
6/30/2017,BLL_1711,0,14319.90867,0,135.6728998,0,0,-26557.5506,0,0,0,0,0,0,0,30.16666667
6/30/2017,BLL_1711,0,14149.04385,0,123.4419371,0,0,-26616.59979,0,0,0,0,0,0,0,30.25
6/30/2017,BLL_1711,0,13980.34943,0,105.7250337,0,0,-26671.04723,0,0,0,0,0,0,0,30.33333333
6/30/2017,BLL_1711,0,13813.75473,0,84.9450133,0,0,-26721.55945,0,0,0,0,0,0,0,30.41666667
6/30/2017,BLL_1711,0,13649.21697,0,74.52347679,0,0,-26768.80684,0,0,0,0,0,0,0,30.5
6/30/2017,BLL_1711,0,13486.70366,0,64.33582029,0,0,-26813.39271,0,0,0,0,0,0,0,30.58333333
6/30/2017,BLL_1711,0,13326.18395,0,54.37790191,0,0,-26855.58844,0,0,0,0,0,0,0,30.66666667
6/30/2017,BLL_1711,0,13434.08303,0,-1875.880653,0,0,-26973.61732,0,0,0,0,0,0,0,30.75
6/30/2017,BLL_1711,0,13627.04727,0,-3801.620213,0,0,-26432.17131,0,0,0,0,0,0,0,30.83333333
6/30/2017,BLL_1711,0,13777.82968,0,-4685.804915,0,0,-25284.00964,0,0,0,0,0,0,0,30.91666667
6/30/2017,BLL_1711,0,13611.7801,0,137.2348516,0,0,-25401.73096,0,0,0,0,0,0,0,31
6/30/2017,BLL_1711,0,13447.99765,0,130.0453772,0,0,-25487.62254,0,0,0,0,0,0,0,31.08333333
6/30/2017,BLL_1711,0,13286.50127,0,123.0073727,0,0,-25561.22315,0,0,0,0,0,0,0,31.16666667
6/30/2017,BLL_1711,0,13127.1592,0,111.8817578,0,0,-25627.59753,0,0,0,0,0,0,0,31.25
6/30/2017,BLL_1711,0,12969.86418,0,95.86171455,0,0,-25689.35824,0,0,0,0,0,0,0,31.33333333
6/30/2017,BLL_1711,0,12814.5441,0,76.99841692,0,0,-25747.16361,0,0,0,0,0,0,0,31.41666667
6/30/2017,BLL_1711,0,12661.15591,0,67.54674888,0,0,-25801.68887,0,0,0,0,0,0,0,31.5
6/30/2017,BLL_1711,0,12509.66812,0,58.30811352,0,0,-25853.569,0,0,0,0,0,0,0,31.58333333
6/30/2017,BLL_1711,0,12360.05041,0,49.27871465,0,0,-25903.05461,0,0,0,0,0,0,0,31.66666667
6/30/2017,BLL_1711,0,12461.14364,0,-1705.053544,0,0,-25988.71986,0,0,0,0,0,0,0,31.75
6/30/2017,BLL_1711,0,12846.28764,0,-3426.092656,0,0,-26209.71383,0,0,0,0,0,0,0,31.83333333
6/30/2017,BLL_1711,0,13255.80266,0,-4247.298876,0,0,-26142.08326,0,0,0,0,0,0,0,31.91666667
6/30/2017,BLL_1711,0,13094.87571,0,124.1901968,0,0,-26257.528,0,0,0,0,0,0,0,32
6/30/2017,BLL_1711,0,12936.19182,0,117.656646,0,0,-26343.00997,0,0,0,0,0,0,0,32.08333333
6/30/2017,BLL_1711,0,12779.77243,0,111.2614519,0,0,-26416.42467,0,0,0,0,0,0,0,32.16666667
6/30/2017,BLL_1711,0,12625.45758,0,101.1657983,0,0,-26483.00891,0,0,0,0,0,0,0,32.25
6/30/2017,BLL_1711,0,12473.14009,0,86.68807617,0,0,-26545.34671,0,0,0,0,0,0,0,32.33333333
6/30/2017,BLL_1711,0,12322.74454,0,69.61940021,0,0,-26604.02868,0,0,0,0,0,0,0,32.41666667
6/30/2017,BLL_1711,0,12174.21902,0,61.05394809,0,0,-26659.87204,0,0,0,0,0,0,0,32.5
6/30/2017,BLL_1711,0,12027.53528,0,52.68251776,0,0,-26713.51244,0,0,0,0,0,0,0,32.58333333
6/30/2017,BLL_1711,0,11882.66453,0,44.5016286,0,0,-26765.17515,0,0,0,0,0,0,0,32.66666667
6/30/2017,BLL_1711,0,11919.80091,0,-1541.44402,0,0,-26587.40315,0,0,0,0,0,0,0,32.75
6/30/2017,BLL_1711,0,12118.89101,0,-3058.986622,0,0,-25786.50011,0,0,0,0,0,0,0,32.83333333
6/30/2017,BLL_1711,0,12436.97146,0,-3830.674548,0,0,-25733.26668,0,0,0,0,0,0,0,32.91666667
6/30/2017,BLL_1711,0,12285.24472,0,111.569461,0,0,-25850.68236,0,0,0,0,0,0,0,33
6/30/2017,BLL_1711,0,12135.57283,0,105.6832731,0,0,-25939.95603,0,0,0,0,0,0,0,33.08333333
6/30/2017,BLL_1711,0,11988.09924,0,99.9224035,0,0,-26016.98603,0,0,0,0,0,0,0,33.16666667
6/30/2017,BLL_1711,0,11842.64774,0,90.82443439,0,0,-26086.84586,0,0,0,0,0,0,0,33.25
6/30/2017,BLL_1711,0,11699.11013,0,77.86101134,0,0,-26152.06311,0,0,0,0,0,0,0,33.33333333
6/30/2017,BLL_1711,0,11557.40799,0,62.50698575,0,0,-26213.05655,0,0,0,0,0,0,0,33.41666667
6/30/2017,BLL_1711,0,11417.49783,0,54.80562222,0,0,-26270.67484,0,0,0,0,0,0,0,33.5
6/30/2017,BLL_1711,0,11279.35068,0,47.27961464,0,0,-26325.59775,0,0,0,0,0,0,0,33.58333333
6/30/2017,BLL_1711,0,11142.93695,0,39.92579303,0,0,-26378.06986,0,0,0,0,0,0,0,33.66666667
6/30/2017,BLL_1711,0,11246.69176,0,-1390.497828,0,0,-26507.26308,0,0,0,0,0,0,0,33.75
6/30/2017,BLL_1711,0,11308.77341,0,-2723.889822,0,0,-25951.05527,0,0,0,0,0,0,0,33.83333333
6/30/2017,BLL_1711,0,11646.34348,0,-3439.174277,0,0,-25938.6842,0,0,0,0,0,0,0,33.91666667
6/30/2017,BLL_1711,0,11503.31727,0,99.88655912,0,0,-26051.04802,0,0,0,0,0,0,0,34
6/30/2017,BLL_1711,0,11362.32219,0,94.60594067,0,0,-26136.95706,0,0,0,0,0,0,0,34.08333333
6/30/2017,BLL_1711,0,11223.465,0,89.43843811,0,0,-26211.47421,0,0,0,0,0,0,0,34.16666667
6/30/2017,BLL_1711,0,11086.51365,0,81.27096863,0,0,-26279.33079,0,0,0,0,0,0,0,34.25
6/30/2017,BLL_1711,0,10951.3693,0,69.68685003,0,0,-26342.72741,0,0,0,0,0,0,0,34.33333333
6/30/2017,BLL_1711,0,10817.96666,0,55.93449472,0,0,-26402.41425,0,0,0,0,0,0,0,34.41666667
6/30/2017,BLL_1711,0,10686.26724,0,49.03644942,0,0,-26458.7221,0,0,0,0,0,0,0,34.5
6/30/2017,BLL_1711,0,10556.24241,0,42.29631178,0,0,-26512.28671,0,0,0,0,0,0,0,34.58333333
6/30/2017,BLL_1711,0,10427.86464,0,35.71119802,0,0,-26563.3484,0,0,0,0,0,0,0,34.66666667
6/30/2017,BLL_1711,0,10489.94545,0,-1245.395354,0,0,-26406.93221,0,0,0,0,0,0,0,34.75
6/30/2017,BLL_1711,0,10536.82405,0,-2427.193796,0,0,-25736.19139,0,0,0,0,0,0,0,34.83333333
6/30/2017,BLL_1711,0,10799.23313,0,-3084.891573,0,0,-25439.7596,0,0,0,0,0,0,0,34.91666667
6/30/2017,BLL_1711,0,10665.84931,0,89.23702182,0,0,-25547.40309,0,0,0,0,0,0,0,35
6/30/2017,BLL_1711,0,10534.44262,0,84.51416889,0,0,-25631.436,0,0,0,0,0,0,0,35.08333333
6/30/2017,BLL_1711,0,10405.02673,0,79.89302049,0,0,-25705.0535,0,0,0,0,0,0,0,35.16666667
6/30/2017,BLL_1711,0,10277.39097,0,72.59443144,0,0,-25772.66416,0,0,0,0,0,0,0,35.25
6/30/2017,BLL_1711,0,10151.44205,0,62.25717963,0,0,-25836.38953,0,0,0,0,0,0,0,35.33333333
6/30/2017,BLL_1711,0,10027.11941,0,49.95665397,0,0,-25896.92909,0,0,0,0,0,0,0,35.41666667
6/30/2017,BLL_1711,0,9904.387769,0,43.79366369,0,0,-25954.54256,0,0,0,0,0,0,0,35.5
6/30/2017,BLL_1711,0,9783.220644,0,37.77254982,0,0,-26009.83827,0,0,0,0,0,0,0,35.58333333
6/30/2017,BLL_1711,0,9663.593061,0,31.89069558,0,0,-26063.04125,0,0,0,0,0,0,0,35.66666667
6/30/2017,BLL_1711,0,9716.974858,0,-1108.973121,0,0,-25909.84872,0,0,0,0,0,0,0,35.75
6/30/2017,BLL_1711,0,9814.658069,0,-2129.014339,0,0,-25736.92732,0,0,0,0,0,0,0,35.83333333
