Reporting Date,GIC Code,Premium CFs (Unlinked)(Current Service),Premium CFs (Unlinked)(Future Service),Acquisition Expense CFs (Unlinked)(Current Service),Acquisition Expense CFs (Unlinked)(Future Service),Investment Component CFs (Unlinked),Claim and Other Expense CFs (Unlinked)(Incurred in Current Reporting Period),Claim and Other Expense CFs (Unlinked)(Incurred in Future Reporting Periods),Premium CFs (Linked)(Current Service),Premium CFs (Linked)(Future Service),Acquisition Expense CFs (Linked)(Current Service),Acquisition Expense CFs (Linked)(Future Service),Investment Component CFs (Linked),Claim and Other Expense CFs (Linked)(Incurred in Current Reporting Period),Claim and Other Expense CFs (Linked)(Incurred in Future Reporting Periods),Delay (in Years)
6/30/2017,BLL_1711,0,10127.36441,0,-2749.180968,0,0,-25412.14329,0,0,0,0,0,0,0,35.91666667
6/30/2017,BLL_1711,0,10001.44561,0,79.11451912,0,0,-25514.50541,0,0,0,0,0,0,0,36
6/30/2017,BLL_1711,0,9877.518963,0,74.89794137,0,0,-25591.88177,0,0,0,0,0,0,0,36.08333333
6/30/2017,BLL_1711,0,9755.529104,0,70.77274801,0,0,-25660.8604,0,0,0,0,0,0,0,36.16666667
6/30/2017,BLL_1711,0,9635.208855,0,64.27213221,0,0,-25725.26368,0,0,0,0,0,0,0,36.25
6/30/2017,BLL_1711,0,9516.473575,0,55.16088691,0,0,-25786.79921,0,0,0,0,0,0,0,36.33333333
6/30/2017,BLL_1711,0,9399.271318,0,44.23348541,0,0,-25846.16003,0,0,0,0,0,0,0,36.41666667
6/30/2017,BLL_1711,0,9283.5568,0,38.75558006,0,0,-25903.49677,0,0,0,0,0,0,0,36.5
6/30/2017,BLL_1711,0,9169.310082,0,33.40453752,0,0,-25959.29568,0,0,0,0,0,0,0,36.58333333
6/30/2017,BLL_1711,0,9056.51174,0,28.17801948,0,0,-26013.70889,0,0,0,0,0,0,0,36.66666667
6/30/2017,BLL_1711,0,9010.06718,0,-977.4575034,0,0,-25753.43397,0,0,0,0,0,0,0,36.75
6/30/2017,BLL_1711,0,9160.407486,0,-1868.944172,0,0,-25431.76531,0,0,0,0,0,0,0,36.83333333
6/30/2017,BLL_1711,0,9299.04081,0,-2911.538499,0,0,-24893.13711,0,0,0,0,0,0,0,36.91666667
6/30/2017,BLL_1711,0,9182.835354,0,74.55914951,0,0,-24990.36949,0,0,0,0,0,0,0,37
6/30/2017,BLL_1711,0,9068.488527,0,70.77685451,0,0,-25066.07843,0,0,0,0,0,0,0,37.08333333
6/30/2017,BLL_1711,0,8955.905624,0,67.07660364,0,0,-25134.54109,0,0,0,0,0,0,0,37.16666667
6/30/2017,BLL_1711,0,8844.878968,0,61.29051808,0,0,-25198.51749,0,0,0,0,0,0,0,37.25
6/30/2017,BLL_1711,0,8735.336321,0,53.21380951,0,0,-25259.38778,0,0,0,0,0,0,0,37.33333333
6/30/2017,BLL_1711,0,8627.228756,0,42.17865706,0,0,-25317.66352,0,0,0,0,0,0,0,37.41666667
6/30/2017,BLL_1711,0,8520.528608,0,37.12456386,0,0,-25373.32663,0,0,0,0,0,0,0,37.5
6/30/2017,BLL_1711,0,8415.213714,0,32.18868255,0,0,-25426.8782,0,0,0,0,0,0,0,37.58333333
6/30/2017,BLL_1711,0,8311.262166,0,27.36877426,0,0,-25478.48818,0,0,0,0,0,0,0,37.66666667
6/30/2017,BLL_1711,0,8116.311178,0,-855.823211,0,0,-24673.83422,0,0,0,0,0,0,0,37.75
6/30/2017,BLL_1711,0,8221.168596,0,-1639.520965,0,0,-24070.6527,0,0,0,0,0,0,0,37.83333333
6/30/2017,BLL_1711,0,8482.89149,0,-2455.655056,0,0,-23768.44177,0,0,0,0,0,0,0,37.91666667
6/30/2017,BLL_1711,0,8375.709375,0,66.04524702,0,0,-23869.50057,0,0,0,0,0,0,0,38
6/30/2017,BLL_1711,0,8270.374455,0,62.41899467,0,0,-23948.48918,0,0,0,0,0,0,0,38.08333333
6/30/2017,BLL_1711,0,8166.780547,0,58.87364482,0,0,-24020.02865,0,0,0,0,0,0,0,38.16666667
6/30/2017,BLL_1711,0,8064.650826,0,53.50449794,0,0,-24087.07966,0,0,0,0,0,0,0,38.25
6/30/2017,BLL_1711,0,7963.90442,0,46.12804438,0,0,-24151.16285,0,0,0,0,0,0,0,38.33333333
6/30/2017,BLL_1711,0,7864.492443,0,36.82519824,0,0,-24212.81243,0,0,0,0,0,0,0,38.41666667
6/30/2017,BLL_1711,0,7766.386161,0,32.20920501,0,0,-24271.99801,0,0,0,0,0,0,0,38.5
6/30/2017,BLL_1711,0,7669.564194,0,27.70291676,0,0,-24329.2387,0,0,0,0,0,0,0,38.58333333
6/30/2017,BLL_1711,0,7574.006124,0,23.30424038,0,0,-24384.70607,0,0,0,0,0,0,0,38.66666667
6/30/2017,BLL_1711,0,7527.807066,0,-761.093893,0,0,-23379.07664,0,0,0,0,0,0,0,38.75
6/30/2017,BLL_1711,0,7655.947032,0,-1406.868668,0,0,-23287.42357,0,0,0,0,0,0,0,38.83333333
6/30/2017,BLL_1711,0,7840.110744,0,-1955.73268,0,0,-22947.45565,0,0,0,0,0,0,0,38.91666667
6/30/2017,BLL_1711,0,7740.150322,0,54.74702061,0,0,-23053.75096,0,0,0,0,0,0,0,39
6/30/2017,BLL_1711,0,7642.003235,0,51.73457517,0,0,-23138.36732,0,0,0,0,0,0,0,39.08333333
6/30/2017,BLL_1711,0,7545.539618,0,48.79001338,0,0,-23215.77413,0,0,0,0,0,0,0,39.16666667
6/30/2017,BLL_1711,0,7450.478,0,44.22632728,0,0,-23288.80452,0,0,0,0,0,0,0,39.25
6/30/2017,BLL_1711,0,7356.732682,0,38.0172659,0,0,-23358.96726,0,0,0,0,0,0,0,39.33333333
6/30/2017,BLL_1711,0,7264.24724,0,30.44409994,0,0,-23426.91115,0,0,0,0,0,0,0,39.41666667
6/30/2017,BLL_1711,0,7172.987459,0,26.6134022,0,0,-23492.5186,0,0,0,0,0,0,0,39.5
6/30/2017,BLL_1711,0,7082.934008,0,22.87423553,0,0,-23556.32207,0,0,0,0,0,0,0,39.58333333
6/30/2017,BLL_1711,0,6994.067585,0,19.22481132,0,0,-23618.47809,0,0,0,0,0,0,0,39.66666667
6/30/2017,BLL_1711,0,7007.264537,0,-674.9740577,0,0,-23716.33478,0,0,0,0,0,0,0,39.75
6/30/2017,BLL_1711,0,6999.982902,0,-1190.582389,0,0,-23203.36891,0,0,0,0,0,0,0,39.83333333
6/30/2017,BLL_1711,0,7263.630149,0,-1829.575263,0,0,-23237.05652,0,0,0,0,0,0,0,39.91666667
6/30/2017,BLL_1711,0,7170.106358,0,48.33879472,0,0,-23346.85386,0,0,0,0,0,0,0,40
6/30/2017,BLL_1711,0,7078.334599,0,45.79939716,0,0,-23434.71749,0,0,0,0,0,0,0,40.08333333
6/30/2017,BLL_1711,0,6988.226414,0,43.31676274,0,0,-23516.17495,0,0,0,0,0,0,0,40.16666667
6/30/2017,BLL_1711,0,6899.434928,0,39.40308669,0,0,-23593.95579,0,0,0,0,0,0,0,40.25
6/30/2017,BLL_1711,0,6811.86961,0,34.14832626,0,0,-23669.33389,0,0,0,0,0,0,0,40.33333333
6/30/2017,BLL_1711,0,6725.48478,0,27.13285576,0,0,-23742.95678,0,0,0,0,0,0,0,40.41666667
6/30/2017,BLL_1711,0,6640.237839,0,23.81521668,0,0,-23814.63369,0,0,0,0,0,0,0,40.5
6/30/2017,BLL_1711,0,6556.114079,0,20.57725467,0,0,-23884.81093,0,0,0,0,0,0,0,40.58333333
6/30/2017,BLL_1711,0,6473.099919,0,17.4173982,0,0,-23953.61004,0,0,0,0,0,0,0,40.66666667
6/30/2017,BLL_1711,0,6485.929618,0,-599.3658348,0,0,-24023.01984,0,0,0,0,0,0,0,40.75
6/30/2017,BLL_1711,0,6685.264351,0,-1007.278827,0,0,-24242.0342,0,0,0,0,0,0,0,40.83333333
6/30/2017,BLL_1711,0,6644.038703,0,-1701.633639,0,0,-23386.44943,0,0,0,0,0,0,0,40.91666667
6/30/2017,BLL_1711,0,6558.00408,0,43.33953878,0,0,-23499.72973,0,0,0,0,0,0,0,41
6/30/2017,BLL_1711,0,6473.626286,0,41.01771461,0,0,-23596.25174,0,0,0,0,0,0,0,41.08333333
6/30/2017,BLL_1711,0,6390.752278,0,38.74900545,0,0,-23686.48725,0,0,0,0,0,0,0,41.16666667
6/30/2017,BLL_1711,0,6309.093583,0,35.21041603,0,0,-23772.84299,0,0,0,0,0,0,0,41.25
6/30/2017,BLL_1711,0,6228.577952,0,30.60350731,0,0,-23856.53339,0,0,0,0,0,0,0,41.33333333
6/30/2017,BLL_1711,0,6149.162456,0,24.26747451,0,0,-23938.44154,0,0,0,0,0,0,0,41.41666667
6/30/2017,BLL_1711,0,6070.795579,0,21.27399624,0,0,-24018.28175,0,0,0,0,0,0,0,41.5
6/30/2017,BLL_1711,0,5993.466251,0,18.35347274,0,0,-24096.46742,0,0,0,0,0,0,0,41.58333333
6/30/2017,BLL_1711,0,5917.163752,0,15.50443319,0,0,-24173.11133,0,0,0,0,0,0,0,41.66666667
6/30/2017,BLL_1711,0,5894.466151,0,-536.9052188,0,0,-23998.28989,0,0,0,0,0,0,0,41.75
6/30/2017,BLL_1711,0,6069.513765,0,-825.7656249,0,0,-24180.286,0,0,0,0,0,0,0,41.83333333
6/30/2017,BLL_1711,0,6072.274919,0,-1352.44997,0,0,-23825.66687,0,0,0,0,0,0,0,41.91666667
6/30/2017,BLL_1711,0,5993.132447,0,36.11564643,0,0,-23942.396,0,0,0,0,0,0,0,42
6/30/2017,BLL_1711,0,5915.533165,0,34.09307186,0,0,-24045.738,0,0,0,0,0,0,0,42.08333333
6/30/2017,BLL_1711,0,5839.270409,0,32.11697089,0,0,-24143.97817,0,0,0,0,0,0,0,42.16666667
6/30/2017,BLL_1711,0,5764.104619,0,28.99860105,0,0,-24239.103,0,0,0,0,0,0,0,42.25
6/30/2017,BLL_1711,0,5689.977108,0,25.11175582,0,0,-24332.02554,0,0,0,0,0,0,0,42.33333333
6/30/2017,BLL_1711,0,5616.853716,0,20.01600742,0,0,-24423.39643,0,0,0,0,0,0,0,42.41666667
6/30/2017,BLL_1711,0,5544.689378,0,17.4752481,0,0,-24512.92351,0,0,0,0,0,0,0,42.5
6/30/2017,BLL_1711,0,5473.474133,0,14.99694523,0,0,-24601.0642,0,0,0,0,0,0,0,42.58333333
6/30/2017,BLL_1711,0,5403.198764,0,12.57988691,0,0,-24687.92238,0,0,0,0,0,0,0,42.66666667
6/30/2017,BLL_1711,0,5439.885326,0,-452.5587422,0,0,-24774.20174,0,0,0,0,0,0,0,42.75
6/30/2017,BLL_1711,0,5611.750742,0,-772.5772657,0,0,-24761.09869,0,0,0,0,0,0,0,42.83333333
6/30/2017,BLL_1711,0,5584.980022,0,-688.7845169,0,0,-24435.20595,0,0,0,0,0,0,0,42.91666667
6/30/2017,BLL_1711,0,5511.530542,0,26.21517535,0,0,-24561.47977,0,0,0,0,0,0,0,43
6/30/2017,BLL_1711,0,5439.413449,0,24.62708001,0,0,-24676.73069,0,0,0,0,0,0,0,43.08333333
6/30/2017,BLL_1711,0,5368.453399,0,23.07622835,0,0,-24787.8966,0,0,0,0,0,0,0,43.16666667
6/30/2017,BLL_1711,0,5298.495006,0,20.58860317,0,0,-24896.64716,0,0,0,0,0,0,0,43.25
6/30/2017,BLL_1711,0,5229.491136,0,17.21748517,0,0,-25003.77656,0,0,0,0,0,0,0,43.33333333
6/30/2017,BLL_1711,0,5161.413447,0,14.15839756,0,0,-25109.93194,0,0,0,0,0,0,0,43.41666667
6/30/2017,BLL_1711,0,5094.218038,0,12.24972391,0,0,-25214.67059,0,0,0,0,0,0,0,43.5
6/30/2017,BLL_1711,0,5027.897972,0,10.38881612,0,0,-25318.42571,0,0,0,0,0,0,0,43.58333333
6/30/2017,BLL_1711,0,4962.446915,0,8.574767372,0,0,-25421.27613,0,0,0,0,0,0,0,43.66666667
6/30/2017,BLL_1711,0,4999.678808,0,-379.4433773,0,0,-25543.66379,0,0,0,0,0,0,0,43.75
6/30/2017,BLL_1711,0,4747.783193,0,-462.1632736,0,0,-24383.73003,0,0,0,0,0,0,0,43.83333333
6/30/2017,BLL_1711,0,4815.346661,0,-1077.929518,0,0,-24435.36846,0,0,0,0,0,0,0,43.91666667
6/30/2017,BLL_1711,0,4751.399104,0,23.57324218,0,0,-24569.25036,0,0,0,0,0,0,0,44
6/30/2017,BLL_1711,0,4688.502286,0,22.4266335,0,0,-24695.98047,0,0,0,0,0,0,0,44.08333333
6/30/2017,BLL_1711,0,4626.568631,0,21.30682457,0,0,-24819.27173,0,0,0,0,0,0,0,44.16666667
6/30/2017,BLL_1711,0,4565.523279,0,19.39899281,0,0,-24940.09583,0,0,0,0,0,0,0,44.25
6/30/2017,BLL_1711,0,4505.340813,0,17.38073657,0,0,-25058.89831,0,0,0,0,0,0,0,44.33333333
6/30/2017,BLL_1711,0,4446.004054,0,13.41218107,0,0,-25176.05215,0,0,0,0,0,0,0,44.41666667
6/30/2017,BLL_1711,0,4387.496506,0,11.8443555,0,0,-25291.13518,0,0,0,0,0,0,0,44.5
6/30/2017,BLL_1711,0,4329.805667,0,10.316192,0,0,-25404.64659,0,0,0,0,0,0,0,44.58333333
6/30/2017,BLL_1711,0,4272.919635,0,8.826866201,0,0,-25516.70269,0,0,0,0,0,0,0,44.66666667
6/30/2017,BLL_1711,0,4212.762306,0,-307.2588258,0,0,-25542.2682,0,0,0,0,0,0,0,44.75
6/30/2017,BLL_1711,0,4361.922533,0,-706.6439336,0,0,-25390.60293,0,0,0,0,0,0,0,44.83333333
6/30/2017,BLL_1711,0,4453.624302,0,-996.0866261,0,0,-25034.89187,0,0,0,0,0,0,0,44.91666667
6/30/2017,BLL_1711,0,4393.411349,0,25.2269008,0,0,-25181.99427,0,0,0,0,0,0,0,45
6/30/2017,BLL_1711,0,4334.237501,0,23.95974581,0,0,-25321.47459,0,0,0,0,0,0,0,45.08333333
6/30/2017,BLL_1711,0,4276.036039,0,22.72253899,0,0,-25457.46037,0,0,0,0,0,0,0,45.16666667
6/30/2017,BLL_1711,0,4218.696091,0,20.85454206,0,0,-25590.90996,0,0,0,0,0,0,0,45.25
6/30/2017,BLL_1711,0,4162.183753,0,17.82057795,0,0,-25722.42484,0,0,0,0,0,0,0,45.33333333
6/30/2017,BLL_1711,0,4106.466398,0,14.28475366,0,0,-25852.23115,0,0,0,0,0,0,0,45.41666667
6/30/2017,BLL_1711,0,4051.531195,0,12.59976482,0,0,-25979.83886,0,0,0,0,0,0,0,45.5
6/30/2017,BLL_1711,0,3997.367702,0,10.95830279,0,0,-26105.80572,0,0,0,0,0,0,0,45.58333333
6/30/2017,BLL_1711,0,3943.964423,0,9.359476543,0,0,-26230.26026,0,0,0,0,0,0,0,45.66666667
6/30/2017,BLL_1711,0,3988.929333,0,-247.973704,0,0,-26396.65584,0,0,0,0,0,0,0,45.75
6/30/2017,BLL_1711,0,4045.171689,0,-432.439686,0,0,-26169.33011,0,0,0,0,0,0,0,45.83333333
6/30/2017,BLL_1711,0,4098.096625,0,-719.4343367,0,0,-25955.50104,0,0,0,0,0,0,0,45.91666667
6/30/2017,BLL_1711,0,4041.740954,0,18.93946703,0,0,-26116.36428,0,0,0,0,0,0,0,46
6/30/2017,BLL_1711,0,3986.332968,0,17.72061899,0,0,-26270.88257,0,0,0,0,0,0,0,46.08333333
6/30/2017,BLL_1711,0,3931.851179,0,16.53261723,0,0,-26422.14009,0,0,0,0,0,0,0,46.16666667
6/30/2017,BLL_1711,0,3878.195515,0,14.8451143,0,0,-26570.91107,0,0,0,0,0,0,0,46.25
6/30/2017,BLL_1711,0,3825.334398,0,12.89707775,0,0,-26717.66871,0,0,0,0,0,0,0,46.33333333
6/30/2017,BLL_1711,0,3773.238431,0,10.18809008,0,0,-26862.66305,0,0,0,0,0,0,0,46.41666667
6/30/2017,BLL_1711,0,3721.89438,0,8.778218294,0,0,-27005.36007,0,0,0,0,0,0,0,46.5
6/30/2017,BLL_1711,0,3671.291185,0,7.406294687,0,0,-27146.36899,0,0,0,0,0,0,0,46.58333333
6/30/2017,BLL_1711,0,3621.417077,0,6.071491365,0,0,-27285.81696,0,0,0,0,0,0,0,46.66666667
6/30/2017,BLL_1711,0,3667.45058,0,-194.9157352,0,0,-27465.56798,0,0,0,0,0,0,0,46.75
6/30/2017,BLL_1711,0,3656.205397,0,-309.4423724,0,0,-26545.19133,0,0,0,0,0,0,0,46.83333333
6/30/2017,BLL_1711,0,3810.850182,0,-624.1383591,0,0,-26641.62745,0,0,0,0,0,0,0,46.91666667
6/30/2017,BLL_1711,0,3757.482529,0,14.43656122,0,0,-26750.20157,0,0,0,0,0,0,0,47
6/30/2017,BLL_1711,0,3705.013653,0,13.6535073,0,0,-26854.26509,0,0,0,0,0,0,0,47.08333333
6/30/2017,BLL_1711,0,3653.448133,0,12.89042469,0,0,-26956.84037,0,0,0,0,0,0,0,47.16666667
6/30/2017,BLL_1711,0,3602.683549,0,11.74039222,0,0,-27058.10145,0,0,0,0,0,0,0,47.25
6/30/2017,BLL_1711,0,3552.688327,0,10.26686759,0,0,-27157.9087,0,0,0,0,0,0,0,47.33333333
6/30/2017,BLL_1711,0,3503.437857,0,8.060316695,0,0,-27256.71228,0,0,0,0,0,0,0,47.41666667
6/30/2017,BLL_1711,0,3454.884178,0,7.06804751,0,0,-27354.53825,0,0,0,0,0,0,0,47.5
6/30/2017,BLL_1711,0,3407.023662,0,6.10324488,0,0,-27451.21789,0,0,0,0,0,0,0,47.58333333
6/30/2017,BLL_1711,0,3359.852455,0,5.165283757,0,0,-27546.90934,0,0,0,0,0,0,0,47.66666667
6/30/2017,BLL_1711,0,3367.77829,0,-150.1852066,0,0,-27211.33941,0,0,0,0,0,0,0,47.75
6/30/2017,BLL_1711,0,3336.161292,0,-190.7479955,0,0,-27242.58379,0,0,0,0,0,0,0,47.83333333
6/30/2017,BLL_1711,0,3131.438133,0,-503.3435332,0,0,-20052.71218,0,0,0,0,0,0,0,47.91666667
6/30/2017,BLL_1711,0,3086.708095,0,11.14939643,0,0,-20178.44036,0,0,0,0,0,0,0,48
6/30/2017,BLL_1711,0,3042.659494,0,10.4798792,0,0,-20302.28295,0,0,0,0,0,0,0,48.08333333
6/30/2017,BLL_1711,0,2999.276317,0,9.828348306,0,0,-20424.43436,0,0,0,0,0,0,0,48.16666667
6/30/2017,BLL_1711,0,2956.543967,0,8.879294029,0,0,-20544.92717,0,0,0,0,0,0,0,48.25
6/30/2017,BLL_1711,0,2914.451364,0,7.846938738,0,0,-20663.78655,0,0,0,0,0,0,0,48.33333333
6/30/2017,BLL_1711,0,2872.988028,0,6.10935471,0,0,-20781.12789,0,0,0,0,0,0,0,48.41666667
6/30/2017,BLL_1711,0,2832.14221,0,5.311479078,0,0,-20896.64585,0,0,0,0,0,0,0,48.5
6/30/2017,BLL_1711,0,2791.90461,0,4.536631324,0,0,-21010.7089,0,0,0,0,0,0,0,48.58333333
6/30/2017,BLL_1711,0,2752.266087,0,3.784261838,0,0,-21123.41107,0,0,0,0,0,0,0,48.66666667
6/30/2017,BLL_1711,0,2800.814303,0,-103.6601457,0,0,-21272.49477,0,0,0,0,0,0,0,48.75
6/30/2017,BLL_1711,0,2904.408818,0,-102.314174,0,0,-21484.66053,0,0,0,0,0,0,0,48.83333333
6/30/2017,BLL_1711,0,2952.290783,0,-411.781687,0,0,-21521.48795,0,0,0,0,0,0,0,48.91666667
6/30/2017,BLL_1711,0,2909.337602,0,8.141845784,0,0,-21660.25096,0,0,0,0,0,0,0,49
6/30/2017,BLL_1711,0,2867.045331,0,7.650226463,0,0,-21797.03679,0,0,0,0,0,0,0,49.08333333
6/30/2017,BLL_1711,0,2825.403163,0,7.172289668,0,0,-21931.91741,0,0,0,0,0,0,0,49.16666667
6/30/2017,BLL_1711,0,2784.400553,0,6.498362475,0,0,-22064.90447,0,0,0,0,0,0,0,49.25
6/30/2017,BLL_1711,0,2744.027149,0,5.823767304,0,0,-22196.01556,0,0,0,0,0,0,0,49.33333333
6/30/2017,BLL_1711,0,2704.272789,0,4.471957888,0,0,-22325.35349,0,0,0,0,0,0,0,49.41666667
6/30/2017,BLL_1711,0,2665.127487,0,3.890168604,0,0,-22452.58685,0,0,0,0,0,0,0,49.5
6/30/2017,BLL_1711,0,2626.581431,0,3.325802147,0,0,-22578.1272,0,0,0,0,0,0,0,49.58333333
6/30/2017,BLL_1711,0,2588.624977,0,2.778417489,0,0,-22702.07873,0,0,0,0,0,0,0,49.66666667
6/30/2017,BLL_1711,0,2634.692888,0,-51.00183685,0,0,-22861.01559,0,0,0,0,0,0,0,49.75
6/30/2017,BLL_1711,0,2697.888357,0,-27.72559199,0,0,-23068.17163,0,0,0,0,0,0,0,49.83333333
6/30/2017,BLL_1711,0,2799.594384,0,-351.7700123,0,0,-23300.23837,0,0,0,0,0,0,0,49.91666667
6/30/2017,BLL_1711,0,2758.127597,0,5.702968347,0,0,-23453.29559,0,0,0,0,0,0,0,50
6/30/2017,BLL_1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333
6/30/2017,BLL_1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667
6/30/2017,BLL_1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
6/30/2017,BLL_1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
6/30/2017,BLL_1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667
6/30/2017,BLL_1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
6/30/2017,BLL_1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333
6/30/2017,BLL_1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
6/30/2017,BLL_1722,1651.707654,0,-37211.66822,0,0,-565.8699153,0,0,0,0,0,0,0,0,0.75
6/30/2017,BLL_1722,9426.195039,0,-175429.3165,0,0,-3028.342971,0,0,0,0,0,0,0,0,0.833333333
6/30/2017,BLL_1722,15160.0069,0,-140442.7358,0,0,-5776.789432,0,0,0,0,0,0,0,0,0.916666667
6/30/2017,BLL_1722,14828.83266,0,3454.418891,0,0,-6185.478502,0,0,0,0,0,0,0,0,1
6/30/2017,BLL_1722,0,14531.28537,0,3195.773907,0,0,-6210.380715,0,0,0,0,0,0,0,1.083333333
6/30/2017,BLL_1722,0,14256.43253,0,2972.346826,0,0,-6169.717379,0,0,0,0,0,0,0,1.166666667
6/30/2017,BLL_1722,0,14023.24408,0,2487.373183,0,0,-6112.653298,0,0,0,0,0,0,0,1.25
6/30/2017,BLL_1722,0,13850.1016,0,1538.225496,0,0,-6063.963792,0,0,0,0,0,0,0,1.333333333
6/30/2017,BLL_1722,0,13646.03628,0,1481.518793,0,0,-6016.717021,0,0,0,0,0,0,0,1.416666667
6/30/2017,BLL_1722,0,13444.82091,0,1391.204223,0,0,-5963.149088,0,0,0,0,0,0,0,1.5
6/30/2017,BLL_1722,0,13238.39371,0,1336.436182,0,0,-5904.050052,0,0,0,0,0,0,0,1.583333333
6/30/2017,BLL_1722,0,13038.14386,0,1179.079782,0,0,-5842.800474,0,0,0,0,0,0,0,1.666666667
6/30/2017,BLL_1722,0,12959.2106,0,-5086.486669,0,0,-5820.76164,0,0,0,0,0,0,0,1.75
6/30/2017,BLL_1722,0,13406.96316,0,-28998.5573,0,0,-5910.990626,0,0,0,0,0,0,0,1.833333333
6/30/2017,BLL_1722,0,13835.46797,0,-24015.01633,0,0,-6065.069534,0,0,0,0,0,0,0,1.916666667
6/30/2017,BLL_1722,0,13658.15024,0,1296.863858,0,0,-6056.015086,0,0,0,0,0,0,0,2
6/30/2017,BLL_1722,0,13483.60427,0,1160.90901,0,0,-6017.374722,0,0,0,0,0,0,0,2.083333333
6/30/2017,BLL_1722,0,13311.6711,0,1028.554443,0,0,-5970.114333,0,0,0,0,0,0,0,2.166666667
6/30/2017,BLL_1722,0,13142.22482,0,892.1331701,0,0,-5919.121768,0,0,0,0,0,0,0,2.25
6/30/2017,BLL_1722,0,12975.2005,0,741.0518867,0,0,-5866.582277,0,0,0,0,0,0,0,2.333333333
6/30/2017,BLL_1722,0,12810.54805,0,594.1155462,0,0,-5813.233861,0,0,0,0,0,0,0,2.416666667
6/30/2017,BLL_1722,0,12648.22589,0,468.7944276,0,0,-5759.429659,0,0,0,0,0,0,0,2.5
6/30/2017,BLL_1722,0,12488.19527,0,346.8783178,0,0,-5705.396609,0,0,0,0,0,0,0,2.583333333
6/30/2017,BLL_1722,0,12330.41882,0,228.2889986,0,0,-5651.289735,0,0,0,0,0,0,0,2.666666667
6/30/2017,BLL_1722,0,12309.58754,0,-1796.928065,0,0,-5632.824027,0,0,0,0,0,0,0,2.75
6/30/2017,BLL_1722,0,12775.92747,0,-8384.445135,0,0,-5746.889505,0,0,0,0,0,0,0,2.833333333
6/30/2017,BLL_1722,0,13205.09817,0,-8159.51874,0,0,-5907.526739,0,0,0,0,0,0,0,2.916666667
6/30/2017,BLL_1722,0,13043.06968,0,274.7985881,0,0,-5902.213007,0,0,0,0,0,0,0,3
6/30/2017,BLL_1722,0,12883.40506,0,260.6666751,0,0,-5866.58111,0,0,0,0,0,0,0,3.083333333
6/30/2017,BLL_1722,0,12725.87544,0,246.8452687,0,0,-5823.178903,0,0,0,0,0,0,0,3.166666667
6/30/2017,BLL_1722,0,12570.34992,0,228.3232405,0,0,-5776.82527,0,0,0,0,0,0,0,3.25
6/30/2017,BLL_1722,0,12416.776,0,193.0141501,0,0,-5729.526831,0,0,0,0,0,0,0,3.333333333
6/30/2017,BLL_1722,0,12265.11763,0,155.2457386,0,0,-5681.880974,0,0,0,0,0,0,0,3.416666667
6/30/2017,BLL_1722,0,12115.34735,0,136.5546325,0,0,-5634.131795,0,0,0,0,0,0,0,3.5
6/30/2017,BLL_1722,0,11967.43991,0,118.3057775,0,0,-5586.420329,0,0,0,0,0,0,0,3.583333333
6/30/2017,BLL_1722,0,11821.37078,0,100.4909489,0,0,-5538.830236,0,0,0,0,0,0,0,3.666666667
6/30/2017,BLL_1722,0,11802.17889,0,-1754.175938,0,0,-5534.093986,0,0,0,0,0,0,0,3.75
6/30/2017,BLL_1722,0,12256.46375,0,-7992.962976,0,0,-5664.895354,0,0,0,0,0,0,0,3.833333333
6/30/2017,BLL_1722,0,12687.10801,0,-7872.098739,0,0,-5838.290102,0,0,0,0,0,0,0,3.916666667
6/30/2017,BLL_1722,0,12546.74719,0,235.5767078,0,0,-5837.474025,0,0,0,0,0,0,0,4
6/30/2017,BLL_1722,0,12408.27109,0,223.7653204,0,0,-5808.588647,0,0,0,0,0,0,0,4.083333333
6/30/2017,BLL_1722,0,12271.48097,0,212.1873122,0,0,-5772.418405,0,0,0,0,0,0,0,4.166666667
6/30/2017,BLL_1722,0,12136.25554,0,196.5335657,0,0,-5733.466998,0,0,0,0,0,0,0,4.25
6/30/2017,BLL_1722,0,12002.54928,0,166.4818588,0,0,-5693.576196,0,0,0,0,0,0,0,4.333333333
6/30/2017,BLL_1722,0,11870.33354,0,134.0218904,0,0,-5653.299278,0,0,0,0,0,0,0,4.416666667
6/30/2017,BLL_1722,0,11739.58811,0,118.0461364,0,0,-5612.914263,0,0,0,0,0,0,0,4.5
6/30/2017,BLL_1722,0,11610.29503,0,102.4085596,0,0,-5572.559415,0,0,0,0,0,0,0,4.583333333
6/30/2017,BLL_1722,0,11482.43716,0,87.10358966,0,0,-5532.302347,0,0,0,0,0,0,0,4.666666667
6/30/2017,BLL_1722,0,11476.15223,0,-1712.793044,0,0,-5524.00041,0,0,0,0,0,0,0,4.75
