"Month","Total_Premiums","Total_Claims","Total_Commission","Total_Ren","Total_Adm"
170,2068264.50823891,634367.287402313,132156.902224863,111711.47217426,5840589.01910727
171,2059869.35072006,634323.180002519,155274.291898174,134899.603823483,5840589.01910727
172,2055555.12276607,635156.736100497,179550.351782981,159249.050487401,5840589.01910727
173,2049518.82690635,636060.095674678,148336.07798885,128014.819265768,5840589.01910727
174,2044372.75189576,635941.752064013,154370.059202047,134128.695061595,5840589.01910727
175,2032033.99401745,633169.044587943,103309.881731023,83177.0711591865,5840589.01910727
176,2022777.18106081,632272.528333828,124319.089528443,104336.846810582,5840589.01910727
177,2020061.96538179,633551.366686099,172840.386041164,152906.458573775,5840589.01910727
178,2006895.06716827,630678.021851061,111897.237564171,92128.9478084095,5840589.01910727
179,1992725.5071501,627347.072437721,106892.702182258,87271.4989196675,5840589.01910727
180,1968796.12719075,620841.685746997,6437.25400774663,-12950.2868206898,5840589.01910727
181,1978847.1599046,625290.197996066,277588.675673674,258006.312394453,5840589.01910727
182,1970894.74370603,624339.149275644,121609.246253694,102086.16763964,5840589.01910727
183,1964290.25011141,623451.434396393,143883.639013901,124371.684730438,5840589.01910727
184,1960004.14756957,623139.866449581,164730.933333179,145314.802196823,5840589.01910727
185,1955109.25580729,623649.64044002,137669.769184282,118185.174810411,5840589.01910727
186,1949368.34695704,622598.541843189,141759.746162408,122349.879050668,5840589.01910727
187,1937902.69736209,620070.235463099,95477.4067311455,76170.1811162432,5840589.01910727
188,1928237.13214458,619048.32484779,114865.680722884,95704.5953560631,5840589.01910727
189,1923878.50988803,620030.71849858,159144.806644323,140028.750687008,5840589.01910727
190,1912670.48256908,618015.547856489,104071.220488809,85108.737335906,5840589.01910727
191,1901277.51003243,615061.89211395,97991.6266783534,79170.0634833432,5840589.01910727
192,1878299.17909212,608625.802316903,6716.78616496054,-11879.1435635767,5840589.01910727
193,1883093.92504359,611599.65060691,256090.486432906,237345.451781172,5840589.01910727
194,1872797.7951564,610299.36729468,111608.262668836,92895.3981804763,5840589.01910727
195,1861393.32370721,604500.070037068,132613.6933661,114085.830044374,5840589.01910727
196,1853522.41622316,605292.934217727,149364.228281804,130908.65971444,5840589.01910727
197,1846019.04904276,605931.051134831,126048.658194599,107524.828018372,5840589.01910727
198,1840225.50439808,605810.946419919,128843.291740222,110387.075039112,5840589.01910727
199,1824903.07758569,603555.023750887,87925.1961730791,69567.8840428582,5840589.01910727
200,1814723.60772165,602540.061677212,105741.514091011,87528.9500858135,5840589.01910727
201,1812127.07388081,603609.945757557,145860.049906271,127694.469553577,5840589.01910727
202,1801332.07157864,601498.810923489,96264.9127003199,78244.1113878516,5840589.01910727
203,1789943.25386298,599446.395819866,92123.6979220336,74235.7345521453,5840589.01910727
204,1768186.51620915,593084.691067847,6815.64844090241,-10856.715737453,5840589.01910727
205,1774840.21938056,595695.106872045,234797.180675466,216985.134020269,5840589.01910727
206,1759764.61215699,593049.02346006,94956.8113742813,77172.1565151679,5840589.01910727
