"Month","Total_Premiums","Total_Acq","Total_Ren","Total_Claims","Total_Commission"
164,7955960.08249333,0,285574.29804596,2435212.57857206,285574.29804596
165,7920669.88494225,0,382220.947645284,2432182.82779867,382220.947645284
166,7904832.83376518,0,490945.830767009,2437855.43070428,490945.830767009
167,7893833.43991579,0,534996.439931864,2439187.68750857,534996.439931864
168,7866106.32041888,0,467677.341713951,2439634.62808047,467677.341713951
169,7845186.71816507,0,465805.624380222,2438430.21037363,465805.624380222
170,7816817.52376047,0,389152.468270114,2437429.46692346,389152.468270114
171,7794546.30856972,0,434796.316969894,2438240.21884928,434796.316969894
172,7776462.4407547,0,420941.148648912,2438396.78757373,420941.148648912
173,7753137.2732304,0,455019.468653738,2438591.4488165,455019.468653738
174,7738759.37741656,0,428334.375929717,2446034.14269254,428334.375929717
175,7710317.42845157,0,397689.71978878,2447427.83655077,397689.71978878
176,7676132.52137393,0,262936.526396509,2443225.16562054,262936.526396509
177,7640841.50008193,0,354829.852259684,2440561.31328386,354829.852259684
178,7620080.04088528,0,434305.927888356,2445498.93869139,434305.927888356
179,7607055.99792653,0,497616.612618234,2449061.33956558,497616.612618234
180,7588464.17065976,0,433668.321527957,2449298.86107481,433668.321527957
181,7570239.14215755,0,430376.144438376,2448513.80231289,430376.144438376
182,7534859.03590408,0,362644.931932698,2443101.22142824,362644.931932698
183,7506667.01535985,0,401659.272378958,2442915.83247715,401659.272378958
184,7474849.63874489,0,388278.099131949,2433778.43576356,388278.099131949
185,7447090.36890011,0,417305.231274438,2434143.05918768,417305.231274438
186,7431226.95197926,0,388813.006721984,2440847.23951897,388813.006721984
187,7412078.3091919,0,358635.259789839,2441578.14026561,358635.259789839
188,7372593.09103028,0,240966.625444653,2437290.46512143,240966.625444653
189,7336107.28190379,0,328908.23759203,2431499.39208009,328908.23759203
190,7320995.33044146,0,409278.317187273,2436010.26781121,409278.317187273
191,7308063.5991544,0,454705.662066577,2439721.1874209,454705.662066577
192,7286702.63817381,0,403956.014170677,2439471.21743311,403956.014170677
193,7266043.05200276,0,401758.877600204,2436165.16537713,401758.877600204
194,7237786.29308097,0,336207.040773635,2432529.5245648,336207.040773635
195,7203841.07396931,0,359091.340178649,2428940.92837612,359091.340178649
196,7184803.06943255,0,358333.934362725,2428155.58809504,358333.934362725
197,7166207.01713401,0,386621.474666672,2430168.94336658,386621.474666672
198,7148102.04986627,0,354470.860643587,2437065.5880996,354470.860643587
199,7128925.61539653,0,329479.665609805,2437978.86884972,329479.665609805
200,7092387.79810402,0,219549.652084908,2431696.88545342,219549.652084908
201,7058165.57996036,0,303008.843818366,2428558.61673149,303008.843818366
202,7037868.773629,0,382813.955708525,2426998.04234939,382813.955708525
203,7017146.46555836,0,417771.161152606,2423941.13491729,417771.161152606
204,6996276.88924337,0,372260.518798249,2426119.20019977,372260.518798249
205,6972469.12969965,0,371053.475414318,2422080.5870986,371053.475414318
206,6944097.41230471,0,309592.964572006,2417693.14654107,309592.964572006
207,6923904.10928547,0,335107.569487698,2416046.19006604,335107.569487698
208,6900928.32660004,0,325971.145736267,2409750.65299579,325971.145736267
209,6879374.52205346,0,354596.868894852,2410862.41838612,354596.868894852
210,6865501.80309862,0,320462.477047396,2415788.57223073,320462.477047396
211,6843989.37413663,0,289602.288216083,2416099.24946564,289602.288216083
212,6808506.64153246,0,198732.107439767,2411920.40286644,198732.107439767
213,6775019.89377974,0,278488.150542488,2408492.27517894,278488.150542488
214,6756783.99341236,0,351345.583219001,2411861.03309116,351345.583219001
215,6744453.01529341,0,387506.072359573,2411930.3298926,387506.072359573
216,6718647.17287419,0,342011.404634724,2413645.15205034,342011.404634724
217,6700109.83870083,0,339719.628044345,2413004.37398288,339719.628044345
218,6674279.78003305,0,283814.810228548,2408197.38487487,283814.810228548
219,6653690.83350501,0,309422.740490947,2407141.6354251,309422.740490947
220,6628822.77613062,0,291107.090669899,2402637.58178049,291107.090669899
221,6610130.66780408,0,324707.841104894,2401391.97110194,324707.841104894
222,6589183.17726866,0,275794.052435712,2400579.64797859,275794.052435712
223,6572252.21791173,0,256617.396153733,2400021.18554046,256617.396153733
224,6534611.27977829,0,178700.766492062,2393757.94214312,178700.766492062
225,6503298.8065928,0,254160.261817824,2390490.2518429,254160.261817824
226,6485757.554832,0,320220.34046255,2395088.20963467,320220.34046255
227,6467406.32063032,0,352638.776151345,2396674.5459184,352638.776151345
228,6449632.88799812,0,313346.054193401,2396789.84452829,313346.054193401
229,6427306.61974172,0,307910.960442431,2392985.0681517,307910.960442431
230,6404231.52760796,0,258269.061918794,2390104.70712836,258269.061918794
231,6376094.10945977,0,280381.096474814,2390270.53065296,280381.096474814
232,6356466.20168564,0,264928.440618855,2388061.1947181,264928.440618855
233,6329635.11363345,0,292266.67001745,2383851.00546882,292266.67001745
234,6311829.08166005,0,252131.938105751,2378135.50853152,252131.938105751
235,6293673.53663201,0,236914.740374406,2378917.5304185,236914.740374406
236,6263333.8706939,0,159782.478727934,2371702.73626053,159782.478727934
237,6233421.32271644,0,230723.610955089,2368649.1479099,230723.610955089
238,6211824.49792555,0,285165.377761654,2362861.82402348,285165.377761654
239,6196372.99242093,0,322168.722111439,2357925.10906425,322168.722111439
240,6179649.71519108,0,284898.58813018,2357639.33136883,284898.58813018
241,6155690.29071141,0,274394.834105748,2356375.8002038,274394.834105748
242,6129690.97724934,0,229886.671934881,2352672.3910665,229886.671934881
243,6107374.52019713,0,252405.73394041,2350542.99003793,252405.73394041
244,6083356.23670249,0,240988.618879776,2347944.65538434,240988.618879776
245,6064977.05012082,0,258331.827561669,2345745.75572142,258331.827561669
246,6050594.85011246,0,222606.643035946,2346539.96851171,222606.643035946
247,6033284.9836158,0,212126.094966835,2345220.18292107,212126.094966835
248,5999126.06215313,0,141946.687221614,2332576.73626564,141946.687221614
249,5965698.69548802,0,209680.355543201,2325760.46105803,209680.355543201
250,5946417.06010276,0,259379.696443274,2322513.01539461,259379.696443274
251,5921526.3672547,0,288732.190911943,2319856.0146008,288732.190911943
252,5899966.76709993,0,257719.96483289,2319618.90910733,257719.96483289
253,5886969.54536882,0,252678.380700389,2317238.04832614,252678.380700389
254,5859994.59136041,0,209988.518815702,2313608.1864861,209988.518815702
255,5836985.04845348,0,220793.597097416,2311351.78478616,220793.597097416
256,5816880.42832182,0,213516.739972281,2304415.39112428,213516.739972281
257,5800282.89860363,0,234674.837679125,2301364.21585575,234674.837679125
258,5776853.29809123,0,185155.972156831,2301455.98032968,185155.972156831
259,5760432.46935551,0,185793.39835515,2299788.6932364,185793.39835515
260,5725054.0764557,0,124782.373853733,2293010.430473,124782.373853733
261,5686803.55848726,0,182760.019542597,2289063.89388678,182760.019542597
262,5670303.54847556,0,231674.334873394,2287720.36138716,231674.334873394
263,5658847.69270144,0,260405.901931094,2284916.66303422,260405.901931094
264,5641128.34729123,0,231535.67244952,2282487.07702517,231535.67244952
265,5622245.24830378,0,220742.952673569,2278024.46280866,220742.952673569
266,5600170.48492356,0,188245.7118753,2271168.44193607,188245.7118753
267,5564892.82634814,0,199837.245570452,2267470.24228011,199837.245570452
268,5539992.3825831,0,185280.941117204,2257227.69821481,185280.941117204
269,5523407.52028144,0,190469.983094654,2257360.87776074,190469.983094654
270,5503817.63848091,0,162870.06750773,2255715.31462895,162870.06750773
271,5487558.79554556,0,159773.637177509,2254421.480098,159773.637177509
272,5460363.25982473,0,108235.462831709,2247249.32146896,108235.462831709
273,5436058.07978974,0,167844.394390855,2241767.84746417,167844.394390855
274,5421257.66714909,0,204166.131633941,2243400.66492501,204166.131633941
275,5401866.21903744,0,215960.332253534,2242707.60149269,215960.332253534
276,5385497.79186404,0,207222.39685321,2240406.71193874,207222.39685321
277,5364302.69830209,0,201953.911152954,2236680.57753002,201953.911152954
278,5340390.04302267,0,144960.906607271,2229747.73442982,144960.906607271
279,5319480.66666582,0,179567.213645479,2228899.69297543,179567.213645479
280,5295600.82595869,0,164571.46129584,2225356.8319464,164571.46129584
281,5274751.84421861,0,177747.887833274,2222698.79617285,177747.887833274
282,5259423.91716277,0,130730.471202438,2226321.08024986,130730.471202438
283,5241192.4647734,0,131965.930061849,2226040.48625307,131965.930061849
284,5205359.05267899,0,88824.3104545519,2210886.6556196,88824.3104545519
285,5180819.44108229,0,149973.710920708,2205544.64744138,149973.710920708
286,5159257.58076937,0,180127.457540806,2208079.23168384,180127.457540806
287,5145029.33182288,0,201151.707186236,2208269.67153103,201151.707186236
288,5126078.35481265,0,176713.032212132,2209662.25017143,176713.032212132
289,5110897.59767138,0,182323.858849916,2206197.30503012,182323.858849916
290,5085535.552768,0,138545.63989001,2198488.91129505,138545.63989001
291,5064412.89780375,0,158706.332185164,2192461.90816473,158706.332185164
292,5041067.22886759,0,145343.531129912,2191034.98671671,145343.531129912
293,5024469.7561692,0,149969.195449607,2192076.25971078,149969.195449607
294,4997244.30094224,0,117913.169394986,2192411.53408358,117913.169394986
295,4976106.69087814,0,112181.833041476,2192113.53444859,112181.833041476
296,4944813.49538729,0,78920.0191154232,2182002.83719006,78920.0191154232
297,4919389.87252893,0,130429.583005484,2178793.2845381,130429.583005484
298,4901040.6175534,0,156557.184017903,2180636.75995701,156557.184017903
299,4890350.06039046,0,178540.430294528,2179993.59511455,178540.430294528
300,4876712.38342405,0,158648.826810337,2181573.39135684,158648.826810337
301,4859790.68073332,0,160752.49936574,2180000.39563902,160752.49936574
302,4834672.66398633,0,124810.459227292,2174110.98240402,124810.459227292
303,4818577.99556273,0,136519.261190455,2168988.52075713,136519.261190455
304,4798346.83173971,0,115692.918555893,2164304.64520755,115692.918555893
305,4786249.00725068,0,130600.509081715,2163024.27588227,130600.509081715
306,4773125.48938076,0,94490.9191161845,2165039.64745024,94490.9191161845
307,4756521.00183773,0,91476.7817227874,2163960.95287775,91476.7817227874
308,4725180.87529661,0,70427.104670459,2151650.68263596,70427.104670459
309,4697195.96188307,0,114448.367832979,2134149.61571615,114448.367832979
310,4683268.78102176,0,136431.044808062,2136285.75776267,136431.044808062
311,4673513.3446294,0,156902.466872079,2135454.15659931,156902.466872079
312,4655163.00771819,0,137125.074654254,2136763.87441018,137125.074654254
313,4640410.39750605,0,138818.160328999,2135253.8375274,138818.160328999
314,4620877.41898909,0,110241.444805503,2130543.43350828,110241.444805503
315,4602304.59862197,0,109760.703984943,2127535.95955443,109760.703984943
316,4584095.46840732,0,99936.5961080447,2125270.50870913,99936.5961080447
317,4569104.03639472,0,106943.454334461,2124284.77497238,106943.454334461
318,4554210.37980861,0,79478.2903343949,2122679.82427879,79478.2903343949
319,4535483.19150077,0,69603.3458297348,2119339.91854122,69603.3458297348
320,4505728.78824251,0,60289.5340659766,2111575.486556,60289.5340659766
321,4480110.26596335,0,99593.4884262013,2106275.17860704,99593.4884262013
322,4461118.73218413,0,121170.948943365,2103635.85275278,121170.948943365
323,4447021.28115611,0,132706.618906393,2101865.22677737,132706.618906393
324,4429618.46751314,0,126923.665050329,2102413.16774194,126923.665050329
325,4416785.37425953,0,118448.316248686,2097865.65882824,118448.316248686
326,4392648.18378339,0,94022.2590837801,2090337.05493238,94022.2590837801
327,4374298.4101336,0,97036.6459494064,2085155.8094211,97036.6459494064
328,4357740.36229353,0,86489.5196682363,2083012.46555154,86489.5196682363
329,4341666.26798907,0,83647.513830782,2083746.40883109,83647.513830782
330,4317566.50405628,0,61052.7234321899,2080100.22564035,61052.7234321899
331,4300583.27212258,0,50713.8224267809,2079078.13308515,50713.8224267809
332,4272109.14922094,0,48869.8956791427,2070268.18833455,48869.8956791427
333,4250627.90075735,0,84815.8807535833,2065708.80801317,84815.8807535833
334,4230473.1859115,0,104830.777661149,2065785.89557824,104830.777661149
335,4219916.26083654,0,111364.212258851,2066282.24565105,111364.212258851
336,4204903.54972439,0,105944.055720785,2065938.72195453,105944.055720785
337,4192283.02284716,0,105719.422468024,2063670.44965403,105719.422468024
338,4171303.58906029,0,76419.3044453181,2060337.79314835,76419.3044453181
339,4148762.06744992,0,84262.9716490614,2056101.60504358,84262.9716490614
340,4128003.44084458,0,78090.5700645823,2043230.81836023,78090.5700645823
341,4111934.56613128,0,61526.5693984841,2043147.07425808,61526.5693984841
342,4098613.73445131,0,43749.653626555,2044587.17267385,43749.653626555
343,4085031.91509794,0,37040.5371958258,2044059.79288233,37040.5371958258
344,4060541.84438875,0,37623.1099468269,2036207.6904401,37623.1099468269
345,4040114.19835338,0,68786.0743447822,2032079.87168252,68786.0743447822
346,4020547.75990322,0,82138.7212440908,2032704.99637648,82138.7212440908
347,4009442.53137919,0,93008.43582291,2033276.92503101,93008.43582291
348,3994579.92523576,0,90250.7154027171,2032632.64563533,90250.7154027171
349,3967691.2147317,0,77542.7116266176,2028072.1082881,77542.7116266176
350,3948099.58004007,0,58659.8995472757,2022797.33225126,58659.8995472757
351,3931990.31683407,0,71974.9050385006,2019589.73029751,71974.9050385006
352,3914948.07010387,0,57799.1719784781,2017006.90348719,57799.1719784781
353,3900107.38539736,0,43808.7979394459,2017316.4748974,43808.7979394459
354,3884960.08999503,0,23891.294837289,2017519.78900806,23891.294837289
355,3871066.27162255,0,27043.9120721666,2015216.02087396,27043.9120721666
356,3842940.84868935,0,26751.8443320386,2007094.65789694,26751.8443320386
357,3819294.22189323,0,53835.6342585353,2002990.46403945,53835.6342585353
358,3805459.42606631,0,71151.708761914,2004554.32197685,71151.708761914
359,3793118.30212196,0,76178.6806716906,2004453.67086002,76178.6806716906
360,3777745.95907599,0,75714.2116986882,1993667.83294474,75714.2116986882
361,3766299.66300304,0,68507.1602729466,1986078.59993174,68507.1602729466
362,3746290.00641417,0,45699.1879771324,1970604.16718936,45699.1879771324
363,3729824.30777694,0,56665.9855796884,1968126.43627881,56665.9855796884
364,3712120.21705343,0,40289.0324595511,1964184.01556032,40289.0324595511
365,3699923.13489624,0,26269.6610052366,1965045.09137388,26269.6610052366
366,3680734.58814086,0,7263.21138056957,1963791.66935231,7263.21138056957
367,3657832.60169357,0,13620.9658909221,1954884.08458019,13620.9658909221
368,3633308.11401178,0,19092.144768549,1946466.23895579,19092.144768549
369,3614479.89244156,0,42509.0132544162,1942681.8904543,42509.0132544162
370,3601270.9854553,0,58897.5027466599,1940874.8041147,58897.5027466599
371,3588941.85605327,0,57542.3589130343,1941989.19321644,57542.3589130343
372,3574801.44606993,0,58909.507023967,1940360.49908207,58909.507023967
373,3561730.55263482,0,53448.807950247,1934708.38092647,53448.807950247
374,3544242.96664039,0,33165.2854242315,1930747.73447575,33165.2854242315
375,3517796.14610759,0,42379.1637019722,1920202.01110947,42379.1637019722
376,3498658.77007822,0,32804.5554701757,1890765.46640814,32804.5554701757
377,3488796.5646918,0,4510.56983563362,1892328.17086326,4510.56983563362
378,3474278.5291408,0,5026.29306997273,1892170.45073448,5026.29306997273
379,3461553.72147657,0,1780.02862828423,1887624.41067728,1780.02862828423
380,3435209.12413038,0,12872.9530916161,1878249.8668424,12872.9530916161
381,3414873.12474985,0,26696.1822376439,1874461.62710065,26696.1822376439
382,3404198.76379877,0,41973.2118441428,1875987.44515443,41973.2118441428
383,3394351.91943919,0,45262.8966581385,1874760.5222731,45262.8966581385
384,3382589.26437551,0,47510.5622208886,1874737.90364372,47510.5622208886
385,3371605.3404,0,38990.2487821691,1870882.70732354,38990.2487821691
386,3353331.54334561,0,17020.0187649106,1865772.06072518,17020.0187649106
387,3333166.05224962,0,35535.3101298625,1856253.82307483,35535.3101298625
388,3317550.73224186,0,20794.40531631,1850763.32139153,20794.40531631
389,3305559.24086493,0,-6100.51158123749,1851817.53166158,-6100.51158123749
390,3293163.07058585,0,-1921.03277374303,1851223.93477008,-1921.03277374303
391,3282051.30088019,0,-13341.8995087597,1848985.93941371,-13341.8995087597
392,3258436.28135062,0,-1551.45135881375,1840626.04291223,-1551.45135881375
393,3236454.14564388,0,19836.2317435989,1829533.83896582,19836.2317435989
394,3222770.6046839,0,28588.3172008909,1830559.40054785,28588.3172008909
395,3213098.22079322,0,28187.3749362977,1831368.06838297,28187.3749362977
396,3196139.28156375,0,30933.21895762,1821141.71203028,30933.21895762
397,3184590.30689905,0,20689.5447795888,1805113.84400235,20689.5447795888
398,3168114.16674443,0,9586.94572973819,1799458.06930305,9586.94572973819
399,3150124.55276296,0,24901.3367732403,1792924.69181193,24901.3367732403
400,3133222.22547895,0,16884.7432179812,1786050.01199483,16884.7432179812
401,3123717.82311133,0,-13167.2013955628,1785580.78744679,-13167.2013955628
402,3106993.06315672,0,-15079.1102282746,1786228.38234592,-15079.1102282746
403,3084641.06212123,0,-10241.23623394,1778623.22060713,-10241.23623394
404,3063083.53180881,0,2557.7849864371,1767803.56117881,2557.7849864371
