"IFRS17_group_NB_Ins","CSM_LCpergroup","CurrPremCFS","CurrAcqCFS","CurrRA","CurrInitComm","CurrInitExp","PVRenExpenses","CurrExpPremiumsPV","FutExpPremiumsPV","CoverageUnits","CSM_LC_released_reversal","Interest_Accreted_NB","InterestAccBEL","Interest_accRA","PVFPrems","RA","BEL","LossCRecov","ReversalofLCRecov","ExpFutAcq","ExpCurrAcq","CurrClaimsandExps","FutExpClaimsExp","TotRenExp","TotPVClaims","TotPVComm","TotPVAcq","TotPVPrem","TotPVInitExp","TotBELinf","TotBELout","TotBELAcq","TotPVRenComm"
"2024_NB_Non-onerous_202",12078276.746944,2036825.8450929,34896077.1410201,178219.059531047,2401378.96110764,32494698.1799125,8251435.48612199,1901211.3767287,22263466.2545545,0.0449445529180721,542852.748412144,927885.739197806,980442.900932107,52557.161734296,24164677.6312832,684135.89911354,12762412.6460576,0,0,1668389.69078733,34896077.1410201,2970317.65885078,8601569.01025782,8251435.48612199,7464448.89138061,3937816.09384505,0,24164677.6312832,30686663.7415701,24164677.6312832,-11402264.9852257,0,233919.303933723
"2024_NB_Onerous_202",154290103.769606,27375706.9207897,114305460.065856,2932971.40432229,39881695.197495,74423764.8683612,18775290.4115947,25554472.7499937,298246927.048705,0.0414865877997039,6400969.93666318,11852981.1815572,12590093.3033912,737112.121833964,323801399.798699,9594979.02051469,163885082.790121,0,0,29765946.5893033,114305460.065856,48882856.7387048,113813179.310826,18775290.4115947,92455357.0028655,67460960.0057127,0,323801399.798699,70282745.043815,323801399.798699,-159916317.008578,0,3161003.03111961
"2024_NB_Remaining_202",70109195.3454029,12042430.0858599,22096627.6629039,1219881.12675448,16656755.0198406,5439872.64306322,1378881.32990467,11240957.6311333,134085151.320099,0.0425087129882607,2980251.66277563,5385977.14811363,5713054.4585029,327077.310389271,145326108.951233,4257561.1474998,74366756.4929027,0,0,12556991.5268961,22096627.6629039,20331352.1125747,51784786.2577384,1378881.32990467,42659772.3984154,28299580.0599146,0,145326108.951233,5137192.12422732,145326108.951233,-70959352.4583299,0,1571605.36752952
"2025_NB_Non-onerous_202",13454918.454679,2288651.59685084,43487705.610651,198580.427282356,2703617.8854776,40784087.7251734,9691661.37486891,2137047.60487464,25450968.0412599,0.0431744277108088,580908.404176366,1033643.0616499,1095100.18871412,61457.127064213,27588015.6461345,799986.633478612,14254905.0881576,0,0,1983308.64293628,43487705.610651,3309673.78803927,10208114.7108593,9691661.37486891,8790769.35074418,4542341.20723269,0,27588015.6461345,38590864.591303,27588015.6461345,-13333110.5579769,0,253021.67301139
"2025_NB_Onerous_202",176158028.834361,30875368.2579196,138060234.765216,3189249.47171079,44650985.7110034,93409249.0542128,22055533.891405,28831461.3839548,340092894.969661,0.0408361473026474,7193615.21402397,13532934.062134,14371169.6253348,838235.563200888,368924356.353616,10911301.5576937,187069330.392054,0,0,34846351.050273,138060234.765216,53154157.8618465,131642223.960486,22055533.891405,104738461.338122,77116564.6234394,0,368924356.353616,88367674.0250605,368924356.353616,-181855025.961562,0,3361375.28634949
"2025_NB_Remaining_202",79228696.6448454,13575263.4176059,25533630.6681854,1341914.9420817,18706047.8465172,6827582.82166814,1620318.08022805,12676300.9026287,153396097.158904,0.0413493777283301,3276057.30449099,6086561.79124076,6464197.6569248,377635.865684037,166072398.061533,4915681.21226532,84144377.8571107,0,0,14802004.4920046,25533630.6681854,22365249.034695,60803028.0955442,1620318.08022805,49418589.4379411,32509430.7664809,0,166072398.061533,6459465.22301402,166072398.061533,-81928020.204422,0,1641999.71858903
"Total",505319219.795838,88194246.1241188,378379735.913832,9060816.43168266,125000480.621441,253379255.292391,61773120.5741233,82341451.6493138,973535504.793183,0.0423833010746372,20974655.2705423,38819982.9838933,41214058.1337999,2394075.14990667,1055876956.4425,31163645.4705657,536482865.266404,0,0,95622991.9922006,378379735.913832,151013607.194711,376852901.345712,61773120.5741233,305527398.419469,213866692.756625,0,1055876956.4425,239524604.74899,1055876956.4425,-519394091.176095,0,10222924.3805328
